META; english/fa-cup/welling-v-whitehawk; 2016-10-10 20:25:48 GMT+3; 2016-10-15 15:00; e70300-dr003
META; english/fa-cup/welling-v-whitehawk; 2016-10-13 10:49:35 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 8/5; ; 8/5; 6/4; 6/4; 29/20; 6/4; 6/4; 13/8; 13/8; ; ; 31/20; ; ; ; ; ; 17/11; ; ; ; ; ; ; ; ; ; 
Welling; 8/5; ; 163/100; 6/4; 7/5; 29/20; 6/4; 7/5; 13/8; 13/8; ; ; 31/20; ; ; ; ; ; 17/11; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; ; 47/20; 11/5; 11/5; 23/10; 23/10; 23/10; 5/2; 9/4; ; ; 47/20; ; ; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-13 12:24:14 GMT+3; 2016-10-15 15:00; e70300-dr003
Welling; 8/5; ; 163/100; 6/4; 6/4; 29/20; 6/4; 7/5; 13/8; 13/8; ; ; 31/20; ; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; ; ; 
Whitehawk; 8/5; ; 8/5; 6/4; 6/4; 29/20; 6/4; 6/4; 13/8; 13/8; ; ; 31/20; ; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; ; ; 
Draw; 12/5; ; 47/20; 11/5; 21/10; 23/10; 23/10; 23/10; 5/2; 9/4; ; ; 47/20; ; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; ; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-13 16:24:41 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 8/5; ; 31/20; 6/4; 6/4; 29/20; 29/20; 6/4; 13/8; 13/8; 29/20; ; 6/4; ; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 1/100; ; 
Welling; 8/5; ; 17/10; 31/20; 6/4; 29/20; 31/20; 7/5; 13/8; 17/10; 8/5; ; 13/8; ; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 1/100; ; 
Draw; 12/5; ; 47/20; 21/10; 21/10; 23/10; 23/10; 23/10; 12/5; 9/4; 11/5; ; 23/10; ; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; ; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-13 20:25:07 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 29/20; 29/20; 31/20; 29/20; 6/4; 29/20; 29/20; 6/4; 13/8; 8/5; 29/20; ; 6/4; ; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 11/8; ; 
Welling; 7/4; 6/4; 17/10; 31/20; 6/4; 29/20; 8/5; 7/5; 13/8; 17/10; 8/5; ; 13/8; ; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 6/4; ; 
Draw; 12/5; 85/40; 47/20; 9/4; 21/10; 23/10; 23/10; 23/10; 12/5; 9/4; 11/5; ; 23/10; ; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; 19/10; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-14 00:23:44 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 29/20; 29/20; 31/20; 29/20; 6/4; 29/20; 29/20; 6/4; 13/8; 8/5; 29/20; ; 6/4; 29/20; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 11/8; ; 
Welling; 7/4; 6/4; 17/10; 31/20; 6/4; 29/20; 8/5; 7/5; 13/8; 17/10; 8/5; ; 13/8; 8/5; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 6/4; ; 
Draw; 12/5; 85/40; 47/20; 9/4; 21/10; 23/10; 23/10; 23/10; 12/5; 9/4; 11/5; ; 23/10; 21/10; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; 19/10; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-14 04:24:14 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 29/20; 29/20; 31/20; 29/20; 6/4; 29/20; 29/20; 6/4; 13/8; 8/5; 29/20; ; 6/4; 29/20; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 11/8; ; 
Welling; 7/4; 6/4; 17/10; 31/20; 6/4; 29/20; 8/5; 7/5; 13/8; 17/10; 8/5; ; 13/8; 8/5; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 6/4; ; 
Draw; 12/5; 85/40; 47/20; 9/4; 21/10; 23/10; 23/10; 23/10; 12/5; 9/4; 11/5; ; 23/10; 21/10; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; 19/10; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-14 08:24:07 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 29/20; 29/20; 31/20; 29/20; 6/4; 7/5; 29/20; 6/4; 13/8; 8/5; 29/20; ; 6/4; 29/20; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 11/8; ; 
Welling; 7/4; 6/4; 17/10; 31/20; 6/4; 31/20; 8/5; 7/5; 13/8; 17/10; 8/5; ; 13/8; 8/5; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 6/4; ; 
Draw; 12/5; 85/40; 47/20; 9/4; 21/10; 43/20; 23/10; 23/10; 12/5; 9/4; 11/5; ; 23/10; 21/10; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; 19/10; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-14 12:25:28 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 29/20; 29/20; 31/20; 29/20; 6/4; 7/5; 29/20; 6/4; 13/8; 8/5; 29/20; 6/4; 6/4; 29/20; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 11/8; ; 
Welling; 7/4; 6/4; 17/10; 31/20; 8/5; 31/20; 8/5; 7/5; 13/8; 17/10; 8/5; 11/8; 13/8; 8/5; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 6/4; ; 
Draw; 12/5; 85/40; 47/20; 9/4; 9/4; 43/20; 23/10; 23/10; 12/5; 9/4; 11/5; 23/10; 23/10; 21/10; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; 19/10; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-14 16:25:34 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 29/20; 29/20; 31/20; 29/20; 6/4; 7/5; 29/20; 6/4; 13/8; 8/5; 29/20; 6/4; 6/4; 29/20; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 11/8; ; 
Welling; 7/4; 6/4; 17/10; 31/20; 8/5; 31/20; 8/5; 7/5; 13/8; 17/10; 8/5; 11/8; 13/8; 8/5; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 6/4; ; 
Draw; 12/5; 85/40; 47/20; 9/4; 9/4; 43/20; 23/10; 23/10; 12/5; 9/4; 11/5; 23/10; 23/10; 21/10; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; 19/10; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-14 20:24:18 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 29/20; 29/20; 31/20; 29/20; 6/4; 7/5; 29/20; 6/4; 13/8; 8/5; 29/20; 6/4; 6/4; 29/20; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 8/5; ; 
Welling; 7/4; 6/4; 17/10; 31/20; 8/5; 31/20; 8/5; 7/5; 13/8; 17/10; 8/5; 11/8; 13/8; 8/5; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 13/8; ; 
Draw; 12/5; 85/40; 47/20; 9/4; 9/4; 43/20; 23/10; 23/10; 12/5; 9/4; 11/5; 23/10; 23/10; 21/10; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; 21/10; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-15 00:25:09 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 29/20; 29/20; 6/4; 29/20; 6/4; 7/5; 7/5; 6/4; 13/8; 8/5; 29/20; 6/4; 6/4; 29/20; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 6/4; ; 
Welling; 7/4; 6/4; 13/8; 13/8; 8/5; 31/20; 13/8; 7/5; 13/8; 17/10; 8/5; 11/8; 13/8; 8/5; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 13/8; ; 
Draw; 12/5; 85/40; 9/4; 21/10; 9/4; 43/20; 23/10; 23/10; 12/5; 9/4; 11/5; 23/10; 23/10; 21/10; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; 21/10; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-15 04:24:36 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 29/20; 7/5; 6/4; 29/20; 6/4; 7/5; 7/5; 6/4; 13/8; 8/5; 29/20; 6/4; 6/4; 29/20; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 6/4; ; 
Welling; 7/4; 13/8; 13/8; 13/8; 8/5; 31/20; 13/8; 7/5; 13/8; 17/10; 8/5; 11/8; 13/8; 8/5; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 13/8; ; 
Draw; 12/5; 21/10; 9/4; 21/10; 9/4; 43/20; 23/10; 23/10; 12/5; 9/4; 11/5; 23/10; 23/10; 21/10; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; 11/5; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-15 08:25:08 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 29/20; 29/20; 6/4; 29/20; 6/4; 7/5; 7/5; 6/4; 13/8; 8/5; 29/20; 6/4; 6/4; 29/20; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 6/4; ; 
Welling; 7/4; 6/4; 13/8; 8/5; 8/5; 31/20; 13/8; 7/5; 13/8; 17/10; 8/5; 11/8; 13/8; 8/5; 13/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 13/8; ; 
Draw; 12/5; 85/40; 9/4; 11/5; 9/4; 43/20; 23/10; 23/10; 12/5; 9/4; 11/5; 23/10; 23/10; 21/10; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; 11/5; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-15 12:24:15 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 11/8; 13/10; 13/10; 13/10; 7/5; 7/5; 5/4; 6/4; 7/5; 7/5; 13/10; 6/4; 6/4; 13/10; 11/8; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 5/4; ; 
Welling; 19/10; 17/10; 37/20; 17/10; 7/4; 31/20; 9/5; 7/5; 15/8; 19/10; 7/4; 11/8; 13/8; 7/4; 19/10; ; ; ; 17/11; ; ; ; ; 8/5; ; ; 19/10; ; 
Draw; 12/5; 85/40; 9/4; 23/10; 9/4; 43/20; 23/10; 23/10; 12/5; 9/4; 9/4; 23/10; 23/10; 21/10; 9/4; ; ; ; 11/5; ; ; ; ; 12/5; ; ; 11/5; ; 
META; english/fa-cup/welling-v-whitehawk; 2016-10-15 16:26:20 GMT+3; 2016-10-15 15:00; e70300-dr003
Whitehawk; 13/10; 11/8; 13/10; 13/10; 13/10; 7/5; 23/20; 13/10; 7/5; 7/5; 13/10; 5/4; 13/10; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; 7/5; ; ; 13/10; ; 
Welling; 2; 17/10; 37/20; 9/5; 15/8; 31/20; 19/10; 17/10; 2; 19/10; 9/5; 19/10; 15/8; 9/5; 19/10; ; ; ; 7/4; ; ; ; ; 37/19; ; ; 19/10; ; 
Draw; 12/5; 21/10; 9/4; 11/5; 9/4; 43/20; 12/5; 23/10; 12/5; 23/10; 9/4; 23/10; 23/10; 21/10; 9/4; ; ; ; 9/4; ; ; ; ; 9/4; ; ; 11/5; ; 
