META; english/fa-cup/eastleigh-v-swindon; 2016-10-30 20:23:09 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 29/20; ; 11/8; ; 11/8; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eastleigh; 7/4; 13/8; 37/20; ; 13/8; ; 17/10; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; 23/10; ; 12/5; ; 5/2; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-10-31 00:21:59 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 29/20; ; 11/8; ; 11/8; ; ; ; 7/5; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-10-31 12:21:59 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 29/20; ; 11/8; ; 11/8; ; 7/5; ; 7/5; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Eastleigh; 7/4; 13/8; 37/20; ; 13/8; ; 17/10; ; 7/4; ; 9/5; ; ; ; 7/4; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Draw; 13/5; 5/2; 23/10; ; 12/5; ; 5/2; ; 13/5; ; 11/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-10-31 16:22:05 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 29/20; 29/20; 11/8; ; 11/8; ; 7/5; ; 7/5; ; ; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 6/5; ; 
Eastleigh; 7/4; 13/8; 37/20; 9/5; 7/4; ; 7/4; ; 7/4; ; 9/5; ; ; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 7/4; ; 8/5; ; 
Draw; 13/5; 5/2; 23/10; 12/5; 23/10; ; 12/5; ; 13/5; ; 11/5; ; ; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 13/5; ; 2; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-10-31 20:23:03 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 29/20; 29/20; 11/8; ; 11/8; 13/10; 7/5; 5/4; 11/8; 5/4; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 6/5; ; 
Eastleigh; 7/4; 9/5; 37/20; 9/5; 13/8; ; 17/10; 13/8; 7/4; 7/4; 6/4; 6/10; 17/10; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 7/4; ; 8/5; ; 
Draw; 13/5; 5/2; 23/10; 12/5; 12/5; ; 5/2; 23/10; 13/5; 5/2; 9/4; 11/5; 13/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 13/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-01 00:22:20 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 29/20; 29/20; 11/8; ; 11/8; 13/10; 7/5; 5/4; 11/8; 5/4; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 6/5; ; 
Eastleigh; 7/4; 9/5; 37/20; 9/5; 13/8; ; 17/10; 13/8; 7/4; 7/4; 6/4; 6/10; 17/10; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 7/4; ; 8/5; ; 
Draw; 13/5; 5/2; 23/10; 12/5; 12/5; ; 5/2; 23/10; 13/5; 5/2; 9/4; 11/5; 13/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 13/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-01 04:21:33 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 29/20; 29/20; 11/8; ; 11/8; 13/10; 7/5; 5/4; 11/8; 5/4; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 6/5; ; 
Eastleigh; 7/4; 9/5; 37/20; 9/5; 13/8; ; 17/10; 13/8; 7/4; 7/4; 6/4; 6/10; 17/10; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 7/4; ; 8/5; ; 
Draw; 13/5; 5/2; 23/10; 12/5; 12/5; ; 5/2; 23/10; 13/5; 5/2; 9/4; 11/5; 13/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 13/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-01 08:21:40 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 29/20; 29/20; 11/8; ; 11/8; 13/10; 7/5; 5/4; 11/8; 5/4; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 6/5; ; 
Eastleigh; 7/4; 9/5; 37/20; 9/5; 13/8; ; 17/10; 13/8; 7/4; 7/4; 6/4; 6/10; 17/10; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 7/4; ; 8/5; ; 
Draw; 13/5; 5/2; 23/10; 12/5; 12/5; ; 5/2; 23/10; 13/5; 5/2; 9/4; 11/5; 13/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 13/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-01 12:22:02 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 29/20; 29/20; 11/8; ; 11/8; 13/10; 7/5; 5/4; 11/8; 5/4; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 6/5; ; 
Eastleigh; 7/4; 9/5; 37/20; 9/5; 13/8; ; 17/10; 13/8; 7/4; 7/4; 6/4; 6/10; 17/10; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 7/4; ; 8/5; ; 
Draw; 13/5; 5/2; 23/10; 12/5; 12/5; ; 5/2; 23/10; 13/5; 5/2; 9/4; 11/5; 13/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 13/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-01 16:23:40 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 29/20; 29/20; 11/8; ; 11/8; 13/10; 7/5; 5/4; 11/8; 5/4; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 6/5; ; 
Eastleigh; 7/4; 9/5; 37/20; 9/5; 13/8; ; 17/10; 13/8; 7/4; 7/4; 6/4; 6/10; 17/10; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 7/4; ; 8/5; ; 
Draw; 13/5; 5/2; 23/10; 12/5; 12/5; ; 5/2; 23/10; 13/5; 5/2; 9/4; 11/5; 13/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 13/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-01 20:22:56 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 7/5; 7/5; 11/8; ; 11/8; 13/10; 7/5; 7/5; 11/8; 5/4; 11/8; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 5/4; ; 
Eastleigh; 7/4; 9/5; 15/8; 19/10; 13/8; ; 7/4; 13/8; 9/5; 9/5; 6/4; 6/10; 7/4; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 8/5; ; 
Draw; 13/5; 5/2; 12/5; 23/10; 12/5; ; 12/5; 23/10; 5/2; 12/5; 9/4; 11/5; 49/20; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-02 00:23:17 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 7/5; 7/5; 11/8; ; 11/8; 13/10; 7/5; 7/5; 11/8; 5/4; ; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 5/4; ; 
Eastleigh; 7/4; 9/5; 15/8; 19/10; 13/8; ; 7/4; 13/8; 9/5; 9/5; 6/4; 6/10; ; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 8/5; ; 
Draw; 13/5; 5/2; 12/5; 23/10; 12/5; ; 12/5; 23/10; 5/2; 12/5; 9/4; 11/5; ; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 11/5; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-02 04:22:17 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 7/5; 7/5; 13/10; ; 11/8; 13/10; 7/5; 7/5; 11/8; 5/4; 11/8; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 6/5; ; 
Eastleigh; 7/4; 9/5; 15/8; 19/10; 7/4; ; 7/4; 13/8; 9/5; 9/5; 6/4; 6/10; 7/4; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 8/5; ; 
Draw; 13/5; 5/2; 12/5; 23/10; 12/5; ; 12/5; 23/10; 5/2; 12/5; 9/4; 11/5; 49/20; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 11/5; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-02 08:22:09 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 7/5; 7/5; 13/10; ; 11/8; 13/10; 7/5; 7/5; 11/8; 5/4; ; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 6/5; ; 
Eastleigh; 7/4; 9/5; 15/8; 19/10; 7/4; ; 7/4; 13/8; 9/5; 9/5; 6/4; 6/10; ; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 8/5; ; 
Draw; 13/5; 5/2; 12/5; 23/10; 12/5; ; 12/5; 23/10; 5/2; 12/5; 9/4; 11/5; ; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 11/5; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-02 12:23:17 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 7/5; ; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 5/4; ; 
Eastleigh; 7/4; 7/4; 15/8; 19/10; 7/4; 19/10; 7/4; 13/8; 9/5; 15/8; 6/4; 9/5; ; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 7/4; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 12/5; 9/4; 5/2; ; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-02 16:23:43 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 7/5; ; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 11/8; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 9/5; ; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 5/2; ; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-02 20:24:33 GMT+3; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 7/5; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 6/5; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 9/5; 9/5; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 5/2; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-02 23:46:15 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 5/4; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 7/4; 9/5; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 00:21:57 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 5/4; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 7/4; 9/5; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 00:55:23 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 5/4; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 7/4; 9/5; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 01:46:13 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 5/4; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 7/4; 9/5; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 03:46:07 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 13/10; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 7/4; 9/5; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 04:25:33 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 11/8; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 7/4; 9/5; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 05:46:04 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 11/8; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 7/4; 9/5; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 06:33:42 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 7/5; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 7/4; 9/5; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 07:46:12 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 7/5; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 7/4; 9/5; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 08:22:05 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 7/5; ; 7/5; ; 
Eastleigh ; 7/4; 7/4; 15/8; 19/10; 7/4; 15/8; 7/4; 13/8; 9/5; 15/8; 6/4; 7/4; 9/5; 17/10; 7/4; ; ; ; 7/4; ; ; ; ; ; 9/5; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 23/10; 9/4; 23/10; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 09:46:14 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 7/5; 11/8; 13/10; 13/10; 7/5; 13/10; 13/10; 7/5; 13/10; 11/8; 11/8; 27/20; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 5/4; ; 
Eastleigh ; 7/4; 7/4; 19/10; 19/10; 7/4; 19/10; 9/5; 13/8; 9/5; 19/10; 6/4; 7/4; 9/5; 7/4; 7/4; ; ; ; 7/4; ; ; ; ; ; 15/8; ; 9/5; ; 
Draw; 13/5; 13/5; 12/5; 12/5; 12/5; 5/2; 12/5; 23/10; 5/2; 12/5; 9/4; 23/10; 12/5; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 11:46:20 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 11/8; 13/10; 7/5; 7/5; 13/10; 13/10; 7/5; 13/10; 11/8; 11/8; 13/10; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 5/4; ; 
Eastleigh ; 9/5; 9/5; 19/10; 19/10; 15/8; 19/10; 9/5; 13/8; 15/8; 19/10; 6/4; 7/4; 37/20; 7/4; 7/4; ; ; ; 7/4; ; ; ; ; ; 15/8; ; 9/5; ; 
Draw; 5/2; 13/5; 12/5; 12/5; 5/2; 5/2; 12/5; 23/10; 5/2; 12/5; 9/4; 23/10; 49/20; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 12:23:48 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 11/8; 13/10; 7/5; 7/5; 13/10; 13/10; 7/5; 13/10; 11/8; 11/8; 13/10; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 5/4; ; 
Eastleigh ; 9/5; 9/5; 19/10; 19/10; 15/8; 19/10; 9/5; 13/8; 15/8; 19/10; 6/4; 7/4; 37/20; 7/4; 7/4; ; ; ; 7/4; ; ; ; ; ; 15/8; ; 15/8; ; 
Draw; 5/2; 13/5; 12/5; 12/5; 5/2; 5/2; 12/5; 23/10; 5/2; 12/5; 9/4; 23/10; 49/20; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 13:02:55 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 11/8; 13/10; 7/5; 7/5; 13/10; 11/8; 7/5; 13/10; 11/8; 11/8; 13/10; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 5/4; ; 
Eastleigh ; 9/5; 9/5; 19/10; 19/10; 15/8; 19/10; 9/5; 7/4; 15/8; 19/10; 6/4; 7/4; 37/20; 7/4; 7/4; ; ; ; 7/4; ; ; ; ; ; 15/8; ; 15/8; ; 
Draw; 5/2; 13/5; 12/5; 12/5; 5/2; 5/2; 12/5; 13/5; 5/2; 12/5; 9/4; 23/10; 49/20; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 13:46:07 GMT+2; 2016-11-04 19:55; e70300-dr003
Swindon; 11/8; 11/8; 11/8; 13/10; 7/5; 7/5; 13/10; 11/8; 7/5; 13/10; 11/8; 11/8; 13/10; 13/10; 11/8; ; ; ; 23/17; ; ; ; ; ; 11/8; ; 5/4; ; 
Eastleigh ; 9/5; 9/5; 19/10; 19/10; 15/8; 39/20; 9/5; 7/4; 15/8; 19/10; 6/4; 7/4; 37/20; 7/4; 7/4; ; ; ; 7/4; ; ; ; ; ; 15/8; ; 15/8; ; 
Draw; 5/2; 13/5; 12/5; 12/5; 5/2; 5/2; 12/5; 13/5; 5/2; 12/5; 9/4; 23/10; 49/20; 11/5; 5/2; ; ; ; 12/5; ; ; ; ; ; 12/5; ; 23/10; ; 
META; english/fa-cup/eastleigh-v-swindon; 2016-11-03 15:46:08 GMT+2; 2016-11-04 19:55; e70300-dr003
