META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-03 17:45:32 GMT+3; 2016-10-04 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 00:50:25 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 01:45:32 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 03:45:39 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 04:23:30 GMT+3; 2016-10-04 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 05:45:36 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 06:31:51 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 07:45:39 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 08:24:29 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 09:45:37 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 11:45:34 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 12:25:12 GMT+3; 2016-10-04 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 12:55:37 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 13:45:34 GMT+3; 2016-10-04 19:45; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 15:45:36 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 16:25:53 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 17:45:46 GMT+3; 2016-10-04 19:45; e70300-dr003
Gloucester; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 18:34:12 GMT+3; 2016-10-04 19:45; e70300-dr003
Hemel Hempstead; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Gloucester; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 19:45:39 GMT+3; 2016-10-04 19:45; e70300-dr003
Hemel Hempstead; ; 23/20; ; ; 23/20; ; 5/4; ; ; ; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; 8/7; ; ; 1/4; ; 
Gloucester; ; 17/10; ; ; 13/8; ; 15/8; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; ; ; ; 8/5; ; ; 1/25; ; 
Draw; ; 5/2; ; ; 5/2; ; 11/4; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; 27/10; ; ; 19/10; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 20:26:09 GMT+3; 2016-10-04 19:45; e70300-dr003
Hemel Hempstead; ; 23/20; ; ; 11/10; ; 23/20; ; ; ; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; ; 9/8; ; ; 23/20; ; 
Gloucester; ; 7/4; ; ; 9/5; ; 21/10; ; ; ; 2; ; ; ; 7/4; ; ; ; ; ; ; ; ; 18/11; ; ; 13/8; ; 
Draw; ; 12/5; ; ; 12/5; ; 27/10; ; ; ; 11/4; ; ; ; 23/10; ; ; ; ; ; ; ; ; 45/17; ; ; 23/10; ; 
META; english/fa-cup/hemel-hempstead-v-gloucester; 2016-10-04 21:45:34 GMT+3; 2016-10-04 19:45; e70300-dr003
Hemel Hempstead; ; 23/20; ; ; 11/10; ; 6/5; ; ; ; 23/20; ; ; ; 11/10; ; 15/13; 15/13; ; ; ; 15/13; ; 9/8; ; ; 6/5; ; 
Gloucester; ; 7/4; ; ; 7/4; ; 19/10; ; ; ; 19/10; ; ; ; 9/5; ; 15/8; 9/5; ; ; ; 9/5; ; 18/11; ; ; 19/10; ; 
Draw; ; 12/5; ; ; 12/5; ; 14/5; ; ; ; 14/5; ; ; ; 5/2; ; 11/4; 27/11; ; ; ; 27/11; ; 45/17; ; ; 14/5; ; 
