META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-02 16:23:42 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 8/13; 6/10; ; ; 3/5; ; 13/20; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; 
FC United of Manchester; 14/5; 3; ; ; 3; ; 10/3; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; 3; ; 7/2; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 08:22:04 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 8/13; 6/10; ; ; 3/5; ; 13/20; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; 
FC United of Manchester; 14/5; 3; ; ; 3; ; 10/3; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; 3; ; 7/2; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 09:45:26 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 8/13; 6/10; ; ; 3/5; ; 13/20; ; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; 
FC United of Manchester; 14/5; 3; ; ; 3; ; 10/3; ; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; 3; ; 7/2; ; ; ; ; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 11:45:27 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 8/13; 8/13; ; ; 3/5; ; 13/20; ; 4/6; ; ; 4/6; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; 
FC United of Manchester; 14/5; 3; ; ; 11/4; ; 10/3; ; 3; ; ; 10/3; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; 16/5; ; 7/2; ; 7/2; ; ; 14/5; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 12:22:23 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 8/13; 8/13; 7/10; 8/13; 3/5; ; 13/20; ; 4/6; ; ; 4/6; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; 3; 3; 3; ; 7/2; ; 7/2; ; ; 14/5; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; 
FC United of Manchester; 14/5; 3; 7/2; 16/5; 3; ; 10/3; ; 3; ; ; 10/3; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 12:47:14 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 8/13; 8/13; 7/10; 8/13; 3/5; ; 13/20; ; 4/6; ; ; 4/6; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; 3; 3; 3; ; 7/2; ; 7/2; ; ; 14/5; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; 
FC United of Manchester; 14/5; 3; 7/2; 16/5; 3; ; 10/3; ; 3; ; ; 10/3; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 13:45:27 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 8/13; 8/13; 7/10; 8/13; 3/5; ; 13/20; 4/7; 4/6; ; ; 4/6; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; 3; 3; 3; ; 7/2; 16/5; 7/2; ; ; 14/5; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; 
FC United of Manchester; 14/5; 3; 7/2; 16/5; 3; ; 10/3; 3; 3; ; ; 10/3; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 15:45:27 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 8/13; 8/13; 7/10; 8/13; 3/5; ; 13/20; 4/7; 4/6; ; ; 4/6; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; 3; 3; 3; ; 7/2; 16/5; 7/2; ; ; 14/5; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; 
FC United of Manchester; 14/5; 3; 7/2; 16/5; 3; ; 10/3; 3; 3; ; ; 10/3; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 16:23:55 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 6/10; 4/7; ; 8/13; 4/7; 4/6; ; 13/20; 8/13; ; ; ; ; 8/13; 10/17; ; ; ; 10/17; ; 10/17; ; ; 1/100; ; 
Draw; 7/2; 3; 3; 3; 3; ; 17/5; 16/5; 7/2; ; 3; 14/5; ; ; ; ; 10/3; 31/10; ; ; ; 31/10; ; 16/5; ; ; 1/4; ; 
FC United of Manchester; 16/5; 16/5; 37/10; 10/3; 16/5; ; 17/5; 3; 3; ; 15/4; 7/2; ; ; ; ; 7/2; 16/5; ; ; ; 16/5; ; 33/10; ; ; 1/100; ; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 17:45:29 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 6/10; 4/7; 4/7; 8/13; 4/7; 8/13; ; 4/6; 8/13; ; ; ; ; 8/13; 10/17; ; ; ; 10/17; ; 10/17; ; ; 4/9; 4/7; 
Draw; 7/2; 3; 3; 3; 3; 3; 33/10; 16/5; 10/3; ; 3; 14/5; ; ; ; ; 10/3; 31/10; ; ; ; 31/10; ; 16/5; ; ; 12/5; 13/5; 
FC United of Manchester; 16/5; 10/3; 37/10; 10/3; 16/5; 16/5; 19/5; 3; 7/2; ; 15/4; 17/5; ; ; ; ; 7/2; 16/5; ; ; ; 16/5; ; 33/10; ; ; 12/5; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 18:31:28 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 6/10; 4/7; 4/7; 8/13; 4/7; 8/13; ; 4/6; 8/13; ; ; 6/10; ; 8/13; 10/17; ; ; ; 11/18; ; 10/17; ; ; 8/15; 4/7; 
Draw; 7/2; 3; 3; 3; 3; 3; 33/10; 16/5; 10/3; ; 3; 14/5; ; ; 14/5; ; 10/3; 31/10; ; ; ; 58/19; ; 16/5; ; ; 13/5; 13/5; 
FC United of Manchester; 16/5; 10/3; 15/4; 10/3; 16/5; 16/5; 19/5; 3; 7/2; ; 15/4; 17/5; ; ; 10/3; ; 7/2; 16/5; ; ; ; 16/5; ; 33/10; ; ; 3; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 19:45:31 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 6/10; 4/7; 4/7; 8/13; 4/7; 8/13; ; 4/6; 8/13; ; ; 6/10; ; 8/13; 11/18; ; ; ; 11/18; ; 10/17; ; ; 8/15; 4/7; 
Draw; 7/2; 3; 3; 3; 3; 3; 33/10; 16/5; 10/3; ; 3; 14/5; ; ; 14/5; ; 10/3; 58/19; ; ; ; 58/19; ; 16/5; ; ; 13/5; 13/5; 
FC United of Manchester; 16/5; 10/3; 15/4; 10/3; 16/5; 16/5; 19/5; 3; 7/2; ; 15/4; 17/5; ; ; 10/3; ; 7/2; 16/5; ; ; ; 16/5; ; 33/10; ; ; 3; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 20:25:07 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 6/10; 4/7; 4/7; 8/13; 4/7; 8/13; ; 4/6; 8/13; ; ; 6/10; ; 8/13; 11/18; ; ; ; 11/18; ; 10/17; ; ; 8/15; 4/7; 
Draw; 7/2; 3; 3; 3; 3; 3; 33/10; 16/5; 10/3; ; 3; 14/5; ; ; 14/5; ; 10/3; 58/19; ; ; ; 58/19; ; 16/5; ; ; 13/5; 13/5; 
FC United of Manchester; 16/5; 10/3; 15/4; 10/3; 16/5; 16/5; 19/5; 3; 7/2; ; 15/4; 17/5; ; ; 10/3; ; 7/2; 16/5; ; ; ; 16/5; ; 33/10; ; ; 3; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 21:45:36 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 6/10; 4/7; 4/7; 8/13; 4/7; 8/13; ; 4/6; 8/13; ; ; 6/10; ; 8/13; 11/18; ; ; ; 11/18; ; 10/17; ; ; 8/15; 4/7; 
Draw; 7/2; 3; 3; 3; 3; 3; 33/10; 16/5; 10/3; ; 3; 14/5; ; ; 14/5; ; 10/3; 56/19; ; ; ; 56/19; ; 16/5; ; ; 13/5; 13/5; 
FC United of Manchester; 16/5; 10/3; 15/4; 10/3; 16/5; 16/5; 19/5; 3; 7/2; ; 15/4; 17/5; ; ; 10/3; ; 7/2; 16/5; ; ; ; 16/5; ; 33/10; ; ; 3; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-03 23:45:33 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 8/13; 4/7; 4/7; 8/13; 4/7; 8/13; ; 4/6; 8/13; ; ; 6/10; ; 8/13; 11/18; ; ; ; 11/18; ; 10/17; ; ; 4/7; 4/7; 
Draw; 7/2; 3; 3; 14/5; 3; 3; 33/10; 16/5; 10/3; ; 3; 14/5; ; ; 14/5; ; 10/3; 56/19; ; ; ; 56/19; ; 16/5; ; ; 13/5; 13/5; 
FC United of Manchester; 16/5; 10/3; 15/4; 10/3; 16/5; 16/5; 19/5; 3; 7/2; ; 15/4; 17/5; ; ; 10/3; ; 7/2; 16/5; ; ; ; 16/5; ; 33/10; ; ; 3; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 00:23:37 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 8/13; 4/7; 4/7; 13/20; 4/7; 8/13; ; 4/6; 8/13; ; ; 6/10; ; 8/13; 11/18; ; ; ; 11/18; ; 10/17; ; ; 4/7; 4/7; 
Draw; 7/2; 3; 3; 14/5; 3; 3; 16/5; 16/5; 10/3; ; 3; 14/5; ; ; 14/5; ; 10/3; 56/19; ; ; ; 56/19; ; 16/5; ; ; 13/5; 13/5; 
FC United of Manchester; 16/5; 10/3; 15/4; 10/3; 16/5; 16/5; 15/4; 3; 7/2; ; 15/4; 17/5; ; ; 10/3; ; 7/2; 16/5; ; ; ; 16/5; ; 33/10; ; ; 3; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 00:50:23 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 8/13; 4/7; 4/7; 13/20; 4/7; 8/13; ; 4/6; 8/13; ; ; 6/10; ; 8/13; 11/18; ; ; ; 11/18; ; 10/17; ; ; 4/7; ; 
Draw; 7/2; 3; 3; 14/5; 3; 3; 16/5; 16/5; 10/3; ; 3; 14/5; ; ; 14/5; ; 10/3; 56/19; ; ; ; 56/19; ; 16/5; ; ; 13/5; ; 
FC United of Manchester; 16/5; 10/3; 15/4; 10/3; 16/5; 16/5; 15/4; 3; 7/2; ; 15/4; 17/5; ; ; 10/3; ; 7/2; 16/5; ; ; ; 16/5; ; 33/10; ; ; 3; ; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 01:45:29 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 8/13; 4/7; 4/7; 13/20; 4/7; 8/13; ; 4/6; 8/13; ; ; 6/10; ; 8/13; 11/18; ; ; ; 11/18; ; 10/17; ; ; 4/7; 4/7; 
Draw; 7/2; 3; 3; 14/5; 3; 3; 16/5; 16/5; 10/3; ; 3; 14/5; ; ; 14/5; ; 10/3; 56/19; ; ; ; 56/19; ; 16/5; ; ; 13/5; 13/5; 
FC United of Manchester; 16/5; 10/3; 15/4; 10/3; 16/5; 16/5; 15/4; 3; 7/2; ; 15/4; 17/5; ; ; 10/3; ; 7/2; 16/5; ; ; ; 16/5; ; 33/10; ; ; 3; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 03:45:37 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 8/13; 4/7; 4/7; 13/20; 4/7; 8/13; ; 4/6; 8/13; ; ; 6/10; ; 8/13; 11/18; ; 8/13; ; 11/18; ; 10/17; ; ; 4/7; 4/7; 
Draw; 7/2; 3; 3; 14/5; 3; 3; 16/5; 16/5; 10/3; ; 3; 14/5; ; ; 14/5; ; 10/3; 56/19; ; 17/5; ; 56/19; ; 16/5; ; ; 13/5; 13/5; 
FC United of Manchester; 16/5; 10/3; 15/4; 10/3; 16/5; 16/5; 15/4; 3; 7/2; ; 15/4; 17/5; ; ; 10/3; ; 7/2; 16/5; ; 7/2; ; 16/5; ; 33/10; ; ; 3; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 04:23:27 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 8/13; 4/7; 4/7; 13/20; 4/7; 8/13; ; 4/6; 8/13; ; ; 6/10; ; 8/13; 11/18; ; 8/13; ; 11/18; ; 10/17; ; ; 4/7; 4/7; 
Draw; 7/2; 3; 3; 14/5; 3; 3; 16/5; 16/5; 10/3; ; 3; 14/5; ; ; 11/4; ; 10/3; 56/19; ; 17/5; ; 56/19; ; 16/5; ; ; 5/2; 13/5; 
FC United of Manchester; 16/5; 10/3; 15/4; 10/3; 16/5; 16/5; 15/4; 3; 7/2; ; 15/4; 7/2; ; ; 10/3; ; 7/2; 16/5; ; 7/2; ; 16/5; ; 33/10; ; ; 3; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 05:45:33 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 8/13; 4/7; 4/7; 13/20; 4/7; 4/6; ; 13/20; 8/13; ; ; 6/10; ; 8/13; 5/9; ; 8/13; ; 5/9; ; 10/17; ; ; 4/7; 4/7; 
Draw; 3; 14/5; 3; 14/5; 11/4; 3; 16/5; 3; 3; ; 3; 14/5; ; ; 11/4; ; 3; 29/10; ; 17/5; ; 29/10; ; 16/5; ; ; 14/5; 13/5; 
FC United of Manchester; 15/4; 7/2; 15/4; 10/3; 10/3; 16/5; 15/4; 7/2; 19/5; ; 4; 7/2; ; ; 10/3; ; 4; 62/17; ; 7/2; ; 62/17; ; 33/10; ; ; 7/2; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 06:31:49 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 4/6; 8/13; 4/7; 4/7; 8/13; 4/7; 4/6; ; 13/20; 8/13; ; ; 6/10; ; 8/13; 5/9; ; 8/13; ; 5/9; ; 3/5; ; ; 4/7; 4/7; 
Draw; 3; 14/5; 3; 14/5; 11/4; 3; 16/5; 3; 3; ; 3; 14/5; ; ; 14/5; ; 3; 29/10; ; 17/5; ; 29/10; ; 31/10; ; ; 14/5; 13/5; 
FC United of Manchester; 15/4; 7/2; 15/4; 10/3; 10/3; 16/5; 19/5; 7/2; 19/5; ; 4; 7/2; ; ; 10/3; ; 4; 62/17; ; 7/2; ; 62/17; ; 57/17; ; ; 7/2; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 07:45:37 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 13/20; 6/10; 4/7; 4/7; 8/13; 4/7; 4/6; ; 8/13; 6/10; ; ; 4/7; ; 8/13; 5/9; ; 8/13; ; 5/9; ; 7/12; ; ; 4/7; 4/7; 
Draw; 3; 14/5; 3; 11/4; 11/4; 3; 33/10; 3; 3; ; 3; 29/10; ; ; 14/5; ; 3; 37/13; ; 17/5; ; 37/13; ; 31/10; ; ; 13/5; 13/5; 
FC United of Manchester; 15/4; 7/2; 19/5; 15/4; 10/3; 16/5; 19/5; 7/2; 19/5; ; 4; 18/5; ; ; 7/2; ; 4; 19/5; ; 7/2; ; 19/5; ; 38/11; ; ; 3; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 08:24:27 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 13/20; 6/10; 4/7; 4/7; 13/20; 4/7; 4/6; ; 8/13; 6/10; ; ; 4/7; ; 8/13; 5/9; ; 8/13; ; 5/9; ; 7/12; ; ; 4/7; 4/7; 
Draw; 3; 14/5; 3; 11/4; 11/4; 3; 16/5; 3; 3; ; 3; 29/10; ; ; 14/5; ; 3; 37/13; ; 17/5; ; 37/13; ; 31/10; ; ; 11/4; 13/5; 
FC United of Manchester; 15/4; 7/2; 19/5; 15/4; 10/3; 16/5; 15/4; 7/2; 19/5; ; 4; 18/5; ; ; 17/5; ; 4; 19/5; ; 7/2; ; 19/5; ; 38/11; ; ; 3; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 09:45:35 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 13/20; 6/10; 4/7; 4/7; 8/13; 4/7; 4/6; ; 13/20; 6/10; ; ; 4/7; ; 8/13; 5/9; ; 8/13; ; 5/9; ; 7/12; ; ; 8/13; 4/7; 
Draw; 3; 14/5; 3; 11/4; 11/4; 3; 16/5; 3; 3; ; 3; 29/10; ; ; 14/5; ; 3; 29/10; ; 17/5; ; 29/10; ; 31/10; ; ; 3; 27/10; 
FC United of Manchester; 15/4; 7/2; 19/5; 15/4; 10/3; 16/5; 19/5; 7/2; 19/5; ; 4; 18/5; ; ; 17/5; ; 4; 15/4; ; 7/2; ; 15/4; ; 38/11; ; ; 7/2; 3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 11:45:32 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 4/7; 4/7; 8/13; 6/10; 4/7; 4/7; 8/13; 4/7; 8/13; ; 3/5; 6/10; ; ; 4/7; 8/13; 4/7; 1/2; ; 8/13; ; 1/2; ; 4/7; ; ; 8/13; 4/7; 
Draw; 3; 14/5; 31/10; 11/4; 11/4; 3; 33/10; 3; 10/3; ; 3; 29/10; ; ; 29/10; 16/5; 3; 56/19; ; 16/5; ; 56/19; ; 41/13; ; ; 3; 14/5; 
FC United of Manchester; 15/4; 7/2; 4; 15/4; 7/2; 16/5; 4; 7/2; 19/5; ; 17/4; 18/5; ; ; 17/5; 17/4; 4; 54/13; ; 15/4; ; 54/13; ; 7/2; ; ; 7/2; 10/3; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 12:25:10 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 9/20; 1/2; 8/15; 4/9; 4/9; 4/7; 1/2; 1/2; 4/7; 5/12; 1/2; 4/7; ; ; 4/9; 8/15; 8/15; 4/9; 5/12; 1/2; 2/5; 4/9; ; 1/2; ; ; 1/2; 1/2; 
Draw; 16/5; 3; 10/3; 10/3; 3; 3; 17/5; 3; 7/2; 16/5; 10/3; 3; ; ; 16/5; 10/3; 10/3; 41/13; 16/5; 16/5; 3; 41/13; ; 33/10; ; ; 3; 3; 
FC United of Manchester; 5; 4; 19/4; 4; 4; 16/5; 19/4; 4; 17/4; 5; 5; 10/3; ; ; 9/2; 5; 4; 50/11; 5; 5; 5; 50/11; ; 39/10; ; ; 23/5; 21/5; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 12:55:34 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 9/20; 4/9; 8/15; 4/9; 4/9; 4/7; 1/2; 4/9; 8/15; 5/12; 1/2; 4/7; ; ; 4/9; 8/15; 1/2; 2/5; 5/12; 1/2; 2/5; 2/5; ; 1/2; ; ; 1/2; 4/9; 
Draw; 16/5; 3; 10/3; 14/5; 3; 3; 17/5; 10/3; 7/2; 16/5; 10/3; 3; ; ; 16/5; 10/3; 10/3; 33/10; 16/5; 16/5; 3; 33/10; ; 33/10; ; ; 3; 3; 
FC United of Manchester; 5; 9/2; 19/4; 5; 9/2; 16/5; 5; 4; 19/4; 5; 5; 10/3; ; ; 9/2; 5; 9/2; 96/19; 5; 5; 5; 96/19; ; 39/10; ; ; 23/5; 21/5; 
META; english/fa-cup/harrogate-town-v-fc-united-of-manchester; 2016-10-04 13:45:32 GMT+3; 2016-10-04 19:45; e70300-dr003
Harrogate Town; 9/20; 4/9; 1/2; 4/9; 4/9; 4/7; 1/2; 4/9; 8/15; 5/12; 1/2; 4/7; ; ; 4/9; 8/15; 1/2; 2/5; 5/12; 1/2; 2/5; 2/5; ; 1/2; ; ; 4/9; 4/9; 
Draw; 16/5; 3; 17/5; 10/3; 3; 3; 7/2; 10/3; 7/2; 16/5; 10/3; 3; ; ; 16/5; 10/3; 10/3; 33/10; 16/5; 16/5; 3; 33/10; ; 33/10; ; ; 7/2; 3; 
FC United of Manchester; 5; 9/2; 5; 4; 9/2; 16/5; 19/4; 4; 19/4; 5; 5; 10/3; ; ; 9/2; 5; 9/2; 96/19; 5; 5; 5; 96/19; ; 39/10; ; ; 26/5; 23/5; 
