META; english/fa-cup/egham-v-st-albans; 2016-10-10 16:23:49 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/7; ; ; ; ; ; ; ; ; ; 6/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
St Albans; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-13 10:48:40 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-13 12:23:33 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-13 16:23:52 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/7; ; ; ; ; ; ; ; ; ; 6/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; ; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 3; ; ; ; ; ; ; ; ; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-13 20:24:19 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/7; 4/7; ; ; ; ; ; ; ; ; 6/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 3; 10/3; ; ; ; ; ; ; ; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 00:23:00 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/7; 8/15; ; ; ; ; ; ; ; ; 6/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 3; 7/2; ; ; ; ; ; ; ; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 04:23:31 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/7; 8/15; ; ; ; ; ; ; ; ; 6/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 3; 7/2; ; ; ; ; ; ; ; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 08:23:23 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/7; 8/15; ; ; ; ; ; ; ; ; 6/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; ; ; ; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 3; 7/2; ; ; ; ; ; ; ; ; 18/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 12:24:38 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/7; 8/15; ; ; ; ; ; ; ; ; 6/10; 4/7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 10/3; 3; ; ; ; ; ; ; ; ; 29/10; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 3; 7/2; ; ; ; ; ; ; ; ; 18/5; 16/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 15:47:58 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 1/2; ; ; ; ; ; ; ; ; 4/9; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 3; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 4; ; ; ; ; ; ; ; ; 24/5; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 16:24:44 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 4/9; ; ; ; ; ; ; ; ; 4/9; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 9/2; ; ; ; ; ; ; ; ; 24/5; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 17:47:43 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 4/9; ; ; ; ; ; ; ; ; 4/9; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 3; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 9/2; ; ; ; ; ; ; ; ; 24/5; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 18:39:12 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 4/9; ; ; ; ; ; ; ; ; ; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 9/2; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 19:48:18 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 20:23:30 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 21:48:36 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-14 23:47:44 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 00:24:19 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 01:01:25 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 01:47:31 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 03:47:49 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 04:23:48 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 05:47:45 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 06:36:49 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 07:49:38 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 08:24:19 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 09:47:58 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 11:48:07 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 4/9; ; ; ; ; ; ; ; ; 4/9; 4/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 9/2; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 12:23:29 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 4/9; ; ; ; ; ; ; ; ; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 9/2; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 13:02:02 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 4/9; ; ; ; ; ; ; ; ; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 9/2; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 13:47:33 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 4/9; ; ; ; ; ; ; ; ; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 9/2; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 15:47:30 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 4/9; ; ; ; ; ; ; ; ; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 9/2; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/egham-v-st-albans; 2016-10-15 16:25:22 GMT+3; 2016-10-15 15:00; e70300-dr003
St Albans; 4/9; 2/5; ; ; ; ; ; ; ; ; 4/9; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; ; ; ; ; ; ; ; ; 16/5; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Egham; 4; 5; ; ; ; ; ; ; ; ; 24/5; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
