META; english/fa-cup/leek-town-v-kettering; 2016-09-01 20:22:48 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; ; 1; 9/10; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Leek Town; 21/10; ; 49/20; ; 12/5; 21/10; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 
Draw; 11/4; ; 27/10; ; 11/4; 11/4; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 03:46:04 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; ; 1; 9/10; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Leek Town; 21/10; ; 49/20; ; 12/5; 21/10; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 
Draw; 11/4; ; 27/10; ; 11/4; 11/4; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 04:21:43 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; ; 1; 9/10; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Leek Town; 21/10; ; 49/20; ; 12/5; 21/10; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; 
Draw; 11/4; ; 27/10; ; 11/4; 11/4; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 05:45:59 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; ; 1; 9/10; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leek Town; 21/10; ; 49/20; ; 12/5; 21/10; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; 27/10; ; 11/4; 11/4; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 06:30:26 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; ; 1; 9/10; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leek Town; 21/10; ; 49/20; ; 12/5; 21/10; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; 27/10; ; 11/4; 11/4; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 07:45:57 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; ; 1; 9/10; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Leek Town; 21/10; ; 49/20; ; 12/5; 21/10; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 2; ; 
Draw; 11/4; ; 27/10; ; 11/4; 11/4; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 08:22:01 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; ; 1; 9/10; ; ; ; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leek Town; 21/10; ; 49/20; ; 12/5; 21/10; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; ; 27/10; ; 11/4; 11/4; ; ; ; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 09:46:01 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; ; 1; 9/10; ; ; ; ; ; ; ; ; 19/20; ; 19/20; 10/11; ; 10/11; ; 10/11; ; ; ; ; 5/6; ; 
Leek Town; 21/10; ; 49/20; ; 12/5; 21/10; ; ; ; ; ; ; ; ; 5/2; ; 9/4; 28/13; ; 5/2; ; 28/13; ; ; ; ; ; ; 
Draw; 11/4; ; 27/10; ; 11/4; 11/4; ; ; ; ; ; ; ; ; 14/5; ; 14/5; 27/10; ; 14/5; ; 27/10; ; ; ; ; 13/5; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 11:45:59 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; 20/21; 1; 9/10; ; 10/11; ; ; ; ; ; ; 19/20; ; 19/20; 10/11; ; 10/11; ; 10/11; ; ; ; ; ; ; 
Leek Town; 21/10; ; 49/20; 12/5; 12/5; 21/10; ; 2; ; ; ; ; ; ; 5/2; ; 11/5; 28/13; ; 5/2; ; 28/13; ; ; ; ; ; ; 
Draw; 11/4; ; 27/10; 11/4; 11/4; 11/4; ; 13/5; ; ; ; ; ; ; 14/5; ; 3; 27/10; ; 14/5; ; 27/10; ; ; ; ; ; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 12:22:11 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; 20/21; 1; 9/10; ; 10/11; ; ; ; ; ; ; 19/20; ; 19/20; 10/11; ; 10/11; ; 10/11; ; ; ; ; 5/6; ; 
Leek Town; 21/10; ; 49/20; 12/5; 12/5; 21/10; ; 2; ; ; ; ; ; ; 5/2; ; 11/5; 28/13; ; 5/2; ; 28/13; ; ; ; ; 23/10; ; 
Draw; 11/4; ; 27/10; 11/4; 11/4; 11/4; ; 13/5; ; ; ; ; ; ; 14/5; ; 3; 27/10; ; 14/5; ; 27/10; ; ; ; ; 13/5; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 12:51:57 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; 20/21; 19/20; 9/10; ; 10/11; ; ; ; 19/20; ; ; 19/20; ; 19/20; 10/11; ; 10/11; ; 10/11; ; ; ; ; ; ; 
Leek Town; 21/10; ; 49/20; 12/5; 12/5; 21/10; ; 2; ; ; ; 23/10; ; ; 5/2; ; 11/5; 28/13; ; 5/2; ; 28/13; ; ; ; ; ; ; 
Draw; 11/4; ; 27/10; 11/4; 3; 11/4; ; 13/5; ; ; ; 5/2; ; ; 14/5; ; 3; 27/10; ; 14/5; ; 27/10; ; ; ; ; ; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 13:45:58 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; ; 1; 20/21; 1; 9/10; ; 10/11; ; ; ; 19/20; ; ; 19/20; ; 19/20; 10/11; ; 10/11; ; 10/11; ; ; ; ; 5/6; ; 
Leek Town; 21/10; ; 49/20; 12/5; 23/10; 21/10; ; 2; ; ; ; 23/10; ; ; 23/10; ; 9/4; 28/13; ; 5/2; ; 28/13; ; ; ; ; 21/10; ; 
Draw; 11/4; ; 27/10; 13/5; 3; 11/4; ; 13/5; ; ; ; 5/2; ; ; 3; ; 14/5; 27/10; ; 14/5; ; 27/10; ; ; ; ; 14/5; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 15:45:58 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; 10/11; 1; 20/21; 19/20; 9/10; ; 10/11; ; ; ; 19/20; ; ; 19/20; ; 19/20; 10/11; ; 10/11; ; 10/11; ; ; ; ; 5/6; ; 
Leek Town; 21/10; 11/5; 49/20; 12/5; 12/5; 21/10; ; 2; ; ; ; 23/10; ; ; 23/10; ; 9/4; 11/5; ; 5/2; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 11/4; 13/5; 27/10; 13/5; 3; 11/4; ; 13/5; ; ; ; 5/2; ; ; 3; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 14/5; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 16:23:15 GMT+3; 2016-09-03 15:00; e70300-dr003
Kettering; 10/11; 10/11; 1; 20/21; 19/20; 1; 20/21; 10/11; ; ; ; 19/20; ; ; 19/20; ; 19/20; 10/11; ; 10/11; ; 10/11; ; ; ; ; 5/6; ; 
Leek Town; 21/10; 11/5; 49/20; 12/5; 12/5; 12/5; 12/5; 2; ; ; ; 23/10; ; ; 23/10; ; 9/4; 11/5; ; 5/2; ; 11/5; ; ; ; ; 21/10; ; 
Draw; 11/4; 5/2; 27/10; 13/5; 3; 3; 14/5; 13/5; ; ; ; 5/2; ; ; 3; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 14/5; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 17:46:07 GMT+3; 2016-09-03 15:00; In Play; e70300-dr003
Kettering; 11/10; 5/4; ; 3/10; 11/10; 6/5; ; 13/10; ; ; ; 3/10; ; ; 2/7; ; ; ; 17/16; ; ; ; 39/40; ; ; ; ; ; 
Draw; 15/8; 9/5; ; 7/2; 12/5; 19/10; ; 7/5; ; ; ; 19/5; ; ; 4; ; ; ; 40/17; ; ; ; 45/17; ; ; ; ; ; 
Leek Town; 11/4; 13/5; ; 15/2; 5/2; 11/4; ; 11/4; ; ; ; 15/2; ; ; 9; ; ; ; 7/3; ; ; ; 13/5; ; ; ; ; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 18:31:33 GMT+3; 2016-09-03 15:00; In Play; e70300-dr003
Kettering; 1/7; 1/5; ; 1/6; 11/8; 1/6; ; 1/7; ; ; ; ; ; ; 1/5; ; ; ; 5/4; ; ; ; 3/10; ; ; ; ; ; 
Draw; 9/2; 9/2; ; 4; 6/4; 460/100; ; 4; ; ; ; ; ; ; 24/5; ; ; ; 19/10; ; ; ; 39/10; ; ; ; ; ; 
Leek Town; 18; 28; ; 14; 10/3; 28; ; 22; ; ; ; ; ; ; 18; ; ; ; 27/11; ; ; ; 11; ; ; ; ; ; 
META; english/fa-cup/leek-town-v-kettering; 2016-09-03 19:45:06 GMT+3; 2016-09-03 15:00; In Play; e70300-dr003
Kettering; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/6; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; ; ; ; ; ; ; ; ; 
Leek Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19; ; ; ; ; ; ; ; ; ; 
