META; english/fa-cup/westfields-v-curzon-ashton; 2016-10-30 20:24:37 GMT+3; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 4/7; 8/13; ; 4/7; ; 4/7; ; ; ; 6/10; ; ; ; ; ; ; ; ; ; ; 5/8; ; ; ; ; ; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 3; ; 16/5; 11/4; 3; 7/2; 3; 3; ; 3; 16/5; 3; 56/19; ; 31/10; ; 56/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 19/5; ; 4; 4; 17/4; 7/2; 15/4; 7/2; ; 18/5; 15/4; 4; 50/13; ; 4; ; 50/13; 41/10; ; ; 4; ; 3; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-02 08:23:17 GMT+3; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 4/7; ; 11/20; 8/15; 8/13; 11/20; 6/10; 8/15; ; 8/15; 3/5; 4/7; 10/17; ; 4/7; ; 10/17; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 3; ; 16/5; 11/4; 3; 7/2; 3; 3; ; 3; 16/5; 3; 3; ; 31/10; ; 3; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 19/5; ; 4; 4; 17/4; 7/2; 15/4; 7/2; ; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-02 12:24:34 GMT+3; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 4/7; ; 4/7; 8/15; 8/13; 11/20; 6/10; 8/15; ; 8/15; 3/5; 4/7; 10/17; ; 4/7; ; 10/17; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 3; ; 31/10; 11/4; 3; 7/2; 3; 3; ; 3; 16/5; 3; 3; ; 31/10; ; 3; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 19/5; ; 4; 4; 17/4; 7/2; 15/4; 7/2; ; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-02 16:25:03 GMT+3; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 4/7; ; 11/20; 8/15; 8/13; 11/20; 6/10; 8/15; ; 8/15; 3/5; 4/7; 10/17; ; 4/7; ; 10/17; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 3; ; 16/5; 11/4; 3; 7/2; 3; 3; ; 3; 16/5; 3; 3; ; 31/10; ; 3; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 19/5; ; 4; 4; 17/4; 7/2; 15/4; 7/2; ; 18/5; 15/4; 4; 19/5; ; 4; ; 19/5; 41/10; ; ; 4; ; 3; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-02 20:25:59 GMT+3; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 4/7; ; 11/20; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 3; ; 10/3; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 19/5; ; 4; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-03 00:22:59 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 4/7; ; 11/20; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 3; ; 10/3; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 19/5; ; 4; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-03 04:26:41 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 4/7; ; 11/20; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 3; ; 10/3; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 19/5; ; 4; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-03 08:23:19 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 4/7; ; 11/20; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 3; ; 33/10; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 19/5; ; 4; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-03 12:25:05 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 11/20; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; ; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 10/3; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; ; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 4; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; ; 41/10; ; ; 4; ; 3; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-03 16:24:19 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 11/20; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; ; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 10/3; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; ; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 4; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; ; 41/10; ; ; 4; ; 3; ; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-03 20:25:12 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 11/20; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 8/15; 4/9; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 10/3; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; 12/5; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 4; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 00:22:46 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 4/7; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 8/15; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 7/2; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 3; 12/5; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 4; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 00:57:14 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 3/5; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 8/15; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 10/3; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; 12/5; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 17/4; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; 3; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 01:47:13 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 3/5; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 8/15; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 10/3; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 17/4; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; 11/4; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 03:47:12 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 4/7; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 8/15; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 7/2; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 10/3; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 04:21:51 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 3/5; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 10/3; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 17/4; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; 14/5; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 05:47:10 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 4/7; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 8/15; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 7/2; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; 11/4; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 06:34:13 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 4/7; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 7/2; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; 11/4; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 07:47:02 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 4/7; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 8/15; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 7/2; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; 11/4; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 08:22:01 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 4/7; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 7/2; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 21/5; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; 11/4; 
META; english/fa-cup/westfields-v-curzon-ashton; 2016-11-04 09:47:10 GMT+2; 2016-11-05 15:00; e70300-dr003
Curzon Ashton; 8/13; 8/13; 8/13; 11/20; 8/13; ; 3/5; 8/15; 8/13; 11/20; 6/10; 8/15; 4/7; 11/20; 3/5; 4/7; 11/18; ; 4/7; ; 11/18; 7/11; ; ; 8/13; ; 1/2; ; 
Draw; 31/10; 10/3; 16/5; 16/5; 10/3; ; 10/3; 11/4; 3; 7/2; 3; 3; 16/5; 3; 16/5; 3; 58/19; ; 31/10; ; 58/19; 13/4; ; ; 3; ; 14/5; ; 
Westfields; 4; 19/5; 4; 10/3; 4; ; 17/4; 4; 17/4; 7/2; 15/4; 7/2; 4; 18/5; 15/4; 4; 39/10; ; 4; ; 39/10; 41/10; ; ; 4; ; 3; 11/4; 
