META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-10-30 20:24:04 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/6; ; ; 1/6; ; 2/13; ; ; ; 2/11; ; ; ; ; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; 
Draw; 11/2; 11/2; ; ; 11/2; ; 11/2; ; ; ; 11/2; ; ; ; ; ; ; ; ; ; ; 6; ; ; ; ; ; ; 
Spennymoor Town; 12; 14; ; ; 12; ; 16; ; ; ; 14; ; ; ; ; ; ; ; ; ; ; 29/2; ; ; ; ; ; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-10-31 00:22:40 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/6; ; ; 2/11; ; 1/6; ; ; ; 2/11; ; ; ; 1/5; ; ; ; ; ; ; 2/9; ; ; ; ; ; ; 
MK Dons; 1/5; 1/5; ; 2/11; 1/6; ; 1/6; 1/6; 1/5; 1/6; ; 1/7; ; 2/13; 1/5; ; 3/16; ; 1/5; ; 3/16; 2/9; ; ; 1/5; ; 2/15; ; 
Draw; 11/2; 11/2; ; 6; 11/2; ; 6; 5; 11/2; 11/2; ; 5; ; 11/2; 11/2; ; 67/13; ; 5; ; 67/13; 6; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 12; 10; 12; 11; ; 11; ; 11; 11; ; 43/4; ; 11; ; 43/4; 29/2; ; ; 12; ; 10; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-01 12:22:43 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 1/6; ; 1/6; 1/6; 1/5; 1/6; ; 1/7; ; 2/13; 1/5; 2/11; 3/16; ; 1/5; ; 3/16; 2/9; ; ; 1/5; ; 2/15; ; 
Draw; 11/2; 11/2; ; 6; 11/2; ; 6; 5; 11/2; 11/2; ; 5; ; 11/2; 11/2; 11/2; 51/10; ; 5; ; 51/10; 6; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 12; 10; 12; 11; ; 11; ; 11; 11; 12; 43/4; ; 11; ; 43/4; 29/2; ; ; 12; ; 52/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-01 16:24:36 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 1/6; ; 2/13; 1/6; 1/5; 1/6; 2/11; 1/7; ; 2/13; 1/5; 2/11; 3/16; ; 1/5; ; 3/16; 2/9; ; ; 1/5; ; 2/15; ; 
Draw; 11/2; 11/2; ; 6; 11/2; ; 6; 5; 11/2; 11/2; 11/2; 5; ; 11/2; 11/2; 11/2; 67/13; ; 5; ; 67/13; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 14; 10; 12; 11; 14; 11; ; 11; 11; 12; 21/2; ; 11; ; 21/2; 25/2; ; ; 12; ; 52/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-01 20:24:01 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 2/11; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; ; 2/13; 1/5; 2/11; 3/16; ; 1/5; ; 3/16; 2/9; ; ; 1/5; ; 2/13; ; 
Draw; 11/2; 11/2; ; 6; 5; ; 11/2; 5; 11/2; 11/2; 11/2; 5; ; 11/2; 11/2; 11/2; 67/13; ; 5; ; 67/13; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 14; 10; 12; 11; 14; 11; ; 11; 11; 12; 21/2; ; 11; ; 21/2; 25/2; ; ; 12; ; 52/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-02 00:24:11 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 2/11; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; ; 2/13; 1/5; 2/11; 3/16; ; 1/5; ; 3/16; 2/9; ; ; 1/5; ; 1/6; ; 
Draw; 11/2; 11/2; ; 6; 5; ; 11/2; 5; 11/2; 11/2; 11/2; 5; ; 11/2; 11/2; 11/2; 67/13; ; 5; ; 67/13; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 14; 10; 12; 11; 14; 11; ; 11; 11; 12; 21/2; ; 11; ; 21/2; 25/2; ; ; 12; ; 52/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-02 04:23:03 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 2/11; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; ; 2/13; 1/5; 2/11; 3/16; ; 1/5; ; 3/16; 2/9; ; ; 1/5; ; 1/6; ; 
Draw; 11/2; 11/2; ; 6; 5; ; 11/2; 5; 11/2; 11/2; 11/2; 5; ; 11/2; 11/2; 11/2; 51/10; ; 5; ; 51/10; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 14; 10; 12; 11; 14; 11; ; 11; 11; 12; 21/2; ; 11; ; 21/2; 25/2; ; ; 12; ; 52/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-02 08:22:52 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 2/11; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; ; 2/13; 1/5; 2/11; 3/16; ; 1/5; ; 3/16; 2/9; ; ; 1/5; ; 1/6; ; 
Draw; 11/2; 11/2; ; 6; 5; ; 11/2; 5; 11/2; 11/2; 11/2; 5; ; 11/2; 11/2; 11/2; 67/13; ; 5; ; 67/13; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 14; 10; 12; 11; 14; 11; ; 11; 11; 12; 21/2; ; 11; ; 21/2; 25/2; ; ; 12; ; 52/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-02 12:24:07 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 2/11; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; ; 2/13; 1/5; 2/11; 3/16; ; 1/5; ; 3/16; 2/9; ; ; 1/5; ; 1/6; ; 
Draw; 11/2; 11/2; ; 6; 5; ; 11/2; 5; 11/2; 11/2; 11/2; 5; ; 11/2; 11/2; 11/2; 67/13; ; 5; ; 67/13; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 14; 10; 12; 11; 14; 11; ; 11; 11; 12; 21/2; ; 11; ; 21/2; 25/2; ; ; 12; ; 52/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-02 16:24:29 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 1/6; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; ; 2/13; 1/5; 2/11; 3/16; ; 1/5; ; 3/16; 2/9; ; ; 1/5; ; 2/15; ; 
Draw; 11/2; 11/2; ; 6; 11/2; ; 11/2; 5; 11/2; 11/2; 11/2; 5; ; 11/2; 11/2; 11/2; 67/13; ; 5; ; 67/13; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 14; 10; 12; 11; 14; 11; ; 11; 11; 12; 21/2; ; 11; ; 21/2; 25/2; ; ; 12; ; 52/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-02 20:25:21 GMT+3; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 1/6; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; 2/11; 2/13; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 2/15; ; 
Draw; 11/2; 11/2; ; 6; 11/2; ; 11/2; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 26/5; ; 5; ; 26/5; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 14; 10; 12; 11; 14; 11; 14; 11; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 52/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-03 00:22:36 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 2/11; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; 2/11; 3/20; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 2/11; ; 
Draw; 11/2; 11/2; ; 6; 5; ; 11/2; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 53/10; ; 5; ; 53/10; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 14; 10; 12; 11; 14; 11; 14; 11; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 57/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-03 04:26:17 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 2/11; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; 2/11; 3/20; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 2/11; ; 
Draw; 11/2; 11/2; ; 6; 5; ; 11/2; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 21/4; ; 5; ; 21/4; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 14; 10; 12; 11; 14; 11; 14; 11; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 57/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-03 08:22:49 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 2/11; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; 2/11; 2/13; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 2/11; ; 
Draw; 11/2; 11/2; ; 6; 5; ; 11/2; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 26/5; ; 5; ; 26/5; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 11; ; 14; 10; 12; 11; 14; 11; 14; 11; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 57/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-03 12:24:36 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 1/5; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 2/13; 1/5; 2/11; 1/5; ; 1/5; ; ; 2/9; ; ; 1/5; ; 2/11; ; 
Draw; 11/2; 11/2; ; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 11/2; 11/2; 26/5; ; 5; ; ; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 12; ; 12; 10; 12; 11; 14; 11; 14; 11; 11; 12; 45/4; ; 11; ; ; 25/2; ; ; 12; ; 57/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-03 16:23:46 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; ; 2/11; 1/5; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 2/13; 1/5; 2/11; 1/5; ; 1/5; ; ; 2/9; ; ; 1/5; ; 2/11; ; 
Draw; 11/2; 11/2; ; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 11/2; 11/2; 21/4; ; 5; ; 21/4; 57/10; ; ; 11/2; ; 24/5; ; 
Spennymoor Town; 12; 12; ; 12; 12; ; 12; 10; 12; 11; 14; 11; 14; 11; 11; 12; 11; ; 11; ; 11; 25/2; ; ; 12; ; 57/5; ; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-03 20:24:32 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 2/11; 1/5; ; 1/6; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 3/20; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/5; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 11/2; 11/2; 53/10; ; 5; ; 53/10; 57/10; ; ; 11/2; ; 24/5; 4; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 12; 10; 12; 11; 14; 11; 14; 11; 11; 12; 11; ; 11; ; 11; 25/2; ; ; 12; ; 57/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 00:22:22 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 2/11; 1/5; ; 2/11; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 3/20; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/5; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 53/10; ; 5; ; 53/10; 57/10; ; ; 11/2; ; 5; 4; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 10; 12; 11; 14; 11; 16; 11; 11; 12; 11; ; 11; ; 11; 25/2; ; ; 12; ; 57/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 00:56:50 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 2/11; 1/5; ; 2/11; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 3/20; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/5; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 53/10; ; 5; ; 53/10; 57/10; ; ; 11/2; ; 5; 4; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 10; 12; 11; 14; 11; 16; 11; 11; 12; 11; ; 11; ; 11; 25/2; ; ; 12; ; 57/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 01:46:48 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 2/11; 1/5; ; 2/11; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 3/20; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/5; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 21/4; ; 5; ; 21/4; 57/10; ; ; 11/2; ; 5; 4; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 10; 12; 11; 14; 11; 16; 11; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 57/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 03:46:47 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 2/11; 1/5; ; 2/11; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 3/20; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/5; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 21/4; ; 5; ; 21/4; 57/10; ; ; 11/2; ; 5; 4; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 10; 12; 11; 14; 11; 16; 11; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 57/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 04:21:25 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 2/11; 1/5; ; 2/11; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 3/20; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/5; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 21/4; ; 5; ; 21/4; 57/10; ; ; 11/2; ; 5; 4; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 10; 12; 11; 14; 11; 16; 11; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 57/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 05:46:46 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 2/11; 1/5; ; 2/11; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 3/20; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/5; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 21/4; ; 5; ; 21/4; 57/10; ; ; 11/2; ; 5; 4; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 10; 12; 11; 14; 11; 16; 11; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 57/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 06:33:48 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 2/11; 1/5; ; 2/11; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 3/20; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/5; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 21/4; ; 5; ; 21/4; 57/10; ; ; 11/2; ; 5; 4; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 10; 12; 11; 14; 11; 16; 11; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 57/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 08:21:36 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 2/11; 1/5; ; 2/11; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 2/13; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/5; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 26/5; ; 5; ; 26/5; 57/10; ; ; 11/2; ; 5; 4; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 10; 12; 11; 14; 11; 16; 11; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 57/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 09:46:45 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 2/11; 1/5; ; 2/11; 1/6; 1/5; 1/6; 2/11; 1/7; 1/6; 3/20; 1/5; 2/11; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/5; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 5; 21/4; 11/2; 11/2; 11/2; 21/4; ; 5; ; 21/4; 57/10; ; ; 11/2; ; 5; 4; 
Spennymoor Town; 12; 12; 12; 12; 12; ; 16; 10; 12; 11; 14; 11; 16; 11; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 57/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 11:46:51 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 1/5; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/6; ; 
Draw; 11/2; 11/2; 11/2; 6; 6; ; 6; 5; 11/2; 11/2; 11/2; 9/2; 21/4; 6; 11/2; 5; 21/4; ; 5; ; 21/4; 57/10; ; ; 11/2; ; 11/2; 4; 
Spennymoor Town; 12; 14; 12; 12; 12; ; 14; 10; 12; 11; 12; 14; 14; 12; 11; 12; 45/4; ; 11; ; 45/4; 25/2; ; ; 12; ; 54/5; 43/5; 
META; english/fa-cup/mk-dons-v-spennymoor-town; 2016-11-04 12:22:14 GMT+2; 2016-11-05 15:00; e70300-dr003
MK Dons; 1/5; 1/5; 1/5; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/6; 1/5; 2/9; 2/11; 1/6; 1/5; 1/5; 1/5; ; 1/5; ; 1/5; 2/9; ; ; 1/5; ; 1/6; ; 
