META; english/fa-cup/gillingham-v-brackley; 2016-10-30 20:23:55 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 1/3; 4/11; ; 1/3; ; 3/10; ; ; ; 1/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 4; 4; 4; ; 19/5; ; 4; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley; 7; 7; 15/2; ; 7; ; 15/2; ; ; ; 7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-10-31 00:22:34 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 1/3; 4/11; ; 1/3; ; 1/3; ; ; ; 1/3; ; ; ; 7/20; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Brackley; 7; 7; 15/2; 15/2; 13/2; ; 15/2; 11/2; 15/2; 6; ; 6; ; 13/2; 13/2; ; ; ; 15/2; ; ; ; ; ; 7; ; 29/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-01 08:22:15 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 4/11; 4/11; 4/11; 1/3; ; 3/10; 3/10; 1/3; 7/20; ; 1/3; ; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 4/11; ; 1/4; ; 
Draw; 4; 19/5; 4; 4; 19/5; ; 17/4; 4; 17/4; 19/5; ; 10/3; ; 15/4; 4; ; ; ; 17/4; ; ; ; ; ; 4; ; 10/3; ; 
Brackley; 7; 7; 15/2; 15/2; 13/2; ; 15/2; 11/2; 15/2; 6; ; 6; ; 13/2; 13/2; ; ; ; 15/2; ; ; ; ; ; 7; ; 29/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-01 12:22:38 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 4/11; 4/11; 4/11; 1/3; ; 3/10; 3/10; 1/3; 7/20; ; 1/3; ; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 4/11; ; 1/4; ; 
Draw; 4; 19/5; 4; 4; 19/5; ; 17/4; 4; 17/4; 19/5; ; 10/3; ; 15/4; 4; ; ; ; 17/4; ; ; ; ; ; 4; ; 10/3; ; 
Brackley; 7; 7; 15/2; 15/2; 13/2; ; 15/2; 11/2; 15/2; 6; ; 6; ; 13/2; 13/2; ; ; ; 15/2; ; ; ; ; ; 7; ; 29/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-01 16:24:26 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 4/11; 4/11; 4/11; 1/3; ; 3/10; 3/10; 1/3; 7/20; 1/3; 1/3; ; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 4/11; ; 1/4; ; 
Draw; 4; 19/5; 4; 4; 19/5; ; 21/5; 4; 17/4; 19/5; 15/4; 10/3; ; 15/4; 4; ; ; ; 17/4; ; ; ; ; ; 4; ; 10/3; ; 
Brackley; 7; 7; 15/2; 15/2; 13/2; ; 15/2; 11/2; 15/2; 6; 7; 6; ; 13/2; 13/2; ; ; ; 15/2; ; ; ; ; ; 7; ; 29/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-02 00:24:06 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 4/11; 7/20; 1/3; 1/3; ; 3/10; 3/10; 1/3; 7/20; 1/3; 1/3; ; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 1/3; ; 1/4; ; 
Draw; 4; 19/5; 4; 15/4; 19/5; ; 21/5; 4; 17/4; 4; 19/5; 10/3; ; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 10/3; ; 
Brackley; 7; 7; 15/2; 8; 7; ; 15/2; 11/2; 15/2; 15/2; 15/2; 6; ; 8; 13/2; ; ; ; 15/2; ; ; ; ; ; 15/2; ; 37/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-02 04:22:58 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 4/11; 7/20; 1/3; 1/3; ; 3/10; 3/10; 1/3; 7/20; 1/3; 1/3; ; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 1/3; ; 1/4; ; 
Draw; 4; 19/5; 4; 15/4; 19/5; ; 21/5; 4; 17/4; 4; 19/5; 10/3; ; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 10/3; ; 
Brackley; 7; 7; 15/2; 8; 7; ; 15/2; 11/2; 15/2; 15/2; 15/2; 6; ; 8; 13/2; ; ; ; 15/2; ; ; ; ; ; 15/2; ; 37/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-02 08:22:47 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 1/3; 4/11; 7/20; 1/3; 1/3; ; 3/10; 3/10; 1/3; 7/20; 1/3; 1/3; 1/3; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 1/3; ; 1/4; ; 
Draw; 17/4; 19/5; 4; 15/4; 19/5; ; 21/5; 4; 17/4; 4; 19/5; 10/3; 4; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 4; ; 10/3; ; 
Brackley; 7; 7; 15/2; 8; 7; ; 15/2; 11/2; 15/2; 15/2; 15/2; 6; 15/2; 8; 13/2; ; ; ; 15/2; ; ; ; ; ; 15/2; ; 37/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-02 12:24:02 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 1/3; 4/11; 7/20; 1/3; 1/3; ; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; ; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 1/3; ; 2/7; ; 
Draw; 17/4; 4; 4; 15/4; 19/5; ; 21/5; 4; 17/4; 4; 19/5; 19/5; ; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 4; ; 10/3; ; 
Brackley; 7; 7; 15/2; 8; 7; ; 15/2; 11/2; 15/2; 8; 15/2; 13/2; ; 8; 13/2; ; ; ; 15/2; ; ; ; ; ; 15/2; ; 37/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-02 16:24:21 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 1/3; 4/11; 7/20; 1/3; 1/3; ; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; ; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 1/3; ; 3/10; ; 
Draw; 17/4; 4; 4; 15/4; 19/5; ; 21/5; 4; 17/4; 4; 19/5; 19/5; ; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 4; ; 3; ; 
Brackley; 7; 7; 15/2; 17/2; 7; ; 15/2; 11/2; 15/2; 8; 15/2; 13/2; ; 8; 13/2; ; ; ; 15/2; ; ; ; ; ; 15/2; ; 37/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-02 20:25:17 GMT+3; 2016-11-05 15:00; e70300-dr003
Gillingham; 1/3; 4/11; 7/20; 1/3; 1/3; ; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; 3/10; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 1/3; ; 3/10; ; 
Draw; 17/4; 4; 4; 15/4; 19/5; ; 21/5; 4; 17/4; 4; 19/5; 19/5; 17/4; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 4; ; 3; ; 
Brackley; 7; 7; 15/2; 17/2; 7; ; 15/2; 11/2; 15/2; 8; 15/2; 13/2; 8; 8; 13/2; ; ; ; 15/2; ; ; ; ; ; 15/2; ; 37/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-03 00:22:31 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 1/3; 4/11; 7/20; 1/3; 1/3; ; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; 3/10; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 1/3; ; 3/10; ; 
Draw; 17/4; 4; 4; 15/4; 19/5; ; 21/5; 4; 17/4; 4; 19/5; 19/5; 17/4; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 4; ; 7/2; ; 
Brackley; 7; 7; 15/2; 17/2; 7; ; 15/2; 11/2; 15/2; 8; 15/2; 13/2; 8; 8; 13/2; ; ; ; 15/2; ; ; ; ; ; 15/2; ; 37/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-03 04:26:12 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 1/3; 4/11; 7/20; 1/3; 1/3; ; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; 3/10; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 1/3; ; 3/10; ; 
Draw; 17/4; 4; 4; 15/4; 19/5; ; 21/5; 4; 17/4; 4; 19/5; 19/5; 17/4; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 4; ; 7/2; ; 
Brackley; 7; 7; 15/2; 17/2; 7; ; 15/2; 11/2; 15/2; 8; 15/2; 13/2; 8; 8; 13/2; ; ; ; 15/2; ; ; ; ; ; 15/2; ; 37/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-03 08:22:41 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 1/3; 4/11; 7/20; 1/3; 1/3; ; 3/10; 3/10; 1/3; 1/3; 1/3; 1/3; 3/10; 3/10; 7/20; ; ; ; 3/10; ; ; ; ; ; 1/3; ; 3/10; ; 
Draw; 17/4; 4; 4; 15/4; 19/5; ; 21/5; 4; 17/4; 4; 19/5; 19/5; 17/4; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 4; ; 7/2; ; 
Brackley; 7; 7; 15/2; 17/2; 7; ; 15/2; 11/2; 15/2; 8; 15/2; 13/2; 8; 8; 13/2; ; ; ; 15/2; ; ; ; ; ; 15/2; ; 37/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-03 12:24:30 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 4/11; 4/11; 4/11; 4/11; ; 1/3; 3/10; 2/5; 4/11; 4/11; 1/3; 1/3; 1/3; 7/20; ; ; ; 3/10; ; ; ; ; ; 4/11; ; 3/10; ; 
Draw; 4; 4; 19/5; 15/4; 4; ; 4; 4; 17/4; 4; 15/4; 19/5; 4; 10/3; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 7; 7; 13/2; 15/2; ; 13/2; 11/2; 13/2; 7; 13/2; 13/2; 7; 7; 13/2; ; ; ; 15/2; ; ; ; ; ; 7; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-03 16:23:37 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 4/11; 4/11; 4/11; 4/11; ; 1/3; 3/10; 2/5; 4/11; 4/11; 1/3; 7/20; 1/3; 7/20; ; ; ; 3/10; ; ; ; ; ; 4/11; ; 1/3; ; 
Draw; 4; 4; 19/5; 15/4; 4; ; 4; 4; 17/4; 15/4; 15/4; 19/5; 15/4; 10/3; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 7; 7; 13/2; 15/2; ; 13/2; 11/2; 13/2; 7; 13/2; 13/2; 7; 7; 13/2; ; ; ; 15/2; ; ; ; ; ; 7; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-03 20:24:27 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; ; 3/10; 2/5; 4/11; 4/11; 1/3; 4/11; 1/3; 7/20; ; ; ; 3/10; ; ; ; ; ; 4/11; ; 4/11; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; ; 4; 17/4; 15/4; 18/5; 19/5; 15/4; 16/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 13/2; 13/2; 15/2; ; ; 11/2; 13/2; 7; 13/2; 13/2; 13/2; 7; 13/2; ; ; ; 15/2; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 00:22:17 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 1/3; 4/11; 1/3; 7/20; ; ; ; 3/10; ; ; ; ; ; 4/11; ; 4/11; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 18/5; 19/5; 15/4; 16/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 13/2; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 13/2; 13/2; 7; 13/2; ; ; ; 15/2; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 00:56:45 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 1/3; 4/11; 1/3; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 18/5; 19/5; 15/4; 16/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 13/2; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 13/2; 13/2; 7; 13/2; ; ; ; 27/4; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 01:46:44 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 1/3; ; 1/3; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 18/5; 19/5; ; 16/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 13/2; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 13/2; ; 7; 13/2; ; ; ; 27/4; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 03:46:42 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 1/3; 4/11; 1/3; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 18/5; 19/5; 15/4; 16/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 13/2; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 13/2; 13/2; 7; 13/2; ; ; ; 27/4; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 04:21:20 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 1/3; 4/11; 1/3; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 18/5; 19/5; 15/4; 16/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 13/2; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 13/2; 13/2; 7; 13/2; ; ; ; 27/4; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 05:46:41 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 1/3; 4/11; 1/3; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 18/5; 19/5; 15/4; 16/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 13/2; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 13/2; 13/2; 7; 13/2; ; ; ; 27/4; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 06:33:43 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 1/3; 4/11; 1/3; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 18/5; 19/5; 15/4; 16/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 13/2; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 13/2; 13/2; 7; 13/2; ; ; ; 27/4; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 07:46:34 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 1/3; 4/11; 1/3; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 18/5; 19/5; 15/4; 16/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 13/2; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 13/2; 13/2; 7; 13/2; ; ; ; 27/4; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 08:21:32 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 1/3; 4/11; 1/3; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 18/5; 19/5; 15/4; 16/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 13/2; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 13/2; 13/2; 7; 13/2; ; ; ; 27/4; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 09:46:41 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 1/3; 4/11; 1/3; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 15/4; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 18/5; 19/5; 15/4; 16/5; 4; ; ; ; 4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 13/2; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 13/2; 13/2; 7; 13/2; ; ; ; 27/4; ; ; ; ; ; 13/2; ; 32/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 11:46:46 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 4/9; 4/11; 7/20; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 4; 3; 15/4; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 7; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 25/4; ; ; ; ; ; 13/2; ; 34/5; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 12:22:09 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 4/9; 4/11; 7/20; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 4; 3; 15/4; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley; 13/2; 13/2; 7; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 25/4; ; ; ; ; ; 13/2; ; 7; ; 
META; english/fa-cup/gillingham-v-brackley; 2016-11-04 13:02:53 GMT+2; 2016-11-05 15:00; e70300-dr003
Gillingham; 4/11; 2/5; 2/5; 4/11; 4/11; ; 4/11; 3/10; 2/5; 4/11; 4/11; 4/9; 4/11; 7/20; 7/20; ; ; ; 1/3; ; ; ; ; ; 4/11; ; 2/5; ; 
Draw; 4; 19/5; 19/5; 15/4; 4; ; 21/5; 4; 17/4; 15/4; 4; 3; 15/4; 17/5; 4; ; ; ; 17/4; ; ; ; ; ; 15/4; ; 7/2; ; 
Brackley ; 13/2; 13/2; 7; 13/2; 15/2; ; 7; 11/2; 13/2; 7; 13/2; 15/2; 13/2; 15/2; 13/2; ; ; ; 25/4; ; ; ; ; ; 13/2; ; 7; ; 
