META; english/fa-cup/billericay-v-chippenham-town; 2016-09-24 20:24:14 GMT+3; 2016-10-01 15:00; e70300-dr003
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 21:47:29 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 11/10; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 9/5; 7/4; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 5/2; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-09-30 23:47:36 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 11/10; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 9/5; 7/4; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 5/2; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 00:23:16 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 11/10; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 9/5; 7/4; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 5/2; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 01:05:35 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 11/10; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 9/5; 7/4; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 5/2; ; 12/5; 5/2; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 01:47:21 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 21/20; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 11/10; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 15/8; ; 15/8; 9/5; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 12/5; ; 5/2; 5/2; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 03:47:06 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 11/10; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 15/8; ; 19/10; 9/5; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 12/5; ; 23/10; 12/5; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 04:22:48 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 11/10; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 15/8; ; 19/10; 9/5; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 12/5; ; 23/10; 12/5; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 05:47:17 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 15/13; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 15/8; ; 19/10; 9/5; ; 19/10; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 12/5; ; 23/10; 12/5; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 06:35:56 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 15/13; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 15/8; ; 19/10; 9/5; ; 19/10; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 12/5; ; 23/10; 12/5; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 07:47:12 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 15/13; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 15/8; ; 19/10; 9/5; ; 19/10; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 12/5; ; 23/10; 12/5; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 08:23:16 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 15/13; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 15/8; ; 19/10; 9/5; ; 19/10; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 12/5; ; 23/10; 12/5; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 09:47:09 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 15/13; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 15/8; ; 19/10; 9/5; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 12/5; ; 23/10; 12/5; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 11:47:19 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 15/13; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 15/8; ; 19/10; 9/5; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 12/5; ; 23/10; 12/5; ; ; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 12:23:07 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 15/13; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 15/8; ; 19/10; 9/5; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 12/5; ; 23/10; 12/5; ; ; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 13:05:43 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 15/13; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 15/8; ; 19/10; 9/5; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 12/5; ; 23/10; 12/5; ; ; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 13:47:15 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; ; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 15/13; ; 11/10; ; ; 23/20; ; 1; ; 
Chippenham Town; 9/5; 9/5; ; 19/10; 7/4; ; 19/10; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 7/4; ; 
Draw; 13/5; 5/2; ; 23/10; 5/2; ; ; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 11/5; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 15:47:44 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 15/13; ; 11/10; ; ; 23/20; ; 5/6; ; 
Chippenham Town; 9/5; 9/5; ; 19/10; 7/4; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 11/8; ; 
Draw; 13/5; 5/2; ; 23/10; 5/2; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 19/10; ; 
META; english/fa-cup/billericay-v-chippenham-town; 2016-10-01 16:24:07 GMT+3; 2016-10-01 15:00; e70300-dr003
Billericay; 11/10; 11/10; ; 11/10; 11/10; ; 11/10; 11/10; 6/5; ; ; 11/10; ; ; 11/10; 23/20; 15/13; 11/10; ; 15/13; ; 11/10; ; ; 23/20; ; 5/6; ; 
Chippenham Town; 9/5; 9/5; ; 19/10; 7/4; ; 15/8; 9/5; 2; ; ; 7/4; ; ; 15/8; 21/10; 15/8; 9/5; ; 7/4; ; 9/5; ; ; 15/8; ; 11/8; ; 
Draw; 13/5; 5/2; ; 23/10; 5/2; ; 13/5; 13/5; 14/5; ; ; 5/2; ; ; 12/5; 14/5; 11/4; 13/5; ; 13/5; ; 13/5; ; ; 11/4; ; 19/10; ; 
