META; english/fa-cup/dartford-v-sutton-utd; 2016-10-30 20:23:49 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 6/5; 6/5; 5/4; ; 23/20; ; 23/20; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Dartford; 21/10; 2; 11/5; ; 2; ; 21/10; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 12/5; 47/20; ; 12/5; ; 12/5; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-10-31 00:22:30 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 6/5; 6/5; 5/4; ; 23/20; ; 23/20; ; ; ; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Sutton Utd; 6/5; 6/5; 5/4; ; 23/20; ; 23/20; ; 5/4; ; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; ; 8/11; ; 
Dartford; 21/10; 2; 11/5; ; 21/10; ; 21/10; ; 85/40; ; 21/10; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Draw; 5/2; 12/5; 47/20; ; 23/10; ; 12/5; ; 5/2; ; 9/4; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-10-31 16:22:33 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 6/5; 6/5; 5/4; 23/20; 23/20; ; 23/20; ; 5/4; ; 6/5; ; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; 1; ; 
Dartford; 21/10; 2; 11/5; 2; 21/10; ; 85/40; ; 85/40; ; 21/10; ; ; 2; 21/10; ; ; ; 21/10; ; ; ; ; ; ; ; 15/8; ; 
Draw; 5/2; 12/5; 47/20; 11/5; 23/10; ; 12/5; ; 5/2; ; 9/4; ; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 2; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-10-31 20:23:43 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 6/5; 6/5; 5/4; 23/20; 6/5; ; 23/20; 11/10; 5/4; 23/20; ; 5/4; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; 6/5; ; 
Dartford; 21/10; 2; 11/5; 2; 2; ; 85/40; 2; 85/40; 19/10; ; 8/5; ; 2; 21/10; ; ; ; 21/10; ; ; ; ; ; ; ; 15/8; ; 
Draw; 5/2; 12/5; 47/20; 11/5; 23/10; ; 12/5; 11/5; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 2; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-01 00:22:55 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 6/5; 6/5; 5/4; 6/5; 6/5; ; 23/20; 11/10; 5/4; 23/20; ; 5/4; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; 1; ; 
Dartford; 21/10; 11/5; 11/5; 2; 2; ; 21/10; 2; 85/40; 19/10; ; 8/5; ; 2; 21/10; ; ; ; 21/10; ; ; ; ; ; ; ; 15/8; ; 
Draw; 5/2; 12/5; 47/20; 21/10; 23/10; ; 12/5; 11/5; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 2; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-01 04:22:02 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 6/5; 6/5; 5/4; 6/5; 6/5; ; 6/5; 11/10; 5/4; 23/20; ; 5/4; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; 1; ; 
Dartford; 21/10; 11/5; 11/5; 2; 2; ; 21/10; 2; 85/40; 19/10; ; 8/5; ; 2; 21/10; ; ; ; 21/10; ; ; ; ; ; ; ; 15/8; ; 
Draw; 5/2; 12/5; 47/20; 21/10; 23/10; ; 12/5; 11/5; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 2; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-01 08:22:11 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 6/5; 6/5; 5/4; 6/5; 6/5; ; 23/20; 11/10; 5/4; 23/20; ; 5/4; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; 21/20; ; 
Dartford; 21/10; 11/5; 11/5; 2; 2; ; 21/10; 2; 85/40; 19/10; ; 8/5; ; 2; 21/10; ; ; ; 21/10; ; ; ; ; ; ; ; 15/8; ; 
Draw; 5/2; 12/5; 47/20; 21/10; 23/10; ; 12/5; 11/5; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 2; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-01 12:22:33 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 6/5; 6/5; 5/4; 6/5; 6/5; ; 23/20; 11/10; 5/4; 23/20; ; 5/4; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; 21/20; ; 
Dartford; 21/10; 11/5; 11/5; 2; 2; ; 85/40; 2; 85/40; 19/10; ; 8/5; ; 2; 21/10; ; ; ; 21/10; ; ; ; ; ; ; ; 15/8; ; 
Draw; 5/2; 12/5; 47/20; 21/10; 23/10; ; 12/5; 11/5; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 2; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-01 16:24:20 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 6/5; 6/5; 5/4; 6/5; 6/5; ; 23/20; 11/10; 5/4; 23/20; 6/5; 5/4; ; 11/10; 6/5; ; ; ; 6/5; ; ; ; ; ; ; ; 21/20; ; 
Dartford; 21/10; 11/5; 11/5; 2; 2; ; 21/10; 2; 85/40; 19/10; 21/10; 8/5; ; 2; 21/10; ; ; ; 21/10; ; ; ; ; ; ; ; 15/8; ; 
Draw; 5/2; 12/5; 47/20; 21/10; 23/10; ; 12/5; 11/5; 5/2; 5/2; 9/4; 12/5; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 21/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-01 20:23:40 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 6/5; 11/10; 21/20; 11/10; ; 21/20; 11/10; 6/5; 11/10; 21/20; 5/4; 11/10; 1; 11/10; ; ; ; 6/5; ; ; ; ; ; ; ; 20/21; ; 
Dartford; 9/4; 11/5; 49/20; 12/5; 11/5; ; 12/5; 2; 12/5; 12/5; 12/5; 8/5; 9/4; 9/4; 23/10; ; ; ; 21/10; ; ; ; ; ; ; ; 2; ; 
Draw; 13/5; 12/5; 12/5; 2; 23/10; ; 12/5; 11/5; 5/2; 5/2; 23/10; 12/5; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 21/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-02 00:23:59 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 6/5; 11/10; 21/20; 11/10; ; 21/20; 11/10; 11/10; 11/10; 21/20; 5/4; ; 1; 11/10; ; ; ; 6/5; ; ; ; ; ; ; ; 20/21; ; 
Dartford; 9/4; 11/5; 49/20; 12/5; 9/4; ; 12/5; 2; 12/5; 12/5; 23/10; 8/5; ; 9/4; 23/10; ; ; ; 21/10; ; ; ; ; ; ; ; 2; ; 
Draw; 13/5; 12/5; 12/5; 2; 23/10; ; 12/5; 11/5; 5/2; 5/2; 23/10; 12/5; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 21/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-02 04:22:52 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 6/5; 11/10; 21/20; 11/10; ; 21/20; 11/10; 11/10; 11/10; 21/20; 11/10; ; 1; 11/10; ; ; ; 6/5; ; ; ; ; ; ; ; 20/21; ; 
Dartford; 9/4; 11/5; 49/20; 12/5; 9/4; ; 12/5; 2; 12/5; 12/5; 23/10; 7/4; ; 9/4; 23/10; ; ; ; 21/10; ; ; ; ; ; ; ; 2; ; 
Draw; 13/5; 12/5; 12/5; 2; 23/10; ; 12/5; 11/5; 5/2; 5/2; 23/10; 13/5; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 21/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-02 08:22:43 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 6/5; 11/10; 21/20; 11/10; ; 21/20; 11/10; 11/10; 21/20; 21/20; 11/10; 21/20; 1; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
Dartford; 9/4; 11/5; 49/20; 12/5; 11/5; ; 12/5; 2; 12/5; 12/5; 23/10; 7/4; 47/20; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 2; ; 
Draw; 13/5; 12/5; 12/5; 2; 23/10; ; 12/5; 11/5; 5/2; 5/2; 23/10; 13/5; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 21/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-02 12:23:54 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 21/20; 11/10; 21/20; 21/20; ; 21/20; 11/10; 11/10; 11/10; 21/20; 1; ; 1; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 1; ; 
Dartford; 9/4; 5/2; 49/20; 12/5; 23/10; ; 12/5; 2; 12/5; 12/5; 23/10; 12/5; ; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 11/5; ; 
Draw; 13/5; 5/2; 12/5; 2; 23/10; ; 12/5; 11/5; 5/2; 12/5; 23/10; 12/5; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-02 16:24:16 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 21/20; 11/10; 21/20; 21/20; ; 21/20; 11/10; 11/10; 11/10; 21/20; 1; ; 1; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 1; ; 
Dartford; 9/4; 5/2; 49/20; 23/10; 23/10; ; 12/5; 2; 12/5; 12/5; 23/10; 12/5; ; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
Draw; 13/5; 5/2; 12/5; 11/5; 23/10; ; 12/5; 11/5; 5/2; 12/5; 23/10; 12/5; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-02 20:25:09 GMT+3; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 21/20; 11/10; 21/20; 21/20; ; 21/20; 11/10; 11/10; 11/10; 21/20; 1; 21/20; 1; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 21/20; ; 
Dartford; 9/4; 5/2; 49/20; 23/10; 23/10; ; 12/5; 2; 12/5; 12/5; 23/10; 12/5; 47/20; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
Draw; 13/5; 5/2; 12/5; 11/5; 23/10; ; 12/5; 11/5; 5/2; 12/5; 23/10; 12/5; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-03 00:22:26 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 21/20; 11/10; 21/20; 21/20; ; 21/20; 11/10; 11/10; 11/10; 21/20; 1; 21/20; 1; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
Dartford; 9/4; 5/2; 49/20; 23/10; 23/10; ; 12/5; 2; 12/5; 12/5; 23/10; 12/5; 47/20; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 2; ; 
Draw; 13/5; 5/2; 12/5; 11/5; 23/10; ; 12/5; 11/5; 5/2; 12/5; 23/10; 12/5; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 21/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-03 04:26:07 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 21/20; 11/10; 21/20; 21/20; ; 21/20; 11/10; 11/10; 11/10; 21/20; 1; ; 1; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
Dartford; 9/4; 5/2; 49/20; 23/10; 23/10; ; 12/5; 2; 12/5; 12/5; 23/10; 12/5; ; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 2; ; 
Draw; 13/5; 5/2; 12/5; 11/5; 23/10; ; 12/5; 11/5; 5/2; 12/5; 23/10; 12/5; ; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 21/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-03 08:22:36 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 21/20; 11/10; 21/20; 21/20; ; 21/20; 11/10; 11/10; 11/10; 21/20; 1; 21/20; 1; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
Dartford; 9/4; 5/2; 49/20; 23/10; 23/10; ; 12/5; 2; 12/5; 12/5; 23/10; 12/5; 47/20; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 2; ; 
Draw; 13/5; 5/2; 12/5; 11/5; 23/10; ; 12/5; 11/5; 5/2; 12/5; 23/10; 12/5; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 21/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-03 12:24:25 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 21/20; 11/10; 21/20; 11/10; ; 21/20; 11/10; 11/10; 11/10; 21/20; 1; 21/20; 1; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
Dartford; 9/4; 5/2; 49/20; 23/10; 5/2; ; 12/5; 2; 12/5; 12/5; 23/10; 12/5; 47/20; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 11/5; ; 
Draw; 13/5; 5/2; 12/5; 11/5; 5/2; ; 12/5; 11/5; 5/2; 12/5; 23/10; 12/5; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-03 16:23:31 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 11/10; 21/20; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 21/20; 1; 21/20; 1; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 10/11; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 12/5; 11/5; 5/2; 12/5; 23/10; 12/5; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; ; 
Dartford; 9/4; 5/2; 13/5; 12/5; 5/2; ; 5/2; 2; 13/5; 13/5; 23/10; 12/5; 47/20; 9/4; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-03 20:24:22 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 20/21; 11/10; 11/10; 1; 1; 1; 19/20; 19/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 5/2; 11/5; 5/2; 12/5; 23/10; 12/5; 5/2; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 12/5; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 5/2; 2; 13/5; 13/5; 5/2; 12/5; 51/20; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 5/2; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 00:22:12 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 1; 19/20; 19/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 13/5; 11/5; 5/2; 12/5; 23/10; 23/10; 5/2; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 11/5; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 27/10; 2; 13/5; 13/5; 5/2; 5/2; 51/20; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 00:56:40 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 1; 1; 19/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 13/5; 11/5; 5/2; 12/5; 23/10; 23/10; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 11/5; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 27/10; 2; 13/5; 13/5; 5/2; 5/2; 51/20; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 01:46:39 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 1; 1; 19/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 10/11; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 13/5; 11/5; 5/2; 12/5; 23/10; 23/10; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 11/5; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 27/10; 2; 13/5; 13/5; 5/2; 5/2; 51/20; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 03:46:38 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 1; 1; 19/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 13/5; 11/5; 5/2; 12/5; 23/10; 23/10; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 27/10; 2; 13/5; 13/5; 5/2; 5/2; 51/20; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 04:21:15 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 1; 1; 19/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 13/5; 11/5; 5/2; 12/5; 23/10; 23/10; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 27/10; 2; 13/5; 13/5; 5/2; 5/2; 51/20; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 05:46:36 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 1; 1; 19/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 9/10; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 13/5; 11/5; 5/2; 12/5; 23/10; 23/10; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 27/10; 2; 13/5; 13/5; 5/2; 5/2; 51/20; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 06:33:39 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 1; 19/20; 19/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 9/10; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 13/5; 11/5; 5/2; 12/5; 23/10; 23/10; 5/2; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 27/10; 2; 13/5; 13/5; 5/2; 5/2; 51/20; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 07:46:29 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 1; 1; 19/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 9/10; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 13/5; 11/5; 5/2; 12/5; 23/10; 23/10; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 27/10; 2; 13/5; 13/5; 5/2; 5/2; 51/20; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 08:21:27 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 1; 1; 19/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 9/10; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 13/5; 11/5; 5/2; 12/5; 23/10; 23/10; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 27/10; 2; 13/5; 13/5; 5/2; 5/2; 51/20; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 09:46:36 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 1; 1; 19/20; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 9/10; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 13/5; 11/5; 5/2; 12/5; 23/10; 23/10; 49/20; 11/5; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 27/10; 2; 13/5; 13/5; 5/2; 5/2; 51/20; 12/5; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 11:46:41 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 6/5; 1; 1; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
Draw; 13/5; 5/2; 49/20; 11/5; 5/2; ; 13/5; 11/5; 5/2; 12/5; 23/10; 11/5; 49/20; 23/10; 12/5; ; ; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
Dartford; 5/2; 13/5; 13/5; 12/5; 5/2; ; 27/10; 2; 13/5; 13/5; 5/2; 12/5; 51/20; 5/2; 23/10; ; ; ; 23/10; ; ; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/dartford-v-sutton-utd; 2016-11-04 12:22:04 GMT+2; 2016-11-05 15:00; e70300-dr003
Sutton Utd; 1; 1; 21/20; 1; 11/10; ; 1; 11/10; 11/10; 1; 1; 6/5; 19/20; 1; 11/10; ; ; ; 11/10; ; ; ; ; ; ; ; 20/21; ; 
