META; english/fa-cup/faversham-town-v-egham-town; 2016-09-24 20:24:31 GMT+3; 2016-10-01 15:00; e70300-dr003
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 13:06:12 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; ; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; 21/20; ; 20/21; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; ; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 9/5; ; 7/4; ; ; 15/8; ; 7/4; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; ; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 29/10; ; 14/5; ; 29/10; ; ; 16/5; ; 23/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 13:47:39 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 1; 1; ; ; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; 21/20; ; 4/7; ; 
Egham Town; ; ; 41/20; 15/8; 9/5; ; 19/10; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 9/5; ; 7/4; ; ; 15/8; ; 13/8; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 29/10; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 29/10; ; 14/5; ; 29/10; ; ; 16/5; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 15:48:07 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 21/20; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; 21/20; ; 4/7; ; 
Egham Town; ; ; 41/20; 7/4; 7/4; ; 15/8; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 9/5; ; 7/4; ; ; 15/8; ; 13/8; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 3; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 56/19; ; 14/5; ; 29/10; ; ; 16/5; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 16:24:31 GMT+3; 2016-10-01 15:00; e70300-dr003
Faversham Town; ; ; 6/5; 21/20; 1; ; 1; 1; 11/10; ; ; ; ; ; 21/20; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; 21/20; ; 4/7; ; 
Egham Town; ; ; 41/20; 7/4; 7/4; ; 15/8; 9/5; 15/8; ; ; ; ; ; 19/10; 11/5; 15/8; 7/4; ; 9/5; ; 7/4; ; ; 15/8; ; 13/8; ; 
Draw; ; ; 27/10; 11/4; 11/4; ; 3; 3; 10/3; ; ; ; ; ; 5/2; 3; 3; 29/10; ; 14/5; ; 29/10; ; ; 16/5; ; 19/10; ; 
META; english/fa-cup/faversham-town-v-egham-town; 2016-10-01 17:47:17 GMT+3; 2016-10-01 15:00; In Play; e70300-dr003
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; 
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; 
