META; english/fa-cup/beaconsfield-sycob-v-witham-town; 2016-09-10 00:25:12 GMT+3; 2016-09-17 15:00; e70300-dr003
Beaconsfield SYCOB; 17/10; 17/10; 19/10; ; 15/8; 17/10; 19/10; ; 15/8; ; ; 9/5; ; ; 19/10; ; 9/5; ; ; 17/10; ; ; ; ; ; ; 7/4; ; 
Draw; 11/4; 13/5; 14/5; ; 3; 13/5; 3; ; 3; ; ; 13/5; ; ; 29/10; ; 14/5; ; ; 11/4; ; ; ; ; ; ; 27/10; ; 
META; english/fa-cup/beaconsfield-sycob-v-witham-town; 2016-09-17 08:23:49 GMT+3; 2016-09-17 15:00; e70300-dr003
Witham Town; 11/10; 11/10; 6/5; ; 6/5; 11/10; 23/20; ; 6/5; ; ; 23/20; ; ; 6/5; ; 15/13; ; ; 11/10; ; ; ; ; ; ; 10/9; ; 
Beaconsfield SYCOB; 17/10; 17/10; 19/10; ; 15/8; 17/10; 19/10; ; 15/8; ; ; 9/5; ; ; 19/10; ; 9/5; ; ; 17/10; ; ; ; ; ; ; 7/4; ; 
Draw; 11/4; 13/5; 14/5; ; 3; 13/5; 3; ; 3; ; ; 13/5; ; ; 29/10; ; 14/5; ; ; 11/4; ; ; ; ; ; ; 27/10; ; 
META; english/fa-cup/beaconsfield-sycob-v-witham-town; 2016-09-17 09:47:31 GMT+3; 2016-09-17 15:00; e70300-dr003
Witham Town; 11/10; 11/10; 6/5; ; 6/5; 11/10; 23/20; ; 6/5; ; ; 23/20; ; ; 6/5; ; 15/13; ; ; 11/10; ; ; ; ; ; ; 10/9; ; 
Beaconsfield SYCOB; 17/10; 17/10; 19/10; ; 15/8; 17/10; 19/10; ; 15/8; ; ; 9/5; ; ; 19/10; ; 9/5; ; ; 17/10; ; ; ; ; ; ; 7/4; ; 
Draw; 11/4; 13/5; 14/5; ; 3; 13/5; 3; ; 3; ; ; 13/5; ; ; 29/10; ; 14/5; ; ; 11/4; ; ; ; ; ; ; 27/10; ; 
META; english/fa-cup/beaconsfield-sycob-v-witham-town; 2016-09-17 11:47:34 GMT+3; 2016-09-17 15:00; e70300-dr003
Witham Town; 11/10; 11/10; 6/5; ; 6/5; 11/10; 23/20; ; 6/5; ; ; 23/20; ; ; 6/5; ; 15/13; ; ; 11/10; ; ; ; ; ; ; 10/9; ; 
Beaconsfield SYCOB; 17/10; 17/10; 19/10; ; 15/8; 17/10; 19/10; ; 15/8; ; ; 9/5; ; ; 19/10; ; 9/5; ; ; 17/10; ; ; ; ; ; ; 7/4; ; 
Draw; 11/4; 13/5; 14/5; ; 3; 13/5; 3; ; 3; ; ; 13/5; ; ; 29/10; ; 14/5; ; ; 11/4; ; ; ; ; ; ; 27/10; ; 
META; english/fa-cup/beaconsfield-sycob-v-witham-town; 2016-09-17 12:23:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Witham Town; 11/10; 11/10; 6/5; ; 6/5; 11/10; 23/20; ; 6/5; ; ; 23/20; ; ; 6/5; ; 15/13; ; ; 11/10; ; ; ; ; ; ; 10/9; ; 
Beaconsfield SYCOB; 17/10; 17/10; 19/10; ; 15/8; 17/10; 19/10; ; 15/8; ; ; 9/5; ; ; 19/10; ; 9/5; ; ; 17/10; ; ; ; ; ; ; 7/4; ; 
Draw; 11/4; 13/5; 14/5; ; 3; 13/5; 3; ; 3; ; ; 13/5; ; ; 29/10; ; 14/5; ; ; 11/4; ; ; ; ; ; ; 27/10; ; 
META; english/fa-cup/beaconsfield-sycob-v-witham-town; 2016-09-17 13:09:30 GMT+3; 2016-09-17 15:00; e70300-dr003
Witham Town; 11/10; 11/10; 6/5; ; 6/5; 11/10; 23/20; ; 6/5; ; ; 23/20; ; ; 11/10; ; 15/13; ; ; 11/10; ; ; ; ; ; ; 1; ; 
Beaconsfield SYCOB; 17/10; 17/10; 19/10; ; 15/8; 17/10; 19/10; ; 15/8; ; ; 9/5; ; ; 7/4; ; 9/5; ; ; 17/10; ; ; ; ; ; ; 13/8; ; 
Draw; 11/4; 13/5; 14/5; ; 3; 13/5; 3; ; 3; ; ; 13/5; ; ; 13/5; ; 14/5; ; ; 11/4; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-witham-town; 2016-09-17 15:47:16 GMT+3; 2016-09-17 15:00; e70300-dr003
Witham Town; 11/10; 11/10; 6/5; ; 6/5; 11/10; 23/20; ; 6/5; ; ; 23/20; ; ; 11/10; ; 15/13; ; ; 11/10; ; ; ; ; ; ; 3/10; ; 
Beaconsfield SYCOB; 17/10; 17/10; 19/10; ; 15/8; 17/10; 19/10; ; 15/8; ; ; 9/5; ; ; 7/4; ; 9/5; ; ; 17/10; ; ; ; ; ; ; 3/10; ; 
Draw; 11/4; 13/5; 14/5; ; 3; 13/5; 3; ; 3; ; ; 13/5; ; ; 13/5; ; 14/5; ; ; 11/4; ; ; ; ; ; ; 2/15; ; 
META; english/fa-cup/beaconsfield-sycob-v-witham-town; 2016-09-17 16:23:10 GMT+3; 2016-09-17 15:00; e70300-dr003
Witham Town; 11/10; 11/10; 6/5; ; 6/5; 11/10; 23/20; ; 6/5; ; ; 23/20; ; ; 11/10; ; 15/13; ; ; 11/10; ; ; ; ; ; ; 3/10; ; 
Beaconsfield SYCOB; 17/10; 17/10; 19/10; ; 15/8; 17/10; 19/10; ; 15/8; ; ; 9/5; ; ; 7/4; ; 9/5; ; ; 17/10; ; ; ; ; ; ; 3/10; ; 
Draw; 11/4; 13/5; 14/5; ; 3; 13/5; 3; ; 3; ; ; 13/5; ; ; 13/5; ; 14/5; ; ; 11/4; ; ; ; ; ; ; 2/15; ; 
META; english/fa-cup/beaconsfield-sycob-v-witham-town; 2016-09-17 18:30:57 GMT+3; 2016-09-17 15:00; In Play; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Witham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/8; ; 
