META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-10 00:25:01 GMT+3; 2016-09-17 15:00; e70300-dr003
Cadbury Heath; 17/10; ; ; ; 15/8; ; ; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; ; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; ; ; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; ; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 18:32:46 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; ; ; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; ; ; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; ; ; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 19:47:46 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; 11/10; ; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; 13/8; ; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; 11/4; ; ; 3; ; ; ; ; ; ; ; 14/5; 14/5; ; 14/5; ; 14/5; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 20:23:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; 11/10; ; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; 13/8; ; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; 11/4; ; ; 3; ; ; ; ; ; ; ; 14/5; 14/5; ; 14/5; ; 14/5; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 21:47:24 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; ; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; ; ; 
Draw; 11/4; ; ; ; 3; 11/4; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; ; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-16 23:47:21 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; 11/4; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 00:23:07 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; 11/4; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 01:03:18 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; 11/4; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 01:46:55 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; 11/4; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 03:47:00 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; 11/4; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 04:32:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; 11/4; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 05:47:04 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; 11/4; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 06:34:34 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; ; ; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; ; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1/33; ; 
Cadbury Heath; 17/10; ; ; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; ; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 1/33; ; 
Draw; 11/4; ; ; ; 3; 11/4; 3; ; 3; ; ; ; ; ; ; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 1/100; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 07:47:01 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; 11/10; 6/5; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; 23/20; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 21/20; ; 
Cadbury Heath; 17/10; 17/10; 15/8; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; 15/8; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 7/4; ; 
Draw; 11/4; 13/5; 29/10; ; 3; 11/4; 3; ; 3; ; ; ; ; ; 3; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 14/5; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 08:23:32 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; 11/10; 6/5; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; 23/20; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 21/20; ; 
Cadbury Heath; 17/10; 17/10; 15/8; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; 15/8; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 7/4; ; 
Draw; 11/4; 13/5; 29/10; ; 3; 11/4; 3; ; 3; ; ; ; ; ; 3; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 14/5; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 09:47:12 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; 21/20; 6/5; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; 23/20; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 21/20; ; 
Cadbury Heath; 17/10; 17/10; 15/8; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; 15/8; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 7/4; ; 
Draw; 11/4; 11/4; 29/10; ; 3; 11/4; 3; ; 3; ; ; ; ; ; 3; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 14/5; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 11:47:16 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; 11/10; 6/5; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; 23/20; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 21/20; ; 
Cadbury Heath; 17/10; 17/10; 15/8; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; 15/8; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 7/4; ; 
Draw; 11/4; 13/5; 29/10; ; 3; 11/4; 3; ; 3; ; ; ; ; ; 3; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 14/5; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 12:23:34 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; 21/20; 6/5; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; 23/20; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 21/20; ; 
Cadbury Heath; 17/10; 17/10; 15/8; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; 15/8; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 7/4; ; 
Draw; 11/4; 11/4; 29/10; ; 3; 11/4; 3; ; 3; ; ; ; ; ; 3; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 14/5; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 13:09:04 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; 21/20; 6/5; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; 23/20; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 1; ; 
Cadbury Heath; 17/10; 17/10; 15/8; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; 15/8; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 8/5; ; 
Draw; 11/4; 11/4; 29/10; ; 3; 11/4; 3; ; 3; ; ; ; ; ; 3; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 5/2; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 13:47:20 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; 11/10; 6/5; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 5/6; ; 
Cadbury Heath; 17/10; 17/10; 15/8; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; 17/10; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 23/20; ; 
Draw; 11/4; 13/5; 29/10; ; 3; 11/4; 3; ; 3; ; ; ; ; ; 27/10; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 7/4; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 15:46:58 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; 11/10; 6/5; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 5/6; ; 
Cadbury Heath; 17/10; 17/10; 15/8; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; 17/10; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 23/20; ; 
Draw; 11/4; 13/5; 29/10; ; 3; 11/4; 3; ; 3; ; ; ; ; ; 27/10; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 7/4; ; 
META; english/fa-cup/alresford-town-v-cadbury-heath; 2016-09-17 16:22:51 GMT+3; 2016-09-17 15:00; e70300-dr003
Alresford Town; 11/10; 21/20; 6/5; ; 23/20; 11/10; 23/20; ; 6/5; ; ; ; ; ; 11/10; ; 15/13; 11/10; ; 11/10; ; 11/10; ; ; ; ; 5/6; ; 
Cadbury Heath; 17/10; 17/10; 15/8; ; 15/8; 13/8; 19/10; ; 15/8; ; ; ; ; ; 17/10; ; 9/5; 17/10; ; 17/10; ; 17/10; ; ; ; ; 23/20; ; 
Draw; 11/4; 11/4; 29/10; ; 3; 11/4; 3; ; 3; ; ; ; ; ; 27/10; ; 14/5; 11/4; ; 14/5; ; 11/4; ; ; ; ; 7/4; ; 
