META; english/fa-cup/maidstone-v-rochdale; 2016-10-30 20:25:03 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 8/11; 8/11; 3/4; ; 7/10; ; 7/10; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 11/4; 27/10; ; 11/4; ; 11/4; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Maidstone; 7/2; 10/3; 18/5; ; 10/3; ; 17/5; ; ; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-10-31 00:23:21 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 8/11; 8/11; 3/4; ; 7/10; ; 7/10; ; ; ; 7/10; ; ; ; 7/10; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rochdale; 8/11; 8/11; 3/4; 3/4; 7/10; ; 7/10; 4/6; 8/11; 2/3; ; 8/11; ; 13/20; 7/10; ; ; ; 7/10; ; ; ; ; ; ; ; 4/7; ; 
Draw; 14/5; 11/4; 27/10; 13/5; 11/4; ; 11/4; 27/10; 14/5; 29/10; ; 12/5; ; 5/2; 14/5; ; ; ; 11/4; ; ; ; ; ; ; ; 12/5; ; 
Maidstone; 7/2; 18/5; 18/5; 7/2; 10/3; ; 7/2; 3; 7/2; 10/3; ; 3; ; 10/3; 7/2; ; ; ; 17/5; ; ; ; ; ; ; ; 3; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-01 08:23:10 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 8/11; 8/11; 3/4; 3/4; 7/10; ; 4/6; 4/6; 8/11; 2/3; ; 8/11; ; 13/20; 7/10; ; ; ; 7/10; ; ; ; ; ; ; ; 4/7; ; 
Draw; 14/5; 11/4; 27/10; 13/5; 11/4; ; 14/5; 27/10; 14/5; 29/10; ; 12/5; ; 5/2; 14/5; ; ; ; 11/4; ; ; ; ; ; ; ; 12/5; ; 
Maidstone; 7/2; 18/5; 18/5; 7/2; 10/3; ; 7/2; 3; 7/2; 10/3; ; 3; ; 10/3; 7/2; ; ; ; 17/5; ; ; ; ; ; ; ; 3; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-01 12:23:29 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 8/11; 8/11; 3/4; 3/4; 7/10; ; 4/6; 4/6; 8/11; 2/3; ; 8/11; ; 4/6; 7/10; ; ; ; 7/10; ; ; ; ; ; ; ; 4/7; ; 
Draw; 14/5; 11/4; 27/10; 13/5; 11/4; ; 14/5; 27/10; 14/5; 29/10; ; 12/5; ; 5/2; 14/5; ; ; ; 11/4; ; ; ; ; ; ; ; 12/5; ; 
Maidstone; 7/2; 18/5; 18/5; 7/2; 10/3; ; 7/2; 3; 7/2; 10/3; ; 3; ; 16/5; 7/2; ; ; ; 17/5; ; ; ; ; ; ; ; 14/5; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-01 16:25:32 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 8/11; 8/11; 3/4; 3/4; 7/10; ; 4/6; 4/6; 8/11; 2/3; 7/10; 8/11; ; 4/6; 7/10; ; ; ; 7/10; ; ; ; ; ; ; ; 4/7; ; 
Draw; 14/5; 11/4; 27/10; 13/5; 11/4; ; 14/5; 27/10; 14/5; 29/10; 13/5; 12/5; ; 5/2; 14/5; ; ; ; 11/4; ; ; ; ; ; ; ; 12/5; ; 
Maidstone; 7/2; 18/5; 18/5; 7/2; 10/3; ; 7/2; 3; 7/2; 10/3; 7/2; 3; ; 16/5; 7/2; ; ; ; 17/5; ; ; ; ; ; ; ; 14/5; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-01 20:24:50 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 4/5; 4/5; 8/11; ; 3/4; 4/6; 4/5; 4/5; 3/4; 8/11; 3/4; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 5/2; 13/5; ; 27/10; 27/10; 14/5; 11/4; 13/5; 12/5; 11/4; 23/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 21/10; ; 
Maidstone; 10/3; 18/5; 10/3; 7/2; 16/5; ; 16/5; 3; 10/3; 16/5; 16/5; 3; 16/5; 16/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 14/5; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-02 00:25:07 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 4/5; 4/5; 8/11; ; 3/4; 4/6; 4/5; 4/5; 3/4; 8/11; 3/4; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 5/2; 13/5; ; 27/10; 27/10; 14/5; 11/4; 13/5; 12/5; 11/4; 23/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 21/10; ; 
Maidstone; 10/3; 18/5; 10/3; 7/2; 16/5; ; 16/5; 3; 10/3; 16/5; 16/5; 3; 16/5; 16/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 14/5; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-02 04:23:57 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 4/5; 4/5; 8/11; ; 3/4; 4/6; 4/5; 4/5; 3/4; 8/11; 3/4; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 5/2; 13/5; ; 27/10; 27/10; 14/5; 11/4; 13/5; 12/5; 11/4; 23/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 21/10; ; 
Maidstone; 10/3; 18/5; 10/3; 7/2; 16/5; ; 16/5; 3; 10/3; 16/5; 16/5; 3; 16/5; 16/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 14/5; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-02 08:23:34 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 4/5; 4/5; 8/11; ; 3/4; 4/6; 4/5; 4/5; 3/4; 8/11; 3/4; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 5/2; 13/5; ; 27/10; 27/10; 14/5; 11/4; 13/5; 12/5; 11/4; 23/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 21/10; ; 
Maidstone; 10/3; 18/5; 10/3; 7/2; 16/5; ; 16/5; 3; 10/3; 16/5; 16/5; 3; 16/5; 16/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 14/5; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-02 12:24:54 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 4/5; 4/5; 8/11; 4/5; 3/4; 4/6; 4/5; 3/4; 3/4; 8/11; ; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 5/2; 13/5; 14/5; 27/10; 27/10; 14/5; 11/4; 13/5; 12/5; ; 23/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 21/10; ; 
Maidstone; 10/3; 18/5; 10/3; 7/2; 16/5; 7/2; 16/5; 3; 10/3; 10/3; 16/5; 3; ; 16/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-02 16:25:23 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 4/5; 4/5; 8/11; 4/5; 3/4; 4/6; 4/5; 3/4; 3/4; 8/11; 3/4; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 5/2; 13/5; 14/5; 27/10; 27/10; 14/5; 11/4; 13/5; 12/5; 27/10; 23/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 21/10; ; 
Maidstone; 10/3; 18/5; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 10/3; 10/3; 16/5; 3; 10/3; 16/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 14/5; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-02 20:26:25 GMT+3; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 4/5; 4/5; 8/11; 4/5; 3/4; 4/6; 4/5; 3/4; 3/4; 8/11; 3/4; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 5/2; 13/5; 14/5; 27/10; 27/10; 14/5; 11/4; 13/5; 12/5; 27/10; 23/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 21/10; ; 
Maidstone; 10/3; 18/5; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 10/3; 10/3; 16/5; 3; 10/3; 16/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-03 00:23:17 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 4/5; 4/5; 8/11; 4/5; 3/4; 4/6; 4/5; 3/4; 3/4; 8/11; 3/4; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 5/2; 13/5; 14/5; 27/10; 27/10; 14/5; 11/4; 13/5; 12/5; 27/10; 23/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 21/10; ; 
Maidstone; 10/3; 18/5; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 10/3; 10/3; 16/5; 3; 10/3; 16/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 14/5; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-03 04:26:58 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 4/5; 4/5; 8/11; 4/5; 3/4; 4/6; 4/5; 3/4; 3/4; 8/11; 3/4; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 5/2; 13/5; 14/5; 27/10; 27/10; 14/5; 11/4; 13/5; 12/5; 27/10; 23/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 21/10; ; 
Maidstone; 10/3; 18/5; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 10/3; 10/3; 16/5; 3; 10/3; 16/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 14/5; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-03 08:23:36 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 4/5; 4/5; 8/11; 4/5; 3/4; 4/6; 4/5; 3/4; 3/4; 8/11; 3/4; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 5/2; 13/5; 14/5; 27/10; 27/10; 14/5; 11/4; 13/5; 12/5; 27/10; 23/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 21/10; ; 
Maidstone; 10/3; 18/5; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 10/3; 10/3; 16/5; 3; 10/3; 16/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 14/5; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-03 12:25:24 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 4/5; 4/5; 4/5; 4/5; 3/4; 4/6; 4/5; 3/4; 3/4; 8/11; 3/4; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 5/2; 11/4; 14/5; 27/10; 27/10; 14/5; 11/4; 13/5; 12/5; 27/10; 23/10; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 21/10; ; 
Maidstone; 10/3; 18/5; 10/3; 7/2; 7/2; 10/3; 16/5; 3; 10/3; 10/3; 16/5; 3; 10/3; 16/5; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-03 16:24:37 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 3/4; 3/4; 4/5; 3/4; 8/11; 4/6; 4/5; 3/4; 8/11; 8/11; 7/10; 7/10; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 11/4; 27/10; 11/4; 11/4; 14/5; 27/10; 27/10; 14/5; 14/5; 13/5; 12/5; 11/4; 12/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 23/10; ; 
Maidstone; 10/3; 18/5; 17/5; 16/5; 7/2; 18/5; 10/3; 3; 7/2; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; ; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-03 20:25:30 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 8/11; 3/4; 3/4; 4/5; 3/4; 8/11; 4/6; 4/5; 3/4; 8/11; 8/11; 7/10; 7/10; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; 14/5; 11/4; 27/10; 11/4; 11/4; 14/5; 27/10; 27/10; 14/5; 14/5; 13/5; 12/5; 11/4; 12/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 11/5; 23/10; 
Maidstone; 10/3; 18/5; 17/5; 16/5; 7/2; 18/5; 17/5; 3; 7/2; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-04 00:23:06 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 4/6; 4/5; 3/4; 8/11; 8/11; 7/10; 7/10; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; 14/5; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 27/10; 14/5; 14/5; 13/5; 12/5; 11/4; 12/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 11/5; 23/10; 
Maidstone; 10/3; 7/2; 17/5; 16/5; 7/2; 18/5; 7/2; 3; 7/2; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-04 04:22:08 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 4/6; 4/5; 3/4; 8/11; 8/11; 7/10; 7/10; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; 14/5; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 27/10; 14/5; 14/5; 13/5; 12/5; 11/4; 12/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 11/5; 23/10; 
Maidstone; 10/3; 7/2; 17/5; 16/5; 7/2; 18/5; 7/2; 3; 7/2; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-04 08:22:18 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 4/6; 4/5; 3/4; 8/11; 8/11; 7/10; 7/10; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; ; 
Draw; 14/5; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 27/10; 14/5; 14/5; 13/5; 12/5; 11/4; 12/5; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 11/5; 19/10; 
Maidstone; 10/3; 7/2; 17/5; 16/5; 7/2; 18/5; 7/2; 3; 7/2; 7/2; 10/3; 3; 7/2; 10/3; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 13/5; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-04 12:23:01 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 4/6; 4/5; 3/4; 3/4; 5/6; 7/10; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; 14/5; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 27/10; 14/5; 14/5; 14/5; 12/5; 11/4; 5/2; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 23/10; 23/10; 
Maidstone; 10/3; 7/2; 17/5; 16/5; 7/2; 18/5; 7/2; 3; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-04 16:22:39 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; 3/4; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 4/6; 4/5; 3/4; 3/4; 5/6; 8/11; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; 14/5; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 27/10; 14/5; 14/5; 14/5; 12/5; 11/4; 5/2; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 23/10; 23/10; 
Maidstone; 10/3; 7/2; 17/5; 16/5; 7/2; 18/5; 7/2; 3; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-04 20:24:43 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 3/4; 3/4; 5/6; 8/11; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; ; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 12/5; 11/4; 5/2; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 23/10; 23/10; 
Maidstone; ; 7/2; 17/5; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-05 00:22:57 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 3/4; 3/4; 5/6; 8/11; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; ; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 12/5; 11/4; 5/2; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 23/10; 23/10; 
Maidstone; ; 7/2; 17/5; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-05 04:22:53 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; ; 3/4; 8/11; 4/5; 3/4; 3/4; 5/6; 8/11; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; ; 14/5; 27/10; 11/4; 11/4; ; 29/10; 11/4; 14/5; 14/5; 14/5; 12/5; 11/4; 5/2; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 23/10; 23/10; 
Maidstone; ; 7/2; 17/5; 16/5; 7/2; ; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-05 08:23:09 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 3/4; 3/4; 5/6; 8/11; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/6; 4/6; 
Draw; ; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 12/5; 11/4; 5/2; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 23/10; 23/10; 
Maidstone; ; 7/2; 17/5; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-05 12:26:25 GMT+2; 2016-11-06 14:00; e70300-dr003
Rochdale; ; 3/4; 3/4; 3/4; 4/5; 3/4; 3/4; 8/11; 4/5; 3/4; 3/4; 5/6; ; 8/11; 4/5; ; ; ; 7/10; ; ; ; ; ; ; ; 4/5; 4/6; 
Draw; ; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 14/5; 14/5; 12/5; ; 5/2; 13/5; ; ; ; 11/4; ; ; ; ; ; ; ; 23/10; 23/10; 
Maidstone; ; 7/2; 17/5; 16/5; 7/2; 18/5; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; ; 7/2; 16/5; ; ; ; 17/5; ; ; ; ; ; ; ; 3; 3; 
META; english/fa-cup/maidstone-v-rochdale; 2016-11-05 16:24:56 GMT+2; 2016-11-06 14:00; e70300-dr003
