META; english/fa-cup/stockport-v-woking; 2016-10-30 20:24:30 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 3/2; 6/4; ; 7/5; ; 29/20; ; ; ; 29/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Woking; 8/5; 13/8; 13/8; ; 8/5; ; 8/5; ; ; ; 31/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; 12/5; 13/5; ; 12/5; ; 5/2; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stockport-v-woking; 2016-10-31 00:23:00 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 3/2; 6/4; ; 7/5; ; 29/20; ; ; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/stockport-v-woking; 2016-10-31 12:23:11 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 3/2; 6/4; ; 7/5; ; 29/20; ; 8/5; ; 29/20; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Woking; 8/5; 13/8; 13/8; ; 8/5; ; 8/5; ; 13/8; ; 31/20; ; ; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Draw; 13/5; 12/5; 13/5; ; 12/5; ; 5/2; ; 5/2; ; 12/5; ; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/fa-cup/stockport-v-woking; 2016-10-31 16:23:06 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 3/2; 6/4; 29/20; 7/5; ; 29/20; ; 8/5; ; 29/20; ; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 5/4; ; 
Woking; 8/5; 13/8; 13/8; 29/20; 8/5; ; 8/5; ; 13/8; ; 31/20; ; ; 6/4; 8/5; ; 17/11; ; 28/17; ; 17/11; ; ; ; ; ; 7/5; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; ; 12/5; ; ; 12/5; 5/2; ; 12/5; ; 23/10; ; 12/5; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/stockport-v-woking; 2016-10-31 20:24:17 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 3/2; 6/4; 29/20; 7/5; ; 29/20; ; 8/5; 13/10; 29/20; 5/4; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 5/4; ; 
Woking; 8/5; 13/8; 13/8; 29/20; 8/5; ; 8/5; ; 13/8; 31/20; 31/20; 8/5; ; 6/4; 8/5; ; 17/11; ; 28/17; ; 17/11; ; ; ; ; ; 7/5; ; 
Draw; 13/5; 12/5; 13/5; 12/5; 12/5; ; 5/2; ; 5/2; 11/4; 12/5; 12/5; ; 12/5; 5/2; ; 27/11; ; 23/10; ; 27/11; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-01 00:23:32 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 6/4; 6/4; 29/20; 7/5; ; 29/20; 7/5; 8/5; 13/10; ; 5/4; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 5/4; ; 
Woking; 8/5; 13/8; 13/8; 29/20; 8/5; ; 8/5; 6/4; 13/8; 31/20; ; 8/5; ; 6/4; 8/5; ; 17/11; ; 28/17; ; 17/11; ; ; ; ; ; 7/5; ; 
Draw; 13/5; 13/5; 13/5; 12/5; 5/2; ; 5/2; 23/10; 5/2; 11/4; ; 12/5; ; 12/5; 5/2; ; 27/11; ; 23/10; ; 27/11; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-01 04:22:35 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 6/4; 6/4; 29/20; 7/5; ; 7/5; 7/5; 8/5; 13/10; ; 5/4; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 5/4; ; 
Woking; 8/5; 13/8; 13/8; 29/20; 8/5; ; 8/5; 6/4; 13/8; 31/20; ; 8/5; ; 6/4; 8/5; ; 17/11; ; 28/17; ; 17/11; ; ; ; ; ; 7/5; ; 
Draw; 13/5; 13/5; 13/5; 12/5; 5/2; ; 13/5; 23/10; 5/2; 11/4; ; 12/5; ; 12/5; 5/2; ; 27/11; ; 23/10; ; 27/11; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-01 08:22:46 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 6/4; 6/4; 29/20; 7/5; ; 29/20; 7/5; 8/5; 13/10; ; 5/4; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 5/4; ; 
Woking; 8/5; 13/8; 13/8; 29/20; 8/5; ; 8/5; 6/4; 13/8; 31/20; ; 8/5; ; 6/4; 8/5; ; 17/11; ; 28/17; ; 17/11; ; ; ; ; ; 7/5; ; 
Draw; 13/5; 13/5; 13/5; 12/5; 5/2; ; 5/2; 23/10; 5/2; 11/4; ; 12/5; ; 12/5; 5/2; ; 27/11; ; 23/10; ; 27/11; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-01 12:23:05 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 6/4; 6/4; 29/20; 7/5; ; 29/20; 7/5; 8/5; 13/10; ; 5/4; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 5/4; ; 
Woking; 8/5; 13/8; 13/8; 29/20; 8/5; ; 8/5; 6/4; 13/8; 31/20; ; 8/5; ; 6/4; 8/5; ; 17/11; ; 28/17; ; 17/11; ; ; ; ; ; 7/5; ; 
Draw; 13/5; 13/5; 13/5; 12/5; 5/2; ; 5/2; 23/10; 5/2; 11/4; ; 12/5; ; 12/5; 5/2; ; 27/11; ; 23/10; ; 27/11; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-01 16:25:02 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 6/4; 6/4; 29/20; 7/5; ; 29/20; 7/5; 8/5; 13/10; 29/20; 5/4; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 5/4; ; 
Woking; 8/5; 13/8; 13/8; 6/4; 8/5; ; 8/5; 6/4; 13/8; 31/20; 31/20; 8/5; ; 6/4; 8/5; ; 17/11; ; 28/17; ; 17/11; ; ; ; ; ; 7/5; ; 
Draw; 13/5; 13/5; 13/5; 23/10; 12/5; ; 5/2; 23/10; 5/2; 11/4; 12/5; 12/5; ; 12/5; 5/2; ; 27/11; ; 23/10; ; 27/11; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-01 20:24:25 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 6/4; 6/4; 6/4; 29/20; 7/5; ; 29/20; 7/5; 8/5; 13/10; 29/20; 5/4; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 5/4; ; 
Woking; 8/5; 13/8; 13/8; 6/4; 8/5; ; 8/5; 6/4; 13/8; 31/20; 31/20; 8/5; ; 6/4; 8/5; ; 17/11; ; 28/17; ; 17/11; ; ; ; ; ; 7/5; ; 
Draw; 13/5; 13/5; 13/5; 23/10; 12/5; ; 5/2; 23/10; 5/2; 11/4; 12/5; 12/5; ; 12/5; 5/2; ; 27/11; ; 23/10; ; 27/11; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-02 00:24:33 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 6/4; 11/8; 7/5; ; 29/20; 7/5; 6/4; 6/4; 29/20; 5/4; ; 6/4; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 7/5; ; 
Woking; 13/8; 13/8; 13/8; 6/4; 8/5; ; 31/20; 6/4; 13/8; 8/5; 31/20; 8/5; ; 8/5; 8/5; ; 8/5; ; 28/17; ; 8/5; ; ; ; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 5/2; 12/5; ; 13/5; 23/10; 5/2; 13/5; 12/5; 12/5; ; 2; 5/2; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-02 04:23:30 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 6/4; 11/8; 7/5; ; 29/20; 7/5; 6/4; 6/4; 29/20; 5/4; ; 6/4; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 7/5; ; 
Woking; 13/8; 13/8; 13/8; 6/4; 8/5; ; 31/20; 6/4; 13/8; 13/8; 31/20; 8/5; ; 8/5; 8/5; ; 8/5; ; 28/17; ; 8/5; ; ; ; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 5/2; 12/5; ; 13/5; 23/10; 5/2; 13/5; 12/5; 12/5; ; 2; 5/2; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-02 08:23:12 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 6/4; 11/8; 7/5; ; 29/20; 7/5; 6/4; 6/4; 29/20; 5/4; ; 6/4; 6/4; ; 6/4; ; 6/4; ; 6/4; ; ; ; ; ; 7/5; ; 
Woking; 13/8; 13/8; 13/8; 6/4; 8/5; ; 31/20; 6/4; 13/8; 13/8; 31/20; 8/5; ; 8/5; 8/5; ; 8/5; ; 28/17; ; 8/5; ; ; ; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 5/2; 12/5; ; 13/5; 23/10; 5/2; 13/5; 12/5; 12/5; ; 2; 5/2; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-02 12:24:28 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 6/4; 11/8; 7/5; 8/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; ; 29/20; 6/4; ; 6/4; ; 6/4; ; 6/4; ; ; ; ; ; 11/8; ; 
Woking; 13/8; 13/8; 33/20; 6/4; 8/5; 17/10; 31/20; 6/4; 13/8; 13/8; 31/20; 8/5; ; 8/5; 8/5; ; 8/5; ; 28/17; ; 8/5; ; ; ; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 5/2; 12/5; 12/5; 13/5; 23/10; 5/2; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-02 16:24:58 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 6/4; 29/20; 7/5; 31/20; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; ; 29/20; 6/4; ; 6/4; ; 6/4; ; 6/4; ; ; ; ; ; 11/8; ; 
Woking; 13/8; 13/8; 33/20; 31/20; 8/5; 17/10; 31/20; 6/4; 13/8; 13/8; 31/20; 8/5; ; 8/5; 8/5; ; 8/5; ; 28/17; ; 8/5; ; ; ; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 23/10; 12/5; 5/2; 13/5; 23/10; 5/2; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-02 20:25:51 GMT+3; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 6/4; 29/20; 7/5; 31/20; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; ; 29/20; 6/4; ; 6/4; ; 6/4; ; 6/4; ; ; ; ; ; 11/8; ; 
Woking; 13/8; 13/8; 33/20; 31/20; 8/5; 17/10; 31/20; 6/4; 13/8; 13/8; 31/20; 8/5; ; 8/5; 8/5; ; 28/17; ; 28/17; ; 28/17; ; ; ; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 23/10; 12/5; 5/2; 13/5; 23/10; 5/2; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 23/10; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-03 00:22:55 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 6/4; 7/5; 7/5; 31/20; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; ; 29/20; 6/4; ; 6/4; ; 6/4; ; 6/4; ; ; ; ; ; 11/8; ; 
Woking; 13/8; 13/8; 33/20; 6/4; 8/5; 17/10; 8/5; 6/4; 13/8; 13/8; 8/5; 8/5; ; 8/5; 13/8; ; 28/17; ; 28/17; ; 28/17; ; ; ; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 9/4; 12/5; 5/2; 5/2; 23/10; 5/2; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-03 04:26:36 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 6/4; 7/5; 7/5; 31/20; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; ; 29/20; 6/4; ; 6/4; ; 6/4; ; 6/4; ; ; ; ; ; 11/8; ; 
Woking; 13/8; 13/8; 33/20; 6/4; 8/5; 17/10; 8/5; 6/4; 13/8; 13/8; 8/5; 8/5; ; 8/5; 13/8; ; 28/17; ; 28/17; ; 28/17; ; ; ; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 9/4; 12/5; 5/2; 5/2; 23/10; 5/2; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-03 08:23:10 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 6/4; 7/5; 7/5; 31/20; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; ; 29/20; 6/4; ; 6/4; ; 6/4; ; 6/4; ; ; ; ; ; 11/8; ; 
Woking; 13/8; 13/8; 33/20; 6/4; 8/5; 17/10; 8/5; 6/4; 13/8; 13/8; 8/5; 8/5; ; 8/5; 13/8; ; 28/17; ; 28/17; ; 28/17; ; ; ; ; ; 6/4; ; 
Draw; 13/5; 13/5; 5/2; 9/4; 12/5; 5/2; 5/2; 23/10; 5/2; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-03 12:24:59 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 29/20; 7/5; 6/4; 6/4; 7/5; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; ; ; ; ; ; ; 5/4; ; 
Woking; 13/8; 13/8; 17/10; 8/5; 7/4; 7/4; 13/8; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; ; ; ; ; ; ; 8/5; ; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 5/2; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 23/10; ; 23/10; ; ; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-03 16:24:13 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 29/20; 7/5; 6/4; 6/4; 7/5; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; ; ; ; ; ; ; 5/4; ; 
Woking; 13/8; 13/8; 17/10; 8/5; 7/4; 9/5; 13/8; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 7/4; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; ; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 5/2; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 9/4; ; 23/10; ; 23/10; ; ; ; ; ; 9/4; ; 
META; english/fa-cup/stockport-v-woking; 2016-11-03 20:25:06 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 6/4; 29/20; 7/5; 6/4; 6/4; 7/5; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 13/10; 7/5; 
Woking; 13/8; 13/8; 17/10; 8/5; 7/4; 9/5; 13/8; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; 13/8; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 5/2; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 00:22:41 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 7/5; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; 13/8; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 00:57:09 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 7/5; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; 13/8; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 23/10; ; 23/10; ; 23/10; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 01:47:08 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 7/5; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; 13/8; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 03:47:08 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 7/5; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; 13/8; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 04:21:45 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 13/10; 7/5; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; 13/8; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 05:47:05 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 7/5; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; 13/8; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 06:34:08 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 7/5; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; 13/8; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 07:46:57 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 23/20; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; 7/5; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 08:21:56 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 23/20; 
Woking; 13/8; 7/4; 17/10; 8/5; 7/4; 9/5; 7/4; 6/4; 7/4; 17/10; 17/10; 8/5; ; 17/10; 13/8; ; 17/10; ; 28/17; ; 17/10; ; ; ; ; ; 8/5; 7/5; 
Draw; 13/5; 13/5; 5/2; 11/5; 13/5; 5/2; 13/5; 23/10; 13/5; 13/5; 12/5; 5/2; ; 21/10; 5/2; ; 40/17; ; 23/10; ; 40/17; ; ; ; ; ; 9/4; 19/10; 
META; english/fa-cup/stockport-v-woking; 2016-11-04 09:47:05 GMT+2; 2016-11-05 15:00; e70300-dr003
Stockport; 29/20; 7/5; 29/20; 7/5; 6/4; 6/4; 29/20; 7/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 6/4; ; 16/11; ; 6/4; ; 16/11; ; ; ; ; ; 11/8; 23/20; 
