META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-24 20:24:11 GMT+3; 2016-10-01 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-09-30 23:47:30 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 00:23:12 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 01:05:27 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 01:47:16 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 03:47:00 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 04:22:43 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 05:47:09 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 06:35:51 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 07:47:07 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 08:23:11 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 09:47:05 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 11:47:12 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 12:23:03 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 13:05:39 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 13:47:09 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 11/5; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 15:47:35 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/fa-cup/beaconsfield-sycob-v-felixstowe-and-w-utd; 2016-10-01 16:24:03 GMT+3; 2016-10-01 15:00; e70300-dr003
Beaconsfield SYCOB; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Felixstowe and W Utd; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
