META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-02 16:23:56 GMT+3; 2016-10-05 19:45; e70300-dr003
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-03 21:45:49 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; ; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; 9/2; ; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; ; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; ; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; ; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-03 23:45:45 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; ; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; ; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 00:23:48 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; ; ; ; ; ; ; ; ; ; 2/9; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; ; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; ; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 00:50:35 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; ; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; ; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; ; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 01:45:41 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 13/2; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; 29/5; ; ; ; 29/5; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 03:45:48 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; 9/2; ; ; ; 9/2; ; ; ; ; 7/2; ; 
Hadley; 11/2; 13/2; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; 76/13; ; ; ; 76/13; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 04:23:39 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 2/7; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; 9/2; ; ; ; 9/2; ; ; ; ; 7/2; ; 
Hadley; 11/2; 13/2; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; 76/13; ; ; ; 76/13; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 05:45:45 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; 59/10; ; ; ; 59/10; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 06:32:00 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; 59/10; ; ; ; 59/10; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 07:45:48 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; 23/4; ; ; ; 23/4; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 08:24:38 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; 23/4; ; ; ; 23/4; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 09:45:46 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 3/10; 2/7; ; 3/10; 1/4; 1/3; ; ; 2/7; ; ; 1/4; ; 3/10; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 9/2; 9/2; 21/4; ; ; 4; ; ; 4; ; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 13/2; 13/2; ; 8; 6; 13/2; ; ; 15/2; ; ; 15/2; ; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 11:45:45 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 17/2; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 12:25:22 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 17/2; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 12:55:46 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 13:45:45 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 15:45:45 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 17/2; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; 59/10; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 16:26:08 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 17/2; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; 59/10; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 17:45:55 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; 5/18; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; 49/11; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 17/2; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; 59/10; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 18:34:21 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 3/11; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 22/5; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 17/2; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 6; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 19:45:49 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 20:26:18 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
Hadley; 11/2; 7; 8; 7; 13/2; ; 8; 6; 13/2; ; ; 6; ; ; 15/2; 15/2; 7; 59/10; ; ; ; ; ; ; ; ; 34/5; ; 
META; english/fa-cup/hadley-v-eastbourne-borough; 2016-10-04 21:45:45 GMT+3; 2016-10-05 19:45; e70300-dr003
Eastbourne Borough; 2/7; 1/4; 1/3; 2/7; 1/4; ; 2/7; 1/4; 1/3; ; ; 2/7; ; ; 1/4; 30/100; 2/7; 5/18; ; ; ; ; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 17/4; 4; 4; ; 5; 9/2; 21/4; ; ; 4; ; ; 4; 5; 9/2; 49/11; ; ; ; ; ; ; ; ; 7/2; ; 
