META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-18 20:24:01 GMT+3; 2016-09-20 19:45; e70300-dr003
Draw; 7/2; 16/5; 17/5; ; 18/5; ; 18/5; ; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; ; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; ; 5; ; 11/2; ; 19/4; ; ; ; ; ; ; ; 5; 54/13; ; ; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-19 15:45:43 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; ; 4/9; ; 4/9; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; ; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; ; 19/5; ; 19/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; ; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; ; 5; ; 21/4; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; ; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-19 16:23:00 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; ; 4/9; ; 4/9; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; ; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; ; 19/5; ; 19/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; ; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; ; 5; ; 21/4; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; ; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-19 17:45:37 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; ; 4/9; 4/9; 4/9; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; ; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; ; 19/5; 10/3; 19/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; ; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; ; 5; 4; 21/4; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; ; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-19 18:32:20 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; ; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; ; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; ; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-19 19:45:35 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-19 20:23:42 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; ; ; 4/9; ; ; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; ; ; 7/2; ; ; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; ; ; 9/2; ; ; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-19 21:45:42 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-19 23:45:37 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 21/5; ; 9/2; ; 21/5; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 00:22:48 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 7/2; ; 7/2; ; 7/2; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 41/10; ; 9/2; ; 41/10; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 00:51:52 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 7/2; ; 7/2; ; 7/2; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 41/10; ; 9/2; ; 41/10; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 01:45:29 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 7/2; ; 7/2; ; 7/2; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 41/10; ; 9/2; ; 41/10; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 03:45:33 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 04:22:38 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 05:45:31 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 06:39:32 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 07:45:32 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 08:23:01 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 09:45:31 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 11:45:34 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 12:23:38 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 18/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 5; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 12:56:47 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 19/5; 10/3; 18/5; 7/2; 19/5; ; ; ; ; ; ; ; 7/2; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 9/2; 4; 11/2; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 13:45:30 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 19/5; 10/3; 19/5; 7/2; 19/5; ; ; ; ; ; ; ; 4; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 9/2; 4; 21/4; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 15:45:40 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 19/5; 10/3; 19/5; 7/2; 19/5; ; ; ; ; ; ; ; 4; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 9/2; 4; 21/4; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 16:23:48 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 2/5; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 10/3; 17/5; 3; 19/5; 10/3; 19/5; 7/2; 19/5; ; ; ; ; ; ; ; 4; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 9/2; 4; 21/4; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 17:45:30 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 19/5; 10/3; 19/5; 7/2; 19/5; ; ; ; ; ; ; ; 4; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 9/2; 4; 21/4; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 18:27:24 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 4/9; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 16/5; 17/5; 3; 19/5; 10/3; 19/5; 7/2; 19/5; ; ; ; ; ; ; ; 4; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 9/2; 4; 21/4; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 19:45:32 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 2/5; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 7/2; 10/3; 17/5; 3; 19/5; 10/3; 19/5; 7/2; 19/5; ; ; ; ; ; ; ; 4; 38/11; ; 7/2; ; 38/11; ; ; ; ; ; ; 
Sevenoaks Town; 4; 9/2; 5; 9/2; 9/2; 4; 21/4; 4; 19/4; ; ; ; ; ; ; ; 9/2; 54/13; ; 9/2; ; 54/13; ; ; ; ; ; ; 
META; english/fa-cup/chesham-v-sevenoaks-town; 2016-09-20 20:22:16 GMT+3; 2016-09-20 19:45; e70300-dr003
Chesham; 4/9; 2/5; 1/2; 4/9; 1/2; 4/9; 9/20; 4/9; 1/2; ; ; ; ; ; ; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
