META; english/fa-cup/egham-town-v-faversham-town; 2016-10-03 16:23:51 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; 5/4; ; ; ; ; 1/100; ; 
Faversham Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; 6/4; ; ; ; ; 1/100; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; ; 11/4; ; ; ; ; 1/4; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-03 17:45:25 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; ; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; 20/21; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-03 20:25:02 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 6/4; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; ; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 13/5; 5/2; ; 14/5; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 27/10; ; ; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-03 21:45:31 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 6/4; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; ; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 13/5; 5/2; ; 14/5; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 27/10; ; ; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-03 23:45:25 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 6/4; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; ; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 13/5; 5/2; ; 14/5; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 27/10; ; ; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 00:23:33 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 6/4; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; ; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 13/5; 5/2; ; 14/5; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 27/10; ; ; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 00:50:19 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 6/4; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; ; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 13/5; 5/2; ; 14/5; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 27/10; ; ; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 01:45:25 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; ; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 6/4; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; ; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 13/5; 5/2; ; 14/5; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 27/10; ; ; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 03:45:33 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 6/4; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 13/5; 5/2; ; 14/5; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 27/10; ; 29/10; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 04:23:23 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 6/4; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 13/5; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 27/10; ; 29/10; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 05:45:25 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 13/10; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 6/4; 6/4; ; 17/10; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 13/5; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 27/10; ; 29/10; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 06:31:44 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 13/10; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 6/4; 6/4; ; 17/10; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 13/5; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 27/10; ; 29/10; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 07:45:32 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 13/10; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 6/4; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 13/5; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 11/4; ; 29/10; ; 11/4; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 08:24:22 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 11/4; ; 29/10; ; 11/4; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 09:45:26 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; ; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; ; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; ; 11/4; 27/10; ; 29/10; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 11:45:27 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; 7/5; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; 17/10; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; 14/5; 14/5; 27/10; ; 29/10; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 12:25:05 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; 7/5; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; 17/10; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; 14/5; 14/5; 27/10; ; 29/10; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 12:55:30 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; 7/5; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; 17/10; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; 14/5; 14/5; 27/10; ; 29/10; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 13:45:26 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; 7/5; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 6/5; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; 17/10; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; 14/5; 14/5; 27/10; ; 29/10; ; 27/10; ; ; ; ; 11/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 15:45:28 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; 7/5; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 11/8; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; 17/10; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; 14/5; 14/5; 27/10; ; 29/10; ; 27/10; ; ; ; ; 12/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 16:25:45 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; ; 13/10; 7/5; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 11/8; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; ; 8/5; 17/10; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; ; 12/5; 14/5; 14/5; 27/10; ; 29/10; ; 27/10; ; ; ; ; 12/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 17:45:37 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; 5/4; 13/10; 7/5; 13/10; 5/4; ; 23/17; ; 5/4; ; ; ; ; 11/8; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; 31/20; 8/5; 17/10; 8/5; 6/4; ; 8/5; ; 6/4; ; ; ; ; 6/4; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; 57/20; 12/5; 14/5; 14/5; 27/10; ; 29/10; ; 27/10; ; ; ; ; 12/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 18:34:03 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; 5/4; 13/10; 7/5; 13/10; 5/4; ; 23/17; ; ; ; ; ; ; 11/8; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; 31/20; 8/5; 17/10; 8/5; 6/4; ; 8/5; ; ; ; ; ; ; 27/20; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; 57/20; 12/5; 14/5; 14/5; 27/10; ; 29/10; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 19:45:32 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; 5/4; 13/10; 7/5; 13/10; 5/4; ; 23/17; ; ; ; ; ; ; 11/8; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; 31/20; 8/5; 17/10; 8/5; 6/4; ; 8/5; ; ; ; ; ; ; 27/20; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; 57/20; 12/5; 14/5; 14/5; 27/10; ; 29/10; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 20:25:55 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 11/8; 5/4; 7/5; ; ; ; ; 5/4; 13/10; 7/5; 13/10; 5/4; ; 23/17; ; ; ; ; ; ; 11/8; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 13/8; 6/4; 13/8; ; ; ; ; 31/20; 8/5; 17/10; 8/5; 6/4; ; 8/5; ; ; ; ; ; ; 27/20; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; 57/20; 12/5; 14/5; 14/5; 27/10; ; 29/10; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/egham-town-v-faversham-town; 2016-10-04 21:45:27 GMT+3; 2016-10-04 19:45; e70300-dr003
Egham Town; ; ; 29/20; 11/8; 5/4; ; 13/10; 5/4; 7/5; ; ; ; ; 5/4; 13/10; 7/5; 13/10; 5/4; ; 6/5; ; ; ; ; ; ; 27/20; ; 
Faversham Town; ; ; 17/10; 8/5; 6/4; ; 17/10; 6/4; 13/8; ; ; ; ; 31/20; 8/5; 17/10; 8/5; 6/4; ; 9/5; ; ; ; ; ; ; 7/5; ; 
Draw; ; ; 13/5; 23/10; 5/2; ; 29/10; 13/5; 3; ; ; ; ; 57/20; 12/5; 14/5; 14/5; 27/10; ; 29/10; ; ; ; ; ; ; 12/5; ; 
