META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-10 00:24:53 GMT+3; 2016-09-17 15:00; e70300-dr003
Draw; 10/3; ; ; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; ; ; 33/10; ; ; ; ; ; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; ; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; ; ; 43/10; ; ; ; ; ; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 16:22:11 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; ; ; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; ; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; ; ; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; ; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; ; ; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; ; ; 43/10; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 17:47:00 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; 4/9; ; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; ; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; 16/5; ; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; ; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; 21/5; ; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; ; ; 43/10; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 18:32:33 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; 4/9; ; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; 16/5; ; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; 21/5; ; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; 17/4; ; 43/10; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 19:47:33 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; 4/9; ; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; 16/5; ; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; 21/5; ; ; 21/4; ; ; ; ; ; ; ; 9/2; 74/17; ; 17/4; ; 74/17; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 20:23:39 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; 4/9; ; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; 16/5; ; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; 21/5; ; ; 21/4; ; ; ; ; ; ; ; 9/2; 74/17; ; 17/4; ; 74/17; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 21:47:13 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; 4/9; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; ; ; 
Draw; 10/3; ; ; ; 18/5; 16/5; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; ; ; 
AFC Dunstable; 17/4; ; ; ; 5; 21/5; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; 17/4; ; 43/10; ; ; ; ; ; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-16 23:47:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; 4/9; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; 5/11; ; 4/9; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; 16/5; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; 21/5; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; 17/4; ; 43/10; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 00:22:52 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; 4/9; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; 5/11; ; 4/9; ; 5/11; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; 16/5; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; 21/5; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; 17/4; ; 43/10; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 01:03:07 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; 4/9; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; 5/11; ; 4/9; ; 5/11; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; 16/5; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; 21/5; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; 17/4; ; 43/10; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 01:46:44 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; 4/9; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; 16/5; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; 21/5; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; 74/17; ; 17/4; ; 74/17; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 03:46:44 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; 4/9; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; 16/5; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; 21/5; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; 74/17; ; 17/4; ; 74/17; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 04:31:54 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; ; ; ; 1/2; 4/9; 9/20; ; 1/2; ; ; ; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; 1/25; ; 
Draw; 10/3; ; ; ; 18/5; 16/5; 18/5; ; 7/2; ; ; ; ; ; ; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 4/9; ; 
AFC Dunstable; 17/4; ; ; ; 5; 21/5; 11/2; ; 21/4; ; ; ; ; ; ; ; 9/2; 43/10; ; 17/4; ; 43/10; ; ; ; ; 8/15; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 05:46:51 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; 4/9; 40/85; ; 1/2; 4/9; 9/20; ; 1/2; ; ; 4/9; ; ; ; ; 1/2; 4/9; ; 4/9; ; 4/9; ; ; ; ; 2/5; ; 
Draw; 10/3; 16/5; 7/2; ; 18/5; 16/5; 18/5; ; 7/2; ; ; 10/3; ; ; ; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 10/3; ; 
AFC Dunstable; 17/4; 9/2; 5; ; 5; 21/5; 11/2; ; 21/4; ; ; 19/4; ; ; ; ; 9/2; 43/10; ; 17/4; ; 43/10; ; ; ; ; 23/5; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 06:34:22 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; 4/9; 40/85; ; 1/2; 4/9; 9/20; ; 1/2; ; ; 4/9; ; ; 4/9; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; 2/5; ; 
Draw; 10/3; 16/5; 7/2; ; 18/5; 16/5; 18/5; ; 7/2; ; ; 10/3; ; ; 15/4; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 10/3; ; 
AFC Dunstable; 17/4; 9/2; 5; ; 5; 21/5; 11/2; ; 21/4; ; ; 19/4; ; ; 11/2; ; 5; 43/10; ; 17/4; ; 43/10; ; ; ; ; 23/5; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 07:46:48 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; 4/9; 40/85; ; 1/2; 4/9; 9/20; ; 1/2; ; ; 4/9; ; ; 4/9; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; 2/5; ; 
Draw; 10/3; 16/5; 7/2; ; 18/5; 16/5; 18/5; ; 7/2; ; ; 10/3; ; ; 15/4; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 10/3; ; 
AFC Dunstable; 17/4; 9/2; 5; ; 5; 21/5; 11/2; ; 21/4; ; ; 19/4; ; ; 11/2; ; 5; 43/10; ; 17/4; ; 43/10; ; ; ; ; 23/5; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 08:23:18 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; 4/9; 40/85; ; 1/2; 4/9; 9/20; ; 1/2; ; ; 4/9; ; ; 4/9; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; 2/5; ; 
Draw; 10/3; 16/5; 7/2; ; 18/5; 16/5; 18/5; ; 7/2; ; ; 10/3; ; ; 15/4; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 10/3; ; 
AFC Dunstable; 17/4; 9/2; 5; ; 5; 21/5; 11/2; ; 21/4; ; ; 19/4; ; ; 11/2; ; 5; 43/10; ; 17/4; ; 43/10; ; ; ; ; 23/5; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 09:46:59 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; 4/9; 40/85; ; 1/2; 4/9; 9/20; ; 1/2; ; ; 4/9; ; ; 4/9; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; 2/5; ; 
Draw; 10/3; 16/5; 7/2; ; 18/5; 16/5; 18/5; ; 7/2; ; ; 10/3; ; ; 15/4; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 10/3; ; 
AFC Dunstable; 17/4; 9/2; 5; ; 5; 21/5; 11/2; ; 21/4; ; ; 19/4; ; ; 11/2; ; 5; 74/17; ; 17/4; ; 74/17; ; ; ; ; 24/5; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 11:46:59 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; 4/9; 40/85; ; 1/2; 4/9; 9/20; ; 1/2; ; ; 4/9; ; ; 4/9; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; 2/5; ; 
Draw; 10/3; 16/5; 7/2; ; 18/5; 16/5; 18/5; ; 7/2; ; ; 10/3; ; ; 15/4; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 10/3; ; 
AFC Dunstable; 17/4; 9/2; 5; ; 5; 21/5; 11/2; ; 21/4; ; ; 19/4; ; ; 11/2; ; 5; 74/17; ; 17/4; ; 74/17; ; ; ; ; 23/5; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 12:23:19 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; 4/9; 40/85; ; 1/2; 4/9; 9/20; ; 1/2; ; ; 4/9; ; ; 4/9; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; 2/5; ; 
Draw; 10/3; 16/5; 7/2; ; 18/5; 16/5; 18/5; ; 7/2; ; ; 10/3; ; ; 15/4; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 10/3; ; 
AFC Dunstable; 17/4; 9/2; 5; ; 5; 21/5; 11/2; ; 21/4; ; ; 19/4; ; ; 11/2; ; 5; 74/17; ; 17/4; ; 74/17; ; ; ; ; 24/5; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 13:08:50 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; 4/9; 40/85; ; 1/2; 4/9; 9/20; ; 1/2; ; ; 4/9; ; ; 4/9; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; 2/5; ; 
Draw; 10/3; 16/5; 7/2; ; 18/5; 16/5; 18/5; ; 7/2; ; ; 10/3; ; ; 15/4; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 3; ; 
AFC Dunstable; 17/4; 9/2; 5; ; 5; 21/5; 11/2; ; 21/4; ; ; 19/4; ; ; 11/2; ; 5; 74/17; ; 17/4; ; 74/17; ; ; ; ; 22/5; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 13:47:06 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; 4/9; 40/85; ; 1/2; 4/9; 9/20; ; 1/2; ; ; 4/9; ; ; 4/9; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; 4/11; ; 
Draw; 10/3; 16/5; 7/2; ; 18/5; 16/5; 18/5; ; 7/2; ; ; 10/3; ; ; 15/4; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 3; ; 
AFC Dunstable; 17/4; 9/2; 5; ; 5; 21/5; 11/2; ; 21/4; ; ; 19/4; ; ; 11/2; ; 5; 43/10; ; 17/4; ; 74/17; ; ; ; ; 22/5; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 15:46:47 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; 4/9; 40/85; ; 1/2; 4/9; 9/20; ; 1/2; ; ; 4/9; ; ; 2/5; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; 4/11; ; 
Draw; 10/3; 16/5; 7/2; ; 18/5; 16/5; 18/5; ; 7/2; ; ; 10/3; ; ; 10/3; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 3; ; 
AFC Dunstable; 17/4; 9/2; 5; ; 5; 21/5; 11/2; ; 21/4; ; ; 19/4; ; ; 24/5; ; 5; 43/10; ; 17/4; ; 43/10; ; ; ; ; 22/5; ; 
META; english/fa-cup/afc-dunstable-v-hampton-and-richmond; 2016-09-17 16:22:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Hampton and Richmond; 4/9; 4/9; 40/85; ; 1/2; 4/9; 9/20; ; 1/2; ; ; 4/9; ; ; 2/5; ; 4/9; 4/9; ; 4/9; ; 4/9; ; ; ; ; 4/11; ; 
Draw; 10/3; 16/5; 7/2; ; 18/5; 16/5; 18/5; ; 7/2; ; ; 10/3; ; ; 10/3; ; 7/2; 33/10; ; 10/3; ; 33/10; ; ; ; ; 3; ; 
AFC Dunstable; 17/4; 9/2; 5; ; 5; 21/5; 11/2; ; 21/4; ; ; 19/4; ; ; 24/5; ; 5; 43/10; ; 17/4; ; 43/10; ; ; ; ; 22/5; ; 
