META; english/fa-cup/merstham-v-oxford; 2016-10-30 20:23:12 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; ; 4/11; ; 4/11; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 7/2; 7/2; 19/5; ; 7/2; ; 15/4; ; ; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Merstham; 7; 6; 6; ; 13/2; ; 13/2; ; ; ; 6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/merstham-v-oxford; 2016-10-31 00:22:02 GMT+3; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; ; 4/11; ; 4/11; ; ; ; 4/11; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Oxford; 2/5; 2/5; 2/5; 2/5; 2/5; 2/5; 4/11; 4/11; 2/5; 4/11; 2/5; 4/9; ; 7/20; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 4; 19/5; 15/4; 19/5; 7/2; 4; 3; 7/2; 4; 15/4; 3; ; 19/5; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 7; 7; 15/2; 7; 7; 11/2; 13/2; 15/2; ; 6; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 11/2; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 15:46:34 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 4/11; 2/5; 4/11; 2/5; 4/9; ; 4/11; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/9; ; 
Draw; 7/2; 4; 19/5; 15/4; 4; 7/2; 4; 3; 7/2; 4; 15/4; 3; ; 4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 6; 7; 15/2; 7; 7; 11/2; 13/2; 15/2; ; 13/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 29/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 16:21:05 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 2/5; 4/9; 2/5; 4/11; 4/11; 2/5; 4/11; 2/5; 4/9; ; 4/11; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/9; ; 
Draw; 7/2; 4; 19/5; 15/4; 4; 7/2; 4; 3; 7/2; 4; 15/4; 3; ; 4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 13/2; 6; 7; 15/2; 7; 7; 11/2; 13/2; 15/2; ; 13/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 29/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 18:33:52 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; 2/5; 2/5; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 2/5; 4/11; 2/5; 2/7; ; 7/20; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; 7/2; 4; 19/5; 15/4; 4; 7/2; 4; 7/2; 7/2; 4; 15/4; 5; ; 4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; 7; 6; 6; 7; 6; 7; 15/2; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 29/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 19:46:34 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 2/5; 4/11; 2/5; 2/7; ; 7/20; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 4; 7/2; 4; 7/2; 19/5; 4; 15/4; 5; ; 4; 7/2; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 21/5; ; 
Merstham; ; 13/2; 6; 7; 6; 7; 15/2; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 13/2; ; 6; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 20:22:57 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 4; 7/2; 17/4; 7/2; 7/2; 4; 4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 21/5; ; 
Merstham; ; 13/2; 6; 7; 6; 7; 7; 7; 7; 11/2; 7; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 6; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 21:46:19 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/9; 2/5; 4/11; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 4; 7/2; 17/4; 7/2; 19/5; 4; 17/4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; ; 13/2; 6; 7; 6; 7; 7; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 6; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-04 23:46:16 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 15/4; 9/2; 7/2; 19/5; 4; 17/4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 22/5; ; 
Merstham; ; 13/2; 6; 7; 13/2; 15/2; 7; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 6; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 00:21:25 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 15/4; 9/2; 7/2; 19/5; 4; 17/4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; ; 13/2; 6; 7; 13/2; 15/2; 7; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 29/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 00:59:23 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 15/4; 9/2; 7/2; 19/5; 4; 17/4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; ; 13/2; 6; 7; 13/2; 15/2; 7; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 29/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 01:45:46 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 15/4; 9/2; 7/2; 19/5; 4; 17/4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; ; 13/2; 6; 7; 13/2; 15/2; 7; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 29/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 03:45:50 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/11; ; 1/3; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; ; 9/2; 7/2; 19/5; 4; 17/4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; ; 13/2; 6; 7; 13/2; ; 7; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 37/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 04:21:23 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/11; ; 1/3; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; ; 9/2; 7/2; 19/5; 4; 17/4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; ; 13/2; 6; 7; 13/2; ; 15/2; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 37/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 05:45:51 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 15/4; 9/2; 7/2; 19/5; 4; 17/4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; ; 13/2; 6; 7; 13/2; 15/2; 7; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 37/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 06:34:38 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 15/4; 9/2; 7/2; 19/5; 4; 17/4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; ; 13/2; 6; 7; 13/2; 15/2; 7; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 37/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 07:45:57 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 15/4; 9/2; 7/2; 19/5; 4; 17/4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; ; 13/2; 6; 7; 13/2; 15/2; 15/2; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 37/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 08:21:29 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 4/11; 4/11; 4/11; 1/3; 2/5; 2/5; 4/11; 4/11; 2/7; ; 7/20; 2/5; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 15/4; 9/2; 7/2; 19/5; 4; 17/4; 5; ; 4; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 7/2; ; 
Merstham; ; 13/2; 6; 7; 13/2; 15/2; 15/2; 7; 7; 11/2; 13/2; 8; ; 13/2; 13/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 37/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 09:45:54 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 4/9; 2/5; 4/11; 4/11; 2/5; 2/5; 4/9; 2/5; 4/11; 2/7; ; 2/5; 4/9; ; ; ; 2/5; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 15/4; 15/4; 9/2; 17/4; 21/5; 7/2; 4; 15/4; 17/4; 5; ; 18/5; 7/2; ; ; ; 18/5; ; ; ; ; ; 7/2; ; 4; ; 
Merstham; ; 13/2; 6; 6; 13/2; 13/2; 6; 7; 6; 11/2; 13/2; 8; ; 6; 11/2; ; ; ; 23/4; ; ; ; ; ; 13/2; ; 38/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 11:46:13 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 2/5; 4/11; 4/11; 2/5; 3/10; 2/5; 2/5; 4/11; 2/7; ; 4/11; 2/5; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 17/4; 21/5; 4; 17/4; 4; 17/4; 5; ; 15/4; 15/4; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 21/5; ; 
Merstham; ; 13/2; 6; 6; 13/2; 13/2; 6; 8; 6; 11/2; 6; 8; ; 13/2; 6; ; ; ; 13/2; ; ; ; ; ; 7; ; 39/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 12:24:24 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 2/5; 4/11; 4/11; 2/5; 3/10; 2/5; 2/5; 4/11; 2/7; ; 4/11; 4/11; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 17/4; 21/5; 4; 17/4; 4; 17/4; 5; ; 18/5; 4; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 21/5; ; 
Merstham; ; 13/2; 13/2; 6; 13/2; 13/2; 6; 8; 6; 6; 13/2; 8; ; 7; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 13:12:32 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 2/5; 4/11; 4/11; 2/5; 3/10; 2/5; 2/5; 4/11; 1/3; ; 7/20; 4/11; ; ; ; 4/11; ; ; ; ; ; 4/9; ; 2/5; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 17/4; 21/5; 4; 17/4; 4; 17/4; 9/2; ; 15/4; 4; ; ; ; 15/4; ; ; ; ; ; 7/2; ; 22/5; ; 
Merstham; ; 13/2; 13/2; 6; 13/2; 13/2; 6; 8; 13/2; 11/2; 13/2; 13/2; ; 15/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 7; ; 32/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 13:45:58 GMT+2; 2016-11-05 12:30; e70300-dr003
Oxford; ; 4/11; 2/5; 2/5; 4/11; 4/11; 2/5; 3/10; 2/5; 2/5; 4/11; 1/3; ; 7/20; 4/11; ; ; ; 4/11; ; ; ; ; ; 2/5; ; 4/11; ; 
Draw; ; 17/4; 19/5; 15/4; 9/2; 17/4; 21/5; 4; 17/4; 4; 17/4; 9/2; ; 15/4; 4; ; ; ; 15/4; ; ; ; ; ; 4; ; 21/5; ; 
Merstham; ; 13/2; 13/2; 6; 13/2; 13/2; 6; 8; 13/2; 11/2; 13/2; 13/2; ; 15/2; 13/2; ; ; ; 13/2; ; ; ; ; ; 15/2; ; 33/5; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 15:46:04 GMT+2; 2016-11-05 12:30; In Play; e70300-dr003
Oxford; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Merstham; ; ; ; ; ; ; ; ; ; ; ; 55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/merstham-v-oxford; 2016-11-05 16:23:05 GMT+2; 2016-11-05 12:30; In Play; e70300-dr003
Oxford; ; ; ; ; ; ; ; ; ; ; ; 1/25000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; 80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Merstham; ; ; ; ; ; ; ; ; ; ; ; 80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
