META; english/fa-cup/peterborough-v-chesham; 2016-10-30 20:24:14 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 2/9; 1/4; ; 2/9; ; 1/5; ; ; ; 2/9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5; 5; 5; ; 5; ; 5; ; ; ; 24/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chesham; 19/2; 10; 10; ; 9; ; 11; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-10-31 00:22:49 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 2/9; 1/4; ; 2/9; ; 1/5; ; ; ; 2/9; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 1/5; 2/9; 1/4; 5/23; ; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/11; ; 
Draw; 5; 5; 5; 5; 5; ; 21/4; 4; 21/4; 5; ; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 21/2; 9; 10; 9; ; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-01 08:22:35 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 1/5; 2/9; 1/4; 5/23; ; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/11; ; 
Draw; 5; 5; 5; 5; 5; ; 21/4; 4; 21/4; 5; ; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 21/2; 9; 10; 9; ; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-01 12:22:56 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 1/5; 2/9; 1/4; 5/23; ; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/11; ; 
Draw; 5; 5; 5; 5; 5; ; 21/4; 4; 21/4; 5; ; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 21/2; 9; 10; 9; ; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-01 16:24:49 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 1/5; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/11; ; 
Draw; 5; 5; 5; 5; 5; ; 21/4; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 21/2; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-01 20:24:12 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 1/5; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/5; ; 
Draw; 5; 5; 5; 5; 5; ; 5; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 21/2; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-02 00:24:21 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 1/5; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/5; ; 
Draw; 5; 5; 5; 5; 5; ; 5; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 21/2; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-02 04:23:16 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 1/5; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/5; ; 
Draw; 5; 5; 5; 5; 5; ; 5; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 11; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-02 08:23:02 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 1/5; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/5; ; 
Draw; 5; 5; 5; 5; 5; ; 5; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 21/2; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-02 12:24:17 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 1/5; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/5; ; 
Draw; 5; 5; 5; 5; 5; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 10; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-02 16:24:46 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 1/5; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/5; ; 
Draw; 5; 5; 5; 5; 5; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 10; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-02 20:25:33 GMT+3; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/5; ; 
Draw; 5; 5; 5; 5; 5; ; 21/4; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 19/2; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-03 00:22:45 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; 5; 5; 5; 5; 5; ; 21/4; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 19/2; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-03 04:26:27 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; 5; 5; 5; 5; 5; ; 21/4; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 19/2; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-03 08:22:59 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 2/9; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; 5; 5; 5; 5; 5; ; 21/4; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 9; ; 19/2; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-03 12:24:49 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; 5; 5; 5; 5; 11/2; ; 21/4; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 10; ; 19/2; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-03 16:24:03 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; ; 
Draw; 5; 5; 5; 5; 11/2; ; 5; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 22/5; ; 
Chesham; 19/2; 9; 10; 11; 10; ; 19/2; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; ; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-03 20:24:46 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 2/9; 2/15; 
Draw; 5; 5; 5; 5; 11/2; ; 21/4; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; 7/2; 
Chesham; 19/2; 9; 10; 11; 10; ; 19/2; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 00:22:32 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; 7/2; 
Chesham; 19/2; 9; 10; 11; 10; ; 11; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 00:56:59 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; 7/2; 
Chesham; 19/2; 9; 10; 11; 10; ; 11; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 01:46:58 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; 7/2; 
Chesham; 19/2; 9; 10; 11; 10; ; 11; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 03:46:57 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; 7/2; 
Chesham; 19/2; 9; 10; 11; 10; ; 11; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 04:21:35 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; 7/2; 
Chesham; 19/2; 9; 10; 11; 10; ; 11; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 05:46:55 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; 7/2; 
Chesham; 19/2; 9; 10; 11; 10; ; 11; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 06:33:58 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; 7/2; 
Chesham; 19/2; 9; 10; 11; 10; ; 11; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 07:46:48 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; 7/2; 
Chesham; 19/2; 9; 10; 11; 10; ; 11; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 08:21:46 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; 7/2; 
Chesham; 19/2; 9; 10; 11; 10; ; 11; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 09:46:55 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 2/9; 1/4; ; 2/9; 2/9; 1/4; 5/23; 2/9; 1/6; ; 1/5; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 21/4; 5; 24/5; 5; ; 24/5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 9/2; 7/2; 
Chesham; 19/2; 9; 10; 11; 10; ; 11; 9; 10; 9; 10; 9; ; 9; 9; ; ; ; 9; ; ; ; ; ; ; ; 41/5; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 11:47:00 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 21/4; 5; 5; 4; ; 5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 23/5; 7/2; 
Chesham; 19/2; 9; 10; 10; 10; ; 11; 9; 10; 9; 10; 11; ; 10; 9; ; ; ; 9; ; ; ; ; ; ; ; 9; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 12:22:24 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 5; 5; 5; 4; ; 5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 23/5; 7/2; 
Chesham; 19/2; 9; 10; 10; 10; ; 11; 9; 10; 9; 10; 11; ; 10; 9; ; ; ; 9; ; ; ; ; ; ; ; 9; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 13:03:11 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 5; 5; 5; 4; ; 5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 23/5; 7/2; 
Chesham; 19/2; 9; 10; 10; 10; ; 11; 9; 10; 9; 10; 11; ; 10; 9; ; ; ; 9; ; ; ; ; ; ; ; 9; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 13:47:16 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/6; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 5; 5; 5; 4; ; 5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 23/5; 7/2; 
Chesham; 19/2; 9; 10; 10; 10; ; 11; 9; 10; 9; 10; 11; ; 10; 9; ; ; ; 9; ; ; ; ; ; ; ; 9; 34/5; 
META; english/fa-cup/peterborough-v-chesham; 2016-11-04 15:47:38 GMT+2; 2016-11-05 15:00; e70300-dr003
Peterborough; 1/4; 1/4; 1/4; 1/4; 1/4; ; 2/9; 2/9; 1/4; 5/23; 1/4; 2/7; ; 2/9; 1/4; ; ; ; 1/4; ; ; ; ; ; ; ; 1/4; 1/5; 
Draw; 5; 5; 5; 5; 11/2; ; 11/2; 4; 5; 5; 5; 4; ; 5; 19/4; ; ; ; 9/2; ; ; ; ; ; ; ; 23/5; 7/2; 
