META; english/fa-cup/harrow-borough-v-winchester-city; 2016-09-24 20:24:41 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; ; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; ; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; ; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 13:47:47 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; ; ; ; ; ; 4/7; ; ; 1/2; 8/15; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; ; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 33/10; ; 29/10; ; 33/10; ; ; 7/2; ; 27/10; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; ; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 7/2; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 15:48:16 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 8/15; 8/15; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 16/5; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 57/17; ; 29/10; ; 57/17; ; ; 7/2; ; 13/5; ; 
Winchester City; 16/5; 15/4; ; 4; 7/2; ; 19/5; ; ; ; ; 4; ; ; 4; 9/2; 4; ; ; 15/4; ; ; ; ; ; ; 12/5; ; 
META; english/fa-cup/harrow-borough-v-winchester-city; 2016-10-01 16:24:39 GMT+3; 2016-10-01 15:00; e70300-dr003
Harrow Borough; 8/15; 1/2; ; 1/2; 1/2; ; 1/2; ; ; ; ; 4/7; ; ; 8/15; 3/5; 8/15; 8/15; ; 6/11; ; 8/15; ; ; 4/7; ; 1/2; ; 
Draw; 7/2; 16/5; ; 3; 3; ; 17/5; ; ; ; ; 29/10; ; ; 29/10; 18/5; 7/2; 57/17; ; 29/10; ; 57/17; ; ; 7/2; ; 13/5; ; 
Winchester City; 16/5; 15/4; ; 4; 18/5; ; 19/5; ; ; ; ; 4; ; ; 4; 15/4; 4; ; ; 15/4; ; ; ; ; ; ; 6/4; ; 
