META; english/fa-cup/exeter-v-luton; 2016-10-30 20:23:51 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 7/5; ; 11/8; ; 11/8; ; ; ; 27/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Exeter; 15/8; 9/5; 39/20; ; 9/5; ; 9/5; ; ; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; 9/4; ; 9/4; ; 23/10; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/exeter-v-luton; 2016-10-31 00:22:32 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 7/5; ; 11/8; ; 11/8; ; ; ; 27/20; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/exeter-v-luton; 2016-10-31 12:22:30 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 7/5; ; 11/8; ; 11/8; ; 7/5; ; 27/20; ; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; 
Exeter; 15/8; 9/5; 39/20; ; 9/5; ; 9/5; ; 15/8; ; 15/8; ; ; ; 15/8; ; ; ; ; ; ; ; ; ; ; ; 21/20; ; 
Draw; 12/5; 23/10; 9/4; ; 9/4; ; 23/10; ; 12/5; ; 11/5; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-10-31 16:22:36 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 7/5; 7/5; 11/8; ; 13/10; ; 7/5; ; 27/20; ; ; 13/10; 11/8; ; ; ; 13/10; ; ; ; ; ; 11/8; ; 6/5; ; 
Exeter; 15/8; 9/5; 39/20; 19/10; 9/5; ; 15/8; ; 15/8; ; 15/8; ; ; 9/5; 15/8; ; ; ; 19/10; ; ; ; ; ; 15/8; ; 13/8; ; 
Draw; 12/5; 23/10; 9/4; 23/10; 9/4; ; 23/10; ; 12/5; ; 11/5; ; ; 21/10; 23/10; ; ; ; 23/10; ; ; ; ; ; 12/5; ; 2; ; 
META; english/fa-cup/exeter-v-luton; 2016-10-31 20:23:45 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 7/5; 7/5; 13/10; ; 13/10; 6/5; 7/5; 5/4; ; 6/5; ; 5/4; 11/8; ; ; ; 13/10; ; ; ; ; ; 11/8; ; 23/20; ; 
Exeter; 15/8; 9/5; 39/20; 19/10; 15/8; ; 19/10; 9/5; 15/8; 9/5; ; 9/5; ; 9/5; 15/8; ; ; ; 19/10; ; ; ; ; ; 15/8; ; 13/8; ; 
Draw; 12/5; 23/10; 9/4; 23/10; 23/10; ; 23/10; 11/5; 12/5; 5/2; ; 11/5; ; 21/10; 23/10; ; ; ; 23/10; ; ; ; ; ; 12/5; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-01 00:22:58 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 7/5; 7/5; 13/10; ; 13/10; 6/5; 7/5; 5/4; ; 6/5; ; 5/4; 11/8; ; ; ; 13/10; ; ; ; ; ; 11/8; ; 23/20; ; 
Exeter; 15/8; 19/10; 39/20; 19/10; 15/8; ; 19/10; 9/5; 15/8; 9/5; ; 9/5; ; 9/5; 15/8; ; ; ; 19/10; ; ; ; ; ; 15/8; ; 13/8; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 23/10; ; 23/10; 11/5; 12/5; 5/2; ; 11/5; ; 21/10; 23/10; ; ; ; 23/10; ; ; ; ; ; 12/5; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-01 04:22:08 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 7/5; 7/5; 13/10; ; 13/10; 6/5; 7/5; 5/4; ; 6/5; ; 5/4; 11/8; ; ; ; 13/10; ; ; ; ; ; 11/8; ; 23/20; ; 
Exeter; 15/8; 19/10; 39/20; 19/10; 15/8; ; 19/10; 9/5; 15/8; 9/5; ; 9/5; ; 9/5; 15/8; ; ; ; 19/10; ; ; ; ; ; 15/8; ; 13/8; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 23/10; ; 23/10; 11/5; 12/5; 5/2; ; 11/5; ; 21/10; 23/10; ; ; ; 23/10; ; ; ; ; ; 12/5; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-01 08:22:13 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 7/5; 7/5; 13/10; ; 13/10; 6/5; 7/5; 5/4; ; 6/5; ; 5/4; 11/8; ; ; ; 13/10; ; ; ; ; ; 11/8; ; 23/20; ; 
Exeter; 15/8; 19/10; 39/20; 19/10; 15/8; ; 19/10; 9/5; 15/8; 9/5; ; 9/5; ; 9/5; 15/8; ; ; ; 19/10; ; ; ; ; ; 15/8; ; 13/8; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 23/10; ; 23/10; 11/5; 12/5; 5/2; ; 11/5; ; 21/10; 23/10; ; ; ; 23/10; ; ; ; ; ; 12/5; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-01 12:22:36 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 7/5; 7/5; 13/10; ; 13/10; 6/5; 7/5; 5/4; ; 6/5; ; 13/10; 11/8; ; ; ; 13/10; ; ; ; ; ; 11/8; ; 6/5; ; 
Exeter; 15/8; 19/10; 39/20; 19/10; 15/8; ; 19/10; 9/5; 15/8; 9/5; ; 9/5; ; 7/4; 15/8; ; ; ; 19/10; ; ; ; ; ; 15/8; ; 13/8; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 23/10; ; 23/10; 11/5; 12/5; 5/2; ; 11/5; ; 21/10; 23/10; ; ; ; 23/10; ; ; ; ; ; 12/5; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-01 16:24:22 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 7/5; 7/5; 13/10; ; 13/10; 6/5; 7/5; 5/4; 27/20; 6/5; ; 5/4; 11/8; ; ; ; 13/10; ; ; ; ; ; 11/8; ; 23/20; ; 
Exeter; 15/8; 19/10; 39/20; 19/10; 15/8; ; 19/10; 9/5; 15/8; 9/5; 15/8; 9/5; ; 9/5; 15/8; ; ; ; 19/10; ; ; ; ; ; 15/8; ; 13/8; ; 
Draw; 12/5; 12/5; 9/4; 23/10; 23/10; ; 23/10; 11/5; 12/5; 5/2; 11/5; 11/5; ; 21/10; 23/10; ; ; ; 23/10; ; ; ; ; ; 12/5; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-01 20:23:45 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 29/20; 29/20; 11/8; ; 7/5; 6/5; 6/4; 7/5; 11/8; 6/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 6/4; ; 5/4; ; 
Exeter; 15/8; 19/10; 37/20; 7/4; 9/5; ; 17/10; 9/5; 15/8; 7/4; 7/4; 9/5; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 9/4; ; 12/5; 11/5; 12/5; 12/5; 9/4; 11/5; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 9/4; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-02 00:24:03 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 29/20; 29/20; 11/8; ; 7/5; 6/5; 6/4; 7/5; 11/8; 6/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 6/4; ; 5/4; ; 
Exeter; 15/8; 19/10; 37/20; 7/4; 9/5; ; 17/10; 9/5; 15/8; 7/4; 7/4; 9/5; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 9/4; ; 12/5; 11/5; 12/5; 12/5; 9/4; 11/5; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 9/4; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-02 04:22:55 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 29/20; 29/20; 11/8; ; 7/5; 6/5; 6/4; 7/5; 11/8; 6/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 6/4; ; 5/4; ; 
Exeter; 15/8; 19/10; 37/20; 7/4; 9/5; ; 17/10; 9/5; 15/8; 7/4; 7/4; 9/5; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 9/4; ; 12/5; 11/5; 12/5; 12/5; 9/4; 11/5; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 9/4; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-02 08:22:45 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 11/8; 29/20; 29/20; 11/8; ; 7/5; 6/5; 6/4; 7/5; 11/8; 6/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 6/4; ; 5/4; ; 
Exeter; 15/8; 19/10; 37/20; 7/4; 9/5; ; 17/10; 9/5; 15/8; 7/4; 7/4; 9/5; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 9/4; ; 12/5; 11/5; 12/5; 12/5; 9/4; 11/5; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 9/4; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-02 12:23:57 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 11/8; 29/20; 7/5; 6/5; 6/4; 7/5; 11/8; 7/5; ; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 27/20; ; 
Exeter; 15/8; 9/5; 37/20; 7/4; 7/4; 19/10; 17/10; 9/5; 15/8; 9/5; 7/4; 17/10; ; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 9/4; 23/10; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; ; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-02 16:24:18 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 11/8; 29/20; 11/8; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 5/4; ; 
Exeter; 15/8; 9/5; 37/20; 7/4; 7/4; 19/10; 7/4; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 9/4; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-02 20:25:14 GMT+3; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 11/8; 29/20; 11/8; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 27/20; ; 
Exeter; 15/8; 9/5; 37/20; 7/4; 7/4; 19/10; 7/4; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 9/4; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-03 00:22:29 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 11/8; 29/20; 11/8; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 27/20; ; 
Exeter; 15/8; 9/5; 37/20; 7/4; 7/4; 19/10; 7/4; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 17/10; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 9/4; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-03 04:26:10 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 11/8; 29/20; 11/8; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 27/20; ; 
Exeter; 15/8; 9/5; 37/20; 7/4; 7/4; 19/10; 7/4; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 17/10; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 9/4; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-03 08:22:38 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 11/8; 29/20; 11/8; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 27/20; ; 
Exeter; 15/8; 9/5; 37/20; 7/4; 7/4; 19/10; 7/4; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 17/10; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 9/4; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-03 12:24:27 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 11/8; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 5/4; ; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 7/4; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 17/10; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-03 16:23:33 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 11/8; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 5/4; ; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 7/4; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 17/10; ; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 11/5; ; 
META; english/fa-cup/exeter-v-luton; 2016-11-03 20:24:25 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 13/10; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 27/20; 11/8; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 9/5; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 9/4; 2; 
META; english/fa-cup/exeter-v-luton; 2016-11-04 00:22:15 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 29/20; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 27/20; 11/8; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 15/8; 9/5; 15/8; 9/5; 7/4; 17/10; 9/5; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 47/20; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 9/4; 2; 
META; english/fa-cup/exeter-v-luton; 2016-11-04 00:56:43 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 29/20; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 27/20; 11/8; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 15/8; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 9/4; 2; 
META; english/fa-cup/exeter-v-luton; 2016-11-04 01:46:41 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 29/20; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 27/20; 11/8; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 15/8; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 9/4; 2; 
META; english/fa-cup/exeter-v-luton; 2016-11-04 03:46:40 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 29/20; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 27/20; 11/8; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 15/8; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 9/4; 2; 
META; english/fa-cup/exeter-v-luton; 2016-11-04 04:21:18 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 29/20; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 27/20; 11/8; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 15/8; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 9/4; 2; 
META; english/fa-cup/exeter-v-luton; 2016-11-04 05:46:38 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 29/20; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 13/10; 11/8; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 15/8; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 17/10; 13/8; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 9/4; 2; 
META; english/fa-cup/exeter-v-luton; 2016-11-04 06:33:41 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 29/20; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 13/10; 11/8; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 15/8; 9/5; 15/8; 9/5; 7/4; 17/10; 9/5; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 17/10; 13/8; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 47/20; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 9/4; 2; 
META; english/fa-cup/exeter-v-luton; 2016-11-04 07:46:31 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 29/20; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 13/10; 23/20; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 15/8; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 17/10; 6/4; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 9/4; 19/10; 
META; english/fa-cup/exeter-v-luton; 2016-11-04 08:21:29 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 29/20; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 13/10; 23/20; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 15/8; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 17/10; 6/4; 
Draw; 12/5; 12/5; 47/20; 9/4; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 9/4; 23/10; 12/5; 2; 12/5; ; ; ; 23/10; ; ; ; ; ; 23/10; ; 9/4; 19/10; 
META; english/fa-cup/exeter-v-luton; 2016-11-04 09:46:38 GMT+2; 2016-11-05 15:00; e70300-dr003
Luton; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 29/20; 6/5; 6/4; 7/5; 11/8; 7/5; 7/5; 11/8; 11/8; ; ; ; 13/10; ; ; ; ; ; 7/5; ; 13/10; 23/20; 
Exeter; 15/8; 9/5; 37/20; 7/4; 15/8; 19/10; 15/8; 9/5; 15/8; 9/5; 7/4; 17/10; 7/4; 9/5; 9/5; ; ; ; 19/10; ; ; ; ; ; 9/5; ; 17/10; 6/4; 
