META; english/fa-cup/arsenal-v-man-city; 2017-03-14 04:22:42 GMT+2; 2017-04-22 18:45; e70300-dr003
Man City; 11/10; 11/10; ; 11/10; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Arsenal; 12/5; 23/10; ; 9/4; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 11/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-14 08:22:40 GMT+2; 2017-04-22 18:45; e70300-dr003
Man City; 11/10; 11/10; ; 11/10; ; ; 11/10; ; ; ; ; ; ; ; ; ; 11/10; ; ; 11/10; ; ; ; ; ; ; ; ; 
Arsenal; 12/5; 23/10; ; 9/4; ; ; 12/5; ; ; ; ; ; ; ; ; ; 23/10; ; ; 23/10; ; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 11/5; ; ; 5/2; ; ; ; ; ; ; ; ; ; 12/5; ; ; 12/5; ; ; ; ; ; ; ; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-14 12:24:26 GMT+2; 2017-04-23 18:45; e70300-dr003
Man City; 11/10; 11/10; ; 11/10; ; 21/20; 21/20; ; ; ; ; ; 21/20; ; ; ; 21/20; ; ; 21/20; 6/5; ; ; ; ; ; ; ; 
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; ; 5/4; 15/13; 5/4; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; ; 23/10; 9/4; 123/50; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; ; 23/10; 9/4; 64/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-16 08:21:59 GMT+2; 2017-04-23 18:45; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 5/4; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 123/50; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 64/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-16 12:23:09 GMT+2; 2017-04-23 18:45; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-16 16:23:15 GMT+2; 2017-04-23 18:45; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-16 20:22:46 GMT+2; 2017-04-23 18:45; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-17 00:21:51 GMT+2; 2017-04-23 18:45; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-17 04:21:18 GMT+2; 2017-04-23 18:45; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-17 08:21:41 GMT+2; 2017-04-23 18:45; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-17 12:24:22 GMT+2; 2017-04-23 18:45; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-17 16:23:10 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-17 20:25:05 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-18 00:22:54 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; ; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; ; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; ; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-18 04:22:56 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-18 08:24:06 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-18 12:25:29 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-18 16:22:43 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 11/10; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 15/13; 21/20; 5/4; 15/13; 13/10; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 23/10; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 9/4; 5/2; 23/10; 9/4; 47/20; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 5/2; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-18 20:26:28 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 1; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 6/5; 21/20; 5/4; 6/5; 131/100; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 13/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 11/5; 5/2; 23/10; 11/5; 58/25; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 13/5; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-19 00:23:41 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 1; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 6/5; 21/20; 5/4; 6/5; 131/100; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 13/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 11/5; 5/2; 23/10; 11/5; 58/25; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 13/5; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-19 04:23:41 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 1; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 6/5; 21/20; 5/4; 6/5; 131/100; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 13/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 11/5; 5/2; 23/10; 11/5; 58/25; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 13/5; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 63/25; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-19 08:23:05 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 1; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 6/5; 21/20; 5/4; 6/5; 33/25; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 13/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 11/5; 5/2; 23/10; 11/5; 23/10; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 13/5; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 127/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-19 12:25:59 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 1; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 6/5; 21/20; 5/4; 6/5; 33/25; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 13/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 11/5; 5/2; 23/10; 11/5; 23/10; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 13/5; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 127/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-19 16:27:22 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 1; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 6/5; 21/20; 5/4; 6/5; 33/25; ; 5/4; ; 5/4; ; 1/14; ; 
Arsenal; 23/10; 13/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 11/5; 5/2; 23/10; 11/5; 23/10; ; 23/10; ; 23/10; ; 1/14; ; 
Draw; 12/5; 13/5; ; 11/5; ; 12/5; 12/5; ; ; 5/2; ; ; 47/20; ; ; 13/5; 9/4; 12/5; 23/10; 9/4; 127/50; ; 23/10; ; 23/10; ; 21/10; ; 
META; english/fa-cup/arsenal-v-man-city; 2017-03-19 20:26:03 GMT+2; 2017-04-23 14:00; e70300-dr003
Man City; 6/5; 1; ; 11/10; ; 21/20; 6/5; ; ; 11/10; ; ; 6/5; ; ; 5/4; 6/5; 21/20; 5/4; 6/5; 33/25; ; 5/4; ; 5/4; ; 23/20; ; 
Arsenal; 23/10; 13/5; ; 9/4; ; 23/10; 11/5; ; ; 9/4; ; ; 9/4; ; ; 12/5; 11/5; 5/2; 23/10; 11/5; 23/10; ; 23/10; ; 23/10; ; 13/8; ; 
