META; english/fa-cup/hartlepool-v-stamford; 2016-10-30 20:24:58 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; ; 1/5; ; 2/11; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/2; 5; 11/2; ; 5; ; 11/2; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stamford; 10; 10; 11; ; 10; ; 12; ; ; ; 12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-10-31 00:23:19 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; ; 1/5; ; 2/11; ; ; ; 1/5; ; ; ; 2/9; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Stamford; 10; 11; 11; 11; 10; ; 12; ; 11; 10; 12; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-01 00:23:55 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/5; 1/5; 1/5; ; 1/6; ; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 6; 6; 5; ; 5; ; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 10; ; 12; 11; 11; 10; ; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-01 04:22:59 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; ; 1/6; ; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 5; ; 11/2; 9/2; 6; 5; ; 5; ; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 11; ; 12; 11; 11; 10; ; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-01 08:23:06 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; ; 1/6; ; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 2/13; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; ; 5; ; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 10; ; 12; 11; 11; 10; ; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-01 12:23:26 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; ; 1/6; ; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 2/13; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; ; 5; ; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 10; ; 12; 11; 11; 10; ; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-01 16:25:28 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; ; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 2/13; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; 5; 5; ; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 10; ; 12; 11; 11; 10; 12; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-01 20:24:47 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; ; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; 5; 5; ; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 10; ; 12; 11; 11; 10; 12; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-02 00:25:00 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; ; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; 5; 5; ; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 10; ; 12; 11; 11; 10; 12; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-02 04:23:53 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; ; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; 5; 5; ; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 10; ; 12; 11; 11; 10; 12; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-02 08:23:32 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; ; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; 5; 5; ; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 10; ; 12; 11; 11; 10; 12; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-02 12:24:51 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; ; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; 5; 5; ; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 10; ; 12; 11; 11; 10; 12; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-02 16:25:20 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; ; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; 5; 5; ; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 10; ; 12; 11; 11; 10; 12; 9; ; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-02 20:26:21 GMT+3; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; 1/5; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; 5; 5; 21/4; 5; 11/2; ; ; ; 11/2; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 11; 10; ; 11; 11; 11; 10; 12; 9; 12; 11; 9; ; ; ; 10; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-03 00:23:15 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; 1/5; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; 5; 5; 21/4; 5; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 12; 10; ; 11; 11; 11; 10; 12; 9; 12; 11; 9; ; ; ; 11; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-03 04:26:56 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; 1/5; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 5; ; 11/2; 9/2; 6; 5; 5; 5; 21/4; 5; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 12; 11; ; 12; 11; 11; 10; 12; 9; 12; 11; 9; ; ; ; 11; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-03 08:23:33 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 2/11; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; 1/5; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 11/2; ; 11/2; 9/2; 6; 5; 5; 5; 21/4; 5; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 12; 10; ; 12; 11; 11; 10; 12; 9; 12; 11; 9; ; ; ; 11; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-03 12:25:22 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; 1/5; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 11/2; 9/2; 6; 5; 5; 5; 21/4; 5; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 12; 12; ; 11; 11; 11; 10; 12; 9; 12; 11; 9; ; ; ; 11; ; ; ; ; ; 10; ; 10; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-03 16:24:35 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; 1/5; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 11/2; 9/2; 6; 5; 5; 5; 21/4; 5; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 23/5; ; 
Stamford; 10; 11; 11; 12; 12; ; 11; 11; 11; 10; 12; 9; 12; 10; 9; ; ; ; 11; ; ; ; ; ; 10; ; 9; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-03 20:25:28 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 1/5; ; 2/11; 1/6; 1/5; 1/5; 1/5; 1/6; 1/5; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/7; 1/14; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 11/2; 9/2; 6; 5; 5; 5; 21/4; 5; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 23/5; 7/2; 
Stamford; 10; 11; 11; 12; 12; ; 11; 11; 11; 10; 12; 9; 12; 11; 9; ; ; ; 11; ; ; ; ; ; 10; ; 10; 36/5; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-04 00:23:03 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 1/5; ; 1/5; 1/6; 1/5; 1/5; 1/5; 1/6; 1/5; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 2/13; 1/12; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 9/2; 6; 5; 5; 5; 21/4; 5; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 23/5; 7/2; 
Stamford; 10; 11; 11; 12; 12; ; 12; 11; 11; 10; 12; 9; 12; 10; 9; ; ; ; 11; ; ; ; ; ; 10; ; 9; 36/5; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-04 04:22:05 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 1/5; ; 1/5; 1/6; 1/5; 1/5; 1/5; 1/6; 1/5; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 2/13; 1/12; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 9/2; 6; 5; 5; 5; 21/4; 5; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 23/5; 7/2; 
Stamford; 10; 11; 11; 12; 12; ; 12; 11; 11; 10; 12; 9; 12; 10; 9; ; ; ; 11; ; ; ; ; ; 10; ; 9; 38/5; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-04 08:22:16 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 1/5; 1/5; ; 1/5; 1/6; 1/5; 1/5; 1/5; 1/6; 1/5; 1/6; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/6; 1/12; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 9/2; 6; 5; 5; 5; 21/4; 5; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 23/5; 7/2; 
Stamford; 10; 11; 11; 12; 12; ; 12; 11; 11; 10; 12; 9; 12; 10; 9; ; ; ; 11; ; ; ; ; ; 10; ; 9; 36/5; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-04 12:22:59 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/6; 1/5; 1/5; 1/5; 1/4; 1/5; 2/11; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/6; 1/12; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 9/2; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 7/2; 
Stamford; 10; 11; 11; 10; 12; ; 12; 11; 11; 10; 12; 11; 12; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 54/5; 36/5; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-04 16:22:37 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/6; 1/5; 1/5; 1/5; 1/4; 1/5; 2/11; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/6; 1/12; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 9/2; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 10; 11; 11; 10; 12; ; 12; 11; 11; 10; 12; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 54/5; 8; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-04 20:24:39 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 1/5; 1/4; 1/5; 2/11; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/6; 1/10; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 10; 11; 11; 10; 12; ; 12; 11; 11; 10; 12; 11; 11; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 54/5; 8; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-05 00:22:55 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; ; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 1/5; 1/4; 2/11; 2/11; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/6; 1/10; 
Draw; ; 11/2; 11/2; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 11/2; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; ; 11; 11; 10; 12; ; 12; 11; 11; 10; 12; 11; 12; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 54/5; 8; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-05 04:22:51 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 1/5; 1/4; 2/11; 2/11; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/6; 1/10; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 11/2; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 10; 11; 11; 10; 12; ; 12; 11; 11; 10; 12; 11; 12; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 54/5; 8; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-05 08:23:04 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 1/5; 1/4; 2/11; 2/11; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 1/6; 1/10; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 11/2; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 10; 11; 11; 10; 12; ; 12; 11; 11; 10; 12; 11; 12; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 54/5; 8; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-05 12:26:22 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 1/5; 1/4; 2/11; 2/11; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 2/11; 1/10; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 11/2; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 10; 11; 11; 10; 12; ; 12; 11; 11; 10; 12; 11; 12; 12; 9; ; ; ; 11; ; ; ; ; ; 10; ; 54/5; 8; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-05 16:24:53 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 1/5; 1/4; 2/11; 2/11; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 2/9; 1/10; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 11/2; 6; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 4; 
Stamford; 10; 11; 11; 10; 12; ; 12; 11; 11; 10; 12; 11; 12; 14; 9; ; ; ; 11; ; ; ; ; ; 10; ; 54/5; 8; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-05 19:46:34 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 1/5; 1/4; 2/11; 2/11; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 2/9; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 11/2; 6; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 11/2; ; 
Stamford; 10; 11; 11; 10; 12; ; 12; 11; 11; 10; 12; 11; 12; 14; 9; ; ; ; 11; ; ; ; ; ; 10; ; 17/2; ; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-05 20:23:37 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 2/9; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 1/5; 1/4; 2/11; 2/11; 2/9; ; ; ; 1/5; ; ; ; ; ; 2/9; ; 2/9; ; 
Draw; 11/2; 11/2; 11/2; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 11/2; 6; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 11/2; 9/2; 
Stamford; 10; 11; 11; 10; 12; ; 12; 11; 11; 10; 12; 11; 12; 14; 9; ; ; ; 11; ; ; ; ; ; 10; ; 8; 15/2; 
META; english/fa-cup/hartlepool-v-stamford; 2016-11-05 21:45:57 GMT+2; 2016-11-06 14:00; e70300-dr003
Hartlepool; 1/4; 2/9; 2/9; 2/9; 1/5; ; 1/5; 1/5; 1/5; 1/5; 2/9; 1/4; 1/5; 1/5; 2/9; ; ; ; 1/5; ; ; ; ; ; 1/4; ; 1/4; 1/6; 
Draw; 6; 11/2; 5; 11/2; 6; ; 6; 6; 6; 5; 5; 9/2; 21/4; 11/2; 11/2; ; ; ; 5; ; ; ; ; ; 11/2; ; 24/5; 21/5; 
