META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-10 08:24:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; 2/9; 2/7; ; 2/7; ; 2/7; 2/9; 3/10; ; ; 1/4; ; ; ; ; 1/4; 1/4; ; 1/4; ; 1/4; ; ; ; ; 2/9; ; 
Draw; 9/2; 9/2; 19/4; ; 5; ; 9/2; 5; 11/2; ; ; 9/2; ; ; ; ; 5; 23/5; ; 19/4; ; 23/5; ; ; ; ; 24/5; ; 
Morpeth Town; 13/2; 15/2; 9; ; 8; ; 13/2; 6; 15/2; ; ; 17/2; ; ; ; ; 15/2; 13/2; ; 13/2; ; 13/2; ; ; ; ; 9; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 09:47:38 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; 1/4; 2/7; ; 2/7; ; 2/7; 2/9; 3/10; ; ; 1/4; ; ; 1/4; ; 2/7; 1/4; ; 1/4; ; 4/17; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 19/4; ; 5; ; 9/2; 5; 11/2; ; ; 9/2; ; ; 11/2; ; 5; 23/5; ; 19/4; ; 79/17; ; ; ; ; 24/5; ; 
Morpeth Town; 13/2; 7; 9; ; 8; ; 13/2; 6; 15/2; ; ; 17/2; ; ; 10; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 9; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 11:47:41 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; 1/4; 2/7; ; 2/7; ; 2/7; 2/9; 3/10; ; ; 1/4; ; ; 1/4; ; 2/7; 4/17; ; 1/4; ; 4/17; ; ; ; ; 1/4; ; 
Draw; 9/2; 4; 19/4; ; 5; ; 9/2; 5; 11/2; ; ; 9/2; ; ; 11/2; ; 5; 79/17; ; 19/4; ; 79/17; ; ; ; ; 23/10; ; 
Morpeth Town; 13/2; 7; 9; ; 15/2; ; 13/2; 6; 15/2; ; ; 17/2; ; ; 10; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 3; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 12:24:09 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; 2/9; 2/7; ; 2/7; ; 2/7; 2/9; 3/10; ; ; 1/4; ; ; 1/4; ; 1/4; 4/17; ; 1/4; ; 1/4; ; ; ; ; 2/9; ; 
Draw; 9/2; 9/2; 19/4; ; 5; ; 9/2; 5; 11/2; ; ; 9/2; ; ; 11/2; ; 5; 79/17; ; 19/4; ; 23/5; ; ; ; ; 4/5; ; 
Morpeth Town; 13/2; 15/2; 9; ; 15/2; ; 13/2; 6; 15/2; ; ; 17/2; ; ; 10; ; 15/2; 13/2; ; 13/2; ; 13/2; ; ; ; ; 6/5; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 13:09:37 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; 1/4; 2/7; ; 2/7; ; 2/7; 2/9; 3/10; ; ; 1/4; ; ; 1/4; ; 1/4; 4/17; ; 1/4; ; 4/17; ; ; ; ; 2/9; ; 
Draw; 9/2; 4; 19/4; ; 5; ; 9/2; 5; 11/2; ; ; 9/2; ; ; 11/2; ; 5; 79/17; ; 19/4; ; 79/17; ; ; ; ; 22/5; ; 
Morpeth Town; 13/2; 7; 9; ; 15/2; ; 13/2; 6; 15/2; ; ; 17/2; ; ; 10; ; 15/2; 13/2; ; 13/2; ; 13/2; ; ; ; ; 38/5; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 13:47:50 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; 2/9; 2/7; ; 2/7; ; 2/7; 2/9; 3/10; ; ; 1/4; ; ; 1/4; ; 1/4; 4/17; ; 1/4; ; 4/17; ; ; ; ; 3/10; ; 
Draw; 9/2; 9/2; 19/4; ; 5; ; 9/2; 5; 11/2; ; ; 9/2; ; ; 11/2; ; 5; 79/17; ; 19/4; ; 79/17; ; ; ; ; 23/10; ; 
Morpeth Town; 13/2; 7; 9; ; 15/2; ; 13/2; 6; 15/2; ; ; 17/2; ; ; 10; ; 15/2; 13/2; ; 13/2; ; 13/2; ; ; ; ; 3; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 15:47:28 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; 2/9; 2/7; ; 2/7; ; 2/7; 2/9; 3/10; ; ; 1/4; ; ; 1/5; ; 2/7; 1/4; ; 1/4; ; 1/4; ; ; ; ; 4/11; ; 
Draw; 9/2; 9/2; 19/4; ; 5; ; 9/2; 5; 11/2; ; ; 9/2; ; ; 24/5; ; 5; 23/5; ; 19/4; ; 23/5; ; ; ; ; 10/3; ; 
Morpeth Town; 13/2; 15/2; 9; ; 15/2; ; 13/2; 6; 15/2; ; ; 17/2; ; ; 17/2; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 3; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 16:23:18 GMT+3; 2016-09-17 15:00; e70300-dr003
Blyth Spartans; 1/4; 1/4; 2/7; ; 2/7; ; 2/7; 2/9; 3/10; ; ; 1/4; ; ; 1/5; ; 2/7; 1/4; ; 1/4; ; 1/4; ; ; ; ; 2/15; ; 
Draw; 9/2; 4; 19/4; ; 5; ; 9/2; 5; 11/2; ; ; 9/2; ; ; 24/5; ; 5; 23/5; ; 19/4; ; 23/5; ; ; ; ; 10/3; ; 
Morpeth Town; 13/2; 15/2; 9; ; 15/2; ; 13/2; 6; 15/2; ; ; 17/2; ; ; 17/2; ; 7; 13/2; ; 13/2; ; 13/2; ; ; ; ; 3; ; 
META; english/fa-cup/blyth-spartans-v-morpeth-town; 2016-09-17 19:45:10 GMT+3; 2016-09-17 15:00; In Play; e70300-dr003
Blyth Spartans; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 24/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Morpeth Town; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
