META; english/fa-cup/kidderminster-v-weymouth; 2016-10-10 16:23:54 GMT+3; 2016-10-15 15:00; e70300-dr003
Weymouth; 5; ; 6; 11/2; 5; 5; 6; 11/2; 6; ; ; ; 11/2; ; ; ; 5; ; ; ; 5; ; ; ; ; ; ; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-11 20:24:24 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; ; 4/9; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; ; ; 21/50; ; ; ; 7/19; ; ; ; 7/19; ; ; ; ; ; ; ; 
Draw; 10/3; ; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; 17/5; ; ; ; 17/5; ; ; ; ; ; ; ; 
Weymouth; 5; ; 6; 11/2; 5; 5; 6; 11/2; 6; ; ; ; 11/2; ; ; ; 96/19; ; ; ; 96/19; ; ; ; ; ; ; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-12 00:23:05 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; ; 4/9; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; ; ; 21/50; ; ; ; 7/19; ; ; ; 7/19; ; ; ; ; ; ; ; 
Draw; 10/3; ; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; 17/5; ; ; ; 17/5; ; ; ; ; ; ; ; 
Weymouth; 5; ; 6; 11/2; 5; 5; 6; 11/2; 6; ; ; ; 11/2; ; ; ; 96/19; ; ; ; 96/19; ; ; ; ; ; ; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-12 04:42:48 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; ; 4/9; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; ; ; 21/50; ; ; ; 7/19; ; ; ; 7/19; ; ; ; ; ; ; ; 
Draw; 10/3; ; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; 17/5; ; ; ; 17/5; ; ; ; ; ; ; ; 
Weymouth; 5; ; 6; 11/2; 5; 5; 6; 11/2; 6; ; ; ; 11/2; ; ; ; 96/19; ; ; ; 96/19; ; ; ; ; ; ; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-12 08:23:03 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; ; 4/9; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; ; ; 21/50; ; ; ; 7/19; ; ; ; 7/19; ; ; ; ; ; ; ; 
Draw; 10/3; ; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; 17/5; ; ; ; 17/5; ; ; ; ; ; ; ; 
Weymouth; 5; ; 6; 11/2; 5; 5; 6; 11/2; 6; ; ; ; 11/2; ; ; ; 96/19; ; ; ; 96/19; ; ; ; ; ; ; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-12 12:25:13 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; ; 11/25; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; ; ; 21/50; ; ; ; 7/19; ; ; ; 7/19; ; ; ; ; ; ; ; 
Draw; 10/3; ; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; 17/5; ; ; ; 17/5; ; ; ; ; ; ; ; 
Weymouth; 5; ; 6; 11/2; 5; 5; 6; 11/2; 6; ; ; ; 11/2; ; ; ; 96/19; ; ; ; 96/19; ; ; ; ; ; ; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-12 16:24:58 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; ; 11/25; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; ; ; 21/50; ; ; ; 7/19; ; 2/5; ; 7/19; ; ; ; ; ; ; ; 
Draw; 10/3; ; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; 17/5; ; 10/3; ; 17/5; ; ; ; ; ; ; ; 
Weymouth; 5; ; 6; 11/2; 5; 5; 6; 11/2; 6; ; ; ; 11/2; ; ; ; 96/19; ; 11/2; ; 96/19; ; ; ; ; ; ; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-12 20:24:45 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; ; 11/25; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; ; ; 21/50; ; ; ; 7/19; ; 2/5; ; 7/19; ; ; ; ; ; ; ; 
Draw; 10/3; ; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; 17/5; ; 10/3; ; 17/5; ; ; ; ; ; ; ; 
Weymouth; 5; ; 6; 11/2; 5; 5; 6; 11/2; 6; ; ; ; 11/2; ; ; ; 96/19; ; 11/2; ; 96/19; ; ; ; ; ; ; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-13 10:48:46 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; ; 11/25; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; ; ; 21/50; ; ; ; 7/19; ; 2/5; ; 7/19; ; ; ; ; ; ; ; 
Draw; 10/3; ; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; ; ; 7/2; ; ; ; 57/17; ; 10/3; ; 57/17; ; ; ; ; ; ; ; 
Weymouth; 5; ; 6; 11/2; 5; 5; 6; 11/2; 6; ; ; ; 11/2; ; ; ; 96/19; ; 11/2; ; 96/19; ; ; ; ; ; ; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-13 12:23:40 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; ; 11/25; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; ; ; 21/50; ; 4/9; ; 4/11; ; 2/5; ; 4/11; ; ; 4/9; ; ; ; ; 
Draw; 10/3; ; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; ; ; 7/2; ; 7/2; ; 17/5; ; 10/3; ; 17/5; ; ; 62/17; ; ; ; ; 
Weymouth; 5; ; 6; 11/2; 5; 5; 6; 11/2; 6; ; ; ; 11/2; ; 11/2; ; 96/19; ; 11/2; ; 96/19; ; ; 11/2; ; ; ; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-13 16:24:01 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; ; 11/25; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; 2/5; ; 21/50; ; 4/9; ; 4/11; ; 2/5; ; 7/19; ; ; 4/9; ; ; 1/100; ; 
Draw; 10/3; ; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; 16/5; ; 7/2; ; 7/2; ; 17/5; ; 10/3; ; 17/5; ; ; 62/17; ; ; ; ; 
Weymouth; 5; ; 6; 11/2; 5; 5; 6; 11/2; 6; ; 6; ; 11/2; ; 11/2; ; 96/19; ; 11/2; ; 5; ; ; 11/2; ; ; 1/100; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-13 20:24:26 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; 2/5; ; 21/50; ; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 3/10; ; 
Draw; 10/3; 16/5; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; 16/5; ; 7/2; ; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 6; 11/2; 11/2; 5; 6; 11/2; 6; ; 6; ; 11/2; ; 11/2; ; 26/5; ; 11/2; ; 26/5; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-14 00:23:07 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; 2/5; ; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 3/10; ; 
Draw; 10/3; 16/5; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; 16/5; ; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 6; 11/2; 11/2; 5; 6; 11/2; 6; ; 6; ; 11/2; 6; 11/2; ; 67/13; ; 11/2; ; ; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-14 04:23:38 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; 2/5; ; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 3/10; ; 
Draw; 10/3; 16/5; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; 16/5; ; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 6; 11/2; 11/2; 5; 6; 11/2; 6; ; 6; ; 11/2; 6; 11/2; ; 26/5; ; 11/2; ; 26/5; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-14 08:23:30 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 4/11; 2/5; 4/11; 4/11; 4/9; ; 2/5; ; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 3/10; ; 
Draw; 10/3; 16/5; 17/5; 16/5; 16/5; 16/5; 7/2; 7/2; 19/5; ; 16/5; ; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 6; 11/2; 11/2; 5; 6; 11/2; 6; ; 6; ; 11/2; 6; 11/2; ; 26/5; ; 11/2; ; 26/5; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-14 12:24:47 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 2/5; 2/5; 4/11; 4/11; 4/9; ; 2/5; 4/11; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 3/10; ; 
Draw; 10/3; 16/5; 17/5; 16/5; 10/3; 16/5; 7/2; 7/2; 19/5; ; 16/5; 7/2; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 6; 11/2; 6; 5; 6; 11/2; 6; ; 6; 5; 11/2; 6; 11/2; ; 67/13; ; 11/2; ; 67/13; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-14 16:24:53 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 2/5; 2/5; 4/11; 4/11; 4/9; ; 2/5; 4/11; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 3/10; ; 
Draw; 10/3; 16/5; 17/5; 16/5; 10/3; 16/5; 18/5; 7/2; 19/5; ; 16/5; 7/2; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 6; 11/2; 6; 5; 11/2; 11/2; 6; ; 6; 5; 11/2; 6; 11/2; ; 67/13; ; 11/2; ; 67/13; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-14 20:23:38 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 2/5; 2/5; 4/11; 4/11; 4/9; ; 2/5; 4/11; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 3/10; ; 
Draw; 10/3; 16/5; 17/5; 16/5; 10/3; 16/5; 7/2; 7/2; 19/5; ; 16/5; 7/2; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 6; 11/2; 6; 5; 6; 11/2; 6; ; 6; 5; 11/2; 6; 11/2; ; 67/13; ; 11/2; ; 67/13; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-15 00:24:26 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 2/5; 2/5; 4/11; 4/11; 4/9; ; 2/5; 4/11; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 3/10; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 10/3; 16/5; 7/2; 7/2; 19/5; ; 16/5; 7/2; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 11/2; 11/2; 6; 5; 6; 11/2; 6; ; 6; 5; 11/2; 6; 11/2; ; 26/5; ; 11/2; ; 67/13; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-15 04:23:55 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 2/5; 2/5; 4/11; 4/11; 4/9; ; 2/5; 4/11; 21/50; 7/20; 4/9; ; 7/19; ; 2/5; ; 7/19; ; ; 4/9; ; ; 1/3; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 10/3; 16/5; 7/2; 7/2; 19/5; ; 16/5; 7/2; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 11/2; 11/2; 6; 5; 6; 11/2; 6; ; 6; 5; 11/2; 6; 11/2; ; 21/4; ; 11/2; ; 21/4; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-15 08:24:26 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 2/5; 2/5; 4/11; 4/11; 4/9; ; 2/5; 4/11; ; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 1/3; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 10/3; 16/5; 7/2; 7/2; 19/5; ; 16/5; 7/2; ; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 11/2; 11/2; 6; 5; 6; 11/2; 6; ; 6; 5; ; 6; 11/2; ; 26/5; ; 11/2; ; 26/5; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-15 12:23:37 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 2/5; 2/5; 4/11; 4/11; 4/9; ; 2/5; 4/11; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 1/3; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 7/2; 16/5; 18/5; 7/2; 19/5; ; 16/5; 7/2; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 6; ; 6; 5; 11/2; 6; 11/2; ; 26/5; ; 11/2; ; 26/5; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-15 13:02:10 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 2/5; 2/5; 4/11; 4/11; 4/9; ; 2/5; 4/11; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 1/3; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 10/3; 16/5; 7/2; 7/2; 19/5; ; 16/5; 7/2; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 3; ; 
Weymouth; 5; 11/2; 11/2; 11/2; 6; 5; 6; 11/2; 6; ; 6; 5; 11/2; 6; 11/2; ; 26/5; ; 11/2; ; 26/5; ; ; 11/2; ; ; 11/2; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-15 13:47:40 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 2/5; 2/5; 4/11; 4/11; 4/9; 4/9; 2/5; 4/11; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 3/10; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 7/2; 16/5; 18/5; 7/2; 19/5; 10/3; 16/5; 7/2; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 13/5; ; 
Weymouth; 5; 11/2; 11/2; 11/2; 11/2; 5; 6; 11/2; 6; 5; 6; 5; 11/2; 6; 11/2; ; 26/5; ; 11/2; ; 26/5; ; ; 11/2; ; ; 4; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-15 15:47:38 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 2/5; 11/25; 2/5; 2/5; 2/5; 4/11; 4/11; 4/9; 4/9; 2/5; 4/11; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 4/9; ; 
Draw; 10/3; 3; 16/5; 16/5; 10/3; 16/5; 18/5; 7/2; 19/5; 10/3; 16/5; 7/2; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 13/5; ; 
Weymouth; 5; 11/2; 11/2; 11/2; 11/2; 5; 6; 11/2; 6; 5; 6; 5; 11/2; 6; 11/2; ; 26/5; ; 11/2; ; 26/5; ; ; 11/2; ; ; 4; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-15 16:25:30 GMT+3; 2016-10-15 15:00; e70300-dr003
Kidderminster; 2/5; 4/11; 11/25; 2/5; 2/5; 2/5; 4/11; 4/11; 4/9; 4/9; 2/5; 4/11; 21/50; 7/20; 4/9; ; 3/8; ; 2/5; ; 3/8; ; ; 4/9; ; ; 2/13; ; 
Draw; 10/3; 16/5; 16/5; 16/5; 10/3; 16/5; 18/5; 7/2; 19/5; 10/3; 16/5; 7/2; 7/2; 10/3; 7/2; ; 7/2; ; 10/3; ; 7/2; ; ; 62/17; ; ; 13/5; ; 
Weymouth; 5; 11/2; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 6; 5; 6; 5; 11/2; 6; 11/2; ; 26/5; ; 11/2; ; 26/5; ; ; 11/2; ; ; 4; ; 
META; english/fa-cup/kidderminster-v-weymouth; 2016-10-15 17:47:17 GMT+3; 2016-10-15 15:00; In Play; e70300-dr003
Kidderminster; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2/9; ; 
Weymouth; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10/11; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/10; ; 
