META; english/premier-league/stoke-v-burnley; 2018-04-03 18:15:08 GMT+3; 2018-04-22 13:30; e70300-dr003
Stoke; 11/8; 13/10; 29/20; 29/20; 38/25; 11/8; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 29/20; 7/5; 7/5; 7/5; 11/8; 16/11; 31/20; 7/5; 6/5
Burnley; 19/10; 11/5; 21/10; 21/10; 109/0; 15/8; 2; 15/8; 2; 2; 21/10; 21/10; 2; 39/19; 25/14; 2; 85/40; 39/19; 13/8; ; 
Draw; 23/10; 11/5; 2; 57/25; 19/10; 11/5; 15/8; 11/5; 2; 21/10; 21/10; 41/20; 11/5; 21/10; 28/13; 21/10; 11/5; 85/40; 28/13; 13/8; 
META; english/premier-league/stoke-v-burnley; 2018-04-13 08:13:42 GMT+3; 2018-04-22 13:30; e70300-dr003
Stoke; 11/8; 13/10; 29/20; 29/20; 38/25; 11/8; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 29/20; 7/5; 7/5; 7/5; 11/8; 16/11; 31/20; 7/5; 5/4
Burnley; 19/10; 11/5; 21/10; 21/10; 109/50; 15/8; 21/10; 15/8; 2; 2; 21/10; 21/10; 2; 39/19; 25/14; 2; 85/40; 39/19; 17/10; ; 
Draw; 23/10; 11/5; 2; 57/25; 19/10; 11/5; 15/8; 11/5; 2; 21/10; 21/10; 41/20; 11/5; 21/10; 28/13; 21/10; 11/5; 85/40; 28/13; 19/10; 
META; english/premier-league/stoke-v-burnley; 2018-04-13 16:13:46 GMT+3; 2018-04-22 13:30; e70300-dr003
Stoke; 11/8; 13/10; 29/20; 29/20; 38/25; 11/8; 7/5; 11/8; 16/11; 29/20; 29/20; 11/8; 29/20; 7/5; 7/5; 7/5; 11/8; 16/11; 31/20; 16/11; 5/4
Burnley; 19/10; 11/5; 21/10; 21/10; 109/0; 15/8; 21/10; 15/8; 2; 2; 21/10; 21/10; 21/10; 21/10; 37/19; 25/14; 2; 85/40; 37/19; 17/10; 
Draw; 23/10; 11/5; 2; 57/25; 19/10; 11/5; 15/8; 11/5; 2; 21/10; 11/5; 41/20; 11/5; 11/5; 11/5; 21/10; 11/5; 85/40; 9/4; 19/10; 
META; english/premier-league/stoke-v-burnley; 2018-04-14 12:15:41 GMT+3; 2018-04-22 13:30; e70300-dr003
Stoke; 11/8; 13/10; 29/20; 29/20; 38/25; 11/8; 7/5; 11/8; 16/11; 29/20; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 7/5; 7/5; 11/8; 16/11; 31/20; 16/11; 23/20
Burnley; 19/10; 11/5; 21/10; 21/10; 109/0; 15/8; 21/10; 15/8; 2; 2; 2; 21/10; 21/10; 21/10; 37/19; 11/5; 25/14; 2; 85/40; 37/19; 7/4; ; 
Draw; 23/10; 11/5; 2; 57/25; 19/10; 11/5; 15/8; 11/5; 2; 21/10; 21/10; 9/4; 41/20; 11/5; 9/4; 11/5; 21/10; 21/10; 11/5; 85/40; 11/5; 19/10; 
META; english/premier-league/stoke-v-burnley; 2018-04-16 20:35:18 GMT+3; 2018-04-22 13:30; e70300-dr003
Stoke; 13/10; 7/5; 29/20; 6/4; 7/5; 7/5; 13/10; 23/17; 13/10; 7/5; 13/8; 29/20; 7/5; 7/5; 7/5; 16/11; 9/7; 23/17; 29/20; 7/5; 11/8; 7/5; 7/5
Burnley; 21/10; 9/4; 21/10; 21/10; 21/10; 2; 11/5; 21/10; 21/10; 17/10; 43/20; 21/10; 11/5; 39/19; 21/10; 133/7; 11/5; 23/10; 21/10; 2; 19/10; 21/10; 
Draw; 23/10; 2; 23/10; 11/5; 11/5; 2; 11/5; 9/4; 21/10; 11/5; 21/10; 11/5; 11/5; 28/13; 21/10; 9/4; 11/5; 85/40; 28/13; 21/10; 21/10; 9/4; 
META; english/premier-league/stoke-v-burnley; 2018-04-17 20:37:33 GMT+3; 2018-04-22 13:30; e70300-dr003
Stoke; 5/4; 13/10; 13/10; 7/5; 27/20; 13/10; 13/10; 5/4; 5/4; 13/10; 13/10; 13/10; 13/8; 13/10; 13/10; 13/10; 5/4; 23/17; 23/18; 5/4; 13/10; 5/4; 5/4; 13/10; 23/20; 11/8; 11/8
Draw; 9/4; 21/10; 21/10; 2; 23/10; 11/5; 11/5; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 11/5; 11/5; 11/5; 21/10; 21/10; 15/8; 9/4; 11/5
Burnley; 11/5; 23/10; 9/4; 11/5; 62/25; 12/5; 23/10; 23/10; 12/5; 23/10; 21/10; 9/4; 17/10; 47/20; 23/10; 9/4; 40/17; 11/5; 2; 12/5; 5/2; 40/17; 9/4; 9/4; 9/5; 23/10; 23/10
META; english/premier-league/stoke-v-burnley; 2018-04-19 08:13:37 GMT+3; 2018-04-22 13:30; e70300-dr003
Stoke; 13/10; 13/10; 13/10; 13/10; 34/25; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 7/5; 27/20; 13/10; 13/10; 13/10; 23/17; 17/13; 23/18; 13/10; 13/10; 5/4; 13/10; 5/4; 11/8; 5/4
Draw; 11/5; 2; 21/10; 57/25; 11/5; 21/10; 21/10; 23/10; 21/10; 9/4; 2; 11/5; 21/10; 11/5; 21/10; 11/5; 11/5; 9/4; 9/4; 85/40; 11/5; 21/10; 21/10; 2; 11/5; ; 
Burnley; 23/10; 12/5; 23/10; 23/10; 5/2; 12/5; 23/10; 23/10; 27/11; 23/10; 21/10; 12/5; 17/10; 47/20; 23/10; 12/5; 12/5; 11/5; 40/17; 12/5; 13/5; 12/5; 9/4; 23/10; 11/5; 12/5; 12/5
META; english/premier-league/stoke-v-burnley; 2018-04-20 10:23:04 GMT+3; 2018-04-22 13:30; e70300-dr003
Stoke; 13/10; 13/10; 5/4; 13/10; 129/00; 13/10; 5/4; 5/4; 23/17; 5/4; 13/10; 5/4; 7/5; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 13/10; 13/10; 5/4; 5/4; 5/4; 5/4; 13/10; 
Draw; 23/10; 2; 21/10; 23/10; 11/5; 21/10; 23/10; 21/10; 9/4; 21/10; 11/5; 21/10; 11/5; 21/10; 9/4; 11/5; 9/4; 9/4; 11/5; 9/4; 9/4; 21/10; 2; 11/5; 9/4; ; 
Burnley; 5/2; 12/5; 12/5; 23/10; 66/25; 5/2; 12/5; 23/10; 12/5; 5/2; 5/2; 13/5; 17/10; 49/20; 12/5; 5/2; 27/11; 23/10; 27/11; 40/17; 12/5; 5/2; 13/5; 12/5; 12/5; 12/5; 5/2
META; english/premier-league/stoke-v-burnley; 2018-04-21 14:14:39 GMT+3; 2018-04-22 13:30; e70300-dr003
Stoke; 5/4; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 6/5; 23/18; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 11/9; 5/4; 13/10; 5/4; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 21/10; 21/10; 11/5; 113/0; 23/10; 11/5; 11/5; 11/5; 21/10; 9/4; 21/10; 11/5; 43/20; 21/10; 11/5; 21/10; 11/5; 28/13; 9/4; 11/5; 11/5; 21/10; 11/5; ; ; 
Burnley; 13/5; 5/2; 5/2; 12/5; 139/0; 13/5; 5/2; 5/2; 45/17; 13/5; 5/2; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 5/2; 13/5; 13/5; 12/5; 13/5; 11/4; 13/5; 13/5; 13/5; 13/5
