META; english/premier-league/bournemouth-v-tottenham; 2018-02-27 18:13:51 GMT+2; 2018-03-11 16:00; e70300-dr003
Tottenham; 4/7; 3/5; 6/10; 8/13; 63/100; 1/2; 3/5; 1/2; 6/11; 4/7; 3/5; 8/13; 8/13; 6/10; 8/13; 4/7; 4/7; 3/5; 10/17; 6/11; 4/7; 10/17
Draw; 3; 3; 16/5; 7/2; 3; 16/5; 3; 3; 10/3; 3; 16/5; 31/10; 3; 16/5; 41/13; 3; 41/13; 3; 17/5; 16/5; 14/5; 
Bournemouth; 19/4; 17/4; 17/4; 4; 23/5; 4; 17/4; 4; 17/4; 9/2; 4; 17/4; 9/2; 9/2; 9/2; 74/17; 47/10; 62/17; 24/5; 5; 74/17; 
META; english/premier-league/bournemouth-v-tottenham; 2018-03-05 20:13:54 GMT+2; 2018-03-11 16:00; e70300-dr003
Tottenham; 8/15; 4/7; 8/15; 11/20; 11/20; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 4/7; 4/9; 11/20; 11/20; 8/15; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 3; 16/5; 16/5; 10/3; 18/5; 10/3; 10/3; 3; 17/5; 16/5; 16/5; 3; 7/2; 16/5; 100/30; 3; 16/5; 17/5; 7/2; 57/17; 7/2; 10/3; 16/5; 3; 10/3; 7/2
Bournemouth; 11/2; 9/2; 5; 9/2; 28/5; 5; 4; 94/19; 24/5; 9/2; 9/2; 6; 19/4; 9/2; 49/10; 5; 24/5; 11/2; 5; 94/19; 5; 26/5; 27/5; ; ; 
META; english/premier-league/bournemouth-v-tottenham; 2018-03-06 14:59:36 GMT+2; 2018-03-11 16:00; e70300-dr003
Tottenham; 8/15; 8/15; 8/15; 11/20; 11/20; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 4/7; 4/9; 11/20; 11/20; 8/15; 8/15; 8/15; 8/15; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15
Draw; 3; 10/3; 16/5; 10/3; 18/5; 10/3; 10/3; 3; 17/5; 16/5; 16/5; 3; 7/2; 16/5; 100/0; 3; 16/5; 17/5; 38/11; 57/17; 10/3; 16/5; 3; 10/3; 7/2
Bournemouth; 11/2; 19/4; 5; 9/2; 28/5; 5; 4; 94/19; 24/5; 9/2; 9/2; 6; 19/4; 19/4; 9/2; 49/10; 5; 24/5; 5; 94/19; 11/2; 28/5; 11/2; ; 
META; english/premier-league/bournemouth-v-tottenham; 2018-03-08 10:11:31 GMT+2; 2018-03-11 16:00; e70300-dr003
Tottenham; 1/2; 8/15; 1/2; 8/15; 53/100; 1/2; 4/9; 11/21; 1/2; 8/15; 1/2; 23/50; 8/15; 8/15; 1/2; 8/15; 8/15; 11/21; 1/2; 8/15; 1/2; 8/15; 8/15; 1/2; 8/15; 8/15
Draw; 10/3; 10/3; 13/4; 10/3; 37/10; 18/5; 10/3; 10/3; 62/17; 10/3; 16/5; 16/5; 7/2; 10/3; 100/30; 33/10; 38/11; 17/5; 39/11; 18/5; 18/5; 10/3; 38/11; 3; 7/2; 10/3
Bournemouth; 5; 19/4; 5; 9/2; 57/10; 11/2; 5; 28/5; 5; 9/2; 5; 11/2; 5; 9/2; 26/5; 5; 11/2; 11/2; 5; 21/4; 11/2; 24/5; 28/5; 28/5; ; 
META; english/premier-league/bournemouth-v-tottenham; 2018-03-08 12:14:49 GMT+2; 2018-03-11 16:00; e70300-dr003
Tottenham; 1/2; 8/15; 1/2; 8/15; 53/00; 1/2; 4/9; 11/21; 1/2; 8/15; 1/2; 23/50; 8/15; 8/15; 8/15; 8/15; 8/15; 11/21; 1/2; 8/15; 1/2; 8/15; 8/15; 1/2; 8/15; 8/15; 
Draw; 10/3; 10/3; 10/3; 10/3; 37/10; 18/5; 10/3; 10/3; 62/17; 10/3; 16/5; 16/5; 7/2; 10/3; 100/0; 10/3; 17/5; 17/5; 39/11; 18/5; 18/5; 10/3; 38/11; 3; 14/5; 10/3; 10/3
Bournemouth; 5; 19/4; 5; 9/2; 57/10; 11/2; 5; 28/5; 5; 9/2; 5; 11/2; 5; 5; 26/5; 5; 11/2; 11/2; 5; 21/4; 26/5; 24/5; 27/5; 27/5; ; ; 
META; english/premier-league/bournemouth-v-tottenham; 2018-03-09 12:14:07 GMT+2; 2018-03-11 16:00; e70300-dr003
Tottenham; 11/20; 8/15; 1/2; 8/15; 27/50; 8/15; 8/15; 4/9; 6/11; 1/2; 8/15; 1/2; 23/50; 1/2; 11/20; 8/15; 8/15; 8/15; 18/35; 11/21; 1/2; 8/15; 4/9; 8/15; 8/15
Draw; 7/2; 10/3; 13/4; 10/3; 73/20; 18/5; 10/3; 10/3; 18/5; 10/3; 7/2; 16/5; 7/2; 7/2; 7/2; 10/3; 17/5; 17/5; 39/11; 7/2; 7/2; 10/3; 10/3; 10/3; 7/2
Bournemouth; 11/2; 19/4; 5; 9/2; 28/5; 11/2; 5; 21/4; 5; 5; 11/2; 11/2; 5; 26/5; 5; 26/5; 51/10; 21/4; 5; 24/5; 26/5; 26/5; ; ; 
META; english/premier-league/bournemouth-v-tottenham; 2018-03-10 12:14:36 GMT+2; 2018-03-11 16:00; e70300-dr003
Tottenham; 11/20; 8/15; 1/2; 8/15; 8/15; 8/15; 1/2; 4/9; 8/15; 1/2; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 8/15; 8/15; 8/15; 1/2; 8/15; 1/2; 8/15; 8/15; 8/15; 8/15; 8/15
Draw; 7/2; 18/5; 13/4; 7/2; 15/4; 18/5; 7/2; 10/3; 62/17; 10/3; 7/2; 10/3; 10/3; 7/2; 7/2; 7/2; 17/5; 17/5; 39/11; 18/5; 18/5; 7/2; 38/11; 7/2; 7/2; 7/2; 7/2
Bournemouth; 11/2; 5; 5; 28/5; 11/2; 5; 27/5; 5; 11/2; 5; 11/2; 5; 26/5; 5; 21/4; 11/2; 21/4; 21/4; 26/5; 27/5; 11/2; 27/5; ; ; ; ; 
