META; english/premier-league/west-brom-v-swansea; 2018-03-18 14:14:15 GMT+2; 2018-04-07 15:00; e70300-dr003
West Brom; 29/20; 7/5; 29/20; 13/10; 38/25; 6/4; 6/4; 11/8; 6/4; 29/20; 29/20; 29/20; 27/20; 29/20; 7/5; 11/8; 16/11; 16/11; 16/11; 6/4; 6/4; 29/20; 6/4; 7/5; 7/5; 7/5; 6/4
Swansea; 2; 21/10; 21/10; 9/4; 21/10; 21/10; 15/8; 2; 21/10; 2; 21/10; 9/4; 21/10; 11/5; 2; 28/13; 21/10; 21/10; 2; 85/40; 2; 28/13; 2; 11/5; 21/10; ; 
Draw; 21/10; 9/4; 2; 11/5; 111/50; 21/10; 21/10; 2; 28/13; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 28/13; 21/10; 11/5; 28/13; 11/5; 21/10; 28/13; 21/10; 2; 21/10; 9/4
META; english/premier-league/west-brom-v-swansea; 2018-04-04 18:14:47 GMT+3; 2018-04-07 15:00; e70300-dr003
West Brom; 11/8; 7/5; 7/5; 13/10; 38/25; 6/4; 7/5; 7/5; 31/21; 7/5; 7/5; 29/20; 27/20; 7/5; 7/5; 13/10; 16/11; 16/11; 16/11; 10/7; 7/5; 7/5; 16/11; 7/5; 7/5; 7/5; 11/8
Draw; 21/10; 9/4; 2; 11/5; 111/0; 9/4; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 28/13; 21/10; 11/5; 28/13; 11/5; 21/10; 28/13; 21/10; 9/4; 21/10; 9/4
Swansea; 21/10; 2; 21/10; 21/10; 9/4; 11/5; 21/10; 2; 9/4; 21/10; 21/10; 21/10; 9/4; 43/20; 11/5; 2; 11/5; 21/10; 21/10; 11/5; 23/10; 21/10; 11/5; 21/10; 21/10; 11/5; 11/5
META; english/premier-league/west-brom-v-swansea; 2018-04-05 13:08:19 GMT+3; 2018-04-07 15:00; e70300-dr003
West Brom; 7/5; 13/10; 11/8; 13/10; 151/100; 6/4; 7/5; 7/5; 31/21; 11/8; 29/20; 11/8; 27/20; 7/5; 7/5; 13/10; 16/11; 16/11; 11/8; 10/7; 29/20; 16/11; 11/8; 7/5; 7/5; 7/5
Draw; 11/5; 11/5; 2; 11/5; 11/5; 9/4; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 21/10; 28/13; 21/10; 28/13; 28/13; 11/5; 28/13; 21/10; 9/4; 21/10; 9/4
Swansea; 21/10; 21/10; 11/5; 21/10; 57/25; 11/5; 21/10; 2; 9/4; 11/5; 21/10; 21/10; 9/4; 11/5; 21/10; 2; 11/5; 21/10; 23/10; 11/5; 21/10; 11/5; 2; 21/10; 11/5; 11/5
META; english/premier-league/west-brom-v-swansea; 2018-04-06 08:13:40 GMT+3; 2018-04-07 15:00; e70300-dr003
West Brom; 7/5; 7/5; 27/20; 7/5; 141/100; 29/20; 11/8; 7/5; 7/5; 11/8; 11/8; 13/10; 27/20; 7/5; 13/10; 13/10; 23/17; 7/5; 11/8; 11/8; 6/4; 23/17; 11/8; 11/8; 11/8; 7/5
Draw; 11/5; 21/10; 21/10; 11/5; 9/4; 11/5; 21/10; 21/10; 11/5; 21/10; 9/4; 21/10; 21/10; 43/20; 11/5; 21/10; 28/13; 21/10; 28/13; 28/13; 11/5; 28/13; 21/10; 21/10; 11/5; 11/5
Swansea; 12/5; 21/10; 11/5; 2; 121/50; 23/10; 9/4; 11/5; 40/17; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 21/10; 40/17; 9/4; 23/10; 23/10; 23/10
META; english/premier-league/west-brom-v-swansea; 2018-04-06 09:15:35 GMT+3; 2018-04-07 15:00; e70300-dr003
West Brom; 7/5; 7/5; 27/20; 7/5; 141/100; 29/20; 11/8; 7/5; 7/5; 11/8; 11/8; 11/8; 27/20; 7/5; 13/10; 13/10; 23/17; 7/5; 11/8; 11/8; 6/4; 23/17; 11/8; 11/8; 7/5; 7/5
Draw; 11/5; 21/10; 21/10; 11/5; 9/4; 11/5; 21/10; 21/10; 11/5; 21/10; 9/4; 2; 21/10; 43/20; 11/5; 2; 28/13; 21/10; 28/13; 28/13; 11/5; 28/13; 21/10; 21/10; 11/5; 11/5
Swansea; 12/5; 21/10; 11/5; 2; 121/50; 23/10; 9/4; 11/5; 40/17; 11/5; 11/5; 23/10; 9/4; 11/5; 23/10; 21/10; 23/10; 11/5; 23/10; 23/10; 21/10; 40/17; 9/4; 23/10; 23/10; 23/10
META; english/premier-league/west-brom-v-swansea; 2018-04-06 16:26:19 GMT+3; 2018-04-07 15:00; e70300-dr003
West Brom; 11/8; 7/5; 13/10; 7/5; 34/25; 7/5; 11/8; 13/10; 7/5; 13/10; 13/10; 13/10; 27/20; 27/20; 11/8; 13/10; 7/5; 4/3; 11/8; 11/8; 23/17; 13/10; 11/8; 7/5; 11/8; 
Draw; 11/5; 21/10; 2; 21/10; 57/25; 21/10; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 21/10; 21/10; 28/13; 11/5; 28/13; 21/10; 21/10; 11/5; 11/5; 
Swansea; 12/5; 21/10; 23/10; 23/10; 62/25; 5/2; 23/10; 23/10; 40/17; 12/5; 9/4; 12/5; 9/4; 47/20; 5/2; 21/10; 40/17; 11/5; 27/11; 23/10; 21/10; 12/5; 23/10; 12/5; 12/5; 12/5
META; english/premier-league/west-brom-v-swansea; 2018-04-07 12:14:27 GMT+3; 2018-04-07 15:00; e70300-dr003
West Brom; 27/20; 5/4; 27/20; 13/10; 27/20; 13/10; 13/10; 13/10; 7/5; 27/20; 13/10; 13/10; 13/10; 13/10; 27/20; 13/10; 13/10; 13/10; 4/3; 11/8; 7/5; 13/10; 13/10; 27/20; 11/8; 27/20
Draw; 11/5; 11/5; 21/10; 11/5; 56/25; 9/4; 11/5; 21/10; 11/5; 21/10; 21/10; 9/4; 11/5; 43/20; 11/5; 11/5; 11/5; 21/10; 28/13; 28/13; 9/4; 11/5; 21/10; 9/4; 9/4; 9/4
Swansea; 5/2; 23/10; 12/5; 12/5; 64/25; 5/2; 23/10; 23/10; 40/17; 12/5; 23/10; 23/10; 23/10; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 21/10; 12/5; 12/5; 5/2; 5/2; 5/2
META; english/premier-league/west-brom-v-swansea; 2018-04-07 13:22:15 GMT+3; 2018-04-07 15:00; e70300-dr003
West Brom; 27/20; 5/4; 13/10; 13/10; 34/25; 13/10; 13/10; 13/10; 25/19; 27/20; 13/10; 13/10; 13/10; 13/10; 27/20; 13/10; 13/10; 13/10; 4/3; 23/18; 7/5; 13/10; 13/10; 11/8; 11/8; 11/8
Draw; 11/5; 11/5; 21/10; 11/5; 23/10; 9/4; 11/5; 21/10; 23/10; 11/5; 11/5; 9/4; 11/5; 43/20; 11/5; 11/5; 11/5; 21/10; 28/13; 9/4; 9/4; 9/4; 21/10; 9/4; 9/4; 9/4
Swansea; 5/2; 9/4; 12/5; 12/5; 123/50; 5/2; 23/10; 23/10; 27/11; 12/5; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 40/17; 12/5; 12/5; 12/5; 21/10; 12/5; 23/10; 12/5; 12/5; 5/2
