META; english/premier-league/tottenham-v-watford; 2018-04-16 20:35:56 GMT+3; 2018-04-30 20:00; e70300-dr003
Tottenham; 1/6; 2/11; 2/13; 9/50; 1/7; 2/13; 1/9; 3/19; 2/13; 1/6; 2/13; 1/6; 1/6; 1/6; 1/6; 3/19; 3/19; 1/6; 3/19; 2/13; 3/19; 1/6; 2/11; 2/13; 1/6
Draw; 6; 13/2; 79/10; 7; 13/2; 7; 13/2; 11/2; 6; 13/2; 6; 6; 25/4; 13/2; 7; 15/2; 25/4; 13/2; 34/5; 26/5; ; ; ; ; 
Watford; 14; 14; 20; 17; 19; 16; 14; 16; 20; 16; 16; 16; 18; 14; 16; 29/2; 16; 15; 15; 21; 59/4; 14; 20; 59/5; 
META; english/premier-league/tottenham-v-watford; 2018-04-25 08:13:19 GMT+3; 2018-04-30 20:00; e70300-dr003
Tottenham; 1/6; 1/6; 1/7; 1/7; 17/00; 1/7; 1/7; 1/9; 3/19; 1/7; 1/6; 2/13; 1/7; 2/13; 1/6; 1/6; 1/7; 3/19; 1/6; 3/19; 2/13; 1/7; 1/7; 2/11; 1/6; 1/6
Draw; 6; 13/2; 7; 79/10; 7; 15/2; 13/2; 7; 13/2; 11/2; 6; 13/2; 13/2; 7; 13/2; 27/4; 13/2; 7; 15/2; 27/4; 7; 32/5; 37/5; ; ; 
Watford; 14; 16; 22; 14; 20; 19; 18; 14; 16; 22; 16; 16; 18; 18; 14; 16; 69/4; 16; 15; 15; 21; 69/4; 16; 20; 88/5; 
META; english/premier-league/tottenham-v-watford; 2018-04-25 12:13:49 GMT+3; 2018-04-30 20:00; e70300-dr003
Tottenham; 1/6; 1/6; 1/7; 1/7; 17/00; 2/13; 1/7; 1/8; 3/19; 1/7; 1/6; 2/13; 1/7; 2/13; 1/6; 1/6; 1/8; 3/19; 1/6; 3/19; 2/13; 1/8; 1/7; 2/11; 2/11; 2/11
Draw; 6; 13/2; 7; 79/10; 13/2; 15/2; 6; 13/2; 6; 13/2; 13/2; 7; 13/2; 7; 13/2; 7; 15/2; 7; 7; 36/5; 7; 37/5; ; ; ; 
Watford; 14; 16; 22; 14; 20; 20; 18; 16; 16; 22; 18; 16; 18; 18; 14; 16; 75/4; 16; 15; 15; 21; 75/4; 16; 20; 20; 20
META; english/premier-league/tottenham-v-watford; 2018-04-26 12:13:53 GMT+3; 2018-04-30 20:00; e70300-dr003
Tottenham; 1/6; 1/6; 1/7; 1/7; 1/6; 1/7; 1/7; 1/9; 3/19; 2/15; 1/7; 1/7; 1/7; 1/7; 1/6; 1/6; 2/13; 3/19; 1/6; 1/7; 2/13; 2/13; 2/13; 1/6; 1/6; 1/6; 1/6
Draw; 6; 7; 81/10; 7; 15/2; 13/2; 15/2; 7; 13/2; 13/2; 13/2; 13/2; 7; 13/2; 27/4; 13/2; 7; 15/2; 15/2; 27/4; 7; 38/5; 39/5; 38/5; 38/5; ; 
Watford; 14; 16; 25; 14; 20; 19; 18; 14; 21; 22; 18; 18; 18; 20; 14; 16; 35/2; 16; 15; 20; 21; 35/2; 16; 22; 21; 22; 
META; english/premier-league/tottenham-v-watford; 2018-04-27 08:12:59 GMT+3; 2018-04-30 20:00; e70300-dr003
Tottenham; 1/6; 1/7; 1/7; 1/7; 17/00; 2/13; 1/8; 1/8; 3/19; 1/7; 1/6; 1/7; 1/7; 1/7; 1/6; 1/7; 2/13; 3/19; 1/6; 1/7; 2/13; 2/13; 2/13; 1/6; 1/6; 1/6; 1/6
Draw; 15/2; 13/2; 7; 79/10; 15/2; 7; 15/2; 7; 13/2; 13/2; 13/2; 7; 7; 13/2; 37/5; 15/2; 15/2; 29/4; 7; 36/5; 6; 36/5; 37/5; ; ; ; 
Watford; 20; 18; 22; 14; 20; 20; 17; 21; 25; 18; 18; 18; 20; 14; 18; 20; 16; 15; 20; 21; 20; 16; 22; 22; 22; 21; 
META; english/premier-league/tottenham-v-watford; 2018-04-28 12:14:31 GMT+3; 2018-04-30 20:00; e70300-dr003
Tottenham; 1/6; 1/6; 2/13; 1/6; 1/6; 2/13; 1/8; 1/8; 2/13; 1/6; 1/6; 1/6; 2/13; 1/6; 1/6; 2/13; 3/19; 1/6; 2/13; 2/13; 2/13; 2/13; 1/6; 2/11; 2/11; 2/11; 
Draw; 15/2; 6; 13/2; 6; 83/10; 15/2; 15/2; 7; 39/5; 7; 15/2; 13/2; 7; 7; 13/2; 29/4; 13/2; 37/5; 15/2; 15/2; 29/4; 8; 38/5; 39/5; 8; 39/5; 
Watford; 20; 16; 18; 20; 19; 20; 18; 17; 19; 18; 18; 20; 16; 18; 20; 18; 71/4; 16; 15; 18; 22; 18; 14; 19; 20; 21; 20
META; english/premier-league/tottenham-v-watford; 2018-04-30 14:31:43 GMT+3; 2018-04-30 20:00; e70300-dr003
Tottenham; 1/6; 1/6; 1/6; 1/6; 9/50; 1/6; 2/13; 1/7; 1/6; 1/6; 1/6; 1/6; 1/6; 2/11; 1/6; 1/6; 1/6; 3/19; 2/11; 2/13; 1/6; 1/6; 1/6; 1/6; 2/11; 2/11; 2/11
Draw; 15/2; 7; 13/2; 7; 77/10; 15/2; 15/2; 7; 77/10; 13/2; 15/2; 13/2; 13/2; 7; 13/2; 27/4; 13/2; 69/10; 15/2; 15/2; 27/4; 7; 38/5; 39/5; 39/5; 39/5; 
Watford; 18; 16; 14; 16; 18; 19; 16; 17; 17; 14; 18; 20; 14; 18; 18; 16; 16; 16; 14; 16; 19; 65/4; 14; 19; 20; 20; 20
