META; english/premier-league/arsenal-v-west-ham; 2018-04-03 18:15:04 GMT+3; 2018-04-22 13:30; e70300-dr003
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 7; 7; 13/2; 11/2; 6; 27/4; 5; ; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-11 12:51:14 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 4/11; 2/5; 2/5; 21/50; 1/3; 2/5; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 4/11
Draw; 17/4; 7/2; 19/5; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 22/5; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 27/4; 24/5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-11 16:46:27 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 2/5; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 4/11
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 22/5; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 27/4; 24/5; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-11 20:15:12 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 2/5; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 4/11
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 22/5; 77/19; 3
West Ham; 6; 13/2; 7; 36/5; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 27/4; 5; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-12 10:42:34 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 2/5; 3/10; 7/19; 4/11; 4/11; 2/5; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 2/5
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 4; 75/19; 4; 22/5; 77/19; 7/2
West Ham; 6; 13/2; 7; 36/5; 6; 13/2; 6; 13/2; 13/2; 13/2; 6; 6; 13/2; 11/2; 6; 27/4; 10/3; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-13 08:13:39 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 4/11; 2/5; 2/5; 2/5; 21/50; 1/3; 4/11; 3/10; 7/19; 4/11; 4/11; 4/11; 2/5; 2/5; 7/19; 10/29; 7/19; 4/11; 7/19; 2/5
Draw; 17/4; 7/2; 19/5; 4; 43/10; 15/4; 4; 7/2; 4; 15/4; 4; 15/4; 19/5; 17/4; 75/19; 4; 22/5; 77/19; 5/2; 
West Ham; 6; 13/2; 7; 36/5; 6; 6; 13/2; 13/2; 13/2; 7; 6; 11/2; 6; 13/2; 7/2; ; ; ; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-13 16:13:42 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 4/11; 2/5; 2/5; 2/5; 9/20; 1/3; 2/5; 3/10; 3/8; 2/5; 4/11; 2/5; 2/5; 4/9; 7/18; 10/29; 3/8; 2/5; 2/5; 2/5
Draw; 17/4; 7/2; 19/5; 4; 41/10; 15/4; 4; 7/2; 41/10; 15/4; 4; 15/4; 19/5; 15/4; 19/5; 75/19; 41/10; 17/4; 50/13; 7/2
West Ham; 6; 13/2; 13/2; 6; 67/10; 6; 13/2; 6; 13/2; 13/2; 6; 13/2; 6; 11/2; 23/4; 15/2; 6; 28/5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-14 12:15:37 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 4/11; 2/5; 2/5; 2/5; 9/20; 1/3; 2/5; 3/10; 2/5; 2/5; 4/11; 2/5; 4/9; 4/9; 4/9; 7/17; 5/12; 7/19; 2/5; 2/5; 7/17; 4/9
Draw; 17/4; 7/2; 15/4; 4; 41/10; 15/4; 4; 7/2; 41/10; 18/5; 4; 15/4; 4; 37/10; 15/4; 15/4; 15/4; 19/5; 41/10; 17/4; 50/13; 13/5
West Ham; 6; 13/2; 13/2; 6; 34/5; 6; 13/2; 6; 61/11; 6; 13/2; 13/2; 6; 6; 59/10; 25/4; 5; 27/5; 7; 59/10; 28/5; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-16 20:35:14 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 1/2; 8/15; 1/2; 1/2; 27/50; 1/2; 1/2; 4/9; 10/21; 1/2; 1/2; 1/2; 1/2; 8/15; 1/2; 8/15; 17/35; 1/2; 17/35; 10/21; 8/15; 1/2; 8/15; 8/15; 8/15
Draw; 18/5; 10/3; 10/3; 17/5; 77/20; 18/5; 7/2; 7/2; 62/17; 10/3; 7/2; 7/2; 15/4; 10/3; 15/4; 7/2; 38/11; 18/5; 39/11; 18/5; 18/5; 38/11; 7/2; 7/2; 
West Ham; 9/2; 19/4; 24/5; 5; 53/10; 5; 9/2; 21/4; 24/5; 9/2; 9/2; 9/2; 19/4; 19/4; 5; 94/19; 5; 21/5; 51/10; 21/4; 5; 26/5; 26/5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-17 20:37:30 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 1/2; 8/15; 8/15; 1/2; 57/00; 1/2; 8/15; 4/9; 18/35; 8/15; 1/2; 8/15; 1/2; 11/20; 11/20; 8/15; 8/15; 6/11; 18/35; 18/35; 8/15; 8/15; 1/2; 8/15; 4/9; 8/15; 4/7
Draw; 10/3; 7/2; 10/3; 17/5; 19/5; 18/5; 7/2; 10/3; 37/10; 17/5; 7/2; 10/3; 15/4; 10/3; 100/0; 7/2; 38/11; 7/2; 39/11; 37/10; 18/5; 7/2; 7/2; 7/2; 19/10; 7/2; 7/2
West Ham; 5; 9/2; 19/4; 5; 49/10; 9/2; 19/4; 4; 24/5; 24/5; 9/2; 9/2; 9/2; 19/4; 19/4; 9/2; 24/5; 9/2; 4; 19/4; 21/4; 63/13; 9/2; 23/5; 21/5; 24/5; 24/5
META; english/premier-league/arsenal-v-west-ham; 2018-04-19 08:13:34 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 8/15; 8/15; 8/15; 8/15; 4/7; 1/2; 8/15; 4/9; 6/11; 8/15; 1/2; 11/20; 1/2; 11/20; 11/20; 8/15; 8/15; 6/11; 6/11; 8/15; 8/15; 5/9; 1/2; 8/15; 8/15; 8/15; 4/7
Draw; 10/3; 10/3; 10/3; 7/2; 19/5; 18/5; 7/2; 10/3; 15/4; 10/3; 7/2; 10/3; 15/4; 10/3; 100/30; 7/2; 7/2; 7/2; 37/10; 37/10; 18/5; 39/11; 7/2; 10/3; 19/10; 10/3; 3
West Ham; 5; 9/2; 9/2; 9/2; 49/10; 9/2; 19/4; 4; 63/13; 19/4; 9/2; 9/2; 19/4; 19/4; 5; 63/13; 9/2; 9/2; 19/4; 21/4; 49/10; 9/2; 24/5; 23/5; 5; 26/5; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-20 10:23:01 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 4/7; 8/15; 8/15; 8/15; 29/50; 11/20; 8/15; 1/2; 6/11; 8/15; 4/7; 11/20; 1/2; 11/20; 4/7; 4/7; 8/15; 6/11; 5/9; 8/15; 11/20; 5/9; 8/15; 8/15; 8/15; 4/7; 4/7
Draw; 15/4; 10/3; 13/4; 7/2; 73/20; 15/4; 7/2; 7/2; 15/4; 10/3; 7/2; 7/2; 15/4; 17/5; 7/2; 7/2; 7/2; 7/2; 37/10; 37/10; 18/5; 7/2; 7/2; 7/2; 19/10; 7/2; 10/3
West Ham; 19/4; 9/2; 9/2; 9/2; 5; 19/4; 9/2; 63/13; 9/2; 5; 9/2; 19/4; 19/4; 9/2; 63/13; 9/2; 43/10; 19/4; 5; 49/10; 5; 23/5; 24/5; 24/5; 5; ; 
META; english/premier-league/arsenal-v-west-ham; 2018-04-21 14:14:36 GMT+3; 2018-04-22 13:30; e70300-dr003
Arsenal; 8/15; 8/15; 1/2; 8/15; 14/25; 8/15; 1/2; 1/2; 8/15; 1/2; 8/15; 8/15; 40/85; 8/15; 8/15; 18/35; 8/15; 17/35; 11/21; 1/2; 18/35; 1/2; 1/2; 8/15; 8/15; 8/15
Draw; 7/2; 10/3; 17/5; 7/2; 7/2; 18/5; 7/2; 7/2; 62/17; 17/5; 7/2; 7/2; 7/2; 7/2; 15/4; 7/2; 7/2; 7/2; 18/5; 18/5; 18/5; 39/11; 7/2; 7/2; 23/10; 7/2
West Ham; 11/2; 19/4; 5; 28/5; 11/2; 5; 95/18; 5; 11/2; 5; 11/2; 5; 26/5; 19/4; 11/2; 51/10; 11/2; 91/17; 11/2; 26/5; 27/5; 27/5; ; ; ; 
