META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-10 00:18:34 GMT+2; 2017-01-07 15:15; e70300-dr003
Eibar; 11/2; ; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 21/5; 5; 9/2; 9/2; 9/2; 5; 9/2; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 4; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-27 16:18:56 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 7/10; 7/10; ; 7/10; 13/20; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 4/6; 8/13; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 143/50; 13/5; 27/10; 5/2; ; 12/5; 23/10; 
Eibar; 11/2; ; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 4; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-27 20:19:10 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 7/10; 7/10; ; 7/10; 13/20; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 8/13; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 5/2; 23/10; 
Eibar; 11/2; ; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 4; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-28 00:19:00 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 7/10; 7/10; ; 7/10; 13/20; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 8/13; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 23/10; 23/10; 
Eibar; 11/2; ; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 21/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-28 04:18:59 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 7/10; 7/10; ; 7/10; 13/20; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 8/13; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 23/10; 23/10; 
Eibar; 11/2; ; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-28 08:18:58 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 7/10; 7/10; ; 7/10; 13/20; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; ; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-28 12:19:11 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; ; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-28 16:18:56 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; ; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-28 20:19:00 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; ; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; ; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; ; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-29 00:19:03 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 22/5; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-29 04:18:58 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-29 08:19:03 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-29 12:19:14 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 67/100; 4/6; 11/17; 4/6; ; 4/6; 8/13; 
Draw; 12/5; 13/5; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 59/20; 13/5; 27/10; 5/2; ; 13/5; 12/5; 
Eibar; 11/2; 9/2; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 21/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-29 16:19:22 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 67/100; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 73/25; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 23/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-29 20:19:03 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 4/6; ; 
Draw; 12/5; 13/5; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 72/25; 13/5; 27/10; 5/2; ; 13/5; ; 
Eibar; 11/2; 9/2; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-30 00:18:57 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 72/25; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-30 04:19:19 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 72/25; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-30 08:19:01 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 72/25; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-30 12:19:32 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 72/25; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 23/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-30 16:19:17 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; ; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; ; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 72/25; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; ; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 23/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-30 20:19:33 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; 4/6; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; 13/5; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 72/25; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; 5; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 23/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-31 00:18:56 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; 4/6; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; 13/5; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 72/25; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; 5; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 23/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-31 04:18:59 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; 4/6; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; 13/5; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 72/25; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; 5; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 23/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-31 08:18:50 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; 4/6; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 17/25; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; 13/5; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 72/25; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; 5; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 23/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-31 12:19:09 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; 4/6; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; 5/2; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; 9/2; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 23/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-31 16:19:45 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; 4/6; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; 5/2; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; 9/2; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 23/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-31 20:19:12 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; 8/13; 7/10; 4/6; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; 13/5; 11/4; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; 9/2; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 23/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-01-01 00:19:01 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 7/10; 8/13; 7/10; 13/20; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 4/6; 
Draw; 12/5; 13/5; 13/5; 13/5; 13/5; 14/5; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 4; 9/2; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-01-01 04:18:55 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/13; 4/6; 7/10; 4/6; 8/13; 7/10; 13/20; 4/7; 4/6; 4/6; 4/6; 6/10; 8/13; 4/6; 4/6; 4/6; 8/13; 11/17; 11/17; 8/13; 8/13; 4/6; 4/6; 11/17; 4/6; ; 4/6; 8/13; 
Draw; 12/5; 13/5; 13/5; 5/2; 13/5; 14/5; 11/4; 5/2; 13/5; 13/5; 5/2; 11/4; 51/20; 13/5; 11/4; 11/4; 13/5; 27/10; 13/5; 27/10; 13/5; 149/50; 13/5; 27/10; 5/2; ; 13/5; 13/5; 
Eibar; 11/2; 9/2; 9/2; 9/2; 9/2; 470/100; 9/2; 17/4; 9/2; 17/4; 17/4; 5; 9/2; 9/2; 9/2; 5; 50/11; 19/4; 17/4; 23/5; 50/11; 51/10; 7/2; 19/4; 9/2; ; 23/5; 22/5; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2017-01-01 08:19:08 GMT+2; 2017-01-07 15:15; e70300-dr003
