META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-10 00:18:34 GMT+2; 2017-01-07 15:15; e70300-dr003
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 21/4; ; 24/5; 5; ; ; 5; 11/2; 91/17; 5; 5; 5; ; 11/2; 9/2; 5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-17 00:19:29 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 6/10; 4/7; ; 8/15; 4/7; ; 8/15; ; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 8/15; 8/15; 8/15; 8/13; 4/7; 6/11; ; ; ; ; 
Draw; 11/4; ; 11/4; 13/5; ; 11/4; 29/10; ; 14/5; ; 13/5; 11/4; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 21/4; ; 24/5; 5; ; ; 5; 11/2; 91/17; 5; 5; 5; 91/17; 11/2; 9/2; 5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-17 04:19:36 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 6/10; 4/7; ; 8/15; 4/7; ; 8/15; ; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 8/15; 8/15; 8/15; 8/13; 4/7; 6/11; ; ; ; ; 
Draw; 11/4; ; 11/4; 13/5; ; 11/4; 29/10; ; 14/5; ; 13/5; 11/4; ; ; 3; 3; 14/5; 3; 3; 3; 14/5; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 21/4; ; 24/5; 5; ; ; 5; 11/2; 53/10; 5; 5; 5; 53/10; 11/2; 9/2; 5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-17 08:19:27 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 6/10; 4/7; ; 8/15; 4/7; ; 8/15; ; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 8/15; 8/15; ; 8/13; 4/7; 6/11; ; ; ; ; 
Draw; 11/4; ; 11/4; 13/5; ; 11/4; 29/10; ; 14/5; ; 13/5; 11/4; ; ; 3; 3; 14/5; 3; 3; 3; ; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 21/4; ; 24/5; 5; ; ; 5; 11/2; 53/10; 5; 5; 5; ; 11/2; 9/2; 5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-17 12:19:38 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 6/10; 4/7; ; 8/15; 4/7; ; 8/15; 4/7; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 8/15; 8/15; 8/15; 8/13; 4/7; 6/11; ; ; ; ; 
Draw; 11/4; ; 11/4; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 3; 14/5; 3; 3; 3; 14/5; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 21/4; 5; 24/5; 5; ; ; 5; 11/2; 53/10; 5; 5; 5; 53/10; 11/2; 9/2; 5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-17 16:19:47 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 6/10; 4/7; ; 8/15; 4/7; ; 8/15; 4/7; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 8/15; ; 8/15; 8/13; 4/7; ; ; ; ; ; 
Draw; 11/4; ; 11/4; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 3; 14/5; 3; 3; ; 14/5; 63/20; 14/5; ; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 21/4; 5; 24/5; 5; ; ; 5; 11/2; 53/10; 5; 5; ; 53/10; 11/2; 9/2; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-17 20:19:27 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 8/13; 4/7; ; 8/15; 4/7; ; 4/7; 4/7; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 6/11; 8/15; 8/15; 8/13; 4/7; ; ; ; ; ; 
Draw; 11/4; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 3; 14/5; 3; 3; 3; 14/5; 63/20; 14/5; ; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 5; 5; 24/5; 5; ; ; 5; 11/2; 53/10; 5; 19/4; 5; 53/10; 11/2; 9/2; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-18 00:19:13 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 8/13; 4/7; ; 8/15; 4/7; ; 4/7; 4/7; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 6/11; ; 8/15; 8/13; 4/7; 6/11; ; ; ; ; 
Draw; 11/4; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 3; 14/5; 3; 3; ; 14/5; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 5; 5; 24/5; 5; ; ; 5; 11/2; 53/10; 5; 19/4; ; 53/10; 11/2; 9/2; 5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-18 04:18:39 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 8/13; 4/7; ; 8/15; 4/7; ; 4/7; 4/7; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 6/11; 8/15; 8/15; 8/13; 4/7; 6/11; ; ; ; ; 
Draw; 11/4; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 3; 14/5; 3; 3; 3; 14/5; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 5; 5; 24/5; 5; ; ; 5; 11/2; 53/10; 5; 19/4; 5; 53/10; 11/2; 9/2; 5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-18 08:25:24 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 8/13; 4/7; ; 8/15; 4/7; ; 4/7; 4/7; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 6/11; 8/15; 8/15; 8/13; 4/7; 6/11; ; ; ; ; 
Draw; 11/4; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 3; 14/5; 3; 3; 3; 14/5; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 5; 5; 24/5; 5; ; ; 5; 11/2; 53/10; 5; 19/4; 5; 53/10; 11/2; 9/2; 5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-18 12:18:47 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 8/13; 4/7; ; 8/15; 4/7; ; 4/7; 4/7; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 6/11; 8/15; 8/15; 8/13; 4/7; 6/11; ; ; ; ; 
Draw; 11/4; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 3; 14/5; 3; 3; 3; 14/5; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 5; 5; 24/5; 5; ; ; 5; 11/2; 53/10; 5; 19/4; 5; 53/10; 11/2; 9/2; 5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-18 16:19:36 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 8/13; 4/7; ; 8/15; 4/7; ; 4/7; 4/7; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 6/11; 8/15; 8/15; 8/13; 4/7; 6/11; ; ; ; ; 
Draw; 11/4; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 3; 14/5; 3; 3; 3; 14/5; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 5; 5; 24/5; 5; ; ; 5; 11/2; 53/10; 5; 19/4; 5; 53/10; 11/2; 9/2; 5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-18 20:19:09 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 8/13; 4/7; ; 8/15; 4/7; ; 4/7; 4/7; 4/7; 6/10; ; ; 4/7; 4/7; 8/15; 6/11; 6/11; 8/15; 8/15; 8/13; 4/7; 6/11; ; ; ; ; 
Draw; 11/4; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 3; 37/13; 3; 3; 3; 37/13; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 5; 5; 24/5; 5; ; ; 5; 11/2; 21/4; 5; 19/4; 5; 21/4; 11/2; 9/2; 5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-19 00:18:40 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 8/13; 4/7; ; 8/15; 4/7; ; 4/7; 4/7; 6/10; 6/10; ; ; 4/7; 8/13; 8/15; 8/15; 6/11; 8/15; 8/15; 8/13; 4/7; 8/15; ; ; ; ; 
Draw; 11/4; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 14/5; 37/13; 3; 3; 3; 37/13; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 5; 5; 19/4; 5; ; ; 5; 11/2; 53/10; 28/5; 19/4; 28/5; 53/10; 11/2; 9/2; 28/5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-19 04:18:17 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 8/13; 4/7; ; 8/15; 4/7; ; 4/7; 4/7; 6/10; 6/10; ; ; 4/7; 8/13; 8/15; 8/15; 6/11; 8/15; 8/15; 8/13; 4/7; 8/15; ; ; ; ; 
Draw; 11/4; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 14/5; 37/13; 3; 3; 3; 37/13; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 5; 5; 19/4; 5; ; ; 5; 11/2; 53/10; 28/5; 19/4; 28/5; 53/10; 11/2; 9/2; 28/5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-19 08:18:36 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 8/15; ; 8/13; 4/7; ; 8/15; 4/7; ; 4/7; 4/7; 6/10; 6/10; ; ; 4/7; 8/13; 8/15; 8/15; 6/11; ; 8/15; 8/13; 4/7; 8/15; ; ; ; ; 
Draw; 11/4; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 13/5; 11/4; ; ; 3; 14/5; 37/13; 3; 3; ; 37/13; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 21/4; ; 5; 5; 19/4; 5; ; ; 5; 11/2; 53/10; 28/5; 19/4; ; 53/10; 11/2; 9/2; 28/5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-19 12:18:31 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 13/20; 4/7; ; 8/15; 8/13; ; 4/7; 4/7; 6/10; 6/10; ; ; 4/7; 8/13; 8/15; 8/15; 6/11; 8/15; 8/15; 8/13; 4/7; 8/15; ; ; ; ; 
Draw; 5/2; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 14/5; 5/2; 11/4; ; ; 3; 14/5; 14/5; 3; 3; 3; 14/5; 63/20; 14/5; 3; ; ; ; ; 
Eibar; 6; ; 5; 6; ; 6; 19/4; ; 5; 5; 9/2; 5; ; ; 5; 11/2; 21/4; 28/5; 19/4; 28/5; 21/4; 11/2; 9/2; 28/5; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-19 16:18:26 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 8/13; 4/7; ; 8/15; 3/5; ; 4/7; 4/7; 6/10; 6/10; ; ; 4/7; 8/13; 8/15; 8/15; 6/11; 8/15; 8/15; 8/13; 4/7; 8/15; ; ; ; 8/15; 
Draw; 5/2; ; 27/10; 13/5; ; 11/4; 29/10; ; 14/5; 11/4; 13/5; 11/4; ; ; 3; 14/5; 14/5; 3; 3; 3; 14/5; 63/20; 14/5; 3; ; ; ; 12/5; 
Eibar; 6; ; 5; 6; ; 6; 5; ; 5; 5; 19/4; 5; ; ; 5; 11/2; 53/10; 28/5; 19/4; 28/5; 53/10; 11/2; 9/2; 28/5; ; ; ; 9/2; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-19 20:19:02 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 13/20; 8/13; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 8/13; 8/13; 4/7; 7/12; 3/5; 4/7; 4/7; 8/13; 4/7; 7/12; 6/10; ; ; 4/7; 
Draw; 5/2; ; 27/10; 13/5; ; 11/4; 14/5; ; 14/5; 11/4; 5/2; 11/4; ; ; 14/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 63/20; 14/5; 14/5; 13/5; ; ; 12/5; 
Eibar; 6; ; 19/4; 5; ; 6; 5; ; 5; 19/4; 9/2; 5; ; ; 5; 11/2; 94/19; 27/5; 17/4; 27/5; 94/19; 11/2; 9/2; 27/5; 5; ; ; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-20 00:18:44 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 13/20; 8/13; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 8/13; 8/13; 4/7; 7/12; 3/5; 4/7; 4/7; 8/13; 4/7; 7/12; 6/10; ; ; 4/7; 
Draw; 5/2; ; 27/10; 13/5; ; 11/4; 14/5; ; 14/5; 11/4; 5/2; 11/4; ; ; 14/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 63/20; 14/5; 14/5; 13/5; ; ; 12/5; 
Eibar; 6; ; 19/4; 5; ; 6; 5; ; 5; 19/4; 9/2; 5; ; ; 5; 11/2; 94/19; 27/5; 17/4; 27/5; 94/19; 11/2; 9/2; 27/5; 5; ; ; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-20 04:18:37 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 13/20; 8/13; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 8/13; 8/13; 4/7; 7/12; 3/5; 4/7; 4/7; 63/100; 4/7; 7/12; 6/10; ; ; 4/7; 
Draw; 5/2; ; 27/10; 13/5; ; 11/4; 14/5; ; 14/5; 11/4; 5/2; 11/4; ; ; 14/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 61/20; 14/5; 14/5; 13/5; ; ; 12/5; 
Eibar; 6; ; 19/4; 5; ; 6; 5; ; 5; 19/4; 9/2; 5; ; ; 5; 11/2; 94/19; 27/5; 17/4; 27/5; 94/19; 11/2; 9/2; 27/5; 5; ; ; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-20 08:18:40 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 13/20; 8/13; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 8/13; 8/13; 4/7; 7/12; 3/5; 4/7; 4/7; 63/100; 4/7; 7/12; 6/10; ; ; ; 
Draw; 5/2; ; 27/10; 13/5; ; 11/4; 14/5; ; 14/5; 11/4; 5/2; 11/4; ; ; 14/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 61/20; 14/5; 14/5; 13/5; ; ; ; 
Eibar; 6; ; 19/4; 5; ; 6; 5; ; 5; 19/4; 9/2; 5; ; ; 5; 11/2; 94/19; 27/5; 17/4; 27/5; 94/19; 11/2; 9/2; 27/5; 5; ; ; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-20 12:19:07 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 13/20; 8/13; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 8/13; 8/13; 4/7; 7/12; 3/5; 4/7; 4/7; 63/100; 4/7; 7/12; 6/10; ; ; 4/7; 
Draw; 5/2; ; 27/10; 13/5; ; 11/4; 14/5; ; 14/5; 11/4; 5/2; 11/4; ; ; 14/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 61/20; 14/5; 14/5; 13/5; ; ; 12/5; 
Eibar; 6; ; 19/4; 5; ; 6; 5; ; 5; 19/4; 9/2; 5; ; ; 5; 11/2; 94/19; 27/5; 17/4; 27/5; 94/19; 11/2; 9/2; 27/5; 5; ; ; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-20 16:19:19 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 8/13; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 13/20; 8/13; 4/7; 7/12; 3/5; 4/7; 4/7; 63/100; 4/7; 7/12; 6/10; ; ; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; ; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 61/20; 14/5; 14/5; 13/5; ; ; 23/10; 
Eibar; 6; ; 19/4; 5; ; 6; 19/4; ; 5; 19/4; 9/2; 5; ; ; 5; 11/2; 94/19; 27/5; 17/4; 27/5; 94/19; 11/2; 9/2; 27/5; 5; ; ; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-20 20:19:20 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 8/13; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 13/20; 8/13; 4/7; 7/12; 3/5; 4/7; 4/7; 63/100; 4/7; 7/12; 6/10; ; ; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; ; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 61/20; 14/5; 14/5; 13/5; ; ; 23/10; 
Eibar; 6; ; 19/4; 5; ; 6; 19/4; ; 5; 19/4; 9/2; 5; ; ; 5; 11/2; 94/19; 27/5; 17/4; 27/5; 94/19; 11/2; 9/2; 27/5; 5; ; ; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-21 00:18:47 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 8/13; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 13/20; 8/13; 4/7; 7/12; 3/5; 4/7; 4/7; 63/100; 4/7; 7/12; 6/10; ; ; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; ; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 61/20; 13/5; 14/5; 13/5; ; ; 23/10; 
Eibar; 6; ; 19/4; 5; ; 6; 19/4; ; 5; 19/4; 9/2; 5; ; ; 5; 11/2; 94/19; 27/5; 17/4; 27/5; 94/19; 11/2; 21/5; 27/5; 5; ; ; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-21 04:18:32 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 8/13; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 13/20; 8/13; 4/7; 7/12; 3/5; 4/7; 4/7; 63/100; 4/7; 7/12; 6/10; ; ; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; ; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 61/20; 13/5; 14/5; 13/5; ; ; 23/10; 
Eibar; 6; ; 19/4; 5; ; 6; 19/4; ; 5; 19/4; 9/2; 5; ; ; 5; 11/2; 94/19; 27/5; 17/4; 27/5; 94/19; 11/2; 21/5; 27/5; 5; ; ; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-21 08:18:48 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 8/13; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 13/20; 8/13; 10/17; 7/12; 3/5; 4/7; 10/17; 63/100; 4/7; 7/12; 6/10; ; ; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; ; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 61/20; 13/5; 14/5; 13/5; ; ; 23/10; 
Eibar; 6; ; 19/4; 5; ; 6; 19/4; ; 5; 19/4; 9/2; 5; ; ; 5; 11/2; 49/10; 27/5; 17/4; 27/5; 49/10; 11/2; 21/5; 27/5; 5; ; ; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-21 12:18:51 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 8/13; ; 8/15; 13/20; ; 4/7; 8/13; 8/13; 6/10; ; ; 13/20; 8/13; 4/7; 7/12; 3/5; 4/7; 4/7; 63/100; 4/7; 7/12; 6/10; ; ; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 11/4; ; 14/5; 13/5; 5/2; 11/4; ; ; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 61/20; 13/5; 14/5; 13/5; ; ; 23/10; 
Eibar; 6; ; 19/4; 5; ; 6; 19/4; ; 5; 19/4; 9/2; 5; ; ; 5; 11/2; 94/19; 27/5; 17/4; 27/5; 94/19; 11/2; 21/5; 27/5; 5; ; ; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-21 16:18:55 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 8/13; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 13/20; 8/13; 10/17; 7/12; 3/5; 4/7; 10/17; 63/100; 4/7; 7/12; 6/10; ; 1/100; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 11/4; 5/2; 11/4; ; ; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 61/20; 13/5; 14/5; 13/5; ; 1/100; 23/10; 
Eibar; 6; ; 19/4; 5; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; ; 5; 11/2; 94/19; 27/5; 17/4; 27/5; 94/19; 11/2; 21/5; 27/5; 5; ; 1/100; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-21 20:20:53 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 4/6; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 13/20; 8/13; 10/17; 7/12; 3/5; 4/7; 10/17; 13/20; ; 7/12; 8/13; ; 1/50; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; ; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 73/25; ; 14/5; 13/5; ; 4/11; 23/10; 
Eibar; 6; ; 19/4; 9/2; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; ; 5; 11/2; 24/5; 27/5; 17/4; 27/5; 24/5; 11/2; ; 27/5; 5; ; 4/11; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-22 00:18:38 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 4/6; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 13/20; 8/13; 10/17; 7/12; 3/5; 4/7; 10/17; 13/20; 4/7; 7/12; 8/13; ; 4/7; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; ; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 73/25; 13/5; 14/5; 13/5; ; 12/5; 23/10; 
Eibar; 6; ; 19/4; 9/2; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; ; 5; 11/2; 24/5; 27/5; 17/4; 27/5; 24/5; 11/2; 21/5; 27/5; 5; ; 21/5; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-22 04:18:34 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 4/6; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 13/20; 8/13; 10/17; 7/12; 3/5; 4/7; 10/17; 13/20; 4/7; 7/12; 8/13; ; 1/100; 4/7; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; ; 13/5; 11/4; 45/17; 14/5; 29/10; 14/5; 45/17; 73/25; 13/5; 14/5; 13/5; ; 4/11; 23/10; 
Eibar; 6; ; 19/4; 9/2; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; ; 5; 11/2; 24/5; 27/5; 17/4; 27/5; 24/5; 11/2; 21/5; 27/5; 5; ; 4/11; 4; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-22 08:18:25 GMT+2; 2017-01-07 15:15; e70300-dr003
Atletico Madrid; 4/7; ; 4/6; 4/6; ; 8/15; 8/13; ; 4/7; 8/13; 8/13; 6/10; ; ; 13/20; 8/13; 11/18; 7/12; 3/5; 4/7; 11/18; 13/20; 4/7; 7/12; 8/13; ; 1/100; ; 
Draw; 5/2; ; 13/5; 13/5; ; 11/4; 14/5; ; 14/5; 13/5; 5/2; 11/4; ; ; 13/5; 11/4; 13/5; 14/5; 29/10; 14/5; 13/5; 73/25; 13/5; 14/5; 13/5; ; 4/11; ; 
Eibar; 6; ; 19/4; 9/2; ; 6; 19/4; ; 5; 9/2; 9/2; 5; ; ; 5; 11/2; 19/4; 27/5; 17/4; 27/5; 19/4; 11/2; 21/5; 27/5; 5; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-atletico-madrid; 2016-12-22 12:18:33 GMT+2; 2017-01-07 15:15; e70300-dr003
