META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-05 00:19:48 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 21/20; ; ; 11/10; ; 11/10; ; 11/10; ; ; ; 21/20; 15/13; 21/20; 11/10; 1; 11/10; 21/20; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; ; 21/10; ; ; 23/10; ; 23/10; ; 2; ; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 14/5; ; ; 27/10; ; 13/5; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 11/4; 5/2; 11/4; 45/17; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-13 04:18:48 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 21/20; ; ; 11/10; ; 11/10; ; 11/10; ; ; ; 21/20; 11/10; 21/20; 11/10; 1; 11/10; 21/20; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; ; 21/10; ; ; 23/10; ; 23/10; ; 2; ; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 14/5; ; ; 27/10; ; 13/5; ; 13/5; ; ; ; 11/4; 3; 45/17; 11/4; 5/2; 11/4; 45/17; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-13 08:18:57 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 21/20; ; ; 11/10; ; 11/10; ; 11/10; ; ; ; 21/20; 15/13; 21/20; 11/10; 1; 11/10; 21/20; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; ; 21/10; ; ; 23/10; ; 23/10; ; 2; ; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 14/5; ; ; 27/10; ; 13/5; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 11/4; 5/2; 11/4; 45/17; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-13 12:18:59 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 21/20; ; ; 11/10; ; 11/10; ; 11/10; ; ; ; 21/20; 15/13; 21/20; 11/10; 1; 11/10; 21/20; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; ; 12/5; ; ; 23/10; ; 23/10; ; 2; ; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 13/5; ; ; 27/10; ; 13/5; ; 13/5; ; ; ; 11/4; 14/5; 45/17; 11/4; 5/2; 11/4; 45/17; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-13 16:19:42 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 1; ; ; 1; ; 21/20; ; 1; ; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; ; 11/5; ; ; 12/5; ; 23/10; ; 21/10; ; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 3; ; ; 29/10; ; 14/5; ; 11/4; ; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-13 20:19:52 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 1; ; ; 1; ; 21/20; ; 1; ; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; ; 11/5; ; ; 12/5; ; 23/10; ; 21/10; ; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 3; ; ; 29/10; ; 14/5; ; 11/4; ; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-14 00:18:49 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 1; ; ; 1; ; 21/20; ; 1; ; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; ; 11/5; ; ; 12/5; ; 23/10; ; 21/10; ; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; 11/5; 9/4; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 3; ; ; 29/10; ; 14/5; ; 11/4; ; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-14 04:18:59 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 1; ; ; 1; ; 21/20; ; 1; ; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; ; 11/5; ; ; 12/5; ; 23/10; ; 21/10; ; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; 11/5; 9/4; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 3; ; ; 29/10; ; 14/5; ; 11/4; ; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-14 08:18:53 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 1; ; ; 1; ; 21/20; ; 1; ; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; ; 11/5; ; ; 12/5; ; 23/10; ; 21/10; ; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 3; ; ; 29/10; ; 14/5; ; 11/4; ; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-14 12:19:39 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 1; ; ; 1; ; 21/20; ; 1; ; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; ; 11/5; ; ; 12/5; ; 23/10; ; 21/10; ; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 3; ; ; 29/10; ; 14/5; ; 11/4; ; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-14 16:19:56 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; ; 1; ; ; 1; ; 21/20; ; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; ; 11/5; ; ; 12/5; ; 23/10; ; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; ; 3; ; ; 29/10; ; 14/5; ; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-14 20:20:03 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; ; 1; ; 21/20; ; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 1; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; ; 12/5; ; 23/10; ; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 67/25; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; ; 29/10; ; 14/5; ; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-15 00:19:10 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; ; 1; ; 21/20; ; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; ; 12/5; ; 23/10; ; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; ; 29/10; ; 14/5; ; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-15 04:19:07 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; ; 1; ; 21/20; ; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; ; 12/5; ; 23/10; ; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; ; 29/10; ; 14/5; ; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-15 08:19:12 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; ; 1; ; 21/20; ; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; ; 12/5; ; 23/10; ; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; ; 29/10; ; 14/5; ; 11/4; 14/5; ; ; 11/4; 3; 37/13; 11/4; 5/2; 11/4; 37/13; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-15 12:29:10 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; ; 1; ; 21/20; ; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; ; 12/5; ; 23/10; ; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; ; 29/10; ; 14/5; ; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-15 16:19:17 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; ; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; ; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; ; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-15 20:19:21 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; ; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; ; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; ; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-16 00:19:05 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; ; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; ; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; ; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-16 04:18:57 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; ; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; ; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; 11/5; 9/4; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; ; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-16 08:18:53 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; ; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; ; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; 11/5; 9/4; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; ; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-16 12:20:04 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-16 16:20:26 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; ; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; ; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; ; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-17 00:19:24 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-17 04:19:31 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; 11/5; 9/4; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-17 08:19:21 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; ; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; 11/5; ; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; ; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-17 12:19:30 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; 11/5; 9/4; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-17 16:19:41 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; ; 1; 101/100; 1; ; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; ; 9/4; 53/20; 9/4; ; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; ; 14/5; 31/10; 13/5; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-17 20:19:21 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; ; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; 11/5; 9/4; 53/20; 9/4; ; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-18 00:19:08 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; ; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; ; 9/4; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; ; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-18 04:18:34 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 101/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; 11/5; 9/4; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 31/10; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-18 12:18:43 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 103/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; 11/5; 9/4; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 3; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-18 16:19:28 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 21/20; 1; ; 21/20; 1; ; 21/20; 1; 1; 21/20; ; ; 21/20; 21/20; 1; 11/10; 1; 11/10; 1; 103/100; 1; 11/10; ; ; ; ; 
Draw; 11/5; ; 11/5; 11/5; ; 9/4; 12/5; ; 23/10; 9/4; 21/10; 9/4; ; ; 12/5; 9/4; 9/4; 11/5; 5/2; 11/5; 9/4; 53/20; 9/4; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 29/10; 3; ; 11/4; 29/10; ; 14/5; 3; 11/4; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 3; 13/5; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-18 20:19:03 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 23/20; 1; ; 21/20; 11/10; ; 21/20; 21/20; 11/10; 21/20; ; ; 21/20; 11/10; 1; 11/10; 1; 11/10; 1; 103/100; ; 11/10; ; ; ; ; 
Draw; 11/5; ; 43/20; 11/5; ; 9/4; 23/10; ; 23/10; 11/5; 2; 9/4; ; ; 12/5; 9/4; 11/5; 11/5; 5/2; 11/5; 11/5; 53/20; ; 11/5; ; ; ; ; 
Deportivo La Coruna; 11/4; ; 11/4; 3; ; 11/4; 27/10; ; 14/5; 14/5; 13/5; 14/5; ; ; 11/4; 3; 14/5; 11/4; 5/2; 11/4; 14/5; 3; ; 11/4; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-deportivo-la-coruna; 2016-12-19 00:18:34 GMT+2; 2017-01-06 19:45; e70300-dr003
Espanyol; 21/20; ; 23/20; 1; ; 21/20; 11/10; ; 11/10; 21/20; 11/10; 21/20; ; ; 21/20; 11/10; 1; 11/10; 1; 11/10; 1; 26/25; 21/20; 11/10; ; ; ; ; 
Draw; 11/5; ; 43/20; 11/5; ; 9/4; 23/10; ; 23/10; 11/5; 2; 9/4; ; ; 12/5; 12/5; 11/5; 9/4; 5/2; 9/4; 11/5; 131/50; 9/4; 9/4; ; ; ; ; 
