META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-12 00:18:08 GMT+2; 2017-01-09 19:45; e70300-dr003
Draw; 23/10; ; ; 11/5; ; ; 12/5; ; 23/10; ; 11/5; ; ; ; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 62/25; 23/10; 23/10; ; ; ; ; 
Osasuna; 9/4; ; ; 13/5; ; ; 5/2; ; 23/10; ; 12/5; ; ; ; 12/5; 12/5; 11/5; 23/10; 23/10; 23/10; 11/5; 121/50; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-13 08:19:17 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 6/5; ; ; 23/20; ; ; 23/20; ; 6/5; ; 11/10; ; ; ; 23/20; 6/5; 6/5; 6/5; 15/13; 6/5; 6/5; 13/10; 21/20; 6/5; ; ; ; ; 
Draw; 23/10; ; ; 11/5; ; ; 12/5; ; 23/10; ; 11/5; ; ; ; 12/5; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 62/25; 23/10; 23/10; ; ; ; ; 
Osasuna; 9/4; ; ; 13/5; ; ; 5/2; ; 23/10; ; 12/5; ; ; ; 12/5; 12/5; 11/5; 23/10; 23/10; 23/10; 11/5; 121/50; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-13 12:19:19 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 6/5; ; ; 11/10; ; ; 23/20; ; 11/10; ; 11/10; ; ; ; 23/20; 15/13; 21/20; 6/5; 15/13; 6/5; 21/20; 57/50; 21/20; 6/5; ; ; ; ; 
Draw; 23/10; ; ; 23/10; ; ; 12/5; ; 12/5; ; 11/5; ; ; ; 12/5; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 127/50; 23/10; 23/10; ; ; ; ; 
Osasuna; 9/4; ; ; 5/2; ; ; 5/2; ; 12/5; ; 12/5; ; ; ; 12/5; 5/2; 12/5; 23/10; 23/10; 23/10; 12/5; 69/25; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-13 16:20:09 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; ; 21/20; ; ; 21/20; ; 11/10; ; 21/20; ; ; ; 23/20; 11/10; 21/20; 6/5; 15/13; 6/5; 21/20; 57/50; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; ; 12/5; ; ; 12/5; ; 12/5; ; 11/5; ; ; ; 12/5; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 127/50; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; ; 13/5; ; ; 27/10; ; 5/2; ; 5/2; ; ; ; 12/5; 11/4; 27/11; 23/10; 23/10; 23/10; 27/11; 69/25; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-13 20:20:25 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; ; 21/20; ; ; 21/20; ; 11/10; ; 21/20; ; ; ; 23/20; 11/10; 21/20; 6/5; 15/13; 6/5; 21/20; 21/20; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; ; 12/5; ; ; 12/5; ; 12/5; ; 11/5; ; ; ; 12/5; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 131/50; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; ; 13/5; ; ; 27/10; ; 5/2; ; 5/2; ; ; ; 12/5; 11/4; 27/11; 23/10; 23/10; 23/10; 27/11; 147/50; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-14 00:19:10 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; ; 21/20; ; ; 21/20; ; 11/10; ; 21/20; ; ; ; 23/20; 11/10; 1; 6/5; 15/13; 6/5; 1; 21/20; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; ; 12/5; ; ; 12/5; ; 12/5; ; 11/5; ; ; ; 12/5; 5/2; 12/5; 23/10; 23/10; 23/10; 12/5; 131/50; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; ; 13/5; ; ; 27/10; ; 5/2; ; 5/2; ; ; ; 12/5; 13/5; 5/2; 23/10; 23/10; 23/10; 5/2; 147/50; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-14 04:19:21 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; ; 21/20; ; ; 21/20; ; 11/10; ; 21/20; ; ; ; 23/20; 11/10; 1; 6/5; 15/13; 6/5; 1; 107/100; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; ; 12/5; ; ; 12/5; ; 12/5; ; 11/5; ; ; ; 12/5; 5/2; 12/5; 23/10; 23/10; 23/10; 12/5; 131/50; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; ; 13/5; ; ; 27/10; ; 5/2; ; 5/2; ; ; ; 12/5; 13/5; 5/2; 23/10; 23/10; 23/10; 5/2; 29/10; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-14 08:19:14 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; ; 21/20; ; ; 21/20; ; 11/10; ; 21/20; ; ; ; 23/20; 11/10; 21/20; 6/5; 15/13; 6/5; 21/20; 107/100; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; ; 12/5; ; ; 12/5; ; 12/5; ; 11/5; ; ; ; 12/5; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 131/50; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; ; 13/5; ; ; 27/10; ; 5/2; ; 5/2; ; ; ; 12/5; 11/4; 27/11; 23/10; 23/10; 23/10; 27/11; 29/10; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-14 12:19:59 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; ; 21/20; ; ; 21/20; ; 11/10; ; 21/20; ; ; ; 23/20; 11/10; 21/20; 6/5; 21/20; 6/5; 21/20; 107/100; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; ; 12/5; ; ; 12/5; ; 12/5; ; 11/5; ; ; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 131/50; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; ; 13/5; ; ; 27/10; ; 5/2; ; 5/2; ; ; ; 12/5; 11/4; 27/11; 23/10; 5/2; 23/10; 27/11; 29/10; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-14 16:20:20 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; ; 21/20; ; ; 21/20; ; 11/10; ; 21/20; 21/20; ; ; 23/20; 11/10; 21/20; 6/5; 21/20; 6/5; 21/20; 107/100; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; ; 12/5; ; ; 12/5; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 131/50; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; ; 13/5; ; ; 27/10; ; 5/2; ; 5/2; 13/5; ; ; 12/5; 11/4; 27/11; 23/10; 5/2; 23/10; 27/11; 29/10; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-14 20:20:31 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; 11/10; 21/20; ; ; 21/20; ; 11/10; ; 21/20; 21/20; ; ; 23/20; 11/10; 21/20; 6/5; 21/20; 6/5; 21/20; 11/10; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; 47/20; 12/5; ; ; 12/5; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 64/25; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; 13/5; 13/5; ; ; 11/4; ; 5/2; ; 5/2; 13/5; ; ; 12/5; 11/4; 27/11; 23/10; 5/2; 23/10; 27/11; 143/50; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-15 00:19:31 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; 11/10; 21/20; ; ; 21/20; ; 11/10; ; 21/20; 21/20; ; ; 23/20; 11/10; 21/20; 6/5; 21/20; 6/5; 21/20; 11/10; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; 47/20; 12/5; ; ; 12/5; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 64/25; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; 13/5; 13/5; ; ; 11/4; ; 5/2; ; 5/2; 13/5; ; ; 12/5; 11/4; 27/11; 23/10; 5/2; 23/10; 27/11; 143/50; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-15 04:19:30 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; 11/10; 21/20; ; ; 21/20; ; 11/10; ; 21/20; 21/20; ; ; 23/20; 11/10; 21/20; 6/5; 21/20; 6/5; 21/20; 11/10; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; 47/20; 12/5; ; ; 12/5; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 64/25; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; 13/5; 13/5; ; ; 27/10; ; 5/2; ; 5/2; 13/5; ; ; 12/5; 11/4; 27/11; 23/10; 5/2; 23/10; 27/11; 143/50; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-15 08:19:34 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; 11/10; 21/20; ; ; 21/20; ; 11/10; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 6/5; 21/20; 6/5; 1; 11/10; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; 47/20; 12/5; ; ; 12/5; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 5/2; 12/5; 23/10; 12/5; 23/10; 12/5; 64/25; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; 13/5; 13/5; ; ; 27/10; ; 5/2; ; 5/2; 13/5; ; ; 12/5; 13/5; 5/2; 23/10; 5/2; 23/10; 5/2; 143/50; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-15 12:30:01 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; 11/10; 21/20; ; ; 21/20; ; 11/10; ; 21/20; 21/20; ; ; 23/20; 11/10; 21/20; 6/5; 21/20; 6/5; 21/20; 11/10; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; 47/20; 12/5; ; ; 12/5; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 64/25; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; 13/5; 13/5; ; ; 27/10; ; 5/2; ; 5/2; 13/5; ; ; 12/5; 11/4; 27/11; 23/10; 5/2; 23/10; 27/11; 143/50; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-15 16:19:46 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; 11/10; 21/20; ; 21/20; 21/20; ; 11/10; ; 21/20; 21/20; ; ; 23/20; 11/10; 21/20; 6/5; 21/20; 6/5; 21/20; 11/10; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 5/2; 12/5; 23/10; 12/5; 23/10; 12/5; 64/25; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; 13/5; 13/5; ; 5/2; 13/5; ; 5/2; ; 5/2; 13/5; ; ; 12/5; 13/5; 27/11; 23/10; 5/2; 23/10; 27/11; 143/50; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-15 20:19:43 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 21/20; ; 11/10; 21/20; ; 21/20; 21/20; ; 11/10; ; 21/20; 21/20; ; ; 23/20; 11/10; 21/20; 6/5; 21/20; 6/5; 21/20; 11/10; 21/20; 6/5; ; ; ; ; 
Draw; 12/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 5/2; 12/5; 23/10; 12/5; 23/10; 12/5; 64/25; 23/10; 23/10; ; ; ; ; 
Osasuna; 5/2; ; 13/5; 13/5; ; 5/2; 13/5; ; 5/2; ; 5/2; 13/5; ; ; 12/5; 13/5; 27/11; 23/10; 5/2; 23/10; 27/11; 143/50; 23/10; 23/10; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-16 00:19:26 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 19/20; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 21/20; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 12/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 14/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 28/11; 13/5; 5/2; 13/5; 28/11; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-16 04:19:19 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-16 08:19:16 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-16 12:20:35 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-16 16:20:58 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; ; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; ; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; ; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-17 00:19:48 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-17 04:19:56 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-17 08:19:48 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; ; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; ; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; ; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-17 12:19:56 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 23/10; 12/5; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 143/50; 23/10; 13/5; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-17 16:20:07 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; ; 1; 11/10; 21/20; ; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; ; 12/5; 64/25; 23/10; ; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; ; 5/2; 143/50; 23/10; ; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-17 20:19:48 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; 21/20; 1; 11/10; 21/20; ; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 64/25; 23/10; ; ; ; ; ; 
Osasuna; 13/5; ; 13/5; 13/5; ; 5/2; 13/5; ; 13/5; ; 5/2; 13/5; ; ; 12/5; 11/4; 5/2; 13/5; 5/2; 13/5; 5/2; 143/50; 23/10; ; ; ; ; ; 
META; spain/la-liga-primera/osasuna-v-valencia; 2016-12-18 00:19:30 GMT+2; 2017-01-09 19:45; e70300-dr003
Valencia; 11/10; ; 11/10; 21/20; ; 21/20; 21/20; ; 21/20; ; 21/20; 21/20; ; ; 23/20; 11/10; 1; 21/20; 21/20; ; 1; 11/10; 21/20; 21/20; ; ; ; ; 
Draw; 11/5; ; 47/20; 12/5; ; 5/2; 5/2; ; 12/5; ; 11/5; 12/5; ; ; 12/5; 12/5; 12/5; 12/5; 12/5; ; 12/5; 64/25; 23/10; 12/5; ; ; ; ; 
