META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-06 00:19:58 GMT+2; 2017-01-07 12:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-08 20:20:00 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-09 00:20:07 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-09 04:18:21 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-09 08:18:18 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-09 12:19:04 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-09 16:19:17 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-09 20:20:15 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-10 00:18:32 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-10 04:18:28 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-10 08:18:37 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-10 12:19:35 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-10 16:18:42 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-10 20:19:43 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-11 00:18:19 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-11 04:18:09 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-11 08:18:11 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-11 12:18:27 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-11 16:18:30 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; ; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; ; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-11 20:18:36 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; 1/22; ; ; ; ; ; ; ; ; ; 1/11; ; 1/12; ; 1/11; 2/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 17/2; ; ; ; ; ; ; ; ; ; 35/4; ; 9; ; 35/4; 17; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; 18; ; ; ; ; ; ; ; ; ; 65/4; ; 17; ; 65/4; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-12 00:17:50 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; ; ; ; ; ; ; 1/20; ; ; ; ; ; ; ; ; ; 1/10; ; 1/12; ; 1/10; 17/200; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; ; ; 29/4; ; 9; ; 29/4; 16; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; 28; ; ; ; ; ; ; ; ; ; 89/4; ; 17; ; 89/4; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-12 04:17:57 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; ; ; ; 1/20; ; ; ; ; ; ; ; ; 1/12; 1/10; ; 1/12; ; 1/10; 17/200; ; ; ; ; ; ; 
Draw; 10; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; 10; 29/4; ; 9; ; 29/4; 16; ; ; ; ; ; ; 
Granada; 25; ; ; ; ; ; 30; ; ; ; ; ; ; ; ; 28; 89/4; ; 17; ; 89/4; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-12 08:17:57 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; ; ; ; 1/20; ; ; ; ; ; ; ; ; 1/14; 1/12; ; 1/12; ; 1/12; 17/200; ; ; ; ; ; ; 
Draw; 10; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; 10; 8; ; 9; ; 8; 16; ; ; ; ; ; ; 
Granada; 25; ; ; ; ; ; 30; ; ; ; ; ; ; ; ; 33; 45/2; ; 17; ; 45/2; 28; ; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-12 12:10:39 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/20; ; 1/16; ; ; ; ; ; 1/14; 1/14; 1/14; ; 1/12; ; 1/12; 17/200; 1/19; ; ; ; ; ; 
Draw; 10; ; ; 11; ; ; 11; ; 11; ; ; ; ; ; 10; 11; 9; ; 9; ; 33/4; 16; 11; ; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 40; ; 28; ; ; ; ; ; 33; 28; 43/2; ; 17; ; 45/2; 28; 21; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-12 16:19:11 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/20; ; 1/18; ; 1/16; ; ; ; 1/14; 1/14; 1/12; ; 1/12; ; 1/12; 17/200; 1/19; ; ; ; ; ; 
Draw; 10; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 10; 33/4; ; 9; ; 33/4; 16; 11; ; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 45; ; 28; ; 40; ; ; ; 33; 33; 45/2; ; 17; ; 45/2; 28; 21; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-12 20:19:19 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/20; ; 1/18; ; 1/16; ; ; ; 1/14; 1/16; 1/25; ; 1/12; ; 1/25; 17/200; 1/19; ; ; ; ; ; 
Draw; 10; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 14; 13; ; 9; ; 13; 16; 11; ; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 40; ; 28; ; 40; ; ; ; 33; 33; 45/2; ; 17; ; 45/2; 28; 21; ; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-13 00:18:48 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/20; ; 1/18; ; 1/16; ; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 17/200; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 14; 13; 12; 9; 12; 13; 16; 11; 12; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 40; ; 28; ; 40; ; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-13 04:18:51 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/20; ; 1/18; ; 1/16; ; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 17/200; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 14; 13; 12; 9; 12; 13; 16; 11; 12; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 40; ; 28; ; 40; ; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-13 08:18:59 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/20; ; 1/18; ; 1/16; ; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 17/200; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 14; 13; 12; 9; 12; 13; 16; 11; 12; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 40; ; 28; ; 40; ; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-13 12:19:01 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/20; ; 1/18; ; 1/16; ; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 17/200; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 14; 13; 12; 9; 12; 13; 16; 11; 12; ; ; ; ; 
Granada; 25; ; ; 25; ; ; 40; ; 28; ; 40; ; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-13 16:19:47 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/22; ; 1/18; ; 1/18; ; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 17/200; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 14; 13; 12; 9; 12; 13; 16; 11; 12; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 45; ; 28; ; 40; ; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-13 20:19:55 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/22; ; 1/18; ; 1/18; ; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 17/200; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 14; 13; 12; 9; 12; 13; 16; 11; 12; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 45; ; 28; ; 40; ; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-14 00:18:52 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/22; ; 1/18; ; 1/18; ; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 14; 13; 12; 9; 12; 13; 37/2; 11; 12; ; ; ; ; 
Granada; 25; ; ; 28; ; ; 45; ; 28; ; 40; ; ; ; 33; 33; 45/2; 25; 17; 25; 45/2; 28; 21; 25; ; ; ; ; 
META; spain/la-liga-primera/real-madrid-v-granada; 2016-12-14 04:19:01 GMT+2; 2017-01-07 12:00; e70300-dr003
Real Madrid; 1/14; ; ; 1/16; ; ; 1/22; ; 1/18; ; 1/18; ; ; ; 1/14; 1/16; 1/25; 1/16; 1/12; 1/16; 1/25; 3/40; 1/19; 1/16; ; ; ; ; 
Draw; 12; ; ; 11; ; ; 12; ; 11; ; 12; ; ; ; 10; 14; 13; 12; 9; 12; 13; 37/2; 11; 12; ; ; ; ; 
