META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-29 04:18:28 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; ; 5/4; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; 23/18; ; ; ; ; ; 
Eibar; 11/5; ; ; ; ; ; 9/4; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 22/9; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; ; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-29 08:18:31 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; ; 5/4; ; ; ; 6/5; ; ; ; ; ; ; ; ; ; ; 23/18; ; ; ; ; ; 
Eibar; 11/5; ; ; ; ; ; 9/4; ; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; 22/9; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; ; 12/5; ; ; ; 12/5; ; ; ; ; ; ; ; ; ; ; 5/2; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-29 12:18:43 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; ; 13/10; ; ; 13/10; 5/4; ; ; ; ; ; ; 13/10; ; 13/10; ; 23/18; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-30 08:18:35 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; ; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; ; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; ; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; 39/19; 22/9; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; ; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; 40/17; 5/2; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-30 12:18:51 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; ; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; ; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; ; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; 39/19; 22/9; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; ; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; 40/17; 5/2; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-30 16:19:01 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 2; 21/10; 21/10; 21/10; 39/19; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-30 20:19:38 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; 39/19; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-31 00:18:34 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-31 04:18:44 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; ; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; 2; 22/9; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; 40/17; 5/2; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-31 08:18:37 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; ; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; ; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; ; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-31 11:56:39 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; ; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; ; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; ; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-31 16:19:02 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; ; 23/18; ; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; ; 22/9; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; ; 5/2; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-08-31 20:19:25 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; ; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; ; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; ; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-01 00:18:58 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; ; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; ; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; ; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-01 04:19:05 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; ; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; ; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; ; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-01 08:19:00 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; ; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; ; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; ; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-01 12:19:10 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-01 16:19:17 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-01 20:19:48 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-02 00:19:13 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-02 04:19:08 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; ; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-02 08:19:01 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-02 12:19:21 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-02 16:19:38 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-02 20:19:27 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; ; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; ; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; ; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-03 00:19:10 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; 5/4; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; 21/10; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; 12/5; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-03 04:19:14 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; 5/4; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; 21/10; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; 12/5; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-03 08:19:24 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; 5/4; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; 21/10; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; 12/5; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-03 12:19:37 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; 5/4; ; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; 21/10; ; 9/4; 2; 37/19; 21/10; 21/10; 21/10; 37/19; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; 12/5; ; 9/4; 12/5; 23/10; 23/10; 23/10; 23/10; 23/10; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-03 16:19:43 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; 5/4; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; 21/10; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; 12/5; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-03 20:19:36 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; 5/4; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; 11/9; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; 21/10; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; 15/8; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; 12/5; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; 5/2; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-04 00:19:15 GMT+3; 2016-09-17 17:30; e70300-dr003
Sevilla; 5/4; ; ; ; ; 13/10; 5/4; ; ; 13/10; 5/4; 13/10; ; 5/4; ; 13/10; 5/4; 5/4; 13/10; 5/4; 13/10; 5/4; 23/18; ; ; ; ; ; 
Eibar; 11/5; ; ; ; ; 23/10; 21/10; ; ; 21/10; 2; 19/10; ; 21/10; ; 9/4; 11/5; 2; 21/10; 21/10; 21/10; 2; 22/9; ; ; ; ; ; 
Draw; 9/4; ; ; ; ; 23/10; 5/2; ; ; 23/10; 12/5; 9/4; ; 12/5; ; 9/4; 12/5; 40/17; 23/10; 23/10; 23/10; 40/17; 5/2; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-sevilla; 2016-09-04 04:19:10 GMT+3; 2016-09-17 17:30; e70300-dr003
