META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-18 20:20:04 GMT+2; 2017-01-15 19:45; e70300-dr003
Draw; 11/4; ; ; ; ; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 141/50; ; ; ; ; ; ; 
Sevilla; 3; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 63/20; ; ; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-19 16:19:08 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; ; 5/6; ; 5/6; 10/11; ; ; ; ; ; ; ; 10/11; 10/11; 5/6; ; ; ; 5/6; 47/50; 5/6; ; ; ; ; ; 
Draw; 11/4; ; ; 3; ; 11/4; 14/5; ; ; ; ; ; ; ; 14/5; 14/5; 45/17; ; ; ; 45/17; 141/50; 14/5; ; ; ; ; ; 
Sevilla; 3; ; ; 11/4; ; 3; 14/5; ; ; ; ; ; ; ; 14/5; 3; 37/13; ; ; ; 37/13; 63/20; 5/2; ; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-19 20:19:45 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; ; 5/6; ; 5/6; 10/11; ; ; ; ; ; ; ; 10/11; 10/11; 5/6; 11/13; ; 5/6; 5/6; 47/50; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; ; 3; ; 11/4; 14/5; ; ; ; ; ; ; ; 14/5; 14/5; 45/17; 11/4; ; 11/4; 45/17; 141/50; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; ; 11/4; ; 3; 14/5; ; ; ; ; ; ; ; 14/5; 3; 37/13; 3; ; 3; 37/13; 63/20; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-20 00:19:24 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; ; 5/6; ; 5/6; 10/11; ; ; ; ; ; ; ; 10/11; 10/11; 5/6; 11/13; ; 5/6; 5/6; 47/50; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; ; 3; ; 11/4; 14/5; ; ; ; ; ; ; ; 14/5; 14/5; 45/17; 11/4; ; 11/4; 45/17; 141/50; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; ; 11/4; ; 3; 14/5; ; ; ; ; ; ; ; 14/5; 3; 37/13; 3; ; 3; 37/13; 63/20; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-20 04:19:19 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; ; 5/6; ; 5/6; 10/11; ; ; ; ; ; ; ; 10/11; 10/11; 5/6; 11/13; ; 5/6; 5/6; 47/50; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; ; 3; ; 11/4; 14/5; ; ; ; ; ; ; ; 14/5; 14/5; 45/17; 11/4; ; 11/4; 45/17; 141/50; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; ; 11/4; ; 3; 14/5; ; ; ; ; ; ; ; 14/5; 3; 37/13; 3; ; 3; 37/13; 63/20; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-20 08:19:25 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; ; 5/6; ; 5/6; 10/11; ; ; ; ; ; ; ; 10/11; 10/11; 5/6; 11/13; ; 5/6; 5/6; 47/50; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; ; 3; ; 11/4; 14/5; ; ; ; ; ; ; ; 14/5; 14/5; 45/17; 11/4; ; 11/4; 45/17; 141/50; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; ; 11/4; ; 3; 14/5; ; ; ; ; ; ; ; 14/5; 3; 37/13; 3; ; 3; 37/13; 63/20; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-20 12:19:54 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; ; 5/6; ; 5/6; 10/11; ; ; ; ; ; ; ; 10/11; 10/11; 5/6; 11/13; ; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; ; 3; ; 11/4; 14/5; ; ; ; ; ; ; ; 14/5; 14/5; 45/17; 11/4; ; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; ; 11/4; ; 3; 14/5; ; ; ; ; ; ; ; 14/5; 3; 37/13; 3; ; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-20 16:20:00 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; ; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; ; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; ; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-20 20:20:11 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-21 00:19:28 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-21 04:19:12 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-21 08:19:28 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-21 12:19:37 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-21 16:19:39 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-21 20:21:50 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-22 00:19:20 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-22 04:19:12 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-22 08:19:04 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-22 12:19:12 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-22 16:19:22 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 17/20; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-22 20:19:18 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-23 00:19:08 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-23 04:18:50 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; 5/6; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; 45/17; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; 37/13; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-23 08:18:51 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; ; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; ; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; ; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-23 12:18:58 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; ; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; ; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; ; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-23 16:18:57 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; 5/6; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; ; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; 11/4; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; ; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; 3; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; ; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-23 20:18:58 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; ; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; ; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; ; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; ; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; ; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; ; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-24 00:18:49 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; ; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; ; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; ; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; ; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; ; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; ; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-24 04:18:49 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; ; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; ; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; ; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; ; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; ; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; ; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-24 08:18:51 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; ; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; ; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; ; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; ; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; ; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; ; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-24 12:19:00 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; ; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; ; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; ; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; ; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; ; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; ; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-24 16:19:33 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; ; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; ; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; ; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; ; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; ; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; ; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-24 20:18:49 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; ; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; ; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; ; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; ; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; ; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; ; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-25 00:18:58 GMT+2; 2017-01-15 19:45; e70300-dr003
Real Madrid; ; ; 9/10; 5/6; ; 5/6; 10/11; ; ; ; 17/20; ; ; ; 10/11; 10/11; 5/6; 11/13; 5/6; 5/6; ; 21/25; 5/6; 11/13; ; ; ; ; 
Draw; ; ; 29/10; 3; ; 11/4; 14/5; ; ; ; 27/10; ; ; ; 14/5; 14/5; 45/17; 11/4; 13/5; 11/4; ; 29/10; 14/5; 11/4; ; ; ; ; 
Sevilla; ; ; 27/10; 11/4; ; 3; 14/5; ; ; ; 13/5; ; ; ; 14/5; 3; 37/13; 3; 31/10; 3; ; 18/5; 5/2; 3; ; ; ; ; 
META; spain/la-liga-primera/sevilla-v-real-madrid; 2016-12-25 04:18:56 GMT+2; 2017-01-15 19:45; e70300-dr003
