META; spain/la-liga-primera/real-sociedad-v-sevilla; 2016-12-10 20:19:53 GMT+2; 2017-01-07 19:45; e70300-dr003
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; ; 12/5; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-01 20:19:15 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 6/5; 5/4; 6/5; 13/10; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 6/5; 33/25; 5/4; 13/10; 5/4; ; 5/4; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 2; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 23/10; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; ; 5/2; 12/5; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-02 00:19:02 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 6/5; 13/10; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 6/5; 33/25; 5/4; 13/10; 5/4; ; 5/4; 13/10; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 23/10; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; ; 5/2; 5/2; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-02 04:19:00 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 6/5; 13/10; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 6/5; 33/25; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 23/10; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; ; 12/5; 5/2; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-02 08:19:09 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 6/5; 13/10; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 6/5; 33/25; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 21/10; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 23/10; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 23/10; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; ; 12/5; 5/2; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-02 12:18:51 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 6/5; 13/10; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 6/5; 33/25; 5/4; 13/10; 5/4; ; 6/5; 5/4; 
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 11/5; 2; 19/10; 2; 2; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 23/10; 19/10; 11/5; 21/10; ; 2; 2; 
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 23/10; 12/5; 9/4; 12/5; 23/10; 5/2; 23/10; 12/5; 23/10; ; 12/5; 5/2; 
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-02 16:19:02 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 6/5; 13/10; 5/4; 5/4; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 33/25; 5/4; 13/10; 5/4; ; 5/4; 5/4; 13/10
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 43/20; 2; 19/10; 2; 2; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 23/10; 19/10; 11/5; 21/10; ; 2; 2; 21/10
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 9/4; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 40/17; 12/5; 9/4; 12/5; 40/17; 5/2; 23/10; 12/5; 23/10; ; 12/5; 5/2; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-02 20:18:50 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 11/10; 13/10; 5/4; 5/4; 5/4; 6/5; 13/10; 13/10; 13/10; 6/5; 13/10; 13/10; 13/10; 6/5; 33/25; 5/4; 13/10; 5/4; ; 5/4; 5/4; 13/10
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 43/20; 2; 2; 2; 2; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 23/10; 19/10; 11/5; 21/10; ; 21/10; 2; 21/10
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 40/17; 12/5; 9/4; 12/5; 40/17; 5/2; 23/10; 12/5; 23/10; ; 5/2; 5/2; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-03 00:18:42 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 5/4; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 11/10; 13/10; 5/4; 5/4; 5/4; 6/5; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 5/4; 34/25; 5/4; 13/10; 5/4; ; 5/4; 5/4; 11/8
Sevilla; 11/5; 2; 41/20; 21/10; 21/10; 43/20; 2; 2; 2; 2; 19/10; 21/10; 15/8; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 113/50; 19/10; 11/5; 21/10; ; 21/10; 2; 11/5
Draw; 23/10; 5/2; 49/20; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 12/5; 5/2; 40/17; 12/5; 9/4; 12/5; 40/17; 5/2; 23/10; 12/5; 23/10; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-03 04:18:34 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 5/4; 27/20; 13/10; 11/8; 7/5; 11/8; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 11/8; 11/8; 11/8; 23/17; 13/10; 13/10; 13/10; 23/17; 69/50; 13/10; 13/10; 11/8; ; 11/8; 7/5; 7/5
Sevilla; 19/10; 2; 39/20; 19/10; 15/8; 41/20; 19/10; 2; 2; 19/10; 15/8; 21/10; 9/5; 2; 19/10; 2; 37/19; 11/5; 21/10; 11/5; 37/19; 56/25; 9/5; 11/5; 15/8; ; 19/10; 19/10; 19/10
Draw; 23/10; 5/2; 49/20; 5/2; 23/10; 5/2; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 5/2; 5/2; 12/5; 12/5; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-03 08:18:49 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 5/4; 27/20; 13/10; 11/8; 7/5; 11/8; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 11/8; 11/8; 11/8; 23/17; 13/10; 23/17; 13/10; 23/17; 71/50; 13/10; 13/10; 11/8; ; 5/4; 27/20; 7/5
Sevilla; 19/10; 2; 39/20; 19/10; 15/8; 41/20; 19/10; 2; 2; 19/10; 15/8; 21/10; 9/5; 2; 19/10; 2; 19/10; 11/5; 2; 11/5; 19/10; 43/20; 9/5; 11/5; 15/8; ; 9/5; 19/10; 19/10
Draw; 23/10; 5/2; 49/20; 5/2; 23/10; 5/2; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 5/2; 5/2; 12/5; 12/5; 11/5; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; ; 12/5; 12/5; 13/5
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-03 12:18:35 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 13/10; 27/20; 13/10; 11/8; 7/5; 11/8; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 11/8; 11/8; 11/8; 23/17; 7/5; 23/17; 7/5; 23/17; 71/50; 13/10; 7/5; 7/5; ; 27/20; 11/8; 7/5
Sevilla; 19/10; 19/10; 39/20; 19/10; 19/10; 41/20; 19/10; 2; 2; 19/10; 15/8; 21/10; 9/5; 2; 19/10; 2; 19/10; 37/19; 2; 19/10; 19/10; 43/20; 9/5; 37/19; 2; ; 19/10; 19/10; 2
Draw; 23/10; 5/2; 49/20; 5/2; 23/10; 5/2; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 5/2; 5/2; 12/5; 5/2; 11/5; 5/2; 12/5; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-03 16:19:13 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 13/10; 27/20; 7/5; 11/8; 7/5; 11/8; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 11/8; 11/8; 11/8; 13/10; 7/5; 23/17; 7/5; 13/10; 7/5; 13/10; 7/5; 11/8; ; 27/20; 11/8; 7/5
Sevilla; 19/10; 19/10; 39/20; 19/10; 19/10; 41/20; 19/10; 2; 2; 19/10; 15/8; 21/10; 9/5; 2; 19/10; 2; 37/19; 37/19; 2; 19/10; 37/19; 11/5; 9/5; 37/19; 2; ; 19/10; 19/10; 2
Draw; 23/10; 5/2; 49/20; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 5/2; 5/2; 12/5; 5/2; 11/5; 5/2; 12/5; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-03 20:19:01 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 13/10; 27/20; 7/5; 11/8; 7/5; 11/8; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 11/8; 11/8; 11/8; 13/10; 7/5; 23/17; 7/5; 13/10; 7/5; 13/10; 7/5; 11/8; ; 27/20; 11/8; 7/5
Sevilla; 19/10; 19/10; 39/20; 19/10; 19/10; 41/20; 19/10; 2; 2; 19/10; 15/8; 21/10; 9/5; 2; 19/10; 2; 37/19; 37/19; 2; 19/10; 37/19; 11/5; 9/5; 37/19; 2; ; 19/10; 19/10; 2
Draw; 23/10; 5/2; 49/20; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 5/2; 5/2; 12/5; 5/2; 11/5; 5/2; 12/5; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-04 00:18:39 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 13/10; 27/20; 7/5; 11/8; 7/5; 11/8; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 11/8; 11/8; 11/8; 23/17; 7/5; 23/17; 7/5; 23/17; 7/5; 13/10; 7/5; 11/8; ; 27/20; 11/8; 7/5
Sevilla; 19/10; 19/10; 39/20; 19/10; 19/10; 41/20; 19/10; 2; 2; 19/10; 15/8; 21/10; 9/5; 2; 19/10; 2; 37/19; 37/19; 2; 19/10; 37/19; 11/5; 9/5; 37/19; 2; ; 19/10; 19/10; 2
Draw; 23/10; 5/2; 49/20; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 5/2; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-04 04:18:47 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 13/10; 27/20; 7/5; 11/8; 7/5; 11/8; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 11/8; 11/8; 11/8; 23/17; 7/5; 23/17; 7/5; 23/17; 7/5; 13/10; 7/5; 11/8; ; 27/20; 11/8; 7/5
Sevilla; 19/10; 19/10; 39/20; 19/10; 19/10; 41/20; 19/10; 2; 2; 19/10; 15/8; 21/10; 9/5; 2; 19/10; 2; 37/19; 37/19; 2; 19/10; 37/19; 11/5; 9/5; 37/19; 2; ; 19/10; 19/10; 2
Draw; 23/10; 5/2; 49/20; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 5/2; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-04 08:19:03 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 13/10; 27/20; 7/5; 11/8; 7/5; 11/8; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 11/8; 11/8; 11/8; 23/17; 7/5; 23/17; 7/5; 23/17; 7/5; 13/10; 7/5; 11/8; ; 27/20; 11/8; 7/5
Sevilla; 19/10; 19/10; 39/20; 19/10; 19/10; 41/20; 19/10; 2; 2; 19/10; 15/8; 21/10; 9/5; 2; 19/10; 2; 37/19; 37/19; 2; 19/10; 37/19; 11/5; 9/5; 37/19; 2; ; 19/10; 19/10; 2
Draw; 23/10; 5/2; 49/20; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 5/2; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-04 12:19:00 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 13/10; 27/20; 7/5; 11/8; 7/5; 11/8; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 11/8; 11/8; 11/8; 23/17; 7/5; 23/17; 7/5; 23/17; 7/5; 13/10; 7/5; 11/8; ; 27/20; 27/20; 7/5
Sevilla; 19/10; 19/10; 39/20; 19/10; 19/10; 41/20; 19/10; 2; 2; 19/10; 15/8; 21/10; 9/5; 2; 19/10; 2; 37/19; 37/19; 2; 19/10; 37/19; 11/5; 9/5; 37/19; 2; ; 19/10; 19/10; 2
Draw; 23/10; 5/2; 49/20; 23/10; 23/10; 12/5; 5/2; 12/5; 12/5; 12/5; 23/10; 12/5; 11/5; 23/10; 5/2; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-04 16:19:07 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 13/10; 11/8; 13/10; 13/10; 7/5; 23/17; 7/5; 13/10; 7/5; 13/10; 7/5; 11/8; ; 13/10; 13/10; 7/5
Sevilla; 19/10; 19/10; 2; 19/10; 2; 41/20; 2; 2; 2; 2; 2; 21/10; 9/5; 21/10; 19/10; 11/5; 2; 37/19; 2; 19/10; 2; 11/5; 9/5; 37/19; 2; ; 2; 2; 21/10
Draw; 23/10; 5/2; 49/20; 5/2; 23/10; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 23/10; 5/2; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-05 00:19:01 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 13/10; 11/8; 13/10; 13/10; 7/5; 23/17; 7/5; 13/10; 7/5; ; 7/5; 11/8; ; 13/10; 13/10; 7/5
Sevilla; 19/10; 2; 2; 2; 19/10; 41/20; 2; 2; 2; 2; 2; 21/10; 9/5; 2; 19/10; 11/5; 2; 37/19; 2; 19/10; 2; 11/5; ; 37/19; 2; ; 2; 2; 21/10
Draw; 23/10; 5/2; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 5/2; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; ; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-05 04:18:48 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 13/10; 11/8; 13/10; 13/10; 7/5; 23/17; 7/5; 13/10; 7/5; 13/10; 7/5; 11/8; ; 13/10; 13/10; 7/5
Sevilla; 19/10; 21/10; 2; 2; 2; 21/10; 2; 2; 2; 2; 2; 21/10; 9/5; 21/10; 19/10; 11/5; 2; 37/19; 2; 19/10; 2; 11/5; 19/10; 37/19; 2; ; 2; 2; 21/10
Draw; 23/10; 12/5; 5/2; 12/5; 23/10; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 23/10; 5/2; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-05 08:18:44 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; 11/10; 13/10; 13/10; 13/10; 5/4; 6/5; 13/10; 11/8; 13/10; 13/10; 7/5; 23/17; 7/5; 13/10; 7/5; 13/10; 7/5; 11/8; ; 13/10; 13/10; 7/5
Sevilla; 19/10; 21/10; 2; 2; 19/10; 21/10; 2; 2; 2; 2; 2; 21/10; 9/5; 2; 19/10; 11/5; 2; 37/19; 2; 19/10; 2; 11/5; 19/10; 37/19; 2; ; 19/10; 2; 21/10
Draw; 23/10; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 5/2; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-05 12:18:55 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad; 11/8; 5/4; 13/10; 13/10; 13/10; 27/20; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8; 6/5; 13/10; 11/8; 13/10; 13/10; 7/5; 23/17; 7/5; 13/10; 7/5; 13/10; 7/5; 11/8; ; 13/10; 13/10; 7/5
Sevilla; 19/10; 21/10; 2; 2; 19/10; 21/10; 2; 2; 2; 2; 2; 21/10; 9/5; 2; 19/10; 11/5; 2; 37/19; 2; 19/10; 2; 11/5; 19/10; 37/19; 2; ; 19/10; 2; 21/10
Draw; 23/10; 12/5; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 23/10; 11/5; 12/5; 5/2; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-05 16:18:53 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad ; 11/8; 5/4; 13/10; 13/10; 11/8; 27/20; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8; 6/5; 13/10; 11/8; 13/10; 13/10; 23/17; 23/17; 27/20; 13/10; 7/5; 13/10; 23/17; 11/8; ; 13/10; 13/10; 7/5
Sevilla; 19/10; 2; 2; 2; 2; 21/10; 2; 2; 2; 2; 2; 21/10; 9/5; 2; 19/10; 11/5; 2; 2; 2; 2; 2; 11/5; 19/10; 2; 2; ; 19/10; 2; 21/10
Draw; 23/10; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 5/2; 5/2; 27/11; 28/11; 11/5; 5/2; 27/11; 5/2; 23/10; 28/11; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-05 20:18:39 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad ; 11/8; 5/4; 13/10; 13/10; 13/10; 27/20; 13/10; 13/10; 13/10; 5/4; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 5/4; 5/4; 23/17; 5/4; 5/4; 131/100; 13/10; 5/4; 11/8; ; 13/10; 13/10; 7/5
Sevilla; 19/10; 2; 2; 2; 21/10; 43/20; 2; 2; 2; 21/10; 2; 21/10; 9/5; 2; 21/10; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 58/25; 19/10; 21/10; 2; ; 2; 2; 11/5
Draw; 23/10; 5/2; 5/2; 12/5; 5/2; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 12/5; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 23/10; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-06 00:18:45 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad ; 11/8; 5/4; 13/10; 13/10; 11/8; 27/20; 11/8; 13/10; 13/10; 5/4; 5/4; 13/10; 6/5; 11/8; 13/10; 13/10; 5/4; 5/4; 23/17; 5/4; 5/4; 131/100; 13/10; 5/4; 11/8; ; 13/10; 13/10; 7/5
Sevilla; 19/10; 2; 2; 2; 21/10; 43/20; 21/10; 2; 2; 21/10; 21/10; 11/5; 9/5; 21/10; 21/10; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 58/25; 21/10; 21/10; 2; ; 2; 2; 11/5
Draw; 23/10; 5/2; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 5/2; 12/5; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 5/2; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-06 00:46:31 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad ; 11/8; 5/4; 13/10; 13/10; 11/8; 27/20; 11/8; 13/10; 13/10; 5/4; 5/4; 13/10; 6/5; 11/8; 13/10; 13/10; 5/4; 5/4; 23/17; 5/4; 5/4; 131/100; 13/10; 5/4; 11/8; ; 13/10; 13/10; 7/5
Sevilla; 19/10; 2; 2; 2; 21/10; 43/20; 21/10; 2; 2; 21/10; 21/10; 11/5; 9/5; 21/10; 21/10; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 58/25; 21/10; 21/10; 2; ; 2; 2; 11/5
Draw; 23/10; 5/2; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 5/2; 12/5; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 5/2; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-06 01:47:23 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad ; 11/8; 5/4; 13/10; 13/10; 11/8; 27/20; 11/8; 13/10; 13/10; 5/4; 5/4; 13/10; 6/5; 11/8; 13/10; 13/10; 5/4; 5/4; 23/17; 5/4; 5/4; 131/100; 13/10; 5/4; 11/8; ; 13/10; 13/10; 7/5
Sevilla; 19/10; 2; 2; 2; 21/10; 43/20; 21/10; 2; 2; 21/10; 21/10; 11/5; 9/5; 21/10; 21/10; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 58/25; 21/10; 21/10; 2; ; 21/10; 2; 11/5
Draw; 23/10; 5/2; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 5/2; 12/5; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 5/2; 5/2; 12/5; ; 12/5; 12/5; 5/2
META; spain/la-liga-primera/real-sociedad-v-sevilla; 2017-01-06 03:47:29 GMT+2; 2017-01-07 19:45; e70300-dr003
Real Sociedad ; 11/8; 5/4; 13/10; 13/10; 11/8; 27/20; 11/8; 13/10; 13/10; 5/4; 5/4; 13/10; 6/5; 11/8; 13/10; 13/10; 5/4; 5/4; 23/17; 5/4; 5/4; 131/100; 13/10; 5/4; 11/8; ; 13/10; 13/10; 7/5
Sevilla; 19/10; 2; 2; 2; 21/10; 43/20; 21/10; 2; 2; 21/10; 21/10; 11/5; 9/5; 21/10; 21/10; 11/5; 21/10; 21/10; 2; 21/10; 21/10; 58/25; 21/10; 21/10; 2; ; 2; 2; 11/5
Draw; 23/10; 5/2; 5/2; 12/5; 12/5; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 11/5; 5/2; 12/5; 5/2; 27/11; 5/2; 11/5; 5/2; 27/11; 5/2; 5/2; 5/2; 12/5; ; 12/5; 12/5; 5/2
