META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-11 00:18:31 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-28 16:19:04 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-28 20:19:07 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; ; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; ; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; ; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-29 00:19:09 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 8/15; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 4/9; 4/9; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 29/10; 3; 14/5; 3; 11/4; ; 5/2; 5/2; 
Alaves; 6; 6; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 6; 33/5; 24/5; 6; 6; ; 26/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-29 04:19:05 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 4/9; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 29/10; 3; 3; 3; 29/10; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 6; 6; 5; 6; 6; 33/5; 24/5; 6; 6; ; 29/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-29 08:19:10 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 29/10; 3; 3; 3; 29/10; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 6; 6; 5; 6; 6; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-29 12:19:24 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 11/2; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-29 16:19:30 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 11/2; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-29 20:19:11 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; ; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 14/5; ; 
Alaves; 6; 11/2; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; ; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-30 00:19:04 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 11/2; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-30 04:19:29 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 11/2; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-30 08:19:08 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 12/25; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 14/5; 14/5; 3; 3; 29/10; 3; 3; 3; 29/10; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 11/2; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 6; 6; 5; 6; 6; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-30 12:19:40 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-30 16:19:25 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-30 20:19:41 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 28/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-31 00:19:05 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-31 04:19:06 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-31 08:18:57 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 57/100; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 3; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-31 12:19:17 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 16/5; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-31 16:19:54 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; ; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; ; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 16/5; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; ; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2016-12-31 20:19:21 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 16/5; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; 6; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2017-01-01 00:19:09 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 16/5; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 11/2; 6; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2017-01-01 04:19:05 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 1/2; 11/21; 8/15; ; 1/2; 4/9; 
Draw; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 16/5; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 6; 6; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 26/5; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2017-01-01 08:19:18 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 16/5; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 6; 6; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2017-01-01 12:19:28 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 11/20; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 16/5; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 6; 6; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 33/5; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2017-01-01 16:19:17 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 27/50; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 13/4; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 6; 6; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 13/2; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2017-01-01 20:19:17 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 27/50; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 13/4; 14/5; 3; 11/4; ; 14/5; 14/5; 
Alaves; 6; 6; 6; 6; 6; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 13/2; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2017-01-02 00:19:04 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 27/50; 1/2; 11/21; 8/15; ; 1/2; 8/15; 
Draw; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 13/4; 14/5; 3; 11/4; ; 14/5; 3; 
Alaves; 6; 6; 6; 6; 6; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 13/2; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2017-01-02 04:19:02 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 27/50; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 13/4; 14/5; 3; 11/4; ; 14/5; 3; 
Alaves; 6; 6; 6; 6; 6; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 13/2; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2017-01-02 08:19:11 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 27/50; 1/2; 11/21; 8/15; ; 1/2; 8/15; 
Draw; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 13/4; 14/5; 3; 11/4; ; 14/5; 3; 
Alaves; 6; 6; 6; 6; 6; 6; 6; 11/2; 11/2; 6; 6; 11/2; 11/2; 6; 6; 13/2; 59/10; 6; 5; 6; 59/10; 13/2; 24/5; 6; 6; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2017-01-02 12:18:53 GMT+2; 2017-01-08 11:00; e70300-dr003
Athletic Bilbao; 8/15; 8/15; 8/15; 8/15; 1/2; 11/20; 1/2; 4/9; 8/15; 1/2; 1/2; 11/20; 1/2; 1/2; 8/15; 8/15; 17/35; 11/21; 8/15; 1/2; 17/35; 27/50; 1/2; 11/21; 8/15; ; 1/2; 1/2; 
Draw; 11/4; 14/5; 14/5; 14/5; 11/4; 3; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 57/20; 14/5; 3; 3; 37/13; 3; 3; 3; 37/13; 13/4; 14/5; 3; 11/4; ; 14/5; 3; 
Alaves; 6; 6; 6; 6; 6; 6; 6; 11/2; 11/2; 6; 11/2; 11/2; 11/2; 6; 6; 13/2; 76/13; 6; 5; 6; 76/13; 13/2; 24/5; 6; 11/2; ; 29/5; 6; 
META; spain/la-liga-primera/athletic-bilbao-v-alaves; 2017-01-02 16:19:05 GMT+2; 2017-01-08 11:00; e70300-dr003
