META; spain/la-liga-primera/espanyol-v-alaves; 2017-03-26 00:24:18 GMT+2; 2017-04-08 11:00; e70300-dr003
Espanyol; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 87/100; ; ; ; ; ; ; ; 
Draw; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 51/20; ; ; ; ; ; ; ; 
Alaves; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2017-03-30 00:24:07 GMT+3; 2017-04-08 12:00; e70300-dr003
Espanyol; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/20; ; ; 23/25; ; ; ; ; ; 1/2; ; 
Draw; ; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; 23/20; ; 
Alaves; ; ; 27/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/10; ; ; 19/5; ; ; ; ; ; 11/8; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2017-04-01 04:18:13 GMT+3; ; e70300-dr003
Sheffield Utd; 1/5000; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bolton; 1/20; 1/16; ; 1/16; 1/14; ; 1/16; 1/16; 1/20; 1/25; 1/20; ; 1/20; ; 1/16; 1/16; 1/16; 1/20; 1/20; 1/16; 13/200; 1/20; 1/20; ; 1/20; ; 1/100; ; 
Tondela 8-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tondela 8-3; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tondela 9-0; ; ; ; ; 200; ; ; 500; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tondela 9-1; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Tondela 9-2; ; ; ; ; ; ; ; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2017-04-02 08:19:55 GMT+3; 2017-04-08 12:00; e70300-dr003
Espanyol; ; ; 1; ; ; ; ; ; 9/10; ; ; ; ; ; ; ; ; 19/20; ; ; 23/25; ; ; ; ; ; 8/15; ; 
Draw; ; ; 11/5; ; ; ; ; ; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; 6/4; ; 
Alaves; ; ; 27/10; ; ; ; ; ; 10/3; ; ; ; ; ; ; ; ; 29/10; ; ; 19/5; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2017-04-02 20:17:58 GMT+3; 2017-04-01 13:00; e70300-dr003
FSV Frankfurt; ; 13/8; ; ; 17/10; ; ; 17/10; ; ; 8/5; 13/8; ; ; ; 7/4; ; ; 17/10; ; 44/25; ; 17/10; ; 7/4; ; 13/8; ; 
Fortuna Koln; ; 6/4; ; ; 8/5; ; ; 6/4; ; ; 6/4; 31/20; ; ; ; 8/5; ; ; 7/5; ; 89/50; ; 31/21; ; 6/4; ; 8/5; ; 
Draw; ; 2; ; ; 21/10; ; ; 2; ; ; 2; 2; ; ; ; 2; ; ; 2; ; 56/25; ; 39/19; ; 21/10; ; 19/10; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2017-04-03 00:17:01 GMT+3; 2017-04-08 12:00; e70300-dr003
Espanyol; ; 10/11; 1; ; ; ; 9/10; 10/11; 9/10; ; 20/23; 20/21; ; ; ; 19/20; 13/15; 19/20; 9/10; 13/15; 23/25; ; 9/10; ; 9/10; ; 4/7; ; 
Draw; ; 23/10; 11/5; ; ; ; 12/5; 2; 12/5; ; 11/5; 11/5; ; ; ; 23/10; 23/10; 23/10; 12/5; 23/10; 5/2; ; 12/5; ; 12/5; ; 2; ; 
Alaves; ; 3; 27/10; ; ; ; 10/3; 3; 10/3; ; 16/5; 16/5; ; ; ; 10/3; 41/13; 29/10; 3; 41/13; 19/5; ; 13/4; ; 13/4; ; 27/10; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2017-04-03 08:16:39 GMT+3; ; e70300-dr003
Barcelona/Bayern Munich; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; 
Barcelona/Real Madrid; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 26/5; ; 
Barcelona/Atletico Madrid; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/5; ; 
Barcelona/Borussia Dortmund; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; 
Bayern Munich/Atletico Madrid; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; 
Bayern Munich/Borussia Dortmund; ; ; ; ; ; ; 10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10; ; 
Bayern Munich/Juventus; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 54/5; ; 
Atletico Madrid/Borussia Dortmund; ; ; ; ; ; ; 14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 62/5; ; 
Real Madrid/Atletico Madrid; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19/2; ; 
Real Madrid/Borussia Dortmund; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 54/5; ; 
Barcelona/Monaco; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bayern Munich/Monaco; ; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Real Madrid/Juventus; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 62/5; ; 
Barcelona/Juventus; ; ; ; ; ; ; 20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 28; ; 
Juventus/Atletico Madrid; ; ; ; ; ; ; 25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 76/5; ; 
Juventus/Borussia Dortmund; ; ; ; ; ; ; 25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 76/5; ; 
Atletico Madrid/Monaco; ; ; ; ; ; ; 25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Real Madrid/Monaco; ; ; ; ; ; ; 25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Juventus/Monaco; ; ; ; ; ; ; 33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bayern Munich/Leicester City; ; ; ; ; ; ; 40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 19; ; 
Barcelona/Leicester City; ; ; ; ; ; ; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 18; ; 
Atletico Madrid/Leicester City; ; ; ; ; ; ; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Real Madrid/Leicester City; ; ; ; ; ; ; 66; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20; ; 
Juventus/Leicester City; ; ; ; ; ; ; 100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23; ; 
Borussia Dortmund/Leicester City; ; ; ; ; ; ; 125; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23; ; 
Leicester City/Monaco; ; ; ; ; ; ; 150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Bayern Munich/Real Madrid; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 28; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2017-04-05 11:25:45 GMT+3; 2017-04-08 12:00; e70300-dr003
Espanyol; 6/5; 23/20; 5/4; 21/20; 6/5; 6/5; 23/20; 10/11; 11/10; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 21/20; 11/10; 15/13; 59/50; 10/9; 11/10; 6/5; 11/10; ; 21/20; ; 
Draw; 21/10; 11/5; 21/10; 21/10; 11/5; 23/10; 11/5; 2; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 11/5; 11/5; ; 2; ; 
Alaves; 5/2; 13/5; 13/5; 3; 13/5; 13/5; 13/5; 3; 13/5; 13/5; 12/5; 13/5; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 11/4; 13/5; 147/50; 12/5; 11/4; 12/5; 11/4; ; 27/10; ; 
META; spain/la-liga-primera/espanyol-v-alaves; 2017-04-05 16:18:55 GMT+3; 2017-04-08 12:00; e70300-dr003
Espanyol; 6/5; 23/20; 5/4; 21/20; 6/5; 6/5; 23/20; 10/11; 11/10; 23/20; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 21/20; 11/10; 15/13; 59/50; 10/9; 11/10; 6/5; 11/10; ; 11/10; ; 6/5
Draw; 21/10; 11/5; 21/10; 21/10; 11/5; 23/10; 11/5; 2; 9/4; 21/10; 2; 21/10; 11/5; 11/5; 9/4; 11/5; 11/5; 9/4; 11/5; 11/5; 23/10; 11/5; 11/5; 21/10; 11/5; ; 2; ; 11/5
Alaves; 5/2; 13/5; 13/5; 3; 13/5; 13/5; 13/5; 3; 13/5; 13/5; 12/5; 13/5; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 11/4; 13/5; 147/50; 12/5; 11/4; 12/5; 11/4; ; 27/10; ; 14/5
META; spain/la-liga-primera/espanyol-v-alaves; 2017-04-06 16:04:01 GMT+3; 2017-04-08 12:00; e70300-dr003
Espanyol; 6/5; 23/20; 6/5; 23/20; 6/5; 6/5; 5/4; 1; 6/5; 23/20; 23/20; 6/5; 6/5; 5/4; 23/20; 15/13; 6/5; 21/20; 23/20; 6/5; 61/50; 19/16; 13/11; 23/20; 6/5; ; 23/20; 23/20; 6/5
Draw; 21/10; 21/10; 21/10; 2; 11/5; 9/4; 11/5; 11/5; 11/5; 21/10; 21/10; 2; 9/4; 9/4; 21/10; 11/5; 28/13; 9/4; 11/5; 28/13; 57/25; 11/5; 11/5; 21/10; 11/5; ; 21/10; 21/10; 11/5
Alaves; 13/5; 13/5; 13/5; 14/5; 13/5; 13/5; 11/4; 11/4; 13/5; 13/5; 13/5; 13/5; 51/20; 27/10; 11/4; 27/10; 13/5; 13/5; 5/2; 13/5; 71/25; 45/17; 28/11; 5/2; 13/5; ; 11/4; 11/4; 11/4
META; spain/la-liga-primera/espanyol-v-alaves; 2017-04-06 20:04:34 GMT+3; 2017-04-08 12:00; e70300-dr003
Espanyol; 11/10; 23/20; 6/5; 23/20; 23/20; 6/5; 6/5; 1; 6/5; 23/20; 11/10; 6/5; 6/5; 6/5; 23/20; 15/13; 15/13; 21/20; 23/20; 15/13; 6/5; 19/16; 13/11; 23/20; 6/5; ; 23/20; 23/20; 6/5
Draw; 21/10; 21/10; 11/5; 2; 11/5; 9/4; 11/5; 11/5; 11/5; 21/10; 21/10; 2; 9/4; 9/4; 21/10; 11/5; 28/13; 9/4; 11/5; 28/13; 113/50; 11/5; 11/5; 21/10; 11/5; ; 21/10; 21/10; 11/5
Alaves; 14/5; 13/5; 11/4; 14/5; 11/4; 13/5; 14/5; 11/4; 13/5; 13/5; 11/4; 13/5; 51/20; 11/4; 11/4; 14/5; 13/5; 13/5; 5/2; 13/5; 29/10; 45/17; 28/11; 13/5; 13/5; ; 11/4; 11/4; 14/5
META; spain/la-liga-primera/espanyol-v-alaves; 2017-04-07 13:05:43 GMT+3; 2017-04-08 12:00; e70300-dr003
Espanyol; 11/10; 23/20; 5/4; 23/20; 23/20; 23/20; 6/5; 1; 11/10; 23/20; 23/20; 23/20; 23/20; 6/5; 23/20; 15/13; 15/13; 11/10; 23/20; 15/13; 59/50; 9/8; 13/11; 6/5; 6/5; ; 23/20; 23/20; 6/5
Draw; 21/10; 21/10; 11/5; 2; 11/5; 11/5; 9/4; 11/5; 85/40; 21/10; 21/10; 21/10; 11/5; 9/4; 21/10; 11/5; 28/13; 9/4; 11/5; 28/13; 113/50; 9/4; 11/5; 11/5; 11/5; ; 21/10; 21/10; 21/10
Alaves; 14/5; 13/5; 11/4; 14/5; 11/4; 14/5; 27/10; 11/4; 13/5; 13/5; 27/10; 13/5; 11/4; 27/10; 11/4; 14/5; 13/5; 11/4; 5/2; 13/5; 147/50; 11/4; 28/11; 13/5; 13/5; ; 14/5; 11/4; 14/5
