META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-18 20:20:52 GMT+2; 2017-04-05 17:30; e70300-dr003
Sevilla; 10; ; 9; 15/2; ; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; ; 9; 9; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; 4/11; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-28 00:18:40 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; 2/7; 5/19; 1/4; ; 1/4; ; 1/5; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 17/4; 11/2; 67/13; 57/10; 53/10; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; ; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 31/4; 9; 9; 31/4; 10; 67/10; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-28 04:18:34 GMT+3; 2017-04-03 18:30; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; 21/10; ; 21/10; ; ; ; 
Viitorul Constanta; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; 13/10; ; 28/13; ; ; ; 
Astra Giurgiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; 11/5; ; 25/19; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-28 08:18:39 GMT+3; 2017-04-01 11:30; e70300-dr003
Istanbul Basaksehir; 21/20; 21/20; 11/10; ; 11/10; 11/10; 11/10; ; 1; 11/10; 21/20; 21/20; 21/20; ; 11/10; ; 11/10; 21/20; 1; 21/20; 11/10; 21/20; 42/41; ; 42/41; ; 1; 21/20; 10/9
Draw; 11/5; 85/40; 21/10; ; 11/5; 23/10; 11/5; ; 2; 21/10; 19/10; 21/10; 11/5; ; 21/10; ; 21/10; 9/4; 11/5; 11/5; 23/10; 9/4; 11/5; ; 11/5; ; 19/10; 21/10; 11/5
Akhisar Belediye; 14/5; 13/5; 27/10; ; 11/4; 14/5; 27/10; ; 5/2; 11/4; 5/2; 13/5; 27/10; ; 13/5; ; 13/5; 5/2; 13/5; 27/10; 149/50; 9/4; 45/17; ; 27/10; ; 27/10; 13/5; 14/5
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-28 12:34:47 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; 2/7; 5/19; 1/4; ; 1/4; ; 1/5; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 17/4; 11/2; 67/13; 57/10; 53/10; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; ; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 31/4; 9; 9; 31/4; 10; 67/10; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-28 16:20:43 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; 2/7; 5/19; 1/4; ; 1/4; ; 2/11; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 17/4; 11/2; 67/13; 57/10; 53/10; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; ; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 31/4; 9; 9; 31/4; 10; 67/10; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-28 20:19:41 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; 2/7; 5/19; 1/4; ; 1/4; ; 2/11; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 17/4; 11/2; 67/13; 57/10; 53/10; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; ; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 31/4; 9; 9; 31/4; 10; 67/10; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-29 04:17:50 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; 1/4; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; 2/7; 5/19; 1/4; ; 1/4; ; 2/11; ; 
Draw; 11/2; ; 11/2; 5; 11/2; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 17/4; 11/2; 67/13; 57/10; 53/10; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; 11; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 31/4; 9; 9; 31/4; 10; 67/10; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-29 08:18:42 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; 1/4; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; 2/7; 5/19; 1/4; ; 1/4; ; 2/11; ; 
Draw; 11/2; ; 11/2; 5; 11/2; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 17/4; 11/2; 67/13; 57/10; 53/10; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; 11; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 31/4; 9; 9; 31/4; 10; 67/10; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-29 12:19:16 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; 1/4; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 5/18; 1/4; ; 2/7; 5/19; 1/4; ; 1/4; ; 2/11; ; 
Draw; 11/2; ; 11/2; 5; 11/2; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 17/4; 11/2; ; 57/10; 53/10; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; 11; 17/2; 19/2; ; 8; 17/2; 9; 17/2; 9; 12; 9; 9; 31/4; 9; 9; ; 10; 67/10; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-29 20:17:42 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; 1/4; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; ; 2/9; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; 2/7; 5/19; 1/4; ; 1/4; ; 2/11; ; 
Draw; 11/2; ; 11/2; 5; 11/2; 11/2; 11/2; ; 11/2; 11/2; 5; 5; ; 5; 11/2; 11/2; 67/13; 17/4; 11/2; 67/13; 57/10; 53/10; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; 11; 17/2; 19/2; ; 8; 17/2; 9; 9; ; 12; 9; 9; 31/4; 9; 9; 31/4; 10; 67/10; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-30 00:23:47 GMT+3; 2017-03-31 19:00; e70300-dr003
Alcorcon; 5/4; 5/4; 13/10; 6/5; 13/10; 6/5; 11/8; 11/10; 6/5; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 5/4; 5/4; 6/5; 23/20; 5/4; 13/10; 5/4; 7/6; ; 6/5; ; 5/4; 5/4; 11/8
Draw; 19/10; 15/8; 15/8; 15/8; 19/10; 37/20; 19/10; 15/8; 9/5; 9/5; 15/8; 15/8; 19/10; 19/10; 9/5; 15/8; 19/10; 2; 19/10; 19/10; 19/10; 20/11; 19/10; ; 37/19; ; 9/5; 15/8; 19/10
Mallorca; 13/5; 12/5; 47/20; 5/2; 13/5; 23/10; 13/5; 13/5; 12/5; 13/5; 23/10; 12/5; 5/2; 9/4; 13/5; 5/2; 13/5; 12/5; 27/10; 13/5; 149/50; 23/10; 27/10; ; 11/4; ; 12/5; 23/10; 11/4
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-30 08:17:35 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; 1/4; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; 2/7; 5/19; 1/4; ; 1/4; ; 2/11; ; 
Draw; 11/2; ; 11/2; 5; 11/2; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 17/4; 11/2; 67/13; 57/10; 53/10; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; 11; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 31/4; 9; 9; 31/4; 10; 67/10; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-30 12:19:18 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; 1/4; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 5/18; 1/4; 1/4; 2/7; 1/4; 1/4; ; 1/4; ; 2/11; ; 
Draw; 11/2; ; 11/2; 5; 11/2; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 17/4; 11/2; 67/13; 57/10; 27/5; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; 11; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 31/4; 9; 9; 31/4; 10; 36/5; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-31 04:18:43 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; 1/4; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; ; 1/4; ; 2/11; ; 
Draw; 11/2; ; 11/2; 5; 11/2; 6; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 9/2; 11/2; 67/13; 57/10; 27/5; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; 11; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 31/4; 21/2; 9; 31/4; 10; 36/5; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-31 08:17:05 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; 1/4; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; ; 1/4; ; 2/11; ; 
Draw; 11/2; ; 11/2; 5; 11/2; 6; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 9/2; 11/2; 67/13; 57/10; 27/5; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; 11; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 8; 21/2; 9; 8; 10; 36/5; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-31 12:18:25 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; ; 1/4; 2/7; 1/4; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 2/7; 1/4; 1/4; ; 1/4; ; 2/11; ; 
Draw; 11/2; ; 11/2; 5; 11/2; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 67/13; 9/2; 11/2; 67/13; 57/10; 27/5; 11/2; ; 11/2; ; 9/2; ; 
Sevilla; 10; ; 9; 15/2; 11; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 31/4; 21/2; 9; 31/4; 10; 36/5; 9; ; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-01 12:34:04 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; 2/9; 1/4; 2/7; 1/4; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; 2/9; 1/4; 1/4; 5/19; 1/4; 1/4; 5/19; 27/100; 1/4; 1/4; 1/4; 1/4; ; 2/9; ; 
Draw; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 53/10; 9/2; 11/2; 53/10; 59/10; 27/5; 11/2; 5; 11/2; ; 9/2; ; 
Sevilla; 10; 10; 9; 15/2; 11; 17/2; 19/2; ; 8; 17/2; 9; 9; 9; 12; 9; 9; 33/4; 21/2; 9; 33/4; 21/2; 36/5; 9; 9; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-01 12:37:00 GMT+3; ; e70300-dr003
Crotone; 1/150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; 1/250; ; ; ; ; ; ; ; ; 
Pescara; 1/100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/41; ; 1/100; 1/41; ; 1/100; 1/100; ; ; ; ; ; 
Palermo; 1/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; 1/10; 1/10; 1/10; ; 1/10; 1/10; ; ; ; 1/10; ; 
Empoli; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; 4; 4; 9/2; ; 4; 4; ; ; ; 19/10; ; 
Genoa; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 225; ; 200; 225; ; 100; 200; ; ; ; 7/2; ; 
Bologna; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 500; ; ; 300; 500; ; ; ; 7/2; ; 
Sassuolo; 400; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 500; ; 200; 500; ; 250; 200; ; ; ; 7/2; ; 
Udinese; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 500; ; ; 500; 500; ; ; ; 7/2; ; 
Cagliari; 500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 600; ; 200; 600; ; 250; 200; ; ; ; 23/5; ; 
Fiorentina; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; 
Sampdoria; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; 
Torino; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; 
Chievo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-02 00:17:04 GMT+3; 2017-04-01 15:00; e70300-dr003
Huddersfield; 11/20; 8/13; 6/10; 8/13; 4/7; 3/5; 4/7; 4/7; 4/7; 4/7; 4/7; 6/10; 4/7; 4/7; 4/7; 4/7; 4/7; 6/11; 8/15; 4/7; 8/13; 7/12; 6/11; 4/7; 4/7; ; 4/7; 4/7; 4/7
Draw; 14/5; 14/5; 27/10; 11/4; 11/4; 14/5; 29/10; 11/4; 14/5; 11/4; 14/5; 14/5; 57/20; 27/10; 3; 14/5; 29/10; 14/5; 14/5; 29/10; 3; 29/10; 56/19; 11/4; 3; ; 14/5; 14/5; 14/5
Burton; 11/2; 19/4; 11/2; 11/2; 11/2; 5; 21/4; 5; 21/4; 5; 11/2; 9/2; 21/4; 11/2; 5; 5; 91/17; 21/4; 5; 91/17; 11/2; 51/10; 51/10; 5; 26/5; ; 11/2; 27/5; 29/5
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-02 04:18:48 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; 2/9; 1/4; 2/7; 1/4; 5/18; 1/4; 1/4; 1/4; 1/4; 2/9; 2/7; 1/4; 2/9; 1/4; 1/4; 5/19; 1/4; 1/4; 5/19; 27/100; 1/4; 1/4; 1/4; 1/4; ; 2/9; ; 
Draw; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 27/5; 9/2; 11/2; 27/5; 59/10; 27/5; 11/2; 5; 11/2; ; 9/2; ; 
Sevilla; 10; 10; 9; 15/2; 11; 17/2; 19/2; 8; 8; 17/2; 9; 9; 9; 12; 9; 9; 17/2; 21/2; 9; 17/2; 21/2; 36/5; 9; 9; 9; ; 54/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-02 08:19:18 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; 2/9; 1/4; 2/7; 1/4; 5/18; 1/4; 1/4; 1/4; 1/4; 2/9; 2/7; 1/4; 2/9; 1/4; 1/4; 5/19; 1/4; 1/4; 5/19; 27/100; 1/4; 1/4; 1/4; 1/4; ; 2/9; ; 
Draw; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 11/2; 5; 11/2; 11/2; 5; 5; 11/2; 5; 11/2; 11/2; 91/17; 9/2; 11/2; 27/5; 59/10; 27/5; 11/2; 5; 11/2; ; 9/2; ; 
Sevilla; 10; 10; 9; 15/2; 11; 17/2; 19/2; 8; 8; 17/2; 9; 9; 9; 12; 9; 9; 17/2; 21/2; 9; 17/2; 21/2; 36/5; 9; 9; 9; ; 54/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-02 20:17:37 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; 2/7; 1/4; 2/7; 1/4; 2/7; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 1/4; 5/19; 1/4; 1/4; 5/19; 13/50; 1/4; 5/19; 1/4; 3/11; ; 1/4; ; 
Draw; 11/2; 5; 11/2; 5; 11/2; 11/2; 11/2; 5; 11/2; 5; 5; 5; 11/2; 5; 11/2; 11/2; 91/17; 9/2; 27/5; 91/17; 6; 27/5; 27/5; 5; 11/2; ; 28/5; ; 
Sevilla; 10; 8; 9; 15/2; 11; 17/2; 19/2; 8; 8; 17/2; 17/2; 17/2; 9; 11; 9; 9; 17/2; 11; 9; 17/2; 23/2; 36/5; 9; 17/2; 9; ; 52/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-03 00:16:40 GMT+3; 2017-04-01 15:00; e70300-dr003
Millwall; 19/20; 10/11; 10/11; 19/20; 19/20; 17/20; 37/40; 5/6; 9/10; 17/20; 20/23; 10/11; ; 19/20; 19/20; 10/11; 13/15; 10/11; 5/6; 10/11; 19/20; 9/10; 13/15; 10/11; 13/15; ; 10/11; 5/6; 10/11
Draw; 5/2; 12/5; 23/10; 12/5; 12/5; 23/10; 5/2; 12/5; 5/2; 12/5; 12/5; 23/10; ; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; 27/11; 12/5; 27/11; ; 12/5; 23/10; 5/2
Scunthorpe; 10/3; 16/5; 16/5; 3; 16/5; 14/5; 16/5; 16/5; 3; 16/5; 16/5; 16/5; ; 16/5; 14/5; 16/5; 16/5; 3; 3; 41/13; 13/4; 3; 16/5; 3; 16/5; ; 3; 13/5; 10/3
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-03 08:16:18 GMT+3; 2017-04-01 15:30; e70300-dr003
Levski Sofia; 5/4; ; 13/10; ; 5/4; ; ; 5/4; 5/4; ; ; 6/5; 13/10; ; ; ; 5/4; 13/10; ; 5/4; ; ; ; ; ; ; 10/9; ; 
Cherno More Varna; 2; ; 21/10; ; 2; ; ; 2; 15/8; ; ; 2; 21/10; ; ; ; 19/10; 19/10; ; 19/10; ; ; ; ; ; ; 9/5; ; 
Draw; 2; ; 41/20; ; 2; ; ; 2; 2; ; ; 21/10; 21/10; ; ; ; 37/19; 21/10; ; 37/19; ; ; ; ; ; ; 9/5; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-05 10:21:42 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 2/9; 2/9; 2/9; 2/7; 2/9; 2/9; 2/9; 1/4; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 2/9; 2/9; 2/9; 1/4; 2/9; 2/9; 13/50; 2/9; 2/9; 2/9; 3/13; ; 2/9; 2/9; 1/4
Draw; 6; 11/2; 13/2; 11/2; 6; 6; 13/2; 11/2; 13/2; 6; 6; 6; 13/2; 13/2; 6; 6; 6; 21/4; 13/2; 6; 13/2; 13/2; 13/2; 13/2; 13/2; ; 34/5; 33/5; 13/2
Sevilla; 10; 9; 13; 15/2; 11; 10; 12; 17/2; 10; 11; 10; 11; 12; 11; 10; 10; 39/4; 21/2; 10; 39/4; 19/2; 10; 10; 11; 10; ; 59/5; 63/5; 54/5
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-05 11:25:12 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 1/5; 2/9; 1/5; 2/9; 1/5; 2/9; 2/9; 2/9; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 2/9; 2/9; 1/5; 2/9; 2/9; 1/5; 21/100; 3/14; 2/9; 1/5; 3/13; ; 2/9; 1/5; 1/4
Draw; 13/2; 11/2; 13/2; 6; 13/2; 6; 13/2; 13/2; 13/2; 13/2; 6; 6; 13/2; 13/2; 6; 6; 25/4; 25/4; 13/2; 25/4; 15/2; 33/5; 13/2; 13/2; 13/2; ; 7; 34/5; 13/2
Sevilla; 12; 9; 13; 12; 12; 10; 12; 9; 10; 11; 10; 11; 11; 11; 10; 11; 41/4; 19/2; 10; 41/4; 25/2; 11; 10; 12; 10; ; 62/5; 63/5; 54/5
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-05 13:02:02 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 1/5; 2/9; 1/5; 2/7; 1/5; 1/5; 1/5; 2/9; 1/6; 2/11; 2/11; 2/11; 2/11; 2/11; 2/11; 1/5; 3/16; 3/16; 2/9; 3/16; 21/100; 1/5; 2/9; 1/5; 3/13; ; 1/5; 1/5; 1/4
Draw; 13/2; 11/2; 7; 5; 7; 7; 7; 13/2; 7; 13/2; 13/2; 13/2; 13/2; 15/2; 7; 13/2; 13/2; 27/4; 13/2; 13/2; 37/5; 7; 13/2; 13/2; 13/2; ; 7; 34/5; 13/2
Sevilla; 12; 9; 13; 15/2; 12; 12; 14; 9; 11; 12; 12; 12; 14; 12; 12; 11; 45/4; 11; 10; 45/4; 25/2; 11; 10; 12; 10; ; 66/5; 13; 54/5
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-05 15:01:33 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 1/5; 1/5; 1/5; 2/7; 2/11; 1/5; 2/11; 1/5; 1/6; 2/11; 2/11; 2/11; 2/11; 2/11; 2/11; 2/11; 3/16; 3/16; 2/9; 1/5; 21/100; 3/16; 2/9; 1/5; 3/13; ; 1/5; 1/5; 1/4
Draw; 13/2; 6; 7; 5; 7; 7; 7; 13/2; 7; 7; 13/2; 13/2; 7; 15/2; 7; 13/2; 13/2; 27/4; 13/2; 13/2; 37/5; 7; 13/2; 7; 13/2; ; 36/5; 7; 13/2
Sevilla; 12; 11; 13; 15/2; 14; 12; 16; 11; 11; 12; 12; 12; 12; 12; 12; 12; 11; 11; 10; 11; 25/2; 12; 10; 12; 10; ; 66/5; 13; 54/5
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-05 16:18:33 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 1/5; 2/11; 1/5; 1/5; 1/5; 1/5; 1/5; 1/5; 1/6; 2/11; 2/11; 2/11; 2/11; 2/11; 2/11; 2/11; 1/5; 3/16; 2/9; 1/5; 21/100; 3/16; 2/9; 1/5; 3/13; ; 1/5; 1/5; 2/9
Draw; 13/2; 13/2; 7; 6; 7; 7; 7; 13/2; 7; 7; 13/2; 13/2; 7; 15/2; 7; 13/2; 13/2; 27/4; 13/2; 13/2; 37/5; 7; 13/2; 13/2; 13/2; ; 38/5; 36/5; 39/5
Sevilla; 12; 11; 13; 14; 12; 12; 14; 11; 11; 12; 12; 12; 12; 12; 12; 12; 11; 11; 10; 11; 25/2; 12; 10; 12; 10; ; 64/5; 14; 69/5
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-05 19:01:17 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 1/5; 2/11; 2/9; 2/7; 1/5; 1/5; 1/5; 1/5; 1/6; 2/11; 2/11; 2/11; 2/11; 2/11; 2/11; 2/11; 3/16; 3/16; 2/11; 3/16; 21/100; 2/11; 2/11; 1/5; 3/16; ; 1/5; 1/5; 1/5
Draw; 13/2; 13/2; 7; 5; 13/2; 7; 7; 13/2; 7; 13/2; 13/2; 13/2; 7; 7; 7; 13/2; 27/4; 27/4; 15/2; 27/4; 37/5; 7; 15/2; 13/2; 15/2; ; 38/5; 15/2; 39/5
Sevilla; 12; 11; 13; 15/2; 12; 12; 12; 11; 11; 12; 12; 12; 12; 12; 12; 12; 11; 11; 21/2; 11; 25/2; 12; 21/2; 12; 11; ; 64/5; 68/5; 69/5
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-04-05 20:18:16 GMT+3; 2017-04-05 18:30; e70300-dr003
Barcelona; 1/5; 2/11; 2/9; ; 1/5; 1/5; 2/9; 1/5; 1/5; 2/11; 2/11; 1/5; 2/11; 1/5; 2/11; 2/11; 1/5; 3/16; 2/11; 1/5; 1/5; 3/14; 2/11; 1/5; 3/16; ; 1/5; 1/5; 2/9
Draw; 13/2; 13/2; 7; ; 13/2; 7; 13/2; 13/2; 13/2; 13/2; 13/2; 6; 7; 15/2; 7; 13/2; 13/2; 27/4; 15/2; 25/4; 77/10; 13/2; 15/2; 13/2; 15/2; ; 37/5; 15/2; 15/2
