META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-18 20:20:52 GMT+2; 2017-04-05 17:30; e70300-dr003
Sevilla; 9; ; 17/2; ; ; 7; 9; ; 15/2; 17/2; 8; 17/2; ; ; 15/2; 17/2; 31/4; 9; ; 31/4; 11; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-21 12:20:24 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/4; ; 2/7; 3/10; ; 2/7; 2/7; ; 3/10; 1/4; 1/4; 2/7; ; ; 2/7; 2/7; 1/4; 5/18; ; 1/4; 31/100; 3/11; ; ; ; ; ; ; 
Draw; 5; ; 5; 5; ; 11/2; 5; ; 21/4; 5; 24/5; 9/2; ; ; 11/2; 5; 96/19; 17/4; ; 96/19; 49/10; 26/5; ; ; ; ; ; ; 
Sevilla; 9; ; 17/2; 7; ; 7; 9; ; 15/2; 17/2; 8; 17/2; ; ; 15/2; 8; 31/4; 9; ; 31/4; 11; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-21 16:19:21 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/4; ; 2/7; 3/10; ; 2/7; 1/4; ; 3/10; 1/4; 1/4; 2/7; ; ; 2/7; 2/7; 5/19; 5/18; ; 5/19; 2/7; 3/11; ; ; ; ; ; ; 
Draw; 5; ; 5; 5; ; 11/2; 11/2; ; 21/4; 5; 24/5; 9/2; ; ; 11/2; 5; 96/19; 17/4; ; 96/19; 57/10; 26/5; ; ; ; ; ; ; 
Sevilla; 9; ; 17/2; 7; ; 7; 9; ; 15/2; 17/2; 8; 17/2; ; ; 15/2; 8; 15/2; 9; ; 15/2; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-22 00:18:27 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/4; ; 2/7; 3/10; ; 2/7; 1/4; ; 3/10; 1/4; 1/4; 2/7; 1/4; ; 2/7; 2/7; 1/4; 5/18; ; 1/4; 2/7; 3/11; ; ; ; ; ; ; 
Draw; 5; ; 5; 5; ; 11/2; 11/2; ; 21/4; 5; 24/5; 9/2; 21/4; ; 11/2; 5; 51/10; 17/4; ; 51/10; 57/10; 26/5; ; ; ; ; ; ; 
Sevilla; 9; ; 17/2; 7; ; 7; 9; ; 15/2; 17/2; 8; 17/2; 9; ; 15/2; 8; 15/2; 9; ; 15/2; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-22 04:17:40 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/4; ; 2/7; 3/10; ; 2/7; 1/4; ; 3/10; 1/4; 1/4; 2/7; 1/4; ; 2/7; 2/7; 1/4; 5/18; ; 1/4; 2/7; 3/11; ; ; ; ; ; ; 
Draw; 5; ; 5; 5; ; 11/2; 11/2; ; 21/4; 5; 24/5; 9/2; 21/4; ; 11/2; 5; 96/19; 17/4; ; 96/19; 57/10; 26/5; ; ; ; ; ; ; 
Sevilla; 9; ; 17/2; 7; ; 7; 9; ; 15/2; 17/2; 8; 17/2; 9; ; 15/2; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-22 08:18:17 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/4; ; 2/7; 3/10; ; 2/7; 1/4; ; 3/10; 1/4; 1/4; 2/7; 1/4; ; 2/7; 2/7; 1/4; 5/18; ; 1/4; 2/7; 3/11; ; ; ; ; ; ; 
Draw; 5; ; 5; 5; ; 11/2; 11/2; ; 21/4; 5; 24/5; 9/2; 21/4; ; 11/2; 5; 51/10; 17/4; ; 51/10; 57/10; 26/5; ; ; ; ; ; ; 
Sevilla; 9; ; 17/2; 7; ; 7; 9; ; 15/2; 17/2; 8; 17/2; 9; ; 15/2; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-22 12:34:13 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/4; ; 2/7; 3/10; ; 2/7; 2/7; ; 3/10; 1/4; 1/4; 2/7; 1/4; ; 2/7; 2/7; 5/19; 5/18; ; 5/19; 2/7; 3/11; ; ; ; ; ; ; 
Draw; 5; ; 5; 5; ; 11/2; 5; ; 21/4; 5; 24/5; 9/2; 21/4; ; 11/2; 5; 96/19; 17/4; ; 96/19; 57/10; 26/5; ; ; ; ; ; ; 
Sevilla; 9; ; 17/2; 7; ; 7; 9; ; 15/2; 17/2; 8; 17/2; 9; ; 15/2; 8; 15/2; 9; ; 15/2; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-23 13:23:27 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/4; ; 2/7; 3/10; ; 2/7; 2/7; ; 3/10; 1/4; 1/4; 2/7; 1/4; ; 2/7; 2/7; 5/19; 5/18; ; 5/19; 2/7; 3/11; ; ; ; ; ; ; 
Draw; 5; ; 5; 5; ; 11/2; 5; ; 21/4; 5; 24/5; 9/2; 21/4; ; 11/2; 5; 5; 17/4; ; 5; 57/10; 26/5; ; ; ; ; ; ; 
Sevilla; 9; ; 17/2; 7; ; 7; 9; ; 15/2; 17/2; 8; 17/2; 9; ; 15/2; 8; 15/2; 9; ; 15/2; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-23 16:20:06 GMT+2; 2017-04-01 19:15; e70300-dr003
Plzen 1-0; 9/2; ; ; ; ; ; 5; ; ; ; ; 5; 19/4; ; 5; ; 51/10; 19/4; 5; 51/10; ; 9/2; 51/10; ; ; ; ; ; 
Plzen 2-0; 11/2; ; ; ; ; ; 11/2; ; ; ; ; 11/2; 21/4; ; 11/2; ; 29/5; 23/4; 28/5; 29/5; ; 24/5; 23/4; ; ; ; ; ; 
Draw 1-1; 13/2; ; ; ; ; ; 7; ; ; ; ; 13/2; 13/2; ; 13/2; ; 27/4; 7; 7; 27/4; ; 34/5; 7; ; ; ; ; ; 
Plzen 2-1; 7; ; ; ; ; ; 15/2; ; ; ; ; 7; 7; ; 15/2; ; 31/4; 29/4; 8; 31/4; ; 73/10; 8; ; ; ; ; ; 
Draw 0-0; 17/2; ; ; ; ; ; 15/2; ; ; ; ; 9; 8; ; 9; ; 29/4; 29/4; 8; 29/4; ; 9; 8; ; ; ; ; ; 
Plzen 3-0; 9; ; ; ; ; ; 10; ; ; ; ; 9; 9; ; 9; ; 10; 9; 17/2; 10; ; 83/10; 17/2; ; ; ; ; ; 
Plzen 3-1; 12; ; ; ; ; ; 12; ; ; ; ; 12; 12; ; 11; ; 13; 12; 12; 13; ; 12; 12; ; ; ; ; ; 
Teplice 1-0; 14; ; ; ; ; ; 14; ; ; ; ; 14; 14; ; 12; ; 49/4; 12; 14; 49/4; ; 14; 14; ; ; ; ; ; 
Any Other Score; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17; ; ; ; 17; ; ; ; ; ; ; 
Teplice 2-1; 20; ; ; ; ; ; 18; ; ; ; ; 18; 18; ; 16; ; 35/2; 17; 19; 35/2; ; 21; 19; ; ; ; ; ; 
Plzen 4-0; 20; ; ; ; ; ; 22; ; ; ; ; 18; 20; ; 18; ; 21; 19; 16; 21; ; 19; 16; ; ; ; ; ; 
Draw 2-2; 20; ; ; ; ; ; 19; ; ; ; ; 18; 22; ; 18; ; 39/2; 19; 19; 39/2; ; 23; 19; ; ; ; ; ; 
Plzen 4-1; 25; ; ; ; ; ; 25; ; ; ; ; 22; 25; ; 22; ; 26; 25; 22; 26; ; 27; 22; ; ; ; ; ; 
Plzen 3-2; 28; ; ; ; ; ; 30; ; ; ; ; 25; 33; ; 22; ; 59/2; 30; 29; 59/2; ; 36; 29; ; ; ; ; ; 
Teplice 2-0; 33; ; ; ; ; ; 33; ; ; ; ; 33; 40; ; 25; ; 113/4; 25; 29; 113/4; ; 40; 29; ; ; ; ; ; 
Plzen 5-0; 40; ; ; ; ; ; 60; ; ; ; ; 40; 55; ; 50; ; 179/4; ; 36; 179/4; ; ; 36; ; ; ; ; ; 
Plzen 5-1; 50; ; ; ; ; ; 66; ; ; ; ; 50; 60; ; 50; ; 53; ; 45; 53; ; ; 45; ; ; ; ; ; 
Plzen 4-2; 50; ; ; ; ; ; 66; ; ; ; ; 50; 50; ; 50; ; 203/4; 66; 55; 203/4; ; 70; 55; ; ; ; ; ; 
Teplice 3-1; 50; ; ; ; ; ; 66; ; ; ; ; 50; 66; ; 50; ; 97/2; 66; 50; 97/2; ; 80; 50; ; ; ; ; ; 
Teplice 3-2; 50; ; ; ; ; ; 66; ; ; ; ; 50; 60; ; 50; ; 52; 66; 66; 52; ; 90; 66; ; ; ; ; ; 
Draw 3-3; 80; ; ; ; ; ; 90; ; ; ; ; 66; 80; ; 80; ; 269/4; 125; 90; 269/4; ; 130; 90; ; ; ; ; ; 
Plzen 5-2; 100; ; ; ; ; ; 150; ; ; ; ; 80; 125; ; 100; ; 321/4; ; 110; 321/4; ; ; 110; ; ; ; ; ; 
Plzen 6-0; 100; ; ; ; ; ; 150; ; ; ; ; 80; 125; ; 100; ; 79; ; 90; 79; ; ; 90; ; ; ; ; ; 
Plzen 6-1; 125; ; ; ; ; ; 150; ; ; ; ; 100; 125; ; 100; ; 86; ; 110; 86; ; ; 110; ; ; ; ; ; 
Teplice 3-0; 80; ; ; ; ; ; 150; ; ; ; ; 80; 125; ; 80; ; 66; 100; 75; 66; ; 150; 75; ; ; ; ; ; 
Teplice 6-0; ; ; ; ; ; ; 150; ; ; ; ; ; 175; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 6-3; ; ; ; ; ; ; ; ; ; ; ; ; 175; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Plzen 5-4; ; ; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Plzen 6-3; ; ; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Plzen 7-2; ; ; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Plzen 8-0; ; ; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Plzen 8-1; ; ; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 5-0; ; ; ; ; ; ; 150; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 5-1; ; ; ; ; ; ; 150; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 5-2; ; ; ; ; ; ; 150; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 5-3; ; ; ; ; ; ; 150; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 5-4; ; ; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 6-1; ; ; ; ; ; ; 150; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 6-2; ; ; ; ; ; ; 150; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 7-0; ; ; ; ; ; ; 150; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 7-1; ; ; ; ; ; ; 150; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 7-2; ; ; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 8-0; ; ; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 8-1; ; ; ; ; ; ; ; ; ; ; ; ; 200; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Plzen 4-3; 125; ; ; ; ; ; 150; ; ; ; ; 100; 125; ; 125; ; 177/2; 250; 160; 177/2; ; 200; 160; ; ; ; ; ; 
Teplice 4-1; 200; ; ; ; ; ; 150; ; ; ; ; 150; 150; ; 200; ; ; 250; 180; ; ; 200; 180; ; ; ; ; ; 
Teplice 4-2; 200; ; ; ; ; ; 150; ; ; ; ; 150; 150; ; 200; ; ; 250; 200; ; ; 200; 200; ; ; ; ; ; 
Draw 4-4; ; ; ; ; ; ; 150; ; ; ; ; ; 175; ; ; ; ; 250; 300; ; ; 200; 300; ; ; ; ; ; 
Plzen 6-2; 300; ; ; ; ; ; 150; ; ; ; ; 150; 175; ; ; ; ; ; 250; ; ; ; 250; ; ; ; ; ; 
Plzen 7-0; 300; ; ; ; ; ; 150; ; ; ; ; ; 175; ; ; ; ; ; 250; ; ; ; 250; ; ; ; ; ; 
Plzen 5-3; 350; ; ; ; ; ; 150; ; ; ; ; 150; 175; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Teplice 4-0; 350; ; ; ; ; ; 150; ; ; ; ; ; 175; ; ; ; ; 250; 250; ; ; 200; 250; ; ; ; ; ; 
Teplice 4-3; 350; ; ; ; ; ; 150; ; ; ; ; 150; 175; ; ; ; ; 250; 300; ; ; 200; 300; ; ; ; ; ; 
Plzen 7-1; 400; ; ; ; ; ; 150; ; ; ; ; ; 175; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-23 20:19:17 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/4; ; 2/7; 3/10; ; 2/7; 2/7; ; 3/10; 1/4; 1/4; 2/7; 1/4; ; 2/7; 2/7; 5/19; 5/18; ; 5/19; 2/7; 3/11; ; ; ; ; ; ; 
Draw; 5; ; 5; 5; ; 11/2; 5; ; 21/4; 5; 24/5; 9/2; 21/4; ; 11/2; 5; 5; 17/4; ; 5; 57/10; 26/5; ; ; ; ; ; ; 
Sevilla; 9; ; 17/2; 7; ; 7; 9; ; 15/2; 17/2; 8; 17/2; 9; ; 15/2; 8; 15/2; 9; ; 15/2; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-24 00:18:44 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/4; ; 2/7; 3/10; ; 2/7; 2/7; ; 3/10; 1/4; 1/4; 2/7; 1/4; ; 2/7; 2/7; 5/19; 5/18; ; 5/19; 2/7; 3/11; ; ; ; ; ; ; 
Draw; 5; ; 5; 5; ; 11/2; 5; ; 21/4; 5; 24/5; 9/2; 21/4; ; 11/2; 5; 5; 17/4; ; 5; 57/10; 26/5; ; ; ; ; ; ; 
Sevilla; 9; ; 17/2; 7; ; 7; 9; ; 15/2; 17/2; 8; 17/2; 9; ; 15/2; 8; 15/2; 9; ; 15/2; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-24 04:18:41 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/5; ; 1/4; 3/10; ; 2/7; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 5/19; 5/18; ; 5/19; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 21/4; ; 11/2; 11/2; 96/19; 17/4; ; 96/19; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 9; 7; ; 7; 19/2; ; 8; 17/2; 9; 17/2; 9; ; 9; 17/2; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-24 08:16:39 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/5; ; 1/4; 3/10; ; 2/7; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; ; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 21/4; ; 11/2; 11/2; ; 17/4; ; 51/10; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 9; 7; ; 7; 19/2; ; 8; 17/2; 9; 17/2; 9; ; 9; 9; ; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-24 12:18:00 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/5; ; 1/4; 3/10; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; 1/4; 2/7; 5/19; ; ; ; ; ; ; 
Draw; 11/2; ; 11/2; 5; ; 11/2; 11/2; ; 11/2; 11/2; 5; 5; 21/4; ; 11/2; 11/2; 51/10; 17/4; ; 51/10; 57/10; 53/10; ; ; ; ; ; ; 
Sevilla; 10; ; 9; 7; ; 17/2; 19/2; ; 8; 17/2; 9; 17/2; 9; ; 9; 9; 31/4; 9; ; 31/4; 10; 67/10; ; ; ; ; ; ; 
META; spain/la-liga-primera/barcelona-v-sevilla; 2017-03-24 16:19:08 GMT+2; 2017-04-05 17:30; e70300-dr003
Barcelona; 1/5; ; 1/4; 3/10; ; 5/18; 1/4; ; 1/4; 1/4; 1/4; 1/4; 1/4; ; 1/4; 1/4; 1/4; 5/18; ; ; 2/7; 5/19; ; ; ; ; ; ; 
