META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-08 20:20:08 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; ; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/4; ; ; 1/4; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; 9/2; ; ; 29/5; ; ; ; ; ; ; 
Eibar; ; ; ; ; ; ; ; ; 11; ; ; ; ; ; ; ; ; ; 10; ; ; 27/2; ; ; ; ; ; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-09 00:19:28 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; ; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/4; ; ; 1/4; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; 9/2; ; ; 29/5; ; ; ; ; 4/11; ; 
Eibar; ; ; ; ; ; ; ; ; 11; ; ; ; ; ; ; ; ; ; 10; ; ; 27/2; ; ; ; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-09 04:19:10 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; ; ; ; ; ; ; ; ; 1/4; ; ; ; ; ; ; ; ; ; 1/4; ; ; 1/4; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; 5; ; ; ; ; ; ; ; ; ; 9/2; ; ; 29/5; ; ; ; ; 4/11; ; 
Eibar; ; ; ; ; ; ; ; ; 11; ; ; ; ; ; ; ; ; ; 10; ; ; 27/2; ; ; ; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-09 12:19:34 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; ; ; ; ; ; ; ; ; 3/10; 2/7; ; ; ; ; ; ; 5/19; ; 1/4; ; 5/19; 1/4; ; ; ; ; 1/20; ; 
Draw; ; ; ; ; ; ; ; ; 5; 19/4; ; ; ; ; ; ; 49/11; ; 9/2; ; 49/11; 29/5; ; ; ; ; 4/11; ; 
Eibar; ; ; ; ; ; ; ; ; 17/2; 9; ; ; ; ; ; ; 9; ; 10; ; 9; 27/2; ; ; ; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-09 16:20:05 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; ; ; ; ; 2/7; 1/4; ; 3/10; 2/7; ; ; 1/4; ; 2/7; 2/7; 3/11; ; 1/4; ; 3/11; 1/4; 1/4; ; ; ; 1/20; ; 
Draw; 5; ; ; ; ; 5; 5; ; 5; 19/4; ; ; 5; ; 5; 5; 24/5; ; 9/2; ; 24/5; 29/5; 24/5; ; ; ; 4/11; ; 
Eibar; 9; ; ; ; ; 9; 10; ; 17/2; 9; ; ; 10; ; 9; 10; 15/2; ; 10; ; 15/2; 27/2; 15/2; ; ; ; 4/11; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-09 20:19:54 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; ; ; ; ; 2/7; 1/4; ; 3/10; 2/7; ; ; 1/4; ; 2/7; 1/4; 3/13; 1/4; 1/4; 3/13; 1/4; 1/4; 3/11; ; ; 1/20; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-14 20:20:31 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; ; 2/7; 1/4; ; 2/7; 1/4; 2/7; 3/10; 2/7; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 4/17; 1/4; 1/4; 4/17; 1/4; 1/4; 3/11; ; ; 1/4; ; 
Draw; 5; ; 19/4; 9/2; ; 5; 21/4; 4; 5; 19/4; 9/2; 9/2; 5; 5; 5; 5; 49/10; 9/2; 5; 49/10; 29/5; 24/5; 5; ; ; 9/2; ; 
Eibar; 9; ; 10; 10; ; 9; 10; 9; 17/2; 9; 9; 9; 10; 17/2; 9; 10; 9; 10; 9; 9; 27/2; 15/2; 9; ; ; 38/5; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-15 00:20:19 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; ; 2/7; 1/4; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 4/17; 1/4; 1/4; 4/17; 1/4; 1/4; 3/11; ; ; 1/4; ; 
Draw; 5; ; 19/4; 9/2; 5; 5; 21/4; 4; 5; 19/4; 9/2; 9/2; 5; 5; 5; 5; 49/10; 9/2; 5; 49/10; 29/5; 24/5; 5; ; ; 9/2; ; 
Eibar; 9; ; 10; 10; 10; 9; 10; 9; 17/2; 9; 9; 9; 10; 17/2; 9; 10; 9; 10; 9; 9; 27/2; 15/2; 9; ; ; 38/5; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-15 04:18:43 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; ; 2/7; 1/4; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 4/17; 1/4; 1/4; 4/17; 1/4; 1/4; 3/11; ; ; 2/7; ; 
Draw; 5; ; 19/4; 9/2; 5; 5; 21/4; 4; 5; 19/4; 9/2; 9/2; 5; 5; 5; 5; 94/19; 9/2; 5; 94/19; 29/5; 24/5; 5; ; ; 23/5; ; 
Eibar; 9; ; 10; 10; 10; 9; 10; 9; 17/2; 9; 9; 9; 10; 17/2; 9; 10; 37/4; 10; 9; 37/4; 27/2; 15/2; 9; ; ; 19/2; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-15 08:18:44 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; ; 2/7; 1/4; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 4/17; 1/4; 1/4; 4/17; 1/4; 1/4; 3/11; ; ; 2/7; ; 
Draw; 5; ; 19/4; 9/2; 5; 5; 21/4; 4; 5; 19/4; 9/2; 9/2; 5; 5; 5; 5; 49/10; 9/2; 5; 49/10; 29/5; 24/5; 5; ; ; 23/5; ; 
Eibar; 9; ; 10; 10; 10; 9; 10; 9; 17/2; 9; 9; 9; 10; 17/2; 9; 10; 37/4; 10; 9; 37/4; 27/2; 15/2; 9; ; ; 19/2; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-15 12:19:25 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; ; 2/7; 1/4; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 4/17; 1/4; 1/4; ; 1/4; 1/4; 3/11; 1/4; ; 2/7; ; 
Draw; 5; ; 19/4; 9/2; 5; 5; 21/4; 4; 5; 19/4; 9/2; 9/2; 5; 5; 5; 5; 63/13; 9/2; 5; ; 29/5; 24/5; 5; 5; ; 9/2; ; 
Eibar; 9; ; 10; 10; 10; 9; 10; 9; 17/2; 9; 9; 9; 10; 17/2; 9; 10; 9; 10; 9; ; 27/2; 15/2; 9; 8; ; 19/2; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-15 16:20:16 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 1/4; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 4/17; 1/4; 1/4; 4/17; 1/4; 1/4; 3/11; 1/4; ; 3/10; ; 
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 21/4; 4; 5; 19/4; 9/2; 9/2; 5; 5; 5; 5; 63/13; 9/2; 5; 63/13; 29/5; 24/5; 5; 5; ; 9/2; ; 
Eibar; 9; 17/2; 10; 10; 10; 9; 10; 9; 17/2; 9; 9; 9; 10; 17/2; 9; 10; 9; 10; 9; 9; 27/2; 15/2; 9; 8; ; 19/2; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-15 20:19:15 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 1/4; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 4/17; 1/4; 1/4; 4/17; 1/4; ; 3/11; 2/7; ; 3/10; ; 
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 21/4; 4; 5; 19/4; 9/2; 9/2; 5; 5; 5; 5; 49/10; 9/2; 5; 49/10; 29/5; ; 5; 5; ; 9/2; ; 
Eibar; 9; 17/2; 10; 10; 10; 9; 10; 9; 17/2; 9; 9; 9; 10; 17/2; 9; 10; 9; 10; 9; 9; 27/2; ; 9; 8; ; 19/2; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-16 00:19:00 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 1/4; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 4/17; 1/4; 1/4; 4/17; 27/100; 1/4; 5/18; 1/4; ; 3/10; 3/10; 
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 21/4; 4; 5; 19/4; 9/2; 9/2; 5; 24/5; 5; 5; 49/10; 9/2; 5; 49/10; 11/2; 24/5; 5; 5; ; 23/5; 9/2; 
Eibar; 9; 17/2; 10; 10; 10; 19/2; 10; 9; 17/2; 9; 9; 9; 10; 10; 9; 10; 9; 10; 9; 9; 25/2; 15/2; 9; 17/2; ; 19/2; 48/5; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-16 04:18:35 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 1/4; 1/4; 2/7; 1/4; 2/7; 3/10; 2/7; 1/4; 2/7; 1/4; 1/4; 2/7; 2/7; 4/17; 1/4; 1/4; 4/17; 27/100; 1/4; 5/18; 1/4; ; 3/10; ; 
Draw; 5; 9/2; 19/4; 9/2; 11/2; 5; 21/4; 4; 5; 19/4; 9/2; 9/2; 5; 24/5; 5; 5; 49/10; 9/2; 5; 49/10; 11/2; 24/5; 5; 5; ; 23/5; 9/2; 
Eibar; 9; 17/2; 10; 10; 10; 19/2; 10; 9; 17/2; 9; 10; 9; 10; 10; 9; 10; 9; 10; 9; 9; 12; 15/2; 9; 17/2; ; 19/2; 48/5; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-16 08:18:30 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 2/7; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 4/17; 1/4; 1/4; 4/17; 27/100; 1/4; 5/18; 1/4; ; 3/10; 3/10; 
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 21/4; 4; 5; 19/4; 17/4; 9/2; 5; 24/5; 5; 5; 63/13; 9/2; 5; 63/13; 11/2; 24/5; 5; 5; ; 22/5; ; 
Eibar; 9; 17/2; 9; 9; 10; 9; 19/2; 9; 17/2; 9; 9; 9; 10; 9; 9; 10; 37/4; 10; 9; 37/4; 12; 15/2; 9; 17/2; ; 9; ; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-16 12:18:33 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 1/4; 2/7; 2/7; 1/4; 2/7; 3/10; 2/7; 1/4; 2/7; 1/4; 2/7; 2/7; 2/7; 4/17; 5/19; 1/4; 4/17; 2/7; 1/4; 5/18; 1/4; ; 3/10; 3/10; 
Draw; 5; 9/2; 19/4; 9/2; 5; 5; 21/4; 4; 5; 19/4; 9/2; 9/2; 5; 24/5; 5; 5; 49/10; 9/2; 5; 49/10; 27/5; 24/5; 5; 5; ; 23/5; 23/5; 
Eibar; 9; 17/2; 10; 10; 10; 9; 10; 9; 17/2; 9; 9; 9; 10; 10; 9; 10; 37/4; 10; 9; 37/4; 11; 15/2; 9; 17/2; ; 19/2; 48/5; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-16 16:19:36 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; ; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 2/7; 1/4; 5/18; 2/7; ; 3/10; 3/10; 
Draw; 5; 9/2; ; 9/2; 5; 5; 5; 4; 5; 9/2; 17/4; 9/2; 19/4; 24/5; 5; 5; 19/4; 9/2; 5; 19/4; 27/5; 24/5; 5; 9/2; ; 23/5; 23/5; 
Eibar; 9; 17/2; ; 9; 9; 17/2; 19/2; 9; 17/2; 9; 9; 9; 10; 9; 9; 10; 9; 10; 9; 9; 11; 15/2; 9; 17/2; ; 9; 46/5; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-16 20:19:34 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 2/7; 1/4; 5/18; 2/7; ; 3/10; 3/10; 
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 5; 9/2; 17/4; 9/2; 19/4; 24/5; 5; 5; 19/4; 9/2; 5; 19/4; 27/5; 24/5; 5; 9/2; ; 23/5; 23/5; 
Eibar; 9; 17/2; 9; 9; 9; 9; 19/2; 9; 17/2; 9; 9; 9; 10; 9; 9; 10; 9; 10; 9; 9; 11; 15/2; 9; 17/2; ; 9; 46/5; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-17 00:18:04 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 3/10; 1/4; 5/18; 2/7; ; 2/7; 3/10; 
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 5; 9/2; 17/4; 9/2; 19/4; 24/5; 5; 5; 19/4; 9/2; 5; 19/4; 27/5; 24/5; 5; 9/2; ; 23/5; 23/5; 
Eibar; 9; 17/2; 9; 9; 9; 9; 19/2; 9; 17/2; 9; 9; 9; 10; 9; 9; 10; 9; 10; 9; 9; 21/2; 15/2; 9; 17/2; ; 9; 46/5; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-17 04:18:54 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 3/10; 1/4; 5/18; 2/7; ; 2/7; 3/10; 
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 5; 9/2; 17/4; 9/2; 19/4; 24/5; 5; 5; 19/4; 9/2; 5; 19/4; 11/2; 24/5; 5; 9/2; ; 23/5; 24/5; 
Eibar; 9; 17/2; 9; 9; 9; 9; 19/2; 9; 17/2; 9; 9; 9; 10; 9; 9; 10; 9; 10; 9; 9; 10; 15/2; 9; 17/2; ; 9; 46/5; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-17 08:18:48 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 2/7; 2/7; 1/4; 5/19; 1/4; 1/4; 3/10; 1/4; 5/18; 2/7; ; 2/7; 3/10; 
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 5; 9/2; 17/4; 9/2; 19/4; 24/5; 5; 5; 19/4; 9/2; 5; 19/4; 11/2; 24/5; 5; 9/2; ; 23/5; 24/5; 
Eibar; 9; 17/2; 9; 9; 9; 9; 19/2; 9; 17/2; 9; 9; 9; 10; 9; 9; 10; 9; 10; 9; 9; 10; 15/2; 9; 17/2; ; 9; 46/5; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-17 12:19:18 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 30/100; 2/7; 1/4; 5/19; 1/4; 1/4; 31/100; 1/4; 5/18; 2/7; ; 2/7; 3/10; 
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 19/4; 9/2; 17/4; 9/2; 19/4; 9/2; 19/4; 5; 19/4; 9/2; 5; 19/4; 27/5; 24/5; 5; 9/2; ; 23/5; 24/5; 
Eibar; 9; 17/2; 9; 9; 9; 9; 9; 9; 8; 9; 9; 9; 10; 9; 8; 10; 9; 10; 9; 9; 19/2; 15/2; 9; 8; ; 9; 46/5; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-17 16:19:28 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 3/10; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 30/100; 3/10; 4/17; 5/19; 1/4; 4/17; 3/10; 1/4; 5/18; 3/10; ; 3/10; 3/10; 
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 19/4; 9/2; 17/4; 9/2; 19/4; 9/2; 19/4; 5; 19/4; 9/2; 5; 19/4; 53/10; 24/5; 5; 9/2; ; 23/5; 23/5; 
Eibar; 9; 17/2; 9; 9; 9; 17/2; 17/2; 9; 8; 17/2; 9; 9; 10; 9; 8; 9; 9; 10; 9; 9; 21/2; 15/2; 9; 7; ; 9; 46/5; 
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-17 20:19:16 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 3/10; 2/7; 2/7; 3/10; 2/7; 1/4; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 30/100; 2/7; 1/4; 5/19; 1/4; 1/4; 31/100; 1/4; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 9/2; 19/4; 9/2; 17/4; 9/2; 19/4; 9/2; 19/4; 5; 19/4; 9/2; 5; 19/4; 26/5; 24/5; 5; 9/2; ; 23/5; 23/5; 5
Eibar; 9; 17/2; 9; 9; 9; 17/2; 17/2; 9; 8; 17/2; 9; 9; 10; 9; 8; 9; 9; 10; 9; 9; 10; 15/2; 9; 7; ; 9; 46/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-18 00:18:51 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 30/100; 2/7; 5/19; 5/19; 1/4; 5/19; 31/100; 1/4; 5/18; 3/10; ; 2/7; 3/10; 3/10
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 19/4; 9/2; 17/4; 9/2; 19/4; 24/5; 19/4; 5; 63/13; 9/2; 5; 63/13; 26/5; 24/5; 5; 9/2; ; 23/5; 23/5; 5
Eibar; 9; 17/2; 9; 9; 9; 9; 9; 9; 8; 9; 9; 9; 10; 9; 8; 10; 37/4; 10; 9; 37/4; 10; 15/2; 9; 7; ; 19/2; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-18 04:18:53 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 30/100; 2/7; 5/19; 5/19; 1/4; 5/19; 31/100; 1/4; 5/18; 3/10; ; 1/4; 2/7; 3/10
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 19/4; 9/2; 17/4; 9/2; 19/4; 24/5; 19/4; 5; 63/13; 9/2; 5; 63/13; 26/5; 24/5; 5; 9/2; ; 23/5; 23/5; 5
Eibar; 9; 17/2; 9; 9; 9; 9; 9; 9; 8; 9; 9; 9; 10; 9; 8; 10; 37/4; 10; 9; 37/4; 10; 15/2; 9; 7; ; 19/2; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-18 08:19:06 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 30/100; 2/7; 5/19; 5/19; 1/4; 5/19; 31/100; 1/4; 5/18; 3/10; ; 1/4; 2/7; 3/10
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 19/4; 9/2; 17/4; 9/2; 19/4; 24/5; 19/4; 5; 63/13; 9/2; 5; 63/13; 26/5; 24/5; 5; 9/2; ; 23/5; 24/5; 5
Eibar; 9; 17/2; 9; 9; 9; 9; 9; 9; 8; 9; 9; 9; 10; 9; 8; 10; 37/4; 10; 9; 37/4; 10; 15/2; 9; 7; ; 19/2; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-18 12:20:14 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 30/100; 2/7; 5/19; 5/19; 1/4; 5/19; 31/100; 1/4; 5/18; 3/10; ; 1/4; 2/7; 3/10
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 19/4; 9/2; 17/4; 9/2; 19/4; 24/5; 19/4; 5; 63/13; 9/2; 5; 63/13; 26/5; 24/5; 5; 9/2; ; 23/5; 24/5; 5
Eibar; 9; 17/2; 9; 9; 9; 9; 19/2; 9; 8; 9; 9; 9; 10; 9; 8; 10; 37/4; 10; 9; 37/4; 10; 15/2; 9; 7; ; 19/2; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-18 16:20:02 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 2/7; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 30/100; 2/7; 5/19; 5/19; 1/4; 5/19; 31/100; 1/4; 5/18; 3/10; ; 2/7; 2/7; 3/10
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 19/4; 9/2; 17/4; 9/2; 19/4; 24/5; 19/4; 5; 63/13; 9/2; 5; 63/13; 26/5; 24/5; 5; 9/2; ; 23/5; 24/5; 5
Eibar; 9; 17/2; 9; 9; 9; 17/2; 9; 9; 8; 17/2; 9; 9; 10; 9; 8; 10; 37/4; 10; 9; 37/4; 10; 15/2; 9; 7; ; 19/2; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-18 20:19:46 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 3/10; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 30/100; 3/10; 5/19; 5/19; 1/4; 5/19; 31/100; 1/4; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 19/4; 9/2; 17/4; 9/2; 19/4; 9/2; 19/4; 5; 63/13; 9/2; 5; 63/13; 26/5; 24/5; 5; 9/2; ; 23/5; 23/5; 5
Eibar; 9; 17/2; 9; 9; 9; 17/2; 17/2; 9; 8; 17/2; 17/2; 9; 10; 9; 8; 9; 37/4; 10; 9; 37/4; 10; 15/2; 9; 7; ; 19/2; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-19 00:18:59 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 1/4; 3/10; 3/10; 2/7; 2/7; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 1/4; 2/7; 30/100; 3/10; 5/19; 5/19; 1/4; 5/19; 3/10; 1/4; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 19/4; 9/2; 17/4; 9/2; 19/4; 9/2; 19/4; 5; 94/19; 9/2; 5; 94/19; 26/5; 24/5; 5; 9/2; ; 23/5; 23/5; 5
Eibar; 9; 8; 9; 9; 9; 17/2; 17/2; 9; 8; 17/2; 17/2; 9; 10; 9; 8; 9; 39/4; 10; 9; 39/4; 21/2; 15/2; 9; 7; ; 10; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-19 08:18:53 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 2/7; 3/10; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 2/7; 2/7; 30/100; 3/10; 5/19; 5/19; 1/4; 5/19; 3/10; 1/4; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 19/4; 9/2; 17/4; 9/2; 19/4; 9/2; 19/4; 5; 94/19; 9/2; 5; 94/19; 26/5; 24/5; 5; 9/2; ; 23/5; 23/5; 5
Eibar; 9; 8; 9; 9; 9; 17/2; 17/2; 9; 8; 17/2; 17/2; 9; 9; 9; 8; 9; 39/4; 10; 9; 39/4; 21/2; 15/2; 9; 7; ; 10; 48/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-19 12:19:18 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 2/7; 3/10; 3/10; 2/7; 2/7; 3/10; 3/10; 2/7; 2/7; 2/7; 2/7; 30/100; 3/10; 5/19; 5/19; 1/4; 5/19; 3/10; 1/4; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 4; 19/4; 9/2; 17/4; 9/2; 19/4; 9/2; 19/4; 5; 94/19; 9/2; 5; 94/19; 26/5; 24/5; 5; 9/2; ; 23/5; 23/5; 5
Eibar; 9; 8; 9; 9; 9; 17/2; 17/2; 9; 8; 17/2; 17/2; 9; 10; 9; 8; 9; 39/4; 10; 9; 39/4; 21/2; 15/2; 9; 7; ; 10; 46/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-19 16:19:58 GMT+2; 2017-01-22 19:45; e70300-dr003
Barcelona; 2/7; 3/10; 3/10; 2/7; 3/10; 3/10; 2/7; 1/4; 3/10; 3/10; 2/7; 3/10; 2/7; 2/7; 30/100; 3/10; 5/19; 5/19; 1/4; 5/19; 3/10; 3/10; 5/18; 3/10; ; 3/10; 3/10; 3/10
Draw; 5; 9/2; 9/2; 9/2; 5; 5; 5; 9/2; 19/4; 9/2; 17/4; 9/2; 19/4; 9/2; 19/4; 5; 94/19; 9/2; 5; 94/19; 26/5; 5; 5; 9/2; ; 23/5; 24/5; 5
Eibar; 9; 8; 9; 9; 9; 17/2; 17/2; 9; 8; 17/2; 9; 10; 10; 9; 8; 9; 19/2; 10; 9; 19/2; 21/2; 41/5; 9; 7; ; 19/2; 46/5; 52/5
META; spain/la-liga-primera/eibar-v-barcelona; 2017-01-19 20:19:36 GMT+2; 2017-01-22 19:45; e70300-dr003
