META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-24 08:20:22 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; ; ; ; ; 1; ; ; 20/21; 19/20; ; 19/20; ; ; ; 1; ; 1; ; 1; 19/17; ; 9/10; ; ; 4/7; ; 
Eibar; 11/4; ; 11/4; 14/5; ; 14/5; 14/5; ; 14/5; 14/5; 13/5; ; 57/20; ; 13/5; ; 14/5; ; 29/10; ; 14/5; 58/19; 5/2; 3; ; ; 13/8; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-26 08:20:20 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 20/21; ; 1; 20/21; 19/20; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 4/6; ; 
Draw; 12/5; ; 12/5; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 9/5; ; 
Eibar; 11/4; ; 11/4; 14/5; ; 14/5; 14/5; ; 14/5; 14/5; 13/5; ; 57/20; ; 13/5; ; 14/5; ; 29/10; ; 14/5; 58/19; 5/2; 3; ; ; 2; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-26 12:21:16 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 20/21; ; 1; 20/21; 19/20; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 12/5; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 12/5; ; 
Eibar; 11/4; ; 11/4; 14/5; ; 14/5; 14/5; ; 14/5; 14/5; 13/5; ; 57/20; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; ; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-26 16:20:48 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 20/21; ; 1; 20/21; 19/20; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 12/5; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 12/5; ; 
Eibar; 11/4; ; 11/4; 14/5; ; 14/5; 14/5; ; 14/5; 14/5; 13/5; ; 57/20; ; 13/5; ; 14/5; ; 29/10; ; 14/5; 58/19; 5/2; 3; ; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-26 20:21:02 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 20/21; ; 1; 20/21; 19/20; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 12/5; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 12/5; ; 
Eibar; 11/4; ; 11/4; 14/5; ; 14/5; 14/5; ; 14/5; 14/5; 13/5; ; 57/20; ; 13/5; ; 14/5; ; 29/10; ; 14/5; 58/19; 5/2; 3; ; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-27 00:20:03 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; ; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-27 04:20:20 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; ; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-27 08:20:19 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 5/2; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; ; ; 27/10; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-27 12:21:09 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; ; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-27 16:20:43 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 11/4; ; 14/5; 14/5; 5/2; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; ; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-27 20:20:52 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; ; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; ; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 5/2; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; ; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; ; ; 27/10; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-28 00:20:32 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; ; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-28 04:20:12 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; ; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; ; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 5/2; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; ; ; 13/5; ; 14/5; ; 29/10; ; 14/5; 58/19; 5/2; 3; ; ; 27/10; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-28 08:20:28 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; ; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-28 12:21:42 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 5/2; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; ; ; 27/10; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-28 16:20:08 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 21/20; ; 19/20; ; 21/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 5/2; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 5/2; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 14/5; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 12/5; ; 29/10; ; 12/5; 58/19; 5/2; 3; ; ; 27/10; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-28 20:21:51 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; ; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; ; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; ; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; ; ; 5/2; ; 
Eibar; 11/4; ; 27/10; 14/5; ; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; ; ; 27/10; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-29 00:20:14 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; 1; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; 12/5; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; 12/5; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; 11/4; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; 13/5; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-29 04:19:56 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; 1; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; 12/5; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; 12/5; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; 11/4; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; 13/5; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-29 08:19:39 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; 1; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; 12/5; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; 12/5; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; 11/4; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 27/10; ; 29/10; ; 27/10; 58/19; 5/2; 3; 13/5; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-29 12:20:06 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; 1; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; 12/5; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; 12/5; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; 11/4; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; 13/5; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-29 16:20:31 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; 1; 1; 1; ; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; 12/5; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; 12/5; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; 11/4; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; 13/5; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-29 20:19:59 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; 1; 1; 1; ; 1; 20/21; 1; ; ; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; ; 49/20; 12/5; 12/5; 13/5; 13/5; ; 5/2; 12/5; 23/10; ; ; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; 12/5; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; 11/4; 14/5; 11/4; ; 14/5; 14/5; 13/5; ; ; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; 13/5; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-30 00:19:41 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; 21/20; 1; 1; 1; 1; 10/11; 1; 20/21; 1; ; 19/20; ; 21/20; ; 19/20; ; 19/20; ; 19/20; 11/10; 28/29; 9/10; 1; ; 20/21; ; 
Draw; 12/5; ; 49/20; 23/10; 12/5; 13/5; 13/5; 23/10; 5/2; 12/5; 23/10; ; 5/2; ; 5/2; ; 12/5; ; 23/10; ; 12/5; 29/12; 5/2; 5/2; 12/5; ; 12/5; ; 
Eibar; 11/4; ; 27/10; 14/5; 11/4; 14/5; 11/4; 13/5; 14/5; 14/5; 13/5; ; 14/5; ; 13/5; ; 11/4; ; 29/10; ; 11/4; 58/19; 5/2; 3; 13/5; ; 13/5; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-30 04:20:39 GMT+3; 2016-11-05 19:45; e70300-dr003
