META; spain/la-liga-primera/las-palmas-v-eibar; 2016-10-24 08:20:22 GMT+3; 2016-11-05 19:45; e70300-dr003
Las Palmas; 1; ; ; ; ; ; 1; ; ; 20/21; 19/20; ; 19/20; ; ; ; 1; ; 1; ; 1; 19/17; ; 9/10; ; ; 4/7; ; 
Eibar; 3; 13/5; 14/5; 14/5; 3; 3; 29/10; 11/4; 14/5; 14/5; 13/5; 11/4; 57/20; 14/5; 14/5; ; 37/13; ; 14/5; ; 37/13; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-04 08:18:25 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 19/20; 1; 19/20; 20/21; 1; 19/20; 1; 10/11; 10/11; 20/21; 10/11; 19/20; 10/11; ; 19/20; ; 19/20; ; 19/20; ; 19/20; 39/40; 13/14; 19/20; 1; ; 20/21; 20/21; 1
Draw; 5/2; 13/5; 13/5; 12/5; 12/5; 13/5; 13/5; 5/2; 5/2; 5/2; 12/5; 13/5; 13/5; 5/2; 13/5; ; 5/2; ; 5/2; ; 5/2; 27/10; 13/5; 5/2; 5/2; ; 5/2; 5/2; 13/5
Eibar; 3; 13/5; 14/5; 14/5; 3; 3; 3; 11/4; 14/5; 14/5; 13/5; 11/4; 57/20; 14/5; 14/5; ; 29/10; ; 29/10; ; 29/10; 41/13; 29/10; 3; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-04 12:18:42 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 10/11; 10/11; 19/20; 20/21; 1; 19/20; 1; 10/11; 10/11; 20/21; 10/11; 21/20; ; 1; 10/11; ; 19/20; ; 19/20; ; 19/20; 39/40; 22/23; 19/20; 1; ; 20/21; 20/21; 1
Draw; 13/5; 13/5; 13/5; 5/2; 12/5; 27/10; 27/10; 5/2; 5/2; 5/2; 5/2; 23/10; ; 13/5; 13/5; ; 28/11; ; 5/2; ; 28/11; 27/10; 13/5; 5/2; 13/5; ; 13/5; 5/2; 13/5
Eibar; 3; 3; 11/4; 14/5; 3; 14/5; 29/10; 11/4; 14/5; 14/5; 3; 3; ; 3; 3; ; 37/13; ; 29/10; ; 37/13; 41/13; 14/5; 3; 14/5; ; 14/5; 14/5; 14/5
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-04 16:18:27 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 10/11; 10/11; 1; 20/21; 1; 19/20; 1; 10/11; 10/11; 10/11; 10/11; 21/20; 19/20; 1; 10/11; ; 19/20; ; 19/20; ; 19/20; 19/20; 22/23; 19/20; 19/20; ; 20/21; 20/21; 1
Draw; 13/5; 13/5; 11/4; 5/2; 12/5; 27/10; 27/10; 5/2; 5/2; 5/2; 5/2; 23/10; 53/20; 13/5; 13/5; ; 28/11; ; 5/2; ; 28/11; 27/10; 13/5; 5/2; 13/5; ; 13/5; 5/2; 13/5
Eibar; 3; 3; 14/5; 14/5; 3; 14/5; 29/10; 11/4; 14/5; 14/5; 3; 3; 57/20; 3; 3; ; 37/13; ; 29/10; ; 37/13; 33/10; 29/10; 3; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-04 20:19:25 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 10/11; 19/20; 1; 20/21; 1; 1; 1; 10/11; 10/11; 20/21; 10/11; 21/20; 19/20; 1; 10/11; ; 1; ; 19/20; ; 1; 19/20; 66/67; 19/20; 1; ; 20/21; 20/21; 1
Draw; 5/2; 13/5; 11/4; 5/2; 12/5; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 23/10; 53/20; 13/5; 13/5; ; 28/11; ; 5/2; ; 28/11; 52/19; 13/5; 13/5; 13/5; ; 5/2; 5/2; 13/5
Eibar; 3; 11/4; 14/5; 14/5; 3; 14/5; 14/5; 11/4; 14/5; 11/4; 3; 3; 57/20; 3; 3; ; 14/5; ; 29/10; ; 14/5; 13/4; 37/13; 3; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-05 00:18:31 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 10/11; 19/20; 1; 20/21; 1; 1; 1; 10/11; 10/11; 20/21; 10/11; 21/20; 19/20; 1; 10/11; ; 19/20; ; 19/20; ; 19/20; 68/67; 66/67; 19/20; 1; ; 20/21; 20/21; 
Draw; 5/2; 13/5; 11/4; 5/2; 12/5; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 23/10; 53/20; 13/5; 13/5; ; 28/11; ; 5/2; ; 28/11; 51/19; 13/5; 13/5; 13/5; ; 13/5; 13/5; 
Eibar; 3; 11/4; 14/5; 14/5; 3; 14/5; 14/5; 11/4; 14/5; 11/4; 3; 3; 57/20; 3; 3; ; 14/5; ; 29/10; ; 14/5; 58/19; 37/13; 3; 14/5; ; 14/5; 14/5; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-05 04:18:34 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 1; 19/20; 1; 20/21; 1; 1; 21/20; 10/11; 10/11; 20/21; 19/20; 21/20; 19/20; 1; 10/11; ; 19/20; ; 19/20; ; 19/20; 68/67; 66/67; 19/20; 1; ; 20/21; 20/21; 1
Draw; 5/2; 13/5; 27/10; 5/2; 12/5; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 23/10; 53/20; 13/5; 13/5; ; 28/11; ; 5/2; ; 28/11; 51/19; 13/5; 13/5; 13/5; ; 5/2; 5/2; 13/5
Eibar; 14/5; 11/4; 11/4; 14/5; 3; 14/5; 14/5; 11/4; 14/5; 11/4; 14/5; 3; 14/5; 3; 3; ; 14/5; ; 29/10; ; 14/5; 58/19; 37/13; 3; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-05 08:18:37 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 1; 19/20; 1; 20/21; 1; 19/20; 1; 10/11; 10/11; 20/21; 19/20; 21/20; 19/20; 1; 10/11; ; 19/20; ; 19/20; ; 19/20; 66/67; 66/67; ; 1; ; 20/21; 20/21; 1
Draw; 5/2; 13/5; 27/10; 5/2; 12/5; 13/5; 27/10; 5/2; 5/2; 5/2; 5/2; 23/10; 27/10; 13/5; 13/5; ; 28/11; ; 5/2; ; 28/11; 31/11; 13/5; ; 13/5; ; 13/5; 13/5; 13/5
Eibar; 14/5; 11/4; 14/5; 14/5; 3; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 3; 14/5; 3; 3; ; 37/13; ; 29/10; ; 37/13; 3; 37/13; ; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-05 12:20:19 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 1; 19/20; 1; 20/21; 20/21; 1; 1; 10/11; 10/11; 20/21; 19/20; 19/20; 19/20; 1; 10/11; ; 19/20; ; 19/20; ; 19/20; 68/67; 66/67; 19/20; 1; ; 20/21; 20/21; 1
Draw; 5/2; 13/5; 27/10; 13/5; 5/2; 13/5; 27/10; 5/2; 5/2; 5/2; 5/2; 5/2; 27/10; 13/5; 13/5; ; 28/11; ; 5/2; ; 28/11; 11/4; 13/5; 13/5; 5/2; ; 13/5; 13/5; 27/10
Eibar; 14/5; 11/4; 14/5; 13/5; 3; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 3; 14/5; 3; 3; ; 14/5; ; 29/10; ; 14/5; 119/40; 37/13; 3; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-05 16:19:13 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 1; 19/20; 1; 20/21; 20/21; 1; 1; 10/11; 10/11; 20/21; 1; 19/20; 19/20; 1; 10/11; ; 19/20; ; 19/20; ; 19/20; 39/40; 66/67; 19/20; 1; ; 20/21; 20/21; 1
Draw; 5/2; 13/5; 27/10; 5/2; 5/2; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 27/10; 13/5; 13/5; ; 5/2; ; 5/2; ; 5/2; 31/11; 13/5; 13/5; 5/2; ; 5/2; 13/5; 13/5
Eibar; 14/5; 11/4; 14/5; 11/4; 3; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 3; 14/5; 3; 3; ; 37/13; ; 29/10; ; 37/13; 3; 37/13; 3; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-05 19:46:08 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 1; 19/20; 21/20; 20/21; 20/21; 1; 21/20; 10/11; 10/11; 20/21; 1; 19/20; 19/20; 1; 19/20; ; 19/20; ; 19/20; ; 19/20; 1; 30/29; 19/20; 1; ; 20/21; 1; 1
Draw; 5/2; 13/5; 27/10; 5/2; 5/2; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 53/20; 13/5; 13/5; ; 5/2; ; 5/2; ; 5/2; 49/18; 13/5; 13/5; 5/2; ; 5/2; 5/2; 13/5
Eibar; 14/5; 11/4; 14/5; 13/5; 3; 14/5; 14/5; 11/4; 14/5; 11/4; 14/5; 3; 57/20; 29/10; 14/5; ; 37/13; ; 29/10; ; 37/13; 58/19; 27/10; 3; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-05 20:19:38 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas ; 1; 19/20; 21/20; 1; 20/21; 1; 21/20; 10/11; 10/11; 20/21; 1; 19/20; 19/20; 1; 19/20; ; 1; ; 19/20; ; 1; 1; 42/41; 19/20; 1; ; 20/21; 1; 1
Draw; 5/2; 13/5; 27/10; 12/5; 5/2; 13/5; 13/5; 5/2; 5/2; 5/2; 5/2; 5/2; 53/20; 13/5; 13/5; ; 5/2; ; 5/2; ; 5/2; 49/18; 13/5; 13/5; 5/2; ; 13/5; 13/5; 27/10
Eibar; 14/5; 11/4; 14/5; 14/5; 3; 14/5; 14/5; 11/4; 14/5; 14/5; 14/5; 3; 14/5; 29/10; 14/5; ; 37/13; ; 29/10; ; 37/13; 58/19; 14/5; 3; 14/5; ; 14/5; 14/5; 3
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-05 21:45:32 GMT+2; 2016-11-05 19:45; e70300-dr003
Las Palmas; ; ; ; ; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eibar; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; spain/la-liga-primera/las-palmas-v-eibar; 2016-11-05 23:45:06 GMT+2; 2016-11-05 19:45; In Play; e70300-dr003
Draw; ; ; ; ; ; 1/14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Eibar; ; ; ; ; ; 16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
