META; spain/la-liga-primera/espanyol-v-granada; 2017-01-02 16:19:42 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-04 04:19:29 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-04 08:19:48 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-04 12:19:42 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-04 16:19:49 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-05 00:19:43 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-05 04:19:29 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-05 08:19:22 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-05 12:19:35 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-05 16:19:32 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-05 20:19:20 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-06 00:19:27 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-06 04:19:18 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-06 08:19:12 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-06 12:20:16 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-06 16:19:58 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-06 20:20:24 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-07 00:21:03 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-07 04:19:39 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-07 08:19:35 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-07 12:21:01 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-07 16:21:38 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 17/25; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 61/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 24/5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-07 20:19:59 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 63/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-08 00:20:10 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 63/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-08 04:19:15 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 63/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-08 08:19:18 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 63/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-08 12:19:45 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 63/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-08 16:19:26 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 63/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-08 20:19:46 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 63/20; ; ; ; ; ; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 5; ; ; ; ; ; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-09 00:19:11 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; 2/5; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 63/20; ; ; ; ; 7/5; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 5; ; ; ; ; 9/5; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-09 04:18:53 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; 2/5; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 63/20; ; ; ; ; 7/5; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 5; ; ; ; ; 9/5; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-09 08:19:02 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/13; ; ; ; ; ; ; ; ; ; 11/17; ; ; 13/20; ; ; ; ; 2/5; ; 
Draw; ; ; ; ; ; ; ; ; 14/5; ; ; ; ; ; ; ; ; ; 11/4; ; ; 63/20; ; ; ; ; 7/5; ; 
Granada; ; ; ; ; ; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; 4; ; ; 5; ; ; ; ; 9/5; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-09 12:19:16 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; ; ; ; ; ; ; ; ; 8/11; 8/11; ; ; ; ; ; ; 9/13; ; 11/17; ; 9/13; 13/20; ; ; ; ; 4/9; ; 
Draw; ; ; ; ; ; ; ; ; 13/5; 13/5; ; ; ; ; ; ; 45/17; ; 11/4; ; 45/17; 63/20; ; ; ; ; 17/10; ; 
Granada; ; ; ; ; ; ; ; ; 4; 15/4; ; ; ; ; ; ; 19/5; ; 4; ; 19/5; 5; ; ; ; ; 19/10; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-09 16:19:49 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; 4/6; ; ; ; ; 3/4; 8/11; ; 8/11; 7/10; ; ; 7/10; ; 3/4; 7/10; 4/6; ; 11/17; ; 4/6; 13/20; 8/11; ; ; ; 8/15; ; 
Draw; 13/5; ; ; ; ; 14/5; 14/5; ; 13/5; 13/5; ; ; 27/10; ; 11/4; 14/5; 45/17; ; 11/4; ; 45/17; 63/20; 13/5; ; ; ; 2; ; 
Granada; 17/4; ; ; ; ; 19/5; 4; ; 4; 4; ; ; 4; ; 15/4; 9/2; 75/19; ; 4; ; 75/19; 5; 3; ; ; ; 3; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-09 20:19:38 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; 4/6; ; ; ; ; 3/4; 8/11; ; 8/11; 7/10; ; ; 7/10; ; 3/4; 7/10; 4/6; 11/17; 4/6; 4/6; 13/20; 8/11; 7/10; ; ; 8/15; ; 
Draw; 13/5; ; ; ; ; 14/5; 14/5; ; 13/5; 13/5; ; ; 27/10; ; 11/4; 14/5; 13/5; 11/4; 27/10; 13/5; 63/20; 13/5; 27/10; ; ; 21/10; ; 
Granada; 17/4; ; ; ; ; 19/5; 4; ; 4; 4; ; ; 4; ; 15/4; 9/2; 75/19; 4; 4; 75/19; 5; 3; 4; ; ; 3; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-10 00:19:25 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; 4/6; ; ; ; ; 3/4; 8/11; ; 8/11; 7/10; ; ; 7/10; ; 3/4; 7/10; 4/6; 11/17; 4/6; 4/6; 33/50; 8/11; 7/10; ; ; 8/15; ; 
Draw; 13/5; ; ; ; ; 14/5; 14/5; ; 13/5; 13/5; ; ; 27/10; ; 11/4; 14/5; 45/17; 11/4; 27/10; 45/17; 31/10; 13/5; 27/10; ; ; 2; ; 
Granada; 17/4; ; ; ; ; 19/5; 4; ; 4; 4; ; ; 4; ; 15/4; 9/2; 39/10; 4; 4; 39/10; 49/10; 3; 4; ; ; 11/5; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-10 04:19:23 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; 4/6; ; ; ; ; 3/4; 8/11; ; 8/11; 7/10; ; ; 7/10; ; 3/4; 7/10; 4/6; 11/17; 4/6; 4/6; 33/50; 8/11; 7/10; ; ; 8/15; ; 
Draw; 13/5; ; ; ; ; 14/5; 14/5; ; 13/5; 13/5; ; ; 27/10; ; 11/4; 14/5; 45/17; 11/4; 27/10; 45/17; 31/10; 13/5; 27/10; ; ; 2; ; 
Granada; 17/4; ; ; ; ; 19/5; 4; ; 4; 4; ; ; 4; ; 15/4; 9/2; 39/10; 4; 4; 39/10; 49/10; 3; 4; ; ; 11/5; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-10 08:19:27 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; 4/6; ; ; ; ; 3/4; 8/11; ; 8/11; 7/10; ; ; 7/10; ; 3/4; 7/10; 4/6; 11/17; 4/6; 4/6; 33/50; 8/11; 7/10; ; ; 8/15; ; 
Draw; 13/5; ; ; ; ; 14/5; 14/5; ; 13/5; 13/5; ; ; 27/10; ; 11/4; 14/5; 45/17; 11/4; 27/10; 45/17; 31/10; 13/5; 27/10; ; ; 2; ; 
Granada; 17/4; ; ; ; ; 19/5; 4; ; 4; 4; ; ; 4; ; 15/4; 9/2; 39/10; 4; 4; 39/10; 49/10; 3; 4; ; ; 3; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-10 12:19:36 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; 4/6; ; ; 3/4; ; 3/4; 8/11; ; 8/11; 7/10; ; ; 7/10; ; 3/4; 7/10; 4/6; 11/17; 4/6; 4/6; 33/50; 8/11; 7/10; ; ; 8/15; ; 
Draw; 13/5; ; ; 5/2; ; 14/5; 14/5; ; 13/5; 13/5; ; ; 27/10; ; 11/4; 14/5; 45/17; 11/4; 27/10; 45/17; 31/10; 13/5; 27/10; ; ; 19/10; ; 
Granada; 17/4; ; ; 4; ; 19/5; 4; ; 4; 4; ; ; 4; ; 15/4; 9/2; 75/19; 4; 4; 75/19; 49/10; 3; 4; ; ; 3; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-10 16:19:49 GMT+2; 2017-01-21 12:00; e70300-dr003
Espanyol; 8/13; ; ; 4/6; ; 7/10; 4/6; ; 8/13; 4/6; 4/6; ; 4/6; ; 7/10; 4/6; 11/17; 11/17; 4/6; 11/17; 33/50; 4/6; 7/10; ; ; 4/7; ; 
Draw; 11/4; ; ; 13/5; ; 14/5; 14/5; ; 14/5; 13/5; 13/5; ; 11/4; ; 14/5; 14/5; 45/17; 11/4; 27/10; 45/17; 31/10; 27/10; 27/10; ; ; 13/5; ; 
Granada; 19/4; ; ; 9/2; ; 17/4; 22/5; ; 17/4; 17/4; 4; ; 17/4; ; 4; 9/2; 54/13; 4; 4; 54/13; 49/10; 10/3; 4; ; ; 7/2; ; 
META; spain/la-liga-primera/espanyol-v-granada; 2017-01-10 20:19:45 GMT+2; 2017-01-21 12:00; e70300-dr003
