META; english/premier-league/arsenal-v-man-city; 2017-03-04 22:16:51 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-07 02:16:49 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-07 06:16:13 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-07 10:16:15 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-07 14:16:28 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-07 18:16:18 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-07 22:16:41 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 02:16:05 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 06:16:07 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 10:16:54 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 14:16:13 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 18:16:12 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-08 22:16:20 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 02:16:05 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 06:16:05 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; ; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 10:16:07 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 14:16:08 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 18:16:31 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-09 22:15:59 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 02:15:54 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 06:15:50 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 10:15:47 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 14:15:51 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 18:15:52 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-10 22:16:12 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 02:16:00 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 06:16:02 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 10:16:32 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 14:16:03 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 18:16:05 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-11 22:15:56 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 02:15:55 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 06:15:55 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 10:16:00 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 14:15:58 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; ; ; 7/5; ; ; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; ; ; 24/13; ; ; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 18:16:04 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; ; 7/5; 6/4; ; ; ; ; ; ; 6/4; 7/5; 7/5; ; 7/5; 33/20; ; ; ; ; ; ; 
Man City; ; ; 8/5; ; ; ; ; 9/5; 9/5; ; ; ; ; ; ; 15/8; 24/13; 24/13; ; 24/13; 91/50; ; ; ; ; ; ; 
Draw; ; ; 12/5; ; ; ; ; 23/10; 12/5; ; ; ; ; ; ; 5/2; 23/10; 23/10; ; 23/10; 5/2; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-man-city; 2017-03-12 22:16:03 GMT+2; 2017-04-01 15:00; Nothing; Xlenovo
Arsenal; ; ; 6/4; ; ; ; 9/5; 7/5; 13/8; ; ; ; ; ; ; 8/5; 17/10; 17/11; 17/10; 17/10; 8/5; ; 17/10; ; ; ; ; 
