META; english/premier-league/arsenal-v-leicester; 2017-02-20 18:16:55 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; 1/3; ; ; ; ; ; ; ; ; 4/11; ; ; 7/20; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-22 22:16:50 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-23 02:16:27 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-23 06:16:27 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-23 10:16:30 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-23 14:17:12 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-23 18:16:34 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-23 22:16:36 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-24 02:16:14 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-24 06:16:04 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-24 10:16:02 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-24 14:16:23 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; 4/11; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; 4; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; 13/2; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-24 18:16:36 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-24 22:17:24 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-25 02:16:32 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-25 06:16:22 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-25 10:16:41 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-25 14:17:24 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-25 18:16:34 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 15/2; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-25 22:16:19 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; 3/8; ; ; 3/8; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; 18/5; ; ; 18/5; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 8; 29/4; ; ; 29/4; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-26 02:16:27 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-26 06:16:06 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-26 10:16:55 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-26 14:16:06 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-26 18:16:12 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-26 22:16:16 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-27 02:16:00 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-27 06:15:59 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-27 10:16:02 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-27 14:15:58 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-27 18:16:18 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-27 22:16:03 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-28 02:15:58 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-28 06:16:02 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-28 10:16:00 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; 2/7; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; 4; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; 17/2; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-28 14:16:23 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-28 18:16:34 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-02-28 22:16:26 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
META; english/premier-league/arsenal-v-leicester; 2017-03-01 02:16:02 GMT+2; 2017-03-11 15:00; Nothing; Xlenovo
Arsenal; ; ; ; ; ; ; ; 4/11; ; ; ; ; ; ; ; 2/5; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; ; ; ; ; ; ; 7/2; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; 
Leicester; ; ; ; ; ; ; ; 7; ; ; ; ; ; ; ; 8; ; ; ; ; ; ; ; ; ; ; ; 
