META; english/league-cup/oldham-v-wigan; 2016-07-12 13:08:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 1; ; 1; 20/21; ; 1; 20/21; ; ; 1; ; 19/20; ; 19/20; ; 1; ; 1; 1; 1; 19/20; 21/20; ; ; 1/100; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-25 04:19:29 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-25 08:19:33 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-25 12:19:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; ; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; ; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; ; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-25 16:20:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; 10/11; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 1/100; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; 5/2; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 1/12; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; 9/4; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 1/12; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-25 20:20:58 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; 10/11; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 1/100; ; 
Draw; 12/5; 12/5; 12/5; 13/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; 5/2; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 1/12; ; 
Oldham; 29/10; 5/2; 11/4; 13/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; 9/4; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 1/12; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-26 00:20:54 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 10/11; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; 10/11; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 1/100; ; 
Draw; 12/5; 12/5; 12/5; 5/2; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; 5/2; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 1/12; ; 
Oldham; 12/5; 5/2; 11/4; 11/4; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; 9/4; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 1/12; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-26 04:20:20 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 20/21; ; 1; 20/21; 19/20; ; 1; 1; 1; 10/11; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 1/100; ; 
Draw; 12/5; 12/5; 12/5; 13/5; ; 12/5; 5/2; 23/10; ; 12/5; 12/5; 9/4; 5/2; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 1/12; ; 
Oldham; 29/10; 5/2; 11/4; 13/5; ; 13/5; 14/5; 11/4; ; 11/4; 11/4; 13/5; 9/4; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 1/12; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-26 08:20:47 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 10/11; 1; 1; 20/21; ; ; 19/20; 19/20; ; 1; 1; 1; 10/11; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 19/20; ; 1/100; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; ; 5/2; 23/10; ; 12/5; 12/5; 9/4; 5/2; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; ; 1/12; ; 
Oldham; 12/5; 5/2; 11/4; 14/5; ; ; 14/5; 11/4; ; 11/4; 11/4; 13/5; 9/4; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 5/2; ; 1/12; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-26 12:20:51 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 1; ; 1; 1; 19/20; ; 1; 1; 1; 19/20; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 1/100; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; 13/5; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 40/17; 13/5; 23/10; ; 1/12; ; 
Oldham; 29/10; 5/2; 11/4; 5/2; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; 2; 27/10; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 1/12; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-26 16:20:57 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 10/11; 1; 1; 10/11; ; 1; ; 19/20; ; 1; 1; 1; 1; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 1/100; ; 
Draw; 12/5; 12/5; 12/5; 23/10; ; 12/5; ; 23/10; ; 12/5; 12/5; 9/4; 5/2; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 1/12; ; 
Oldham; 13/5; 5/2; 11/4; 5/2; ; 13/5; ; 11/4; ; 11/4; 11/4; 13/5; 23/10; 27/10; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 1/12; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-26 20:21:21 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; 10/11; ; 1; 1; 19/20; ; 1; 1; 1; 1; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 1/100; ; 
Draw; 12/5; 12/5; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; 5/2; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 1/12; ; 
Oldham; 29/10; 5/2; 11/4; 5/2; ; 13/5; 11/4; 11/4; ; 11/4; 13/5; 13/5; 23/10; 27/10; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 1/12; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-27 00:20:27 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 1/100; ; 
Draw; 12/5; 12/5; 12/5; ; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 1/12; ; 
Oldham; 29/10; 5/2; 11/4; ; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 1/12; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-27 04:20:16 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 4/6; ; 
Draw; 12/5; 12/5; 12/5; ; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 2/9; ; 
Oldham; 29/10; 5/2; 11/4; ; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 1/4; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-27 08:20:24 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; ; 39/40; ; 4/6; ; 
Draw; 12/5; 12/5; 12/5; ; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; ; 23/10; ; 2/9; ; 
Oldham; 29/10; 5/2; 11/4; ; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; ; 12/5; ; 1/4; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-27 12:20:47 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; ; 39/40; ; 4/6; ; 
Draw; 12/5; 12/5; 12/5; ; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; ; 23/10; ; 2/9; ; 
Oldham; 29/10; 5/2; 11/4; ; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; ; 12/5; ; 1/4; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-27 16:21:01 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 4/6; ; 
Draw; 12/5; 12/5; 12/5; ; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 2/9; ; 
Oldham; 29/10; 5/2; 11/4; ; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 1/4; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-27 20:21:28 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 5/2; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 11/5; ; 
Oldham; 29/10; 5/2; 11/4; 11/4; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-28 00:20:38 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 5/2; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 9/4; ; 
Oldham; 29/10; 5/2; 11/4; 11/4; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-28 04:19:29 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 5/2; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 9/4; ; 
Oldham; 29/10; 5/2; 11/4; 11/4; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-28 08:20:49 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 5/2; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 9/4; ; 
Oldham; 29/10; 5/2; 11/4; 11/4; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 5/2; ; 
META; english/league-cup/oldham-v-wigan; 2016-07-28 12:21:15 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 5/2; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 9/4; ; 
Oldham; 29/10; 5/2; 11/4; 11/4; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 5/2; ; 
