META; english/league-cup/southend-v-gillingham; 2016-07-12 13:08:27 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; ; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 6/5; ; 5/4; ; ; 6/5; ; 6/5; 13/10; ; ; ; ; 
Southend; ; ; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 6/5; ; 5/4; ; ; 6/5; ; 6/5; 13/10; ; ; ; ; 
Gillingham; ; ; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 37/19; 41/18; ; ; ; ; 
Draw; ; ; 12/5; ; ; 5/2; 5/2; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 12/5; 5/2; ; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-14 20:19:43 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; ; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 6/5; ; 5/4; ; ; 6/5; ; 6/5; 13/10; ; ; ; ; 
Gillingham; ; ; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 37/19; 41/18; ; ; ; ; 
Draw; ; ; 12/5; ; ; 5/2; 5/2; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 12/5; 5/2; ; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-15 00:19:13 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; ; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 6/5; ; 5/4; ; ; 6/5; ; 6/5; 13/10; ; ; ; ; 
Gillingham; ; ; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 37/19; 41/18; ; ; ; ; 
Draw; ; ; 12/5; ; ; 5/2; 5/2; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 12/5; 5/2; ; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-15 04:18:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; ; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 6/5; ; 5/4; ; ; 6/5; ; 6/5; 13/10; ; ; ; ; 
Gillingham; ; ; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 37/19; 41/18; ; ; ; ; 
Draw; ; ; 12/5; ; ; 5/2; 5/2; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 12/5; 5/2; ; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-15 08:17:58 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; ; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 6/5; ; 5/4; ; ; 6/5; ; 6/5; 13/10; ; ; ; ; 
Gillingham; ; ; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 37/19; 41/18; ; ; ; ; 
Draw; ; ; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 12/5; 5/2; ; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-15 12:18:30 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 6/5; ; 5/4; ; ; 6/5; ; 6/5; 13/10; ; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 85/40; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 2; 41/18; ; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 40/17; 5/2; ; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-15 16:18:38 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 6/5; ; 5/4; ; ; 6/5; ; 6/5; 13/10; ; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 37/19; 41/18; ; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 12/5; 5/2; ; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-15 20:20:13 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 5/4; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 37/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-16 00:19:31 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; ; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; ; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; ; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-16 04:19:32 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-16 08:19:37 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-16 12:20:53 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-16 16:20:12 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-16 20:20:05 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-17 00:19:33 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-17 04:19:32 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-17 08:19:54 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-17 12:20:18 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-17 16:20:34 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-17 20:20:20 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-18 00:20:10 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-18 04:20:05 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-18 08:19:58 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-18 12:31:43 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-18 16:20:53 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; ; ; ; ; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; ; ; ; ; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-18 20:20:10 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-19 00:20:17 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-19 04:20:11 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-19 08:20:18 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 5/4; ; 5/4; ; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 2; ; 21/10; ; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 49/20; ; 5/2; ; ; 5/2; ; 11/5; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-19 12:20:20 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 6/5; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 5/2; ; 9/4; 5/2; 23/10; ; ; ; 
