META; english/league-cup/southend-v-gillingham; 2016-07-12 13:08:27 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; ; 5/4; ; ; 6/5; 5/4; ; ; ; ; 6/5; ; 6/5; ; 5/4; ; ; 6/5; ; 6/5; 13/10; ; ; ; ; 
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-26 08:21:10 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; ; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; ; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; ; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 23/10; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-26 12:21:13 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 23/10; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-26 16:21:24 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; ; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; ; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; ; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-26 20:21:47 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-27 00:20:50 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-27 04:20:37 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 6/5; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 2; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 5/2; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-27 08:20:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 13/10; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; ; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 11/5; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; ; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; ; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-27 12:21:09 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 13/10; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; ; 5/4; ; ; ; 
Gillingham; ; 19/10; 21/10; ; ; 11/5; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; ; 24/13; ; ; ; 
Draw; ; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; ; 23/10; ; ; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-27 16:21:26 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 13/10; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; 9/10; ; 
Gillingham; ; 19/10; 21/10; ; ; 11/5; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; 13/10; ; 
Draw; ; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; 17/10; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-27 20:22:00 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 13/10; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; 1; ; 
Gillingham; ; 19/10; 21/10; ; ; 11/5; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; 13/10; ; 
Draw; ; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; 7/4; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-28 00:21:01 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 13/10; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; 1; ; 
Gillingham; ; 19/10; 21/10; ; ; 11/5; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; 13/10; ; 
Draw; ; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; 9/5; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-28 04:19:50 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 13/10; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; 10/9; ; 
Gillingham; ; 19/10; 21/10; ; ; 11/5; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; 13/8; ; 
Draw; ; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; 19/10; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-28 08:21:11 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 13/10; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; 21/20; ; 
Gillingham; ; 19/10; 21/10; ; ; 11/5; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; 6/4; ; 
Draw; ; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; 9/5; ; 
META; english/league-cup/southend-v-gillingham; 2016-07-28 12:21:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Southend; ; 5/4; 5/4; ; ; 13/10; 5/4; 6/5; ; ; 5/4; 6/5; ; 6/5; ; 5/4; 6/5; ; 5/4; ; 6/5; 13/10; 5/4; ; 21/20; ; 
Gillingham; ; 19/10; 21/10; ; ; 11/5; 21/10; 2; ; ; 21/10; 11/5; ; 21/10; ; 21/10; 2; ; 2; ; 39/19; 41/18; 24/13; ; 13/10; ; 
Draw; ; 12/5; 12/5; ; ; 12/5; 12/5; 12/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; ; 12/5; ; 9/4; 5/2; 23/10; ; 7/4; ; 
