META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2017-12-24 18:27:22 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 4/5; ; ; ; ; ; ; ; 4/5; ; ; 5/6; ; ; 10/11; ; ; 5/6; ; 11/13; 4/5; ; 20/23; ; 5/6; ; ; 4/5; 
SD Huesca; 10/11; 5/6; 19/20; 10/11; 51/50; ; ; ; 9/10; ; 10/11; 10/11; ; ; 19/20; ; 19/20; 10/11; 19/20; 19/20; 9/10; 9/10; 1; 10/11; 10/11; ; ; 10/11; 
Draw; 9/4; 23/10; 11/5; 23/10; 23/10; ; ; ; 11/5; ; 23/10; 23/10; ; ; 9/4; ; 9/4; 11/5; 9/4; 23/10; 11/5; 11/5; 23/10; 47/20; 9/4; ; ; 21/10; 
Oviedo; 10/3; 3; 14/5; 14/5; 17/5; ; ; ; 33/10; ; 10/3; 14/5; ; ; 3; ; 3; 3; 3; 5/2; 13/4; 14/5; 31/10; 3; 58/19; ; ; 12/5; 
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-01 02:26:39 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 5/6; 19/20; 10/11; 51/50; ; ; ; 9/10; ; 10/11; 10/11; ; ; 19/20; ; 19/20; 10/11; 19/20; 19/20; 9/10; 9/10; 1; 10/11; 10/11; ; ; 10/11; 
Draw; 9/4; 23/10; 11/5; 23/10; 23/10; ; ; ; 11/5; ; 23/10; 23/10; ; ; 9/4; ; 9/4; 11/5; 9/4; 23/10; 11/5; 11/5; 23/10; 47/20; 9/4; ; ; 21/10; 
Oviedo; 10/3; 3; 14/5; 14/5; 17/5; ; ; ; 33/10; ; 10/3; 14/5; ; ; 3; ; 3; 3; 3; 5/2; 13/4; 14/5; 31/10; 3; 58/19; ; ; 12/5; 
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-01 10:26:49 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 5/6; 19/20; 10/11; 51/50; ; ; ; 9/10; ; 10/11; 10/11; ; ; 19/20; ; 19/20; 10/11; 19/20; 19/20; 9/10; 9/10; 1; 10/11; 10/11; ; ; 10/11; 
Draw; 9/4; 23/10; 11/5; 23/10; 23/10; ; ; ; 11/5; ; 23/10; 23/10; ; ; 9/4; ; 9/4; 11/5; 9/4; 23/10; 11/5; 11/5; 23/10; 47/20; 9/4; ; ; 21/10; 
Oviedo; 10/3; 3; 14/5; 14/5; 17/5; ; ; ; 33/10; ; 10/3; 14/5; ; ; 3; ; 3; 3; 3; 5/2; 13/4; 14/5; 31/10; 3; 58/19; ; ; 12/5; 
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-01 14:27:54 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 5/6; 19/20; 10/11; 51/50; ; ; ; 9/10; ; 10/11; 10/11; ; ; 19/20; ; 19/20; 10/11; 19/20; 19/20; 9/10; 9/10; 1; 10/11; 10/11; ; ; 10/11; 
Draw; 9/4; 23/10; 11/5; 23/10; 23/10; ; ; ; 11/5; ; 23/10; 23/10; ; ; 9/4; ; 9/4; 11/5; 9/4; 23/10; 11/5; 11/5; 23/10; 47/20; 9/4; ; ; 21/10; 
Oviedo; 10/3; 3; 14/5; 14/5; 17/5; ; ; ; 33/10; ; 10/3; 14/5; ; ; 3; ; 3; 3; 3; 5/2; 13/4; 14/5; 31/10; 3; 58/19; ; ; 12/5; 
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-01 18:26:17 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 51/50; ; ; ; 9/10; ; 20/21; 10/11; ; ; 19/20; ; 19/20; 10/11; 19/20; 19/20; 9/10; 9/10; 1; 10/11; 10/11; ; ; 10/11; 
Draw; 9/4; 9/4; 11/5; 23/10; 23/10; ; ; ; 11/5; ; 23/10; 23/10; ; ; 9/4; ; 9/4; 11/5; 9/4; 23/10; 11/5; 11/5; 23/10; 47/20; 9/4; ; ; 21/10; 
Oviedo; 10/3; 14/5; 14/5; 14/5; 17/5; ; ; ; 33/10; ; 3; 14/5; ; ; 3; ; 3; 3; 3; 5/2; 13/4; 14/5; 31/10; 3; 58/19; ; ; 12/5; 
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-01 22:24:24 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 51/50; ; ; ; 9/10; ; 20/21; 10/11; ; ; 19/20; ; 19/20; 10/11; 19/20; 19/20; 9/10; 9/10; 1; 10/11; 10/11; ; 1/7; 10/11; 
Draw; 9/4; 9/4; 11/5; 23/10; 23/10; ; ; ; 11/5; ; 23/10; 23/10; ; ; 9/4; ; 9/4; 9/4; 9/4; 23/10; 11/5; 11/5; 23/10; 47/20; 9/4; ; 1/4; 21/10; 
Oviedo; 10/3; 3; 14/5; 14/5; 17/5; ; ; ; 33/10; ; 3; 14/5; ; ; 3; ; 3; 58/19; 3; 5/2; 13/4; 14/5; 31/10; 3; 31/10; ; 1/4; 12/5; 
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-02 02:24:35 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 51/50; ; ; ; 9/10; ; 20/21; 10/11; ; ; 19/20; ; 19/20; 10/11; 19/20; 19/20; 9/10; 9/10; 1; 10/11; 10/11; ; 2/9; 10/11; 
Draw; 9/4; 9/4; 11/5; 23/10; 23/10; ; ; ; 11/5; ; 23/10; 23/10; ; ; 9/4; ; 9/4; 9/4; 9/4; 23/10; 11/5; 11/5; 23/10; 47/20; 9/4; ; 6/4; 21/10; 
Oviedo; 10/3; 3; 14/5; 14/5; 17/5; ; ; ; 33/10; ; 3; 14/5; ; ; 3; ; 3; 58/19; 3; 5/2; 13/4; 14/5; 31/10; 3; 31/10; ; 8/15; 12/5; 
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-02 10:24:26 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 101/ 100; ; ; ; 9/10; ; 20/21; 10/11; ; ; 19/20; ; 19/20; 10/11; 19/20; 19/20; 9/10; 9/10; 1; 10/11; 10/11; ; 1/4; 5/6; 
Draw; 9/4; 9/4; 11/5; 23/10; 59/25; ; ; ; 11/5; ; 23/10; 23/10; ; ; 9/4; ; 9/4; 9/4; 9/4; 23/10; 11/5; 11/5; 23/10; 47/20; 9/4; ; 9/5; 19/10; 
Oviedo; 10/3; 3; 14/5; 14/5; 67/20; ; ; ; 33/10; ; 3; 14/5; ; ; 3; ; 3; 58/19; 3; 5/2; 13/4; 14/5; 31/10; 3; 31/10; ; 4/11; 9/4; 
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-02 14:24:31 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 101/100; ; ; ; 9/10; ; 20/21; 10/11; ; 19/20; 19/20; ; 19/20; 10/11; 19/20; 19/20; 9/10; 9/10; 1; 10/11; 10/11; ; 10/11; 10/11; 
Draw; 9/4; 9/4; 11/5; 23/10; 59/25; ; ; ; 11/5; ; 23/10; 23/10; ; 11/5; 9/4; ; 9/4; 9/4; 9/4; 23/10; 11/5; 11/5; 23/10; 47/20; 9/4; ; 21/10; 21/10; 
Oviedo; 10/3; 3; 14/5; 14/5; 67/20; ; ; ; 33/10; ; 3; 14/5; ; 29/10; 3; ; 3; 58/19; 3; 5/2; 13/4; 14/5; 31/10; 3; 31/10; ; 3; 12/5; 
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-02 18:24:42 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 101/100; ; ; ; 1; 19/20; 20/21; 10/11; ; 19/20; 19/20; ; 19/20; 19/20; 19/20; 19/20; 1; 9/10; 1; 10/11; 10/11; ; 4/6; 10/11; 1
Draw; 9/4; 9/4; 11/5; 23/10; 59/25; ; ; ; 11/5; 11/5; 23/10; 23/10; ; 11/5; 9/4; ; 9/4; 11/5; 9/4; 23/10; 28/13; 11/5; 23/10; 47/20; 9/4; ; 9/5; 21/10; 23/10
Oviedo; 10/3; 14/5; 14/5; 14/5; 67/20; ; ; ; 56/19; 14/5; 3; 14/5; ; 29/10; 3; ; 3; 3; 3; 5/2; 29/10; 14/5; 31/10; 3; 58/19; ; 23/10; 12/5; 3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-02 22:24:34 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 101/100; ; ; ; 1; 19/20; 20/21; 10/11; ; 19/20; 19/20; 10/11; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 10/11; 10/11; ; 10/11; 10/11; 1
Draw; 9/4; 11/5; 11/5; 23/10; 59/25; ; ; ; 11/5; 11/5; 23/10; 23/10; ; 11/5; 9/4; 9/4; 9/4; 11/5; 9/4; 23/10; 28/13; 11/5; 23/10; 47/20; 9/4; ; 21/10; 21/10; 23/10
Oviedo; 10/3; 3; 14/5; 14/5; 67/20; ; ; ; 56/19; 14/5; 3; 14/5; ; 29/10; 3; 3; 3; 3; 3; 27/11; 29/10; 14/5; 31/10; 3; 58/19; ; 3; 12/5; 3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-03 02:24:03 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 101/100; ; ; ; 1; 19/20; 20/21; 10/11; ; 19/20; 19/20; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 10/11; 10/11; ; 8/13; 10/11; 1
Draw; 9/4; 9/4; 11/5; 23/10; 59/25; ; ; ; 11/5; 11/5; 23/10; 23/10; ; 11/5; 9/4; 9/4; 9/4; 11/5; 9/4; 23/10; 28/13; 11/5; 23/10; 47/20; 9/4; ; 9/5; 21/10; 23/10
Oviedo; 10/3; 14/5; 14/5; 14/5; 67/20; ; ; ; 56/19; 14/5; 3; 14/5; ; 29/10; 3; 14/5; 3; 3; 3; 27/11; 29/10; 14/5; 31/10; 3; 58/19; ; 4/7; 12/5; 3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-03 10:24:15 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 1; 10/11; 101/100; ; ; ; 1; 1; 20/21; 20/21; ; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 10/11; 10/11; ; 4/6; 20/21; 1
Draw; 9/4; 11/5; 21/10; 23/10; 59/25; ; ; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 9/4; 11/5; 11/5; 11/5; 11/5; 23/10; 28/13; 11/5; 23/10; 47/20; 9/4; ; 19/10; 2; 23/10
Oviedo; 10/3; 3; 14/5; 14/5; 67/20; ; ; ; 56/19; 14/5; 10/3; 16/5; ; 14/5; 3; 3; 31/10; 31/10; 31/10; 27/11; 29/10; 14/5; 3; 3; 31/10; ; 19/10; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-03 14:24:36 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 1; 10/11; 101/100; ; ; ; 1; 1; 20/21; 20/21; ; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 10/11; 10/11; ; 4/6; 20/21; 1
Draw; 9/4; 11/5; 21/10; 23/10; 59/25; ; ; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 9/4; 11/5; 11/5; 11/5; 11/5; 23/10; 28/13; 11/5; 23/10; 47/20; 9/4; ; 19/10; 2; 23/10
Oviedo; 10/3; 3; 14/5; 14/5; 67/20; ; ; ; 56/19; 14/5; 10/3; 16/5; ; 14/5; 3; 3; 31/10; 31/10; 31/10; 27/11; 29/10; 14/5; 3; 3; 31/10; ; 19/10; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-03 18:24:42 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 1; 10/11; 101/100; ; ; ; 1; 1; 20/21; 20/21; ; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 10/11; 10/11; ; 4/6; 20/21; 1
Draw; 9/4; 11/5; 21/10; 23/10; 59/25; ; ; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 9/4; 11/5; 11/5; 11/5; 11/5; 23/10; 28/13; 11/5; 23/10; 47/20; 9/4; ; 19/10; 2; 23/10
Oviedo; 10/3; 3; 14/5; 14/5; 67/20; ; ; ; 56/19; 14/5; 10/3; 16/5; ; 14/5; 3; 3; 31/10; 31/10; 31/10; 27/11; 29/10; 14/5; 3; 3; 31/10; ; 19/10; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-03 22:24:32 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 1; 10/11; 101/100; ; 10/11; ; 1; 1; 20/21; 20/21; ; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 10/11; 10/11; ; 4/6; 20/21; 1
Draw; 9/4; 11/5; 21/10; 23/10; 59/25; ; 9/4; ; 11/5; 21/10; 23/10; 21/10; ; 43/20; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 28/13; 11/5; 23/10; 47/20; 9/4; ; 19/10; 2; 23/10
Oviedo; 10/3; 3; 14/5; 14/5; 67/20; ; 3; ; 56/19; 14/5; 3; 16/5; ; 14/5; 3; 3; 31/10; 31/10; 31/10; 27/11; 29/10; 14/5; 3; 3; 41/13; ; 4/7; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-04 02:24:38 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 1; 10/11; 1; 10/11; 101/100; ; 10/11; ; 1; 1; 20/21; 20/21; ; 1; 19/20; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 19/20; 1; ; 4/6; 20/21; 1
Draw; 23/10; 9/4; 21/10; 23/10; 59/25; ; 9/4; ; 11/5; 21/10; 23/10; 21/10; ; 43/20; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 28/13; 85/40; 23/10; 9/4; 9/4; ; 19/10; 2; 23/10
Oviedo; 14/5; 14/5; 14/5; 14/5; 67/20; ; 11/4; ; 56/19; 14/5; 3; 16/5; ; 14/5; 3; 14/5; 31/10; 58/19; 31/10; 27/11; 29/10; 14/5; 3; 3; 31/10; ; 4/7; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-04 10:24:47 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 1; 10/11; 1; 10/11; 101/100; ; 10/11; ; 1; 1; 1; 20/21; ; 1; 1; 19/20; 19/20; 1; 19/20; 28/29; 1; 9/10; 1; 19/20; 19/20; ; 9/10; 20/21; 1
Draw; 23/10; 9/4; 21/10; 23/10; 59/25; ; 9/4; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 21/10; 11/5; 11/5; 11/5; 11/5; 23/10; 28/13; 85/40; 23/10; 9/4; 9/4; ; 21/10; 2; 23/10
Oviedo; 14/5; 14/5; 14/5; 14/5; 67/20; ; 11/4; ; 56/19; 14/5; 3; 16/5; ; 11/4; 3; 14/5; 31/10; 31/10; 31/10; 27/11; 29/10; 14/5; 3; 3; 31/10; ; 14/5; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-04 14:25:10 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 1; 10/11; 19/20; 10/11; 101/100; ; 10/11; ; 1; 19/20; 20/21; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 19/20; 1; ; 9/10; 20/21; 1
Draw; 23/10; 9/4; 11/5; 23/10; 58/25; ; 9/4; ; 11/5; 11/5; 23/10; 9/4; ; 43/20; 21/10; 11/5; 11/5; 9/4; 11/5; 23/10; 28/13; 85/40; 23/10; 9/4; 9/4; ; 9/5; 2; 23/10
Oviedo; 14/5; 14/5; 14/5; 14/5; 17/5; ; 11/4; ; 56/19; 14/5; 3; 14/5; ; 14/5; 3; 14/5; 31/10; 58/19; 31/10; 27/11; 29/10; 14/5; 31/10; 3; 31/10; ; 1/50; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-04 18:24:58 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 1; 19/20; 19/20; 10/11; 101/100; ; 10/11; ; 1; 19/20; 1; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 19/20; 1; ; 9/10; 20/21; 1
Draw; 23/10; 11/5; 11/5; 23/10; 58/25; ; 9/4; ; 11/5; 11/5; 9/4; 9/4; ; 43/20; 21/10; 11/5; 11/5; 9/4; 11/5; 23/10; 28/13; 85/40; 23/10; 9/4; 9/4; ; 9/5; 2; 23/10
Oviedo; 14/5; 14/5; 14/5; 14/5; 17/5; ; 3; ; 56/19; 14/5; 3; 14/5; ; 14/5; 3; 14/5; 31/10; 58/19; 31/10; 27/11; 29/10; 14/5; 31/10; 3; 31/10; ; 1/50; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-04 22:25:06 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 1; 10/11; 19/20; 10/11; 101/100; ; 10/11; ; 1; 19/20; 20/21; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 19/20; 1; ; 9/10; 20/21; 1
Draw; 23/10; 9/4; 11/5; 23/10; 58/25; ; 9/4; ; 11/5; 11/5; 23/10; 21/10; ; 43/20; 21/10; 11/5; 11/5; 9/4; 11/5; 23/10; 28/13; 85/40; 23/10; 9/4; 9/4; ; 9/5; 2; 23/10
Oviedo; 14/5; 14/5; 14/5; 14/5; 17/5; ; 11/4; ; 56/19; 14/5; 3; 3; ; 14/5; 3; 14/5; 31/10; 58/19; 31/10; 27/11; 29/10; 14/5; 31/10; 3; 31/10; ; 1/50; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-05 02:24:49 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 1; 10/11; 19/20; 10/11; 101/100; ; 10/11; ; 1; 19/20; 20/21; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 19/20; 1; ; 9/10; 20/21; 1
Draw; 23/10; 9/4; 21/10; 23/10; 58/25; ; 9/4; ; 11/5; 21/10; 23/10; 21/10; ; 43/20; 21/10; 11/5; 11/5; 9/4; 11/5; 23/10; 28/13; 85/40; 23/10; 9/4; 9/4; ; 9/5; 2; 23/10
Oviedo; 14/5; 14/5; 14/5; 14/5; 17/5; ; 3; ; 56/19; 14/5; 3; 3; ; 14/5; 3; 14/5; 31/10; 58/19; 31/10; 27/11; 29/10; 14/5; 3; 3; 58/19; ; 1/50; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-05 10:24:45 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 1; 10/11; 19/20; 10/11; 51/50; ; 10/11; ; 1; 19/20; 1; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 19/20; 1; ; 9/10; 20/21; 1
Draw; 23/10; 11/5; 21/10; 23/10; 113/50; ; 9/4; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 21/10; 11/5; 9/4; 11/5; 9/4; 23/10; 28/13; 85/40; 23/10; 9/4; 11/5; ; 9/5; 2; 9/4
Oviedo; 14/5; 3; 29/10; 14/5; 69/20; ; 3; ; 56/19; 29/10; 3; 3; ; 14/5; 3; 14/5; 31/10; 31/10; 31/10; 27/11; 29/10; 14/5; 31/10; 16/5; 31/10; ; 1/50; 12/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-05 14:26:56 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 1; 10/11; 19/20; 10/11; 51/50; ; 10/11; ; 1; 19/20; 1; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 28/29; 1; 9/10; 1; 19/20; 1; ; 9/10; 20/21; 1
Draw; 23/10; 11/5; 21/10; 23/10; 113/50; ; 9/4; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 21/10; 11/5; 9/4; 11/5; 9/4; 23/10; 28/13; 85/40; 23/10; 9/4; 11/5; ; 9/5; 2; 9/4
Oviedo; 14/5; 3; 29/10; 14/5; 69/20; ; 3; ; 56/19; 29/10; 3; 3; ; 29/10; 3; 14/5; 31/10; 31/10; 31/10; 27/11; 29/10; 14/5; 31/10; 16/5; 31/10; ; 3; 5/2; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-05 18:30:28 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 51/50; ; 10/11; ; 1; 19/20; 20/21; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 15/16; 1; 9/10; 19/20; 19/20; 19/20; ; 8/11; 10/11; 1
Draw; 12/5; 9/4; 21/10; 23/10; 113/50; ; 9/4; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 21/10; 11/5; 9/4; 11/5; 9/4; 9/4; 28/13; 85/40; 23/10; 9/4; 9/4; ; 9/5; 2; 9/4
Oviedo; 3; 14/5; 29/10; 14/5; 69/20; ; 3; ; 56/19; 29/10; 10/3; 3; ; 29/10; 3; 3; 31/10; 31/10; 31/10; 28/11; 29/10; 14/5; 33/10; 16/5; 41/13; ; 3; 13/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-05 22:28:44 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 101/100; ; 10/11; ; 1; 19/20; 20/21; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 15/16; 1; 9/10; 20/21; 19/20; 19/20; ; 8/11; 10/11; 1
Draw; 12/5; 11/5; 21/10; 23/10; 113/50; ; 9/4; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 21/10; 11/5; 9/4; 11/5; 9/4; 9/4; 28/13; 2; 23/10; 9/4; 9/4; ; 19/10; 21/10; 9/4
Oviedo; 3; 3; 29/10; 14/5; 7/2; ; 3; ; 56/19; 29/10; 10/3; 3; ; 29/10; 3; 3; 31/10; 31/10; 31/10; 28/11; 29/10; 14/5; 33/10; 10/3; 41/13; ; 3; 3; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-06 02:25:28 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 101/100; ; 10/11; ; 1; 19/20; 20/21; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 15/16; 1; 9/10; 20/21; 19/20; 19/20; ; 4/6; 10/11; 1
Draw; 12/5; 9/4; 21/10; 23/10; 113/50; ; 9/4; ; 11/5; 21/10; 9/4; 21/10; ; 21/10; 21/10; 11/5; 9/4; 11/5; 9/4; 9/4; 28/13; 2; 23/10; 9/4; 9/4; ; 2; 2; 9/4
Oviedo; 3; 14/5; 29/10; 14/5; 7/2; ; 3; ; 56/19; 29/10; 10/3; 3; ; 29/10; 3; 3; 31/10; 31/10; 31/10; 28/11; 29/10; 14/5; 33/10; 10/3; 41/13; ; 7/2; 7/2; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-06 10:26:29 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 101/100; ; 10/11; ; 1; 19/20; 20/21; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 15/16; 1; 9/10; 20/21; 19/20; 19/20; ; 5/6; 10/11; 1
Draw; 12/5; 85/40; 21/10; 23/10; 113/50; ; 9/4; ; 11/5; 21/10; 9/4; 21/10; ; 21/10; 21/10; 11/5; 9/4; 11/5; 9/4; 9/4; 28/13; 2; 23/10; 9/4; 9/4; ; 2; 2; 9/4
Oviedo; 3; 3; 29/10; 14/5; 7/2; ; 3; ; 56/19; 29/10; 10/3; 3; ; 29/10; 3; 3; 31/10; 31/10; 31/10; 28/11; 29/10; 14/5; 33/10; 10/3; 41/13; ; 7/2; 3; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-06 14:28:28 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 101/100; ; 10/11; ; 1; 19/20; 20/21; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 15/16; 1; 9/10; 20/21; 19/20; 19/20; ; 5/6; 10/11; 1
Draw; 12/5; 11/5; 21/10; 23/10; 113/50; ; 9/4; ; 11/5; 21/10; 9/4; 21/10; ; 21/10; 21/10; 11/5; 9/4; 11/5; 9/4; 9/4; 28/13; 2; 23/10; 9/4; 11/5; ; 19/10; 2; 9/4
Oviedo; 3; 3; 29/10; 14/5; 7/2; ; 3; ; 56/19; 29/10; 10/3; 3; ; 29/10; 3; 3; 31/10; 41/13; 31/10; 28/11; 29/10; 14/5; 33/10; 10/3; 41/13; ; 3; 14/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-06 18:26:26 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 101/100; ; 10/11; ; 1; 19/20; 20/21; 20/21; ; 1; 1; 19/20; 19/20; 19/20; 19/20; 15/16; 1; 9/10; 20/21; 19/20; 19/20; ; 5/6; 10/11; 1
Draw; 12/5; 11/5; 21/10; 23/10; 113/50; ; 9/4; ; 11/5; 21/10; 9/4; 21/10; ; 21/10; 21/10; 11/5; 9/4; 11/5; 9/4; 9/4; 28/13; 2; 23/10; 9/4; 11/5; ; 2; 2; 9/4
Oviedo; 3; 3; 29/10; 14/5; 7/2; ; 3; ; 56/19; 29/10; 10/3; 3; ; 29/10; 3; 3; 31/10; 41/13; 31/10; 28/11; 29/10; 14/5; 33/10; 10/3; 41/13; ; 3; 14/5; 10/3
META; spain/la-liga-segunda/sd-huesca-v-oviedo; 2018-01-06 22:23:16 GMT+2; 2018-01-07 17:00; Nothing; Xlenovo
SD Huesca; 10/11; 10/11; 19/20; 10/11; 101/100; ; 10/11; ; 1; 19/20; 20/21; 20/21; ; 19/20; 1; 19/20; 19/20; 19/20; 19/20; 1; 1; 9/10; 20/21; 19/20; 19/20; ; 20/21; 20/21; 1
Draw; 12/5; 85/40; 21/10; 23/10; 113/50; ; 9/4; ; 11/5; 21/10; 11/5; 21/10; ; 21/10; 21/10; 11/5; 9/4; 11/5; 9/4; 11/5; 28/13; 2; 23/10; 9/4; 11/5; ; 2; 21/10; 9/4
Oviedo; 3; 3; 29/10; 14/5; 7/2; ; 3; ; 56/19; 29/10; 10/3; 3; ; 29/10; 3; 3; 31/10; 41/13; 31/10; 5/2; 29/10; 14/5; 16/5; 10/3; 41/13; ; 7/2; 10/3; 10/3
