META; spain/la-liga-segunda/oviedo-v-gijon; 2018-01-30 22:23:58 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 5/4; ; 5/4; ; 13/10; ; ; ; ; 5/4; ; ; ; 6/5; ; ; ; 5/4; ; 17/14; ; 11/10; 5/4; 5/4; 5/4; ; ; 6/5; 
Draw; 2; 2; 2; ; 11/5; ; ; ; ; ; ; ; ; 41/20; ; ; ; 2; ; 11/5; ; 2; 11/5; ; 39/19; ; ; 19/10; 
Gijon; 5/2; 11/5; 11/5; ; 13/5; ; ; ; ; 11/5; ; ; ; 9/4; ; ; ; 40/17; ; 133/67; ; 11/5; 12/5; 23/10; 40/17; ; ; 2; 
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-01-31 02:22:58 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 5/4; 5/4; 5/4; ; 13/10; ; ; ; ; 5/4; 5/4; ; ; 6/5; ; 5/4; 5/4; 5/4; 5/4; 17/14; ; 11/10; 5/4; 5/4; 5/4; ; ; 6/5; 
Draw; 2; 2; 2; ; 11/5; ; ; ; ; 2; 2; ; ; 41/20; ; 2; 21/10; 2; 21/10; 11/5; ; 2; 11/5; 21/10; 39/19; ; ; 19/10; 
Gijon; 5/2; 11/5; 11/5; ; 13/5; ; ; ; ; 11/5; 23/10; ; ; 9/4; ; 23/10; 9/4; 40/17; 9/4; 133/67; ; 11/5; 12/5; 23/10; 40/17; ; ; 2; 
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-01-31 10:23:09 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 23/20; 15/13; ; 13/10; ; ; ; ; 23/20; 23/20; ; ; 11/10; ; 11/10; 5/4; 15/13; 5/4; 13/11; ; 21/20; 6/5; 11/10; 15/13; ; ; 10/9; 
Draw; 21/10; 2; 21/10; ; 11/5; ; ; ; ; 21/10; 21/10; ; ; 21/10; ; 2; 21/10; 21/10; 21/10; 11/5; ; 2; 11/5; 11/5; 21/10; ; ; 2; 
Gijon; 13/5; 12/5; 12/5; ; 13/5; ; ; ; ; 12/5; 12/5; ; ; 5/2; ; 5/2; 9/4; 5/2; 9/4; 2; ; 12/5; 5/2; 51/20; 28/11; ; ; 21/10; 
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-01-31 14:23:48 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 15/13; ; 13/10; ; ; ; 15/13; 23/20; 11/10; ; ; 11/10; ; 11/10; 6/5; 11/10; 6/5; 9/8; 15/13; 21/20; 23/20; 11/10; 11/10; ; ; ; 
Draw; 21/10; 21/10; 21/10; ; 11/5; ; ; ; 21/10; 21/10; 21/10; ; ; 21/10; ; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; 2; 11/5; 11/5; 11/5; ; ; ; 
Gijon; 13/5; 12/5; 12/5; ; 13/5; ; ; ; 12/5; 12/5; 5/2; ; ; 5/2; ; 5/2; 12/5; 5/2; 12/5; 28/13; 12/5; 12/5; 27/10; 51/20; 28/11; ; ; 21/10; 
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-01-31 18:24:21 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 15/13; ; 13/10; ; ; ; 15/13; 23/20; 11/10; ; ; 11/10; 11/10; 11/10; 6/5; 11/10; 6/5; 9/8; 15/13; 21/20; 23/20; 11/10; 11/10; ; ; ; 23/20
Draw; 21/10; 85/40; 21/10; ; 11/5; ; ; ; 21/10; 21/10; 21/10; ; ; 21/10; 11/5; 21/10; 21/10; 28/13; 21/10; 11/5; 21/10; 2; 9/4; 11/5; 11/5; ; ; ; 23/10
Gijon; 13/5; 12/5; 12/5; ; 13/5; ; ; ; 12/5; 12/5; 5/2; ; ; 5/2; 5/2; 5/2; 12/5; 5/2; 12/5; 28/13; 12/5; 12/5; 13/5; 51/20; 28/11; ; ; 21/10; 13/5
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-01-31 22:23:30 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 15/13; ; 13/10; ; ; ; 15/13; 23/20; 11/10; ; ; 11/10; 11/10; 11/10; 6/5; 11/10; 6/5; 9/8; 8/7; 21/20; 23/20; 11/10; 15/13; ; ; ; 23/20
Draw; 21/10; 21/10; 21/10; ; 11/5; ; ; ; 11/5; 21/10; 21/10; ; ; 21/10; 11/5; 21/10; 21/10; 11/5; 21/10; 11/5; 28/13; 2; 9/4; 11/5; 11/5; ; ; ; 23/10
Gijon; 13/5; 12/5; 12/5; ; 13/5; ; ; ; 27/11; 12/5; 5/2; ; ; 5/2; 5/2; 5/2; 12/5; 28/11; 12/5; 28/13; 27/11; 12/5; 13/5; 51/20; 13/5; ; ; 21/10; 13/5
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-01 02:22:52 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 11/10; ; 13/10; ; ; ; 15/13; 11/10; 11/10; ; ; 11/10; 11/10; 11/10; 11/10; 6/5; 9/8; 8/7; 21/20; 23/20; 11/10; 15/13; ; ; 21/20; 23/20
Draw; 21/10; 85/40; 21/10; ; 119/50; ; ; ; 21/10; 21/10; 21/10; ; ; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 39/19; 2; 9/4; 9/4; 11/5; ; 2; 2; 23/10
Gijon; 13/5; 12/5; 12/5; ; 27/10; ; ; ; 27/11; 12/5; 5/2; ; ; 5/2; 13/5; 5/2; 28/11; 27/10; 28/13; 27/11; 12/5; 13/5; 5/2; 13/5; ; 9/4; 2; 27/10
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-02 14:23:41 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 15/13; ; 59/50; ; ; ; 6/5; 23/20; 11/10; ; ; 11/10; 21/20; 11/10; 15/13; 11/10; 10/9; 6/5; 21/20; 23/20; 11/10; 15/13; ; 1; 23/20; 10/9
Draw; 21/10; 85/40; 21/10; ; 119/50; ; ; ; 21/10; 21/10; 21/10; ; ; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 39/19; 2; 9/4; 9/4; 11/5; ; 2; 21/10; 23/10
Gijon; 13/5; 12/5; 12/5; ; 27/10; ; ; ; 27/11; 12/5; 5/2; ; ; 49/20; 13/5; 5/2; 28/11; 27/10; 28/13; 27/11; 12/5; 13/5; 5/2; 13/5; ; 9/4; 2; 27/10
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-02 18:29:53 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 15/13; ; 59/50; ; ; ; 6/5; 23/20; 11/10; ; ; 23/20; 11/10; 11/10; ; 11/10; 8/7; 13/11; 21/20; 23/20; 11/10; 15/13; ; 1; ; 10/9
Draw; 21/10; 85/40; 21/10; ; 119/50; ; ; ; 2; 21/10; 21/10; ; ; 21/10; 11/5; 21/10; ; 11/5; 11/5; 37/19; 2; 9/4; 9/4; 11/5; ; 2; ; 23/10
Gijon; 13/5; 12/5; 12/5; ; 27/10; ; ; ; 45/17; 12/5; 5/2; ; ; 47/20; 5/2; 5/2; ; 27/10; 21/10; 13/5; 12/5; 13/5; 5/2; 28/11; ; 9/4; ; 27/10
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-02 22:23:19 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 15/13; ; 59/50; ; ; ; 6/5; 23/20; 11/10; ; ; 23/20; 11/10; 11/10; 15/13; 11/10; 8/7; 13/11; 21/20; 23/20; 11/10; 15/13; ; 21/20; 10/9; 23/20
Draw; 21/10; 85/40; 21/10; ; 119/50; ; ; ; 2; 21/10; 21/10; ; ; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 37/19; 2; 9/4; 9/4; 11/5; ; 19/10; 21/10; 23/10
Gijon; 13/5; 12/5; 12/5; ; 27/10; ; ; ; 45/17; 12/5; 5/2; ; ; 12/5; 5/2; 5/2; 28/11; 27/10; 21/10; 13/5; 12/5; 13/5; 5/2; 28/11; ; 12/5; 5/2; 27/10
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-03 02:22:46 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 15/13; ; 59/50; ; ; ; 6/5; 23/20; 11/10; ; ; 23/20; 11/10; 11/10; 15/13; 11/10; 8/7; 13/11; 21/20; 23/20; 11/10; 15/13; ; 11/10; 10/9; 23/20
Draw; 21/10; 85/40; 21/10; ; 119/50; ; ; ; 2; 21/10; 21/10; ; ; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 37/19; 2; 9/4; 9/4; 11/5; ; 2; 21/10; 23/10
Gijon; 13/5; 12/5; 12/5; ; 27/10; ; ; ; 45/17; 12/5; 5/2; ; ; 12/5; 5/2; 5/2; 28/11; 27/10; 21/10; 13/5; 12/5; 13/5; 5/2; 28/11; ; 12/5; 5/2; 27/10
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-03 10:23:00 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 15/13; ; 59/50; ; ; ; 6/5; 23/20; 11/10; ; ; 23/20; 11/10; 11/10; 15/13; 11/10; 8/7; 13/11; 21/20; 23/20; 11/10; 15/13; ; 11/10; 10/9; 23/20
Draw; 21/10; 85/40; 21/10; ; 119/50; ; ; ; 2; 21/10; 21/10; ; ; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; 37/19; 2; 9/4; 9/4; 11/5; ; 2; 21/10; 23/10
Gijon; 13/5; 12/5; 12/5; ; 27/10; ; ; ; 45/17; 12/5; 5/2; ; ; 12/5; 5/2; 5/2; 28/11; 27/10; 21/10; 13/5; 12/5; 13/5; 5/2; 28/11; ; 12/5; 5/2; 27/10
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-03 14:24:09 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; ; ; 127/100; ; ; ; 6/5; 6/5; 23/20; ; ; 6/5; 6/5; 11/10; 6/5; 6/5; 8/7; 13/11; 11/10; 6/5; 23/20; 15/13; ; 10/9; 23/20; 6/5
Draw; 21/10; 85/40; ; ; 117/50; ; ; ; 2; 21/10; 21/10; ; ; 21/10; 11/5; 21/10; 28/13; 21/10; 11/5; 37/19; 2; 9/4; 11/5; 11/5; ; 2; 21/10; 23/10
Gijon; 13/5; 12/5; ; ; 5/2; ; ; ; 45/17; 23/10; 12/5; ; ; 47/20; 23/10; 12/5; 12/5; 5/2; 21/10; 13/5; 23/10; 5/2; 12/5; 28/11; ; 9/4; 23/10; 12/5
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-03 18:22:58 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 15/13; ; 127/100; ; ; ; 5/4; 23/20; 23/20; ; ; 6/5; 6/5; 11/10; 6/5; 6/5; 8/7; 5/4; 11/10; 6/5; 23/20; 6/5; ; 23/20; 23/20; 6/5
Draw; 21/10; 21/10; 2; ; 117/50; ; ; ; 2; 2; 21/10; ; ; 41/20; 11/5; 21/10; 28/13; 21/10; 11/5; 37/19; 2; 9/4; 11/5; ; ; 2; ; 23/10
Gijon; 13/5; 12/5; 23/10; ; 5/2; ; ; ; 27/11; 23/10; 12/5; ; ; 47/20; 23/10; 12/5; 12/5; 5/2; 21/10; 27/11; 23/10; 5/2; 12/5; 27/11; ; 23/10; 23/10; 12/5
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-03 22:21:17 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 15/13; ; 32/25; ; ; ; 5/4; 23/20; 23/20; ; ; 6/5; 6/5; 11/10; 6/5; 6/5; 8/7; 5/4; 11/10; 6/5; 23/20; 6/5; ; 23/20; 23/20; 6/5
Draw; 21/10; 21/10; 21/10; ; 113/50; ; ; ; 2; 21/10; 21/10; ; ; 41/20; 11/5; 21/10; 28/13; 21/10; 11/5; 37/19; 2; 9/4; 11/5; ; ; 2; ; 23/10
Gijon; 13/5; 12/5; 23/10; ; 64/25; ; ; ; 27/11; 23/10; 12/5; ; ; 47/20; 23/10; 12/5; 12/5; 5/2; 21/10; 27/11; 23/10; 5/2; 12/5; 27/11; ; 23/10; 23/10; 12/5
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-04 02:21:42 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 11/10; 15/13; ; 32/25; ; ; ; 5/4; 23/20; 23/20; ; ; 6/5; 6/5; 11/10; 6/5; 6/5; 19/16; 5/4; 11/10; 6/5; 23/20; 6/5; ; 23/20; 23/20; 6/5
Draw; 21/10; 21/10; 21/10; ; 113/50; ; ; ; 2; 21/10; 21/10; ; ; 41/20; 11/5; 21/10; 28/13; 21/10; 11/5; 37/19; 2; 9/4; 11/5; ; ; 2; ; 23/10
Gijon; 13/5; 12/5; 23/10; ; 64/25; ; ; ; 27/11; 23/10; 12/5; ; ; 47/20; 23/10; 12/5; 12/5; 5/2; 39/19; 27/11; 23/10; 5/2; 12/5; 27/11; ; 5/2; 23/10; 12/5
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-04 10:21:41 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 23/20; 23/20; 6/5; ; 131/100; ; ; ; 5/4; 6/5; 6/5; ; ; 6/5; 6/5; 6/5; 6/5; 6/5; 17/14; 5/4; 11/10; 6/5; 6/5; 6/5; ; 6/5; 6/5; 5/4
Draw; 21/10; 21/10; 21/10; ; 52/25; ; ; ; 2; 21/10; 2; ; ; 41/20; 2; 2; 39/19; 21/10; 9/4; 37/19; 2; 9/4; 21/10; 39/19; ; 21/10; 9/4; 2
Gijon; 13/5; 23/10; 23/10; ; 137/50; ; ; ; 27/11; 23/10; 12/5; ; ; 47/20; 5/2; 12/5; 5/2; 5/2; 21/10; 27/11; 23/10; 5/2; 12/5; 28/11; ; 5/2; 13/5; 27/10
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-04 14:22:16 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 5/4; 6/5; 5/4; ; 11/8; ; ; ; 5/4; 5/4; 6/5; ; ; 5/4; 5/4; 6/5; 6/5; 5/4; 9/7; 16/13; 6/5; 13/10; 5/4; 6/5; ; 5/4; 13/10; 13/10
Draw; 2; 2; 2; ; 101/50; ; ; ; 37/19; 2; 2; ; ; 2; 2; 2; 2; 2; 2; 19/10; 15/8; 21/10; 2; 2; ; 2; 21/10; 2
Gijon; 5/2; 23/10; 9/4; ; 133/50; ; ; ; 28/11; 9/4; 12/5; ; ; 9/4; 12/5; 12/5; 13/5; 5/2; 11/5; 5/2; 23/10; 12/5; 49/20; 13/5; ; 12/5; 5/2; 13/5
META; spain/la-liga-segunda/oviedo-v-gijon; 2018-02-04 18:22:10 GMT+2; 2018-02-04 17:00; Nothing; Xlenovo
Oviedo; 13/10; 13/10; 13/10; ; 36/25; ; ; ; 7/5; 13/10; 13/10; ; ; ; 7/5; 13/10; 23/17; 13/10; 23/17; 11/8; 5/4; 7/5; 13/10; 23/17; ; 11/8; 7/5; 7/5
Draw; 2; 19/10; 19/10; ; 49/25; ; ; ; 37/19; 19/10; 19/10; ; ; ; 15/8; 19/10; 37/19; 2; 57/29; 19/10; 9/5; 2; 39/20; 37/19; ; 19/10; 19/10; 2
Gijon; 12/5; 9/4; 11/5; ; 13/5; ; ; ; 9/4; 11/5; 23/10; ; ; 11/5; 9/4; 23/10; 12/5; 12/5; 28/13; 11/5; 9/4; 23/10; 12/5; 12/5; ; 12/5; 5/2; 5/2
