META; spain/la-liga-segunda/sevilla-b-v-lorca; 2017-12-24 18:27:14 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; ; ; ; ; ; ; ; 15/13; ; ; 23/20; ; ; 5/4; ; ; 15/13; ; 8/7; 15/13; ; ; ; 6/5; ; ; 6/5; 
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; ; ; 6/5; ; 6/5; 23/20; 6/5; ; 6/5; ; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 15/13; ; ; 23/20; 
Draw; 21/10; 2; 2; 21/10; 21/10; ; ; ; 2; ; 21/10; 2; 21/10; ; 2; ; 2; 37/19; 2; 28/13; 37/19; 15/8; ; 2; 37/19; ; ; 19/10; 
Lorca; 11/4; 5/2; 12/5; 23/10; 143/ 50; ; ; ; 13/5; ; 13/5; 5/2; 23/10; ; 5/2; ; 5/2; 5/2; 5/2; 21/10; 28/11; 12/5; ; 51/20; 28/11; ; ; 2; 
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-01 10:26:42 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; ; ; 6/5; ; 6/5; 23/20; 6/5; ; 6/5; ; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 15/13; ; ; 23/20; 
Draw; 21/10; 2; 2; 21/10; 21/10; ; ; ; 2; ; 21/10; 2; 21/10; ; 2; ; 2; 37/19; 2; 28/13; 37/19; 15/8; ; 2; 37/19; ; ; 19/10; 
Lorca; 11/4; 5/2; 12/5; 23/10; 143/ 50; ; ; ; 13/5; ; 13/5; 5/2; 23/10; ; 5/2; ; 5/2; 5/2; 5/2; 21/10; 28/11; 12/5; ; 51/20; 28/11; ; ; 2; 
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-01 14:27:47 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; ; ; 6/5; ; 6/5; 23/20; 6/5; ; 6/5; ; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; ; 23/20; 
Draw; 21/10; 21/10; 2; 21/10; 21/10; ; ; ; 2; ; 21/10; 2; 21/10; ; 2; ; 2; 2; 2; 28/13; 37/19; 15/8; ; 2; 2; ; ; 19/10; 
Lorca; 11/4; 12/5; 12/5; 23/10; 143/ 50; ; ; ; 13/5; ; 13/5; 5/2; 9/4; ; 5/2; ; 5/2; 28/11; 5/2; 21/10; 28/11; 12/5; ; 51/20; 13/5; ; ; 2; 
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-01 18:26:10 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; ; ; 6/5; ; 6/5; 23/20; 6/5; ; 6/5; ; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; ; 23/20; 
Draw; 21/10; 21/10; 2; 21/10; 21/10; ; ; ; 2; ; 21/10; 2; 21/10; ; 2; ; 2; 2; 2; 28/13; 37/19; 15/8; ; 2; 2; ; ; 19/10; 
Lorca; 11/4; 12/5; 12/5; 23/10; 143/ 50; ; ; ; 13/5; ; 13/5; 5/2; 9/4; ; 5/2; ; 5/2; 28/11; 5/2; 21/10; 28/11; 12/5; ; 51/20; 13/5; ; ; 2; 
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-01 22:24:17 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; ; ; 6/5; ; 6/5; 23/20; 6/5; ; 6/5; ; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 1/10; 23/20; 
Draw; 21/10; 21/10; 2; 21/10; 21/10; ; ; ; 2; ; 21/10; 2; 21/10; ; 2; ; 2; 2; 2; 28/13; 37/19; 15/8; ; 2; 2; ; 2/9; 19/10; 
Lorca; 11/4; 12/5; 12/5; 23/10; 143/ 50; ; ; ; 13/5; ; 13/5; 5/2; 9/4; ; 5/2; ; 5/2; 28/11; 5/2; 21/10; 28/11; 12/5; ; 51/20; 13/5; ; 2/9; 2; 
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-02 02:24:28 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; ; ; 6/5; ; 6/5; 23/20; 6/5; ; 6/5; ; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 2/13; 23/20; 
Draw; 21/10; 21/10; 2; 21/10; 21/10; ; ; ; 2; ; 21/10; 2; 21/10; ; 2; ; 2; 2; 2; 28/13; 37/19; 15/8; ; 2; 2; ; 2/9; 19/10; 
Lorca; 11/4; 12/5; 12/5; 23/10; 143/ 50; ; ; ; 13/5; ; 13/5; 5/2; 9/4; ; 5/2; ; 5/2; 28/11; 5/2; 21/10; 28/11; 12/5; ; 51/20; 13/5; ; 2/9; 2; 
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-02 10:24:19 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; ; ; 6/5; ; 6/5; 23/20; 6/5; ; 6/5; ; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 21/20; 
Draw; 21/10; 2; 2; 21/10; 21/10; ; ; ; 2; ; 21/10; 2; 21/10; ; 2; ; 2; 2; 2; 28/13; 37/19; 15/8; ; 2; 2; ; 15/8; 9/5; 
Lorca; 11/4; 5/2; 12/5; 23/10; 143/ 50; ; ; ; 13/5; ; 13/5; 5/2; 23/10; ; 5/2; ; 5/2; 28/11; 5/2; 21/10; 28/11; 12/5; ; 51/20; 13/5; ; 13/5; 19/10; 
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-02 14:24:23 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; ; ; 6/5; ; 6/5; 23/20; 6/5; 6/5; 6/5; ; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 
Draw; 21/10; 2; 2; 21/10; 21/10; ; ; ; 2; ; 21/10; 2; 21/10; 41/20; 2; ; 2; 2; 2; 28/13; 37/19; 15/8; ; 2; 2; ; 15/8; 19/10; 
Lorca; 11/4; 5/2; 12/5; 23/10; 143/50; ; ; ; 13/5; ; 13/5; 5/2; 23/10; 47/20; 5/2; ; 5/2; 28/11; 5/2; 21/10; 28/11; 12/5; ; 51/20; 13/5; ; 13/5; 2; 
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-02 18:24:35 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; ; ; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 11/10; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 21/10; ; ; ; 2; 2; 21/10; 2; 21/10; 41/20; 2; 2; 2; 37/19; 2; 28/13; 37/19; 15/8; ; 2; 2; ; 15/8; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 143/50; ; ; ; 13/5; 12/5; 13/5; 5/2; 23/10; 47/20; 5/2; 5/2; 5/2; 13/5; 5/2; 21/10; 28/11; 12/5; ; 51/20; 13/5; ; 13/5; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-02 22:24:26 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 23/20; 6/5; 23/20; 5/4; ; ; ; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 6/5; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 21/10; ; ; ; 2; 2; 21/10; 2; 21/10; 41/20; 2; 2; 2; 37/19; 2; 21/10; 37/19; 15/8; ; 2; 2; ; 15/8; 19/10; 2
Lorca; 11/4; 12/5; 12/5; 23/10; 143/50; ; ; ; 13/5; 12/5; 13/5; 5/2; 23/10; 47/20; 5/2; 12/5; 5/2; 13/5; 5/2; 28/13; 28/11; 12/5; ; 51/20; 13/5; ; 13/5; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-03 02:23:55 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; ; ; 6/5; 6/5; 6/5; 23/20; 6/5; 6/5; 6/5; 11/10; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 21/10; ; ; ; 2; 2; 21/10; 2; 21/10; 41/20; 2; 2; 2; 37/19; 2; 21/10; 37/19; 15/8; ; 2; 2; ; 15/8; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 143/50; ; ; ; 13/5; 12/5; 13/5; 5/2; 23/10; 47/20; 5/2; 5/2; 5/2; 13/5; 5/2; 28/13; 28/11; 12/5; ; 51/20; 13/5; ; 1/33; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-03 10:24:06 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; ; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 21/10; ; ; ; 2; 2; 21/10; 2; 21/10; 41/20; 2; 2; 2; 37/19; 2; 21/10; 37/19; 15/8; ; 2; 2; ; 15/8; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 143/50; ; ; ; 13/5; 12/5; 13/5; 5/2; 23/10; 49/20; 5/2; 5/2; 5/2; 13/5; 5/2; 28/13; 28/11; 12/5; ; 51/20; 13/5; ; 1/33; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-03 14:24:29 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; 11/10; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 2; 2; 21/10; 2; 21/10; 41/20; 2; 2; 2; 2; 2; 21/10; 37/19; 15/8; ; 2; 39/19; ; 15/8; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 143/50; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 23/10; 49/20; 5/2; 5/2; 5/2; 45/17; 5/2; 28/13; 28/11; 12/5; ; 51/20; 27/10; ; 1/33; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-03 18:24:34 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; 11/10; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; 2; 2; 2; 2; 21/10; 37/19; 15/8; ; 2; 39/19; ; 15/8; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 143/50; ; 5/2; ; 13/5; 12/5; 13/5; 12/5; 23/10; 49/20; 5/2; 5/2; 5/2; 45/17; 5/2; 28/13; 28/11; 12/5; ; 51/20; 27/10; ; 1/25; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-03 22:24:25 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; 11/10; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; 2; 2; 2; 2; 21/10; 37/19; 15/8; ; 2; 39/19; ; 15/8; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 143/50; ; 5/2; ; 13/5; 12/5; 13/5; 12/5; 23/10; 49/20; 5/2; 5/2; 5/2; 45/17; 5/2; 28/13; 28/11; 12/5; ; 51/20; 27/10; ; 13/5; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-04 02:24:31 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; 11/10; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; 2; 2; 2; 2; 21/10; 37/19; 15/8; ; 2; 39/19; ; 15/8; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 143/50; ; 5/2; ; 13/5; 12/5; 13/5; 12/5; 23/10; 49/20; 5/2; 5/2; 5/2; 45/17; 5/2; 28/13; 28/11; 12/5; ; 51/20; 27/10; ; 13/5; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-04 10:24:40 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 5/4; ; 11/10; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 11/10; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 21/10; ; 2; ; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; 2; 2; 21/10; 2; 21/10; 37/19; 15/8; ; 2; 39/19; ; 15/8; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 143/50; ; 5/2; ; 13/5; 12/5; 13/5; 12/5; 23/10; 49/20; 5/2; 5/2; 5/2; 13/5; 5/2; 28/13; 28/11; 12/5; ; 51/20; 27/10; ; 13/5; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-04 14:24:58 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 127/100; ; 11/10; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 11/10; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 41/20; ; 2; ; 2; 2; 21/10; 2; 21/10; 41/20; 2; 2; 2; 21/10; 2; 21/10; 37/19; 15/8; ; 2; 39/19; ; 15/8; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 72/25; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 23/10; 49/20; 5/2; 5/2; 5/2; 13/5; 5/2; 28/13; 28/11; 12/5; ; 51/20; 27/10; ; 13/5; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-04 18:24:51 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 15/13; 23/20; 127/100; ; 11/10; ; 6/5; 23/20; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 10/9; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 2; 21/10; 41/20; 2; 2; 2; 21/10; 2; 21/10; 37/19; 15/8; ; 2; 2; ; 19/10; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 23/10; 49/20; 5/2; 5/2; 5/2; 13/5; 5/2; 28/13; 28/11; 12/5; ; 51/20; 27/10; ; 13/5; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-04 22:24:58 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 15/13; 23/20; 127/100; ; 11/10; ; 6/5; 23/20; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 10/9; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 2; 21/10; 41/20; 2; 2; 2; 21/10; 2; 21/10; 37/19; 15/8; ; 2; 2; ; 19/10; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 23/10; 49/20; 5/2; 5/2; 5/2; 13/5; 5/2; 28/13; 28/11; 12/5; ; 51/20; 27/10; ; 13/5; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-05 02:24:42 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 15/13; 23/20; 127/100; ; 11/10; ; 6/5; 23/20; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 15/13; 6/5; 7/6; 13/11; 11/10; ; 6/5; 6/5; ; 10/9; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 2; 21/10; 41/20; 2; 2; 2; 21/10; 2; 21/10; 37/19; 15/8; ; 2; 39/19; ; 19/10; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 23/10; 49/20; 5/2; 5/2; 5/2; 13/5; 5/2; 28/13; 28/11; 12/5; ; 51/20; 27/10; ; 13/5; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-05 10:24:37 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 127/100; ; 11/10; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 15/13; 9/8; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; 2; 21/10; 21/10; 21/10; 21/10; 37/19; 15/8; ; 2; 2; ; 19/10; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 23/10; 49/20; 5/2; 5/2; 27/10; 13/5; 27/10; 11/5; 28/11; 12/5; ; 51/20; 27/10; ; 1/50; 2; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-05 14:26:48 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 127/100; ; 11/10; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 15/13; 9/8; 13/11; 11/10; ; 6/5; 6/5; ; 10/9; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; 2; 21/10; 21/10; 21/10; 21/10; 37/19; 15/8; ; 2; 2; ; 19/10; 2; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 23/10; 49/20; 5/2; 5/2; 27/10; 13/5; 27/10; 11/5; 28/11; 12/5; ; 51/20; 27/10; ; 1/4; 12/5; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-05 18:30:19 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 127/100; ; 11/10; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 15/13; 9/8; 13/11; 11/10; ; 6/5; 6/5; ; 1; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; 2; 21/10; 21/10; 21/10; 21/10; 37/19; 15/8; ; 2; 2; ; 19/10; 2; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 23/10; 49/20; 5/2; 5/2; 27/10; 13/5; 27/10; 11/5; 28/11; 12/5; ; 51/20; 27/10; ; 1/4; 12/5; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-05 22:28:36 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 127/100; ; 11/10; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 15/13; 9/8; 13/11; 11/10; ; 6/5; 6/5; ; 1; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; 2; 21/10; 21/10; 21/10; 21/10; 37/19; 15/8; ; 2; 2; ; 19/10; 2; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 23/10; 49/20; 5/2; 5/2; 27/10; 13/5; 27/10; 11/5; 28/11; 12/5; ; 51/20; 27/10; ; 1/4; 12/5; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-06 02:25:21 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 6/5; 23/20; 127/100; ; 11/10; ; 6/5; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 15/13; 9/8; 13/11; 11/10; ; 6/5; 6/5; ; 1; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 21/10; 21/10; 41/20; 2; 2; 21/10; 21/10; 21/10; 21/10; 37/19; 15/8; ; 2; 2; ; 19/10; 2; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 23/10; 49/20; 5/2; 5/2; 27/10; 13/5; 27/10; 11/5; 28/11; 12/5; ; 51/20; 27/10; ; 2/5; 12/5; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-06 10:26:21 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 15/13; 23/20; 127/100; ; 11/10; ; 6/5; 23/20; 23/20; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 15/13; 9/8; 13/11; 11/10; ; 6/5; 6/5; ; 11/10; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 2; 21/10; 41/20; 19/10; 2; 21/10; 21/10; 21/10; 21/10; 37/19; 15/8; ; 2; 2; ; 19/10; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 12/5; 49/20; 11/4; 13/5; 27/10; 13/5; 27/10; 11/5; 28/11; 12/5; ; 51/20; 27/10; ; 5/4; 12/5; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-06 14:28:19 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 15/13; 23/20; 127/100; ; 11/10; ; 6/5; 23/20; 23/20; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 15/13; 9/8; 13/11; 11/10; ; 6/5; 6/5; ; 10/9; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 2; 21/10; 41/20; 19/10; 2; 21/10; 21/10; 21/10; 21/10; 37/19; 15/8; ; 2; 2; ; 19/10; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 12/5; 49/20; 11/4; 13/5; 27/10; 27/10; 27/10; 11/5; 28/11; 5/2; ; 27/10; 27/10; ; 13/5; 12/5; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-06 18:26:12 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 15/13; 23/20; 127/100; ; 11/10; ; 6/5; 23/20; 23/20; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 15/13; 9/8; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 2; 21/10; 41/20; 19/10; 2; 21/10; 21/10; 21/10; 21/10; 37/19; 15/8; ; 2; 2; ; 19/10; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 5/2; 12/5; 49/20; 11/4; 13/5; 27/10; 27/10; 27/10; 11/5; 28/11; 5/2; ; 27/10; 27/10; ; 13/5; 13/5; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-06 22:23:09 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 15/13; 23/20; 127/100; ; 11/10; ; 6/5; 23/20; 23/20; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 15/13; 19/16; 13/11; 11/10; ; 6/5; 6/5; ; 10/9; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 11/5; 21/10; 41/20; 19/10; 2; 21/10; 21/10; 21/10; 21/10; 37/19; 15/8; ; 2; 2; ; 19/10; 19/10; 2
Lorca; 11/4; 5/2; 12/5; 23/10; 29/10; ; 5/2; ; 13/5; 12/5; 13/5; 23/10; 23/10; 49/20; 11/4; 13/5; 27/10; 27/10; 27/10; 21/10; 28/11; 5/2; ; 27/10; 27/10; ; 5/2; 12/5; 14/5
META; spain/la-liga-segunda/sevilla-b-v-lorca; 2018-01-07 02:22:50 GMT+2; 2018-01-07 11:00; Nothing; Xlenovo
Sevilla B; 11/10; 11/10; 15/13; 23/20; 127/100; ; 11/10; ; 6/5; 23/20; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 6/5; 15/13; 6/5; 13/11; 11/10; ; 6/5; 6/5; ; 23/20; 23/20; 5/4
Draw; 21/10; 2; 2; 21/10; 51/25; ; 2; ; 2; 2; 21/10; 21/10; 21/10; 41/20; 19/10; 2; 21/10; 21/10; 21/10; 39/19; 37/19; 15/8; ; 2; 2; ; 2; 19/10; 2
