META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-11 22:23:57 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 1; ; ; ; ; 1; 11/10; ; 1; ; ; ; 11/10; ; ; ; 21/20; 1; 21/20; ; ; 1; ; 21/20; ; ; ; ; 
Reus Deportiu; 3; ; ; ; ; 11/4; 31/10; ; 11/4; ; ; ; 14/5; ; ; ; 29/10; 27/10; 45/17; 16/5; 5/2; 27/10; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-13 14:25:08 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; ; ; ; ; 1; 11/10; ; 1; ; ; ; 11/10; ; ; ; 21/20; 1; 21/20; 107/100; 21/20; 1; ; 21/20; ; ; ; ; 
Draw; 2; ; ; ; ; 21/10; 21/10; ; 28/13; ; ; ; 21/10; ; ; ; 2; 21/10; 21/10; 109/50; 39/19; 28/13; ; 2; ; ; ; ; 
Reus Deportiu; 3; ; ; ; ; 5/2; 3; ; 11/4; ; ; ; 14/5; ; ; ; 29/10; 27/10; 13/5; 17/5; 5/2; 27/10; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-13 18:24:45 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; ; ; ; ; 1; 11/10; ; 1; ; ; ; 11/10; ; ; ; 21/20; 1; 21/20; 107/100; 21/20; 1; ; 21/20; ; ; ; ; 
Draw; 2; ; ; ; ; 21/10; 21/10; ; 28/13; ; ; ; 21/10; ; ; ; 2; 21/10; 21/10; 109/50; 39/19; 28/13; ; 2; ; ; ; ; 
Reus Deportiu; 3; ; ; ; ; 5/2; 3; ; 11/4; ; ; ; 14/5; ; ; ; 29/10; 27/10; 13/5; 17/5; 5/2; 27/10; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-13 22:24:32 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; ; ; ; ; 1; 11/10; ; 1; ; ; ; 11/10; ; ; ; 21/20; 1; 1; 107/100; 21/20; 1; ; 21/20; ; ; ; ; 
Draw; 2; ; ; ; ; 21/10; 2; ; 28/13; ; ; ; 21/10; ; ; ; 2; 21/10; 39/19; 109/50; 39/19; 28/13; ; 2; ; ; ; ; 
Reus Deportiu; 3; ; ; ; ; 5/2; 31/10; ; 11/4; ; ; ; 14/5; ; ; ; 29/10; 27/10; 11/4; 17/5; 5/2; 27/10; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-14 02:24:13 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; ; ; ; ; 1; 11/10; ; 1; 11/10; ; ; 11/10; ; ; ; 21/20; 1; 1; 107/100; 21/20; 1; ; 21/20; ; ; ; ; 
Draw; 2; ; ; ; ; 19/10; 2; ; 28/13; 2; ; ; 21/10; ; ; ; 2; 21/10; 39/19; 109/50; 39/19; 28/13; ; 2; ; ; ; ; 
Reus Deportiu; 3; ; ; ; ; 11/4; 31/10; ; 11/4; 13/5; ; ; 14/5; ; ; ; 29/10; 27/10; 11/4; 17/5; 5/2; 27/10; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-14 10:24:10 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; ; ; ; ; 1; 11/10; ; 1; 21/20; 21/20; ; 11/10; ; ; ; 21/20; 1; 21/20; 28/25; 15/14; 1; ; 21/20; ; ; ; ; 
Draw; 2; ; ; ; ; 21/10; 21/10; ; 28/13; 2; 2; ; 21/10; ; ; ; 2; 21/10; 21/10; 11/5; 39/19; 28/13; ; 2; ; ; ; ; 
Reus Deportiu; 3; ; ; ; ; 5/2; 3; ; 11/4; 27/10; 27/10; ; 14/5; ; ; ; 29/10; 27/10; 13/5; 63/20; 27/11; 27/10; ; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-14 14:24:51 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; ; ; ; 1; 11/10; ; 1; 21/20; 21/20; 21/20; 11/10; ; 21/20; ; 21/20; 1; 21/20; 28/25; 15/14; 1; ; 21/20; ; ; ; 21/20; 
Draw; 2; 2; ; ; ; 19/10; 85/40; ; 28/13; 2; 2; 2; 21/10; ; 2; ; 2; 21/10; 21/10; 11/5; 39/19; 28/13; ; 2; ; ; ; 2; 
Reus Deportiu; 3; 14/5; ; ; ; 11/4; 3; ; 11/4; 27/10; 27/10; 14/5; 14/5; ; 3; ; 29/10; 27/10; 13/5; 63/20; 27/11; 27/10; ; 13/5; ; ; ; 11/5; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-14 18:24:53 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; ; ; ; 1; 11/10; ; 1; 21/20; 21/20; 21/20; 11/10; ; 21/20; ; 21/20; 1; 21/20; 28/25; 15/14; 1; ; 21/20; ; ; ; 21/20; 
Draw; 2; 2; ; ; ; 19/10; 85/40; ; 28/13; 2; 2; 2; 21/10; ; 2; ; 2; 21/10; 21/10; 11/5; 39/19; 28/13; ; 2; ; ; ; 2; 
Reus Deportiu; 3; 14/5; ; ; ; 11/4; 3; ; 11/4; 27/10; 27/10; 14/5; 14/5; ; 3; ; 29/10; 27/10; 13/5; 63/20; 27/11; 27/10; ; 13/5; ; ; ; 11/5; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-14 22:25:02 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 11/10; ; 21/20; 1; 11/10; ; 1; 21/20; 21/20; 21/20; 11/10; ; ; ; 21/20; 1; 21/20; 28/25; 15/14; 1; ; 21/20; ; ; ; 21/20; 
Draw; 2; 2; 2; ; 21/10; 19/10; 85/40; ; 28/13; 2; 2; 2; 21/10; ; ; ; 2; 21/10; 21/10; 11/5; 39/19; 28/13; ; 2; ; ; ; 2; 
Reus Deportiu; 3; 14/5; 11/4; ; 3; 11/4; 3; ; 11/4; 27/10; 27/10; 14/5; 14/5; ; ; ; 29/10; 27/10; 13/5; 63/20; 27/11; 27/10; ; 13/5; ; ; ; 11/5; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-15 02:24:44 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 11/10; ; 21/20; 1; 11/10; ; 1; 21/20; 21/20; 21/20; 11/10; ; 21/20; ; 21/20; 1; 21/20; 28/25; 15/14; 1; 11/10; 21/20; ; ; ; ; 
Draw; 2; 2; 2; ; 21/10; 19/10; 85/40; ; 28/13; 2; 2; 2; 21/10; ; 2; ; 2; 21/10; 21/10; 11/5; 39/19; 28/13; 11/5; 2; ; ; ; ; 
Reus Deportiu; 3; 14/5; 11/4; ; 3; 11/4; 3; ; 11/4; 27/10; 27/10; 14/5; 14/5; ; 3; ; 29/10; 27/10; 13/5; 63/20; 27/11; 27/10; 12/5; 13/5; ; ; ; ; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-15 10:24:55 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 11/10; ; 21/20; 1; 11/10; ; 1; 21/20; 21/20; 21/20; 11/10; ; 21/20; ; 21/20; 1; 21/20; 28/25; 15/14; 1; 11/10; 21/20; ; ; ; 21/20; 
Draw; 2; 2; 2; ; 21/10; 19/10; 85/40; ; 28/13; 2; 2; 2; 21/10; ; 2; ; 2; 21/10; 21/10; 11/5; 39/19; 28/13; 11/5; 2; ; ; ; 2; 
Reus Deportiu; 3; 14/5; 11/4; ; 3; 11/4; 3; ; 11/4; 27/10; 27/10; 14/5; 14/5; ; 3; ; 29/10; 27/10; 13/5; 63/20; 27/11; 27/10; 5/2; 13/5; ; ; ; 11/5; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-15 14:25:02 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 11/10; ; 21/20; 1; 11/10; ; 1; 21/20; 21/20; 21/20; 11/10; ; 21/20; ; 21/20; 1; 21/20; 28/25; 15/14; 1; 11/10; 21/20; ; ; ; 21/20; 
Draw; 2; 2; 2; ; 21/10; 19/10; 85/40; ; 28/13; 2; 2; 2; 21/10; ; 2; ; 2; 21/10; 21/10; 11/5; 39/19; 28/13; 11/5; 2; ; ; ; 2; 
Reus Deportiu; 3; 14/5; 27/10; ; 3; 11/4; 3; ; 11/4; 27/10; 27/10; 14/5; 14/5; ; 3; ; 29/10; 27/10; 13/5; 63/20; 27/11; 27/10; 5/2; 13/5; ; ; ; 11/4; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-15 18:25:03 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 11/10; ; 11/10; 1; 11/10; 1; 1; ; 11/10; 21/20; 11/10; ; 21/20; ; 21/20; 1; 21/20; 28/25; 15/14; 1; 11/10; 21/20; ; ; ; 21/20; 
Draw; 2; 2; 2; ; 21/10; 19/10; 85/40; 2; 28/13; ; 2; 2; 21/10; ; 2; ; 2; 21/10; 21/10; 11/5; 39/19; 28/13; 11/5; 2; ; ; ; 2; 
Reus Deportiu; 3; 14/5; 27/10; ; 11/4; 11/4; 3; 13/5; 11/4; ; 27/10; 14/5; 14/5; ; 3; ; 29/10; 27/10; 13/5; 63/20; 27/11; 27/10; 5/2; 13/5; ; ; ; 11/5; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-15 22:25:22 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 11/10; ; 11/10; 1; 11/10; 1; 1; 11/10; 11/10; 21/20; 11/10; ; 21/20; ; 21/20; 1; 21/20; 113/100; 15/14; 1; 11/10; 21/20; ; ; ; 21/20; 
Draw; 2; 2; 2; ; 21/10; 19/10; 85/40; 2; 28/13; 2; 2; 2; 21/10; ; 2; ; 2; 21/10; 21/10; 109/50; 39/19; 28/13; 11/5; 2; ; ; ; 2; 
Reus Deportiu; 3; 14/5; 11/4; ; 11/4; 11/4; 3; 13/5; 11/4; 27/10; 27/10; 14/5; 14/5; ; 3; ; 29/10; 27/10; 45/17; 63/20; 27/11; 27/10; 5/2; 13/5; ; ; ; 11/4; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-16 02:25:09 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 11/10; ; 21/20; 1; 11/10; 10/11; 1; ; 11/10; 21/20; 11/10; ; 21/20; ; 21/20; 1; 21/20; 113/100; 15/14; 1; 11/10; 21/20; ; ; 20/21; 21/20; 
Draw; 2; 2; 2; ; 21/10; 19/10; 85/40; 15/8; 28/13; ; 2; 2; 21/10; ; 2; ; 2; 21/10; 21/10; 109/50; 39/19; 28/13; 11/5; 2; ; ; 19/10; 2; 
Reus Deportiu; 3; 14/5; 11/4; ; 3; 11/4; 3; 11/4; 11/4; ; 27/10; 14/5; 14/5; ; 3; ; 29/10; 27/10; 45/17; 63/20; 27/11; 27/10; 5/2; 13/5; ; ; 27/10; 11/4; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-16 10:24:55 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 11/10; ; 21/20; 21/20; 11/10; 10/11; 1; ; 11/10; 21/20; 11/10; ; 21/20; ; 21/20; 1; 21/20; 113/100; 15/14; 1; 11/10; 21/20; ; ; 20/21; 1; 
Draw; 2; 2; 2; ; 21/10; 19/10; 85/40; 15/8; 28/13; ; 2; 2; 21/10; ; 2; ; 2; 28/13; 21/10; 109/50; 39/19; 28/13; 11/5; 2; ; ; 19/10; 19/10; 
Reus Deportiu; 3; 11/4; 11/4; ; 3; 13/5; 3; 11/4; 11/4; ; 27/10; 14/5; 14/5; ; 3; ; 29/10; 27/10; 45/17; 63/20; 27/11; 27/10; 5/2; 13/5; ; ; 27/10; 11/4; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-16 14:25:01 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 21/20; 21/20; 11/10; ; 21/20; 1; 11/10; 10/11; 1; 11/10; 11/10; 11/10; 11/10; ; 21/20; ; 21/20; 1; 21/20; 28/25; 15/14; 1; 11/10; 21/20; ; ; 1/50; 21/20; 
Draw; 2; 2; 39/20; ; 21/10; 19/10; 21/10; 15/8; 28/13; 19/10; 19/10; 15/8; 2; ; 2; ; 2; 28/13; 21/10; 107/50; 39/19; 28/13; 21/10; 15/8; ; ; 1/4; 2; 
Reus Deportiu; 16/5; 14/5; 14/5; ; 3; 11/4; 3; 11/4; 11/4; 11/4; 11/4; 3; 57/20; ; 3; ; 29/10; 27/10; 27/10; 13/4; 27/11; 27/10; 5/2; 11/4; ; ; 1/50; 11/5; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-16 18:25:12 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 21/20; 1; 11/10; ; 11/10; 1; 11/10; 10/11; 11/10; 11/10; 11/10; 11/10; 11/10; ; 21/20; ; 21/20; 13/12; 21/20; 28/25; 15/14; 13/12; 11/10; 21/20; ; ; 1; 21/20; 
Draw; 2; 2; 39/20; ; 2; 19/10; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; ; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; ; ; 15/8; 19/10; 
Reus Deportiu; 16/5; 14/5; 14/5; ; 3; 11/4; 3; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; ; 29/10; 29/10; 14/5; 13/4; 27/11; 29/10; 5/2; 11/4; ; ; 27/10; 11/4; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-16 22:25:22 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 21/20; 1; 11/10; 11/10; 11/10; 1; 11/10; 10/11; 11/10; 11/10; 11/10; 11/10; 11/10; ; 21/20; ; 21/20; 13/12; 21/20; 28/25; 15/14; 13/12; 11/10; 21/20; ; ; 4/11; 21/20; 
Draw; 2; 2; 39/20; 19/10; 2; 19/10; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; ; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; ; ; 19/10; 19/10; 
Reus Deportiu; 16/5; 14/5; 14/5; 3; 3; 11/4; 3; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; ; 29/10; 29/10; 14/5; 13/4; 27/11; 29/10; 5/2; 11/4; ; ; 14/5; 23/10; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-17 02:24:57 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 21/20; 1; 11/10; 11/10; 11/10; 1; 11/10; 10/11; 11/10; 11/10; 11/10; 11/10; 11/10; ; 21/20; 21/20; 21/20; 13/12; 21/20; 28/25; 15/14; 13/12; 11/10; 21/20; ; ; 5/6; 21/20; 
Draw; 2; 2; 39/20; 19/10; 2; 19/10; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; ; ; 19/10; 19/10; 
Reus Deportiu; 16/5; 14/5; 14/5; 3; 3; 11/4; 3; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 29/10; 29/10; 14/5; 13/4; 27/11; 29/10; 5/2; 11/4; ; ; 14/5; 23/10; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-17 10:25:07 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 1; 21/20; 11/10; 11/10; 1; 11/10; 10/11; 11/10; 11/10; 11/10; 11/10; 11/10; ; 21/20; 11/10; 21/20; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; ; ; 1; ; 
Draw; 2; 2; 39/20; 19/10; 2; 19/10; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 19/10; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; ; ; 19/10; ; 
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 3; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 29/10; 29/10; 11/4; 13/4; 5/2; 29/10; 5/2; 11/4; ; ; 27/10; ; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-17 14:25:23 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 1; 11/10; 10/11; 11/10; 11/10; 11/10; 11/10; 11/10; ; 21/20; 11/10; 21/20; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; ; ; 1; 1; 
Draw; 2; 2; 39/20; 19/10; 2; 19/10; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 19/10; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; ; ; 19/10; 19/10; 
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 3; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 29/10; 29/10; 11/4; 13/4; 5/2; 29/10; 5/2; 11/4; ; ; 27/10; 11/4; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-17 18:25:12 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 1; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 21/20; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; ; ; 1; 21/20; 
Draw; 2; 2; 39/20; 19/10; 2; 19/10; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; ; ; 19/10; 19/10; 
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 29/10; 29/10; 11/4; 13/4; 5/2; 29/10; 5/2; 11/4; ; ; 27/10; 23/10; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-17 22:25:06 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 1; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 21/20; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; 1; ; 1; 1; 
Draw; 2; 2; 39/20; 19/10; 2; 19/10; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 19/10; 19/10; 
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 29/10; 29/10; 11/4; 13/4; 5/2; 29/10; 5/2; 11/4; 11/4; ; 27/10; 23/10; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-18 02:24:39 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 1; 21/20; 11/10; 11/10; 1; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 21/20; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; 1; ; 5/6; 1; 
Draw; 2; 2; 39/20; 19/10; 2; 19/10; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 19/10; 19/10; 
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 29/10; 29/10; 11/4; 13/4; 5/2; 29/10; 5/2; 11/4; 3; ; 1/100; 11/4; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-18 10:24:55 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; 1; ; 1; 1; 
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 19/10; 19/10; 
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 29/10; 11/4; 13/4; 5/2; 29/10; 5/2; 11/4; 11/4; ; 27/10; 11/4; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-18 14:25:28 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
Lugo; 11/10; 21/20; 21/20; 11/10; 11/10; 21/20; 21/20; 10/11; 11/10; 21/20; 21/20; 11/10; 11/10; ; 21/20; 21/20; 11/10; 13/12; 11/10; 28/25; 21/20; 13/12; 11/10; 21/20; 1; ; 1; 21/20; 
Draw; 2; 2; 39/20; 19/10; 2; 37/20; 21/10; 15/8; 2; 19/10; 19/10; 15/8; 2; ; 2; 2; 2; 37/19; 39/19; 107/50; 39/19; 37/19; 21/10; 15/8; 2; ; 19/10; 19/10; 
Reus Deportiu; 3; 14/5; 14/5; 3; 3; 11/4; 31/10; 11/4; 56/19; 11/4; 11/4; 3; 57/20; ; 3; 29/10; 3; 29/10; 11/4; 13/4; 5/2; 29/10; 5/2; 11/4; 11/4; ; 27/10; 23/10; 
META; spain/la-liga-segunda/lugo-v-reus-deportiu; 2017-08-18 18:26:23 GMT+3; 2017-08-21 19:00; Nothing; Xlenovo
