META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-20 14:36:48 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 5/4; 129/00; 11/10; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 15/13; 15/13; 6/5; 13/11; 5/4; 5/4; 6/5; 1; 10/9; 5/4
Draw; 15/8; 19/10; 9/5; 21/10; 15/8; 15/8; 37/19; 19/10; 15/8; 2; 19/10; 2; 15/8; 19/10; 19/10; 27/14; 19/10; 2; 39/20; 37/19; 7/4; 19/10; 19/10
SD Huesca; 27/10; 5/2; 5/2; 11/4; 12/5; 12/5; 27/10; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 28/11; 14/5; 23/10; 45/17; 27/10; 27/10; 28/11; 21/10; 9/4; 13/5
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-22 22:36:51 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 5/4; 27/20; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 6/5; 15/13; 6/5; 13/11; 11/8; 5/4; 5/4; 1; 10/9; 5/4
Draw; 15/8; 19/10; 9/5; 103/0; 15/8; 15/8; 15/8; 37/19; 19/10; 15/8; 2; 19/10; 2; 15/8; 19/10; 19/10; 27/14; 19/10; 19/10; 39/20; 37/19; 7/4; 19/10; 19/10
SD Huesca; 27/10; 12/5; 5/2; 133/0; 12/5; 5/2; 12/5; 27/10; 13/5; 13/5; 12/5; 5/2; 11/4; 5/2; 28/11; 14/5; 23/10; 45/17; 13/5; 27/10; 28/11; 21/10; 9/4; 13/5
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-23 02:36:39 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 5/4; 27/20; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 6/5; 15/13; 6/5; 13/11; 11/8; 5/4; 6/5; 1; 10/9; 13/10
Draw; 15/8; 19/10; 9/5; 103/0; 15/8; 15/8; 15/8; 37/19; 19/10; 15/8; 2; 19/10; 2; 15/8; 19/10; 37/19; 27/14; 19/10; 19/10; 39/20; 37/19; 7/4; 19/10; 19/10
SD Huesca; 27/10; 12/5; 5/2; 133/0; 12/5; 5/2; 12/5; 27/10; 13/5; 13/5; 12/5; 5/2; 11/4; 5/2; 28/11; 29/10; 23/10; 45/17; 13/5; 27/10; 28/11; 21/10; 9/4; 13/5
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-23 10:36:51 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 5/4; 27/20; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 6/5; 13/11; 5/4; 5/4; 5/4; 1; 10/9; 13/10
Draw; 15/8; 19/10; 9/5; 103/0; 15/8; 15/8; 15/8; 37/19; 19/10; 15/8; 2; 19/10; 2; 15/8; 19/10; 37/19; 27/14; 19/10; 2; 39/20; 37/19; 7/4; 19/10; 19/10
SD Huesca; 27/10; 5/2; 5/2; 133/0; 12/5; 5/2; 12/5; 27/10; 13/5; 13/5; 12/5; 5/2; 11/4; 5/2; 28/11; 27/10; 23/10; 45/17; 27/10; 27/10; 13/5; 21/10; 9/4; 13/5
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-23 14:36:51 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 5/4; 27/20; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 6/5; 13/11; 5/4; 5/4; 5/4; 1; 10/9; 13/10
Draw; 15/8; 19/10; 9/5; 103/0; 15/8; 15/8; 15/8; 37/19; 19/10; 15/8; 2; 19/10; 2; 15/8; 19/10; 37/19; 27/14; 19/10; 2; 39/20; 37/19; 7/4; 19/10; 2
SD Huesca; 27/10; 5/2; 5/2; 133/0; 12/5; 5/2; 12/5; 27/10; 13/5; 13/5; 12/5; 5/2; 11/4; 5/2; 28/11; 27/10; 23/10; 45/17; 27/10; 27/10; 13/5; 21/10; 9/4; 13/5
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-23 18:36:58 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 5/4; 27/20; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 6/5; 13/11; 11/8; 5/4; 5/4; 1; 10/9; 13/10
Draw; 15/8; 19/10; 9/5; 103/0; 15/8; 15/8; 15/8; 37/19; 19/10; 15/8; 2; 19/10; 2; 15/8; 19/10; 37/19; 2; 19/10; 19/10; 39/20; 37/19; 7/4; 19/10; 2
SD Huesca; 27/10; 5/2; 5/2; 133/0; 12/5; 5/2; 12/5; 27/10; 13/5; 13/5; 5/2; 5/2; 11/4; 5/2; 28/11; 27/10; 12/5; 45/17; 13/5; 27/10; 28/11; 21/10; 9/4; 13/5
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-23 22:36:46 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 5/4; 27/20; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 6/5; 6/5; 13/11; 11/8; 5/4; 5/4; 1; 10/9; 13/10
Draw; 15/8; 19/10; 9/5; 103/0; 15/8; 15/8; 15/8; 37/19; 19/10; 15/8; 2; 19/10; 2; 15/8; 37/19; 37/19; 2; 19/10; 19/10; 39/20; 37/19; 7/4; 19/10; 2
SD Huesca; 27/10; 5/2; 5/2; 133/0; 12/5; 5/2; 12/5; 27/10; 13/5; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 27/10; 12/5; 45/17; 13/5; 27/10; 28/11; 21/10; 9/4; 13/5
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-24 02:36:33 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 5/4; 27/20; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 6/5; 6/5; 13/11; 11/8; 5/4; 5/4; 1; 10/9; 13/10
Draw; 15/8; 19/10; 9/5; 103/0; 15/8; 15/8; 15/8; 37/19; 19/10; 15/8; 2; 19/10; 2; 15/8; 37/19; 37/19; 2; 19/10; 19/10; 39/20; 37/19; 19/10; 2; 
SD Huesca; 27/10; 5/2; 5/2; 133/0; 12/5; 5/2; 12/5; 27/10; 13/5; 13/5; 5/2; 5/2; 11/4; 5/2; 13/5; 27/10; 12/5; 45/17; 13/5; 27/10; 28/11; 9/4; 13/5; 
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-24 10:36:50 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 5/4; 27/20; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 13/11; 5/4; 5/4; 6/5; 1; 10/9; 5/4; 5/4
Draw; 15/8; 19/10; 9/5; 103/0; 15/8; 15/8; 15/8; 37/19; 19/10; 15/8; 2; 19/10; 2; 15/8; 37/19; 37/19; 2; 19/10; 2; 39/20; 37/19; 7/4; 19/10; 2; 
SD Huesca; 27/10; 5/2; 5/2; 133/0; 12/5; 5/2; 12/5; 27/10; 13/5; 13/5; 5/2; 5/2; 11/4; 13/5; 45/17; 27/10; 12/5; 45/17; 27/10; 27/10; 27/10; 9/4; 11/4; 11/4; 
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-24 14:37:09 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 5/4; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 13/11; 5/4; 5/4; 6/5; 1; 10/9; 5/4; 5/4
Draw; 15/8; 19/10; 9/5; 9/5; 15/8; 9/5; 37/19; 19/10; 15/8; 2; 15/8; 2; 15/8; 37/19; 37/19; 2; 19/10; 2; 39/20; 37/19; 13/8; 19/10; 2; 
SD Huesca; 27/10; 5/2; 5/2; 13/5; 5/2; 13/5; 27/10; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 45/17; 27/10; 12/5; 45/17; 27/10; 27/10; 45/17; 23/10; 9/4; 11/4; 11/4
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-24 18:36:38 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 6/5; 5/4; 1; 6/5; 1; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 13/11; 11/8; 5/4; 5/4; 1; 10/9; 5/4; 5/4
Draw; 15/8; 15/8; 15/8; 9/5; 9/5; 15/8; 9/5; 37/19; 15/8; 19/10; 15/8; 2; 15/8; 2; 15/8; 37/19; 37/19; 2; 19/10; 19/10; 39/20; 37/19; 7/4; 19/10; 2; 19/10
SD Huesca; 27/10; 5/2; 5/2; 5/2; 14/5; 5/2; 11/4; 27/10; 5/2; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 45/17; 27/10; 12/5; 45/17; 13/5; 27/10; 45/17; 23/10; 9/4; 11/4; 11/4
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-24 22:36:07 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 6/5; 5/4; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 13/11; 11/8; 5/4; 5/4; 10/9; 23/20; 5/4; 5/4
Draw; 15/8; 15/8; 15/8; 9/5; 9/5; 15/8; 9/5; 37/19; 15/8; 19/10; 15/8; 2; 15/8; 2; 15/8; 37/19; 37/19; 2; 19/10; 19/10; 39/20; 37/19; 17/10; 19/10; 2; 19/10
SD Huesca; 27/10; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 27/10; 5/2; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 45/17; 27/10; 12/5; 45/17; 13/5; 27/10; 45/17; 12/5; 12/5; 11/4; 11/4
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-25 02:37:06 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 6/5; 5/4; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 13/11; 5/4; 5/4; 5/4; 6/5; 23/20; 5/4; 5/4
Draw; 15/8; 15/8; 15/8; 9/5; 15/8; 15/8; 9/5; 37/19; 15/8; 19/10; 15/8; 2; 15/8; 2; 15/8; 37/19; 37/19; 2; 19/10; 2; 39/20; 37/19; 9/5; 19/10; 2; 
SD Huesca; 27/10; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 27/10; 5/2; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 45/17; 27/10; 12/5; 45/17; 27/10; 27/10; 45/17; 13/5; 5/2; 11/4; 11/4
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-25 10:36:56 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 6/5; 5/4; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 13/11; 11/8; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4
Draw; 15/8; 19/10; 15/8; 9/5; 15/8; 15/8; 9/5; 37/19; 15/8; 19/10; 9/5; 2; 15/8; 2; 15/8; 37/19; 37/19; 2; 19/10; 19/10; 2; 37/19; 9/5; 19/10; 2; 
SD Huesca; 27/10; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 27/10; 5/2; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 45/17; 27/10; 12/5; 45/17; 13/5; 53/20; 45/17; 13/5; 13/5; 11/4; 11/4
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-25 14:38:31 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 6/5; 5/4; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 13/11; 11/8; 5/4; 6/5; 5/4; 13/10; 5/4; 5/4
Draw; 15/8; 15/8; 15/8; 9/5; 15/8; 15/8; 9/5; 37/19; 15/8; 19/10; 9/5; 2; 15/8; 2; 15/8; 37/19; 37/19; 2; 19/10; 19/10; 39/20; 37/19; 9/5; 19/10; 2; 
SD Huesca; 27/10; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 27/10; 5/2; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 45/17; 27/10; 12/5; 45/17; 13/5; 11/4; 45/17; 13/5; 13/5; 11/4; 11/4
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-25 18:38:13 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 6/5; 5/4; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 13/11; 11/8; 5/4; 6/5; 5/4; 5/4; 5/4
Draw; 15/8; 15/8; 15/8; 9/5; 15/8; 15/8; 9/5; 37/19; 15/8; 19/10; 9/5; 2; 15/8; 2; 15/8; 37/19; 37/19; 2; 19/10; 19/10; 39/20; 9/5; 2; ; 
SD Huesca; 27/10; 5/2; 5/2; 5/2; 5/2; 5/2; 12/5; 27/10; 5/2; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 45/17; 27/10; 12/5; 45/17; 13/5; 11/4; 45/17; 13/5; 11/4; 11/4
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-25 22:37:59 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 6/5; 6/5; 32/25; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 5/4; 13/11; 5/4; 5/4; 6/5; 5/4; 10/9; 13/10; 5/4
Draw; 15/8; 15/8; 15/8; 15/8; 52/25; 15/8; 15/8; 9/5; 37/19; 15/8; 19/10; 9/5; 2; 15/8; 2; 15/8; 37/19; 37/19; 2; 19/10; 2; 39/20; 19/10; 19/10; 2; ; 
SD Huesca; 27/10; 5/2; 5/2; 5/2; 14/5; 5/2; 5/2; 12/5; 27/10; 5/2; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 45/17; 27/10; 40/17; 45/17; 27/10; 11/4; 45/17; 13/5; 9/4; 11/4; 11/4
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-26 02:37:48 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 6/5; 6/5; 13/10; 6/5; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 5/4; 13/11; 5/4; 5/4; 6/5; 5/4; 10/9; 5/4; 5/4
Draw; 15/8; 15/8; 15/8; 15/8; 101/0; 15/8; 15/8; 9/5; 37/19; 15/8; 19/10; 9/5; 2; 15/8; 2; 15/8; 37/19; 37/19; 2; 19/10; 2; 39/20; 2; 19/10; 19/10; 2; 
SD Huesca; 27/10; 5/2; 5/2; 5/2; 71/25; 5/2; 5/2; 12/5; 27/10; 5/2; 13/5; 13/5; 12/5; 5/2; 11/4; 13/5; 45/17; 27/10; 40/17; 45/17; 27/10; 11/4; 27/10; 13/5; 9/4; 14/5; 14/5
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-26 10:37:54 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 6/5; 6/5; 13/10; 23/20; 6/5; 11/10; 6/5; 6/5; 6/5; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 16/13; 13/11; 5/4; 5/4; 5/4; 6/5; 10/9; 5/4; 5/4
Draw; 15/8; 15/8; 15/8; 15/8; 199/00; 19/10; 15/8; 15/8; 37/19; 15/8; 19/10; 19/10; 2; 19/10; 2; 19/10; 37/19; 37/19; 57/29; 19/10; 2; 39/20; 37/19; 19/10; 17/10; 2; 
SD Huesca; 27/10; 5/2; 5/2; 5/2; 29/10; 5/2; 5/2; 12/5; 27/10; 5/2; 13/5; 5/2; 12/5; 5/2; 11/4; 13/5; 45/17; 27/10; 12/5; 45/17; 27/10; 11/4; 27/10; 14/5; 5/2; 14/5; 14/5
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-26 14:37:58 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 5/4; 6/5; 133/00; 6/5; 6/5; 11/10; 6/5; 5/4; 6/5; 6/5; 5/4; 5/4; 5/4; 6/5; 5/4; 6/5; 23/18; 13/11; 11/8; 5/4; 5/4; 5/4; 13/10; 13/10; 13/10
Draw; 15/8; 15/8; 15/8; 15/8; 39/20; 15/8; 15/8; 15/8; 37/19; 15/8; 19/10; 19/10; 15/8; 19/10; 2; 19/10; 19/10; 37/19; 24/13; 19/10; 19/10; 39/20; 37/19; 19/10; 19/10; 19/10; 19/10
SD Huesca; 27/10; 5/2; 12/5; 5/2; 72/25; 5/2; 5/2; 12/5; 27/10; 12/5; 13/5; 5/2; 12/5; 12/5; 11/4; 13/5; 13/5; 27/10; 40/17; 45/17; 13/5; 53/20; 45/17; 11/4; 14/5; 14/5; 11/4
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-26 18:37:59 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Cadiz; 5/4; 6/5; 6/5; 6/5; 129/00; 11/10; 6/5; 11/10; 6/5; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 5/4; 13/11; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10
Draw; 15/8; 15/8; 15/8; 9/5; 99/50; 19/10; 15/8; 15/8; 37/19; 15/8; 19/10; 9/5; 15/8; 15/8; 2; 15/8; 19/10; 37/19; 11/6; 19/10; 19/10; 39/20; 37/19; 19/10; 2; 2; 
SD Huesca; 27/10; 5/2; 5/2; 13/5; 147/0; 13/5; 5/2; 5/2; 27/10; 5/2; 13/5; 13/5; 5/2; 13/5; 11/4; 13/5; 45/17; 27/10; 5/2; 45/17; 14/5; 53/20; 45/17; 14/5; 14/5; 14/5; 14/5
META; spain/la-liga-segunda/cadiz-v-sd-huesca; 2018-03-26 22:37:58 GMT+2; 2018-03-26 20:00; Nothing; Xlenovo
Draw; 9/4; 6/5; 12/5; 141/0; 9/4; 5/2; 12/5; 12/5; 6/5; 23/20; 6/5; 6/5; 9/4; 5/2; 27/11; 13/5; 6/5; 28/11; 6/5; 6/5; 6/5
