META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-05 14:22:59 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 23/20; ; 6/5; ; 32/25; ; ; ; 11/10; 6/5; 6/5; ; ; ; 5/4; ; 15/13; 15/13; 6/5; ; ; 5/4; 6/5; 6/5; ; ; ; 
Alcorcon; 5/2; 9/4; 11/5; 23/10; 61/25; ; ; ; 28/11; 11/5; 23/10; ; ; ; 23/10; 23/10; 5/2; 13/5; 39/19; 5/2; 11/5; 12/5; 23/10; 5/2; ; 21/10; 21/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-06 10:22:47 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 133/100; ; ; ; 11/10; 5/4; 6/5; ; ; ; 5/4; 5/4; 15/13; 15/13; 16/13; 11/10; 6/5; 13/10; 5/4; 6/5; ; 4/11; 6/5; 
Draw; 2; 21/10; 2; 21/10; 57/25; ; ; ; 11/5; 2; 21/10; ; ; ; 21/10; 2; 39/19; 21/10; 39/19; 11/5; 2; 85/40; 21/10; 39/19; ; 1/12; 19/10; 
Alcorcon; 5/2; 9/4; 11/5; 23/10; 61/25; ; ; ; 28/11; 11/5; 23/10; ; ; ; 23/10; 23/10; 5/2; 13/5; 39/19; 5/2; 11/5; 12/5; 23/10; 5/2; ; 1/2; 21/10; 
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-06 14:22:53 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 133/100; ; ; ; 11/10; 5/4; 6/5; ; ; ; 5/4; 5/4; 6/5; 15/13; 16/13; 11/10; 6/5; 13/10; 5/4; 5/4; ; 21/20; 6/5; 13/10
Draw; 2; 21/10; 2; 21/10; 57/25; ; ; ; 11/5; 2; 21/10; ; ; ; 21/10; 2; 21/10; 21/10; 39/19; 11/5; 2; 85/40; 21/10; 21/10; ; 19/10; 19/10; 9/4
Alcorcon; 5/2; 9/4; 11/5; 23/10; 61/25; ; ; ; 28/11; 11/5; 23/10; ; ; ; 23/10; 23/10; 23/10; 13/5; 39/19; 5/2; 11/5; 12/5; 23/10; 23/10; ; 2; 21/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-06 18:23:15 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 67/50; ; ; ; 11/10; 5/4; 6/5; ; ; 5/4; 5/4; 5/4; 6/5; 15/13; 16/13; 11/10; 6/5; 13/10; 5/4; 5/4; ; 10/9; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 56/25; ; ; ; 11/5; 2; 21/10; ; ; 41/20; 21/10; 2; 39/19; 21/10; 39/19; 11/5; 2; 21/10; 21/10; 21/10; ; 19/10; 15/8; 11/5
Alcorcon; 5/2; 9/4; 11/5; 23/10; 123/50; ; ; ; 28/11; 11/5; 23/10; ; ; 9/4; 23/10; 23/10; 40/17; 13/5; 39/19; 5/2; 11/5; 12/5; 23/10; 40/17; ; 2; 21/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-06 22:22:52 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 67/50; ; 6/5; ; 11/10; 5/4; 6/5; ; ; 5/4; 5/4; 5/4; 5/4; 15/13; 16/13; 11/10; 6/5; 13/10; 5/4; 5/4; ; 10/9; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 56/25; ; 2; ; 11/5; 2; 21/10; ; ; 41/20; 21/10; 2; 21/10; 21/10; 39/19; 11/5; 2; 21/10; 21/10; 21/10; ; 19/10; 15/8; 11/5
Alcorcon; 5/2; 9/4; 11/5; 23/10; 123/50; ; 9/4; ; 28/11; 11/5; 23/10; ; ; 9/4; 23/10; 23/10; 40/17; 13/5; 39/19; 5/2; 11/5; 12/5; 23/10; 12/5; ; 2; 21/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-07 02:22:48 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 27/20; ; 6/5; ; 11/10; 5/4; 6/5; ; ; 5/4; 5/4; 5/4; 5/4; 15/13; 16/13; 11/10; 6/5; 13/10; 5/4; 5/4; ; 10/9; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 111/50; ; 2; ; 11/5; 2; 21/10; ; ; 41/20; 21/10; 2; 21/10; 21/10; 39/19; 11/5; 2; 21/10; 21/10; 21/10; ; 19/10; 15/8; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 123/50; ; 9/4; ; 28/11; 11/5; 23/10; ; ; 9/4; 23/10; 23/10; 40/17; 13/5; 39/19; 5/2; 11/5; 12/5; 23/10; 12/5; ; 11/5; 21/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-07 10:22:53 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 27/20; ; 5/4; ; 5/4; 5/4; 5/4; ; ; 5/4; 5/4; 5/4; 5/4; 15/13; 16/13; 16/13; 6/5; 13/10; 5/4; 13/10; ; 11/10; 5/4; 
Draw; 2; 21/10; 2; 21/10; 111/50; ; 2; ; 39/19; 2; 2; ; ; 41/20; 21/10; 2; 39/19; 21/10; 39/19; 39/19; 2; 21/10; 21/10; 39/19; ; 19/10; 15/8; 
Alcorcon; 5/2; 9/4; 11/5; 23/10; 123/50; ; 9/4; ; 12/5; 11/5; 23/10; ; ; 9/4; 23/10; 23/10; 40/17; 13/5; 39/19; 40/17; 11/5; 12/5; 23/10; 12/5; ; 2; 21/10; 
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-07 14:23:07 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 27/20; 6/5; 6/5; 11/10; 5/4; 5/4; 5/4; 5/4; ; 5/4; 5/4; 5/4; 5/4; 15/13; 16/13; 16/13; 6/5; 13/10; 5/4; 5/4; ; 23/20; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 111/50; 21/10; 2; 2; 39/19; 2; 2; 21/10; ; 41/20; 21/10; 2; 39/19; 21/10; 39/19; 39/19; 2; 21/10; 21/10; 21/10; ; 19/10; 15/8; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 123/50; 23/10; 9/4; 11/5; 12/5; 11/5; 23/10; 9/4; ; 9/4; 23/10; 23/10; 40/17; 13/5; 39/19; 40/17; 11/5; 12/5; 23/10; 40/17; ; 2; 21/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-07 18:23:07 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 27/20; 6/5; 5/4; 11/10; 5/4; 5/4; 5/4; 5/4; ; 5/4; 5/4; 5/4; 6/5; 15/13; 16/13; 16/13; 6/5; 13/10; 5/4; 5/4; ; 23/20; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 111/50; 21/10; 2; 2; 39/19; 2; 2; 21/10; ; 41/20; 21/10; 2; 2; 21/10; 39/19; 39/19; 2; 21/10; 21/10; 39/19; ; 19/10; 15/8; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 123/50; 23/10; 9/4; 11/5; 12/5; 11/5; 23/10; 9/4; ; 9/4; 23/10; 23/10; 23/10; 13/5; 39/19; 40/17; 11/5; 12/5; 23/10; 23/10; ; 2; 21/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-07 22:23:05 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 27/20; 6/5; 6/5; 11/10; 15/13; 5/4; 6/5; 5/4; ; 5/4; 5/4; 5/4; 5/4; 15/13; 16/13; 8/7; 6/5; 13/10; 5/4; 5/4; ; 23/20; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 111/50; 21/10; 2; 2; 11/5; 2; 21/10; 21/10; ; 41/20; 21/10; 2; 21/10; 21/10; 39/19; 28/13; 2; 21/10; 21/10; 21/10; ; 19/10; 15/8; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 123/50; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; ; 9/4; 23/10; 23/10; 40/17; 13/5; 39/19; 27/11; 11/5; 12/5; 23/10; 12/5; ; 2; 21/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-08 02:22:57 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 27/20; 6/5; 6/5; 11/10; 15/13; 5/4; 6/5; 5/4; ; 5/4; 5/4; 5/4; 5/4; 15/13; 16/13; 8/7; 6/5; 13/10; 5/4; 5/4; ; 23/20; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 111/50; 21/10; 2; 2; 11/5; 2; 21/10; 21/10; ; 41/20; 21/10; 2; 21/10; 21/10; 39/19; 28/13; 2; 21/10; 21/10; 21/10; ; 19/10; 15/8; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 123/50; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; ; 9/4; 23/10; 23/10; 40/17; 13/5; 39/19; 27/11; 11/5; 12/5; 23/10; 12/5; ; 2; 21/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-08 10:23:00 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 7/5; 6/5; 5/4; 11/10; 15/13; 5/4; 6/5; 13/10; ; 5/4; 5/4; 5/4; 13/10; 15/13; 16/13; 8/7; 6/5; 13/10; 13/10; 13/10; ; 23/20; 5/4; 11/8
Draw; 2; 21/10; 2; 21/10; 11/5; 21/10; 2; 2; 11/5; 2; 21/10; 21/10; ; 41/20; 21/10; 2; 39/19; 21/10; 39/19; 28/13; 2; 21/10; 2; 21/10; ; 19/10; 15/8; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 119/50; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 11/5; ; 9/4; 23/10; 9/4; 23/10; 13/5; 39/19; 27/11; 85/40; 12/5; 23/10; 23/10; ; 2; 21/10; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-08 14:23:14 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 5/4; 5/4; 23/20; 34/25; 6/5; 6/5; 11/10; 15/13; 5/4; 6/5; 5/4; ; 5/4; 5/4; 5/4; 5/4; 5/4; 16/13; 8/7; 6/5; 13/10; 13/10; 5/4; ; 23/20; 5/4; 13/10
Draw; 2; 2; 2; 21/10; 43/20; 21/10; 2; 2; 11/5; 2; 21/10; 2; ; 41/20; 21/10; 2; 39/19; 21/10; 39/19; 28/13; 2; 21/10; 2; 39/19; ; 19/10; 15/8; 21/10
Alcorcon; 5/2; 11/5; 11/5; 23/10; 63/25; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; ; 9/4; 23/10; 23/10; 12/5; 23/10; 39/19; 27/11; 85/40; 12/5; 23/10; 12/5; ; 2; 21/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-08 18:23:14 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 34/25; 6/5; 6/5; 11/10; 15/13; 5/4; 6/5; 5/4; ; 5/4; 5/4; 5/4; 5/4; 5/4; 16/13; 8/7; 6/5; 13/10; 13/10; 5/4; ; 23/20; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 43/20; 21/10; 2; 2; 11/5; 2; 21/10; 2; ; 41/20; 21/10; 2; 39/19; 21/10; 39/19; 28/13; 2; 21/10; 2; 39/19; ; 19/10; 15/8; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 63/25; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; ; 9/4; 23/10; 23/10; 12/5; 23/10; 39/19; 27/11; 85/40; 12/5; 23/10; 12/5; ; 2; 21/10; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-08 22:23:24 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 36/25; 6/5; 6/5; 11/10; 15/13; 5/4; 5/4; 5/4; ; 5/4; 5/4; 5/4; 5/4; 5/4; 16/13; 8/7; 6/5; 13/10; 13/10; 5/4; ; 6/5; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 85/40; 21/10; 2; 2; 11/5; 2; 2; 2; ; 41/20; 21/10; 2; 39/19; 21/10; 39/19; 28/13; 2; 21/10; 2; 39/19; ; 19/10; 19/10; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 119/50; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; ; 9/4; 23/10; 23/10; 12/5; 23/10; 39/19; 27/11; 85/40; 12/5; 23/10; 12/5; ; 21/10; 11/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-09 02:23:14 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 34/25; 6/5; 6/5; 11/10; 15/13; 5/4; 6/5; 5/4; ; 5/4; 5/4; 5/4; 5/4; 5/4; 16/13; 8/7; 6/5; 13/10; 13/10; 5/4; ; 6/5; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 43/20; 21/10; 2; 2; 11/5; 2; 21/10; 2; ; 41/20; 21/10; 2; 39/19; 21/10; 39/19; 28/13; 2; 21/10; 2; 39/19; ; 19/10; 19/10; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 63/25; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; ; 9/4; 23/10; 23/10; 12/5; 23/10; 39/19; 27/11; 85/40; 12/5; 23/10; 12/5; ; 11/5; 11/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-09 10:23:22 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 34/25; 6/5; 6/5; 11/10; 15/13; 5/4; 5/4; 5/4; ; 5/4; 5/4; 5/4; 5/4; 13/10; 16/13; 8/7; 6/5; 13/10; 13/10; 5/4; ; 6/5; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 43/20; 21/10; 2; 2; 11/5; 2; 2; 2; ; 41/20; 21/10; 2; 39/19; 21/10; 39/19; 28/13; 2; 21/10; 2; 39/19; ; 19/10; 19/10; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 63/25; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; ; 9/4; 23/10; 23/10; 12/5; 23/10; 39/19; 27/11; 85/40; 12/5; 23/10; 12/5; ; 11/5; 11/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-09 14:24:02 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 34/25; 6/5; 6/5; 11/10; 15/13; 5/4; 5/4; 5/4; ; 5/4; 5/4; 5/4; 5/4; 13/10; 16/13; 8/7; 6/5; 13/10; 13/10; 5/4; ; 6/5; 5/4; 13/10
Draw; 2; 21/10; 2; 21/10; 43/20; 21/10; 2; 2; 11/5; 2; 2; 2; ; 41/20; 21/10; 2; 39/19; 21/10; 39/19; 28/13; 2; 21/10; 2; 39/19; ; 19/10; 19/10; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 63/25; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; ; 9/4; 23/10; 23/10; 12/5; 23/10; 39/19; 27/11; 85/40; 12/5; 23/10; 12/5; ; 11/5; 11/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-09 18:27:22 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 6/5; 5/4; 23/20; 27/20; 6/5; 6/5; 11/10; 15/13; 5/4; 6/5; 5/4; ; 5/4; 5/4; 5/4; 5/4; 13/10; 16/13; 8/7; 6/5; 13/10; 13/10; 5/4; ; 6/5; 6/5; 13/10
Draw; 2; 21/10; 2; 21/10; 109/50; 21/10; 2; 2; 11/5; 2; 21/10; 2; ; 41/20; 21/10; 2; 21/10; 21/10; 39/19; 28/13; 2; 21/10; 2; 21/10; ; 19/10; 19/10; 21/10
Alcorcon; 5/2; 9/4; 11/5; 23/10; 5/2; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; ; 11/5; 23/10; 23/10; 40/17; 23/10; 39/19; 27/11; 85/40; 12/5; 23/10; 40/17; ; 11/5; 11/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-09 22:23:42 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 5/4; 5/4; 23/20; 27/20; 6/5; 6/5; 11/10; 15/13; 5/4; 6/5; 5/4; ; 5/4; 5/4; 5/4; 5/4; 13/10; 16/13; 8/7; 6/5; 13/10; 13/10; 5/4; ; 6/5; 6/5; 13/10
Draw; 2; 2; 2; 21/10; 109/50; 21/10; 2; 2; 11/5; 2; 21/10; 2; ; 41/20; 21/10; 2; 21/10; 21/10; 39/19; 28/13; 2; 11/5; 2; 21/10; ; 19/10; 19/10; 21/10
Alcorcon; 5/2; 11/5; 11/5; 23/10; 5/2; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; ; 11/5; 23/10; 23/10; 40/17; 23/10; 39/19; 27/11; 85/40; 23/10; 23/10; 40/17; ; 11/5; 11/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-10 02:22:53 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 5/4; 5/4; 23/20; 11/8; 6/5; 5/4; 11/10; 15/13; 5/4; 5/4; 5/4; ; 5/4; 5/4; 5/4; 5/4; 13/10; 23/18; 8/7; 6/5; 13/10; 13/10; 5/4; ; 5/4; 6/5; 13/10
Draw; 2; 2; 2; 21/10; 43/20; 21/10; 2; 2; 11/5; 2; 2; 2; ; 41/20; 21/10; 2; 21/10; 21/10; 39/19; 28/13; 2; 11/5; 2; 21/10; ; 19/10; 19/10; 21/10
Alcorcon; 5/2; 11/5; 11/5; 23/10; 62/25; 23/10; 9/4; 11/5; 27/11; 11/5; 23/10; 9/4; ; 11/5; 23/10; 23/10; 40/17; 23/10; 2; 27/11; 85/40; 23/10; 23/10; 40/17; ; 11/5; 11/5; 12/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-10 10:23:15 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 5/4; 5/4; 5/4; 23/20; 36/25; 6/5; 5/4; 11/10; 15/13; 5/4; 5/4; 13/10; ; 5/4; 5/4; 5/4; 5/4; 13/10; 4/3; 8/7; 5/4; 13/10; 27/20; 13/10; ; 11/8; 13/10; 11/8
Draw; 2; 2; 2; 21/10; 21/10; 21/10; 2; 2; 11/5; 2; 2; 21/10; ; 41/20; 21/10; 2; 21/10; 21/10; 39/19; 28/13; 2; 11/5; 2; 21/10; ; 2; 21/10; 21/10
Alcorcon; 5/2; 11/5; 21/10; 23/10; 12/5; 23/10; 9/4; 11/5; 27/11; 21/10; 23/10; 21/10; ; 11/5; 23/10; 9/4; 23/10; 23/10; 21/10; 27/11; 2; 23/10; 9/4; 23/10; ; 23/10; 12/5; 23/10
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-10 14:25:40 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 6/5; 5/4; 6/5; 23/20; 32/25; 6/5; 6/5; 11/10; 15/13; 6/5; 6/5; 6/5; ; 6/5; 5/4; 6/5; 6/5; 13/10; 5/4; 8/7; 11/10; 6/5; 5/4; 6/5; ; 6/5; 5/4; 5/4
Draw; 2; 2; 21/10; 21/10; 109/50; 21/10; 2; 2; 11/5; 21/10; 2; 21/10; ; ; 2; 2; 21/10; 21/10; ; 28/13; 2; 11/5; ; 28/13; ; 21/10; 11/5; 11/5
Alcorcon; 13/5; 11/5; 23/10; 23/10; 133/50; 23/10; 12/5; 11/5; 27/11; 23/10; 12/5; 23/10; ; 23/10; 12/5; 12/5; 27/11; 23/10; 9/4; 27/11; 23/10; 5/2; 5/2; 27/11; ; 5/2; 13/5; 13/5
META; spain/la-liga-segunda/fc-barcelona-b-v-alcorcon; 2018-02-10 18:23:14 GMT+2; 2018-02-10 17:00; Nothing; Xlenovo
FC Barcelona B; 6/5; 5/4; 6/5; 23/20; ; 23/20; 6/5; 6/5; 15/13; 5/4; 6/5; 6/5; ; 13/10; 5/4; 6/5; 5/4; 15/13; 23/18; 8/7; 5/4; 13/10; 5/4; 6/5; ; 6/5; 11/8; 11/8
Draw; 2; 2; 19/10; 21/10; 2; 2; 15/8; 15/8; 11/5; 19/10; 19/10; 2; ; 39/20; 19/10; 19/10; 2; 21/10; 21/11; 28/13; 9/5; 21/10; ; 2; ; ; 2; 2
Alcorcon; 13/5; 11/5; 12/5; 23/10; 141/50; 12/5; 5/2; 23/10; 27/11; 9/4; 5/2; 12/5; ; 9/4; 13/5; 5/2; 27/11; 27/10; 40/17; 27/11; 9/4; 12/5; 13/5; 45/17; ; 13/5; 5/2; 14/5
