META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-02 22:22:32 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 19/20; 10/11; 19/20; ; 10/11; ; 10/11; ; 19/20; 21/20; 20/21; 20/21; 1; 19/20; 1; 19/20; 10/11; 1; 26/25; 1; 15/16; 9/10; ; 1; 1; ; 20/21; 20/21; 1
Draw; 23/10; 11/5; 21/10; ; ; ; 9/4; ; 11/5; 21/10; 9/4; 11/5; 11/5; 43/20; 21/10; 11/5; 11/5; 11/5; 23/10; 9/4; 28/13; 11/5; ; 9/4; 9/4; ; 21/10; 2; 23/10
Sevilla B; 3; 3; 29/10; ; ; ; 3; ; 16/5; 29/10; 10/3; 3; 14/5; 29/10; 3; 3; 17/5; 58/19; 33/10; 45/17; 31/10; 14/5; ; 16/5; 58/19; ; 14/5; 14/5; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-10 10:22:24 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; ; 10/11; 1; ; 1; 19/20; 10/11; ; 19/20; 1; 1; 20/21; 1; 1; 1; 19/20; 1; 1; 107/100; 24/23; 15/16; 10/11; ; 1; 1; ; 1; 20/21; 1
Draw; ; 11/5; 21/10; ; ; ; 9/4; ; 11/5; 21/10; 11/5; 11/5; 11/5; 43/20; 21/10; 11/5; 11/5; 28/13; 111/50; 9/4; 28/13; 85/40; ; 9/4; 11/5; ; 21/10; 21/10; 9/4
Sevilla B; ; 3; 29/10; ; 31/10; 3; 3; ; 16/5; 11/4; 3; 14/5; 11/4; 14/5; 3; 14/5; 31/10; 58/19; 33/10; 28/11; 31/10; 11/4; ; 3; 58/19; ; 3; 3; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-10 14:26:00 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; ; 1; 21/20; ; 1; 19/20; 1; ; 19/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; 1; 1; 111/100; 13/12; 15/16; 10/11; ; 21/20; 21/20; ; 1; 21/20; 21/20
Draw; ; 21/10; 21/10; ; ; ; 2; ; 11/5; 21/10; 11/5; 2; 21/10; 21/10; 2; 21/10; 11/5; 28/13; 111/50; 9/4; 28/13; 85/40; ; 9/4; 11/5; ; 21/10; 21/10; 11/5
Sevilla B; ; 14/5; 29/10; ; 31/10; 3; 11/4; ; 16/5; 27/10; 3; 14/5; 13/5; 27/10; 3; 14/5; 31/10; 29/10; 63/20; 27/11; 31/10; 13/5; ; 59/20; 56/19; ; 3; 3; 3
META; spain/la-liga-segunda/gimnastic-v-sevilla-b; 2017-12-10 18:25:57 GMT+2; 2017-12-10 17:00; Nothing; Xlenovo
Gimnastic; 23/20; 11/10; 15/13; 11/10; 11/10; 11/10; 11/10; ; 15/13; 23/20; 23/20; 23/20; 6/5; 23/20; 23/20; 11/10; 11/10; 6/5; 5/4; 6/5; 8/7; 11/10; ; 23/20; 6/5; ; 6/5; 6/5; 5/4
Draw; 15/8; 19/10; 2; 21/10; 24/13; 7/4; 15/8; ; 15/8; 2; 15/8; 2; 15/8; 41/20; 9/5; 15/8; 24/13; 9/5; 9/5; 24/13; 24/13; 7/4; ; 21/10; 24/13; ; 9/5; 9/5; 19/10
Sevilla B; 3; 11/4; 5/2; 13/5; 13/4; 3; 11/4; ; 56/19; 5/2; 3; 13/5; 13/5; 49/20; 3; 14/5; 13/4; 56/19; 69/20; 45/17; 29/10; 11/4; ; 14/5; 56/19; ; 3; 3; 3
