Gijon; 8/13; 8/13; 7/10; 8/13; 4/6; 4/6; 8/13; 4/7; 4/6; ; 4/6; 6/10; 4/6; 8/13; 4/6; 8/13; 7/10; 4/6; 71/100; 8/13; 4/6; ; ; 4/6; ; 4/7; 4/7; 4/6
Draw; 13/5; 5/2; 13/5; 13/5; 13/5; 9/4; 5/2; 12/5; 27/11; ; 12/5; 5/2; 13/5; 5/2; 13/5; 5/2; 12/5; 13/5; 68/25; 13/5; 12/5; ; ; 13/5; ; 5/2; 5/2; 27/10
Sevilla B; 5; 9/2; 15/4; 9/2; 9/2; 15/4; 9/2; 9/2; 9/2; ; 9/2; 17/4; 4; 9/2; 17/4; 9/2; 17/4; 49/11; 24/5; 19/5; 9/2; ; ; 17/4; ; 9/2; 10/3; 24/5
META; spain/la-liga-segunda/gijon-v-sevilla-b; 2017-10-05 18:25:41 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Gijon; 8/13; 8/13; 4/6; 8/13; 4/6; 4/6; 8/13; 4/7; 4/6; ; 4/6; 6/10; 4/6; 8/13; 4/6; 8/13; 7/10; 4/6; 7/10; 8/13; 4/6; ; ; 4/6; ; 8/13; 8/13; 4/6
Draw; 13/5; 5/2; 5/2; 13/5; 13/5; 9/4; 5/2; 12/5; 27/11; ; 12/5; 5/2; 13/5; 5/2; 13/5; 5/2; 12/5; 13/5; 139/50; 13/5; 12/5; ; ; 13/5; ; 5/2; 5/2; 27/10
Sevilla B; 5; 9/2; 21/5; 9/2; 9/2; 15/4; 9/2; 9/2; 9/2; ; 4; 17/4; 4; 9/2; 17/4; 9/2; 17/4; 49/11; 24/5; 19/5; 9/2; ; ; 19/4; ; 9/2; 22/5; 24/5
META; spain/la-liga-segunda/gijon-v-sevilla-b; 2017-10-05 22:24:59 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Gijon; 8/13; 8/13; 4/6; 8/13; 4/6; 4/6; 8/13; 4/7; 4/6; 4/6; 4/6; 6/10; 4/6; 8/13; 4/6; 8/13; 7/10; 11/17; 69/100; 8/13; 4/6; ; ; 4/6; ; 8/13; 8/13; 4/6
Draw; 13/5; 5/2; 5/2; 13/5; 13/5; 9/4; 5/2; 12/5; 27/11; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 12/5; 13/5; 139/50; 13/5; 12/5; ; ; 13/5; ; 5/2; 5/2; 11/4
Sevilla B; 5; 9/2; 21/5; 9/2; 9/2; 15/4; 9/2; 9/2; 9/2; 21/5; 4; 17/4; 4; 9/2; 17/4; 9/2; 17/4; 9/2; 49/10; 19/5; 9/2; ; ; 19/4; ; 9/2; 22/5; 24/5
META; spain/la-liga-segunda/gijon-v-sevilla-b; 2017-10-06 02:26:47 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Gijon; 8/13; 8/13; 4/6; 8/13; 4/6; 4/6; 8/13; 4/7; 4/6; 4/6; 4/6; 6/10; 4/6; 8/13; 4/6; 8/13; 7/10; 11/17; 7/10; 8/13; 4/6; ; ; 4/6; ; 8/13; 4/7; 4/6
Draw; 13/5; 5/2; 5/2; 13/5; 13/5; 9/4; 5/2; 12/5; 27/11; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 12/5; 13/5; 139/50; 13/5; 12/5; ; ; 13/5; ; 5/2; 5/2; 11/4
Sevilla B; 5; 9/2; 21/5; 9/2; 9/2; 15/4; 9/2; 9/2; 9/2; 21/5; 4; 17/4; 4; 9/2; 17/4; 9/2; 17/4; 9/2; 24/5; 19/5; 9/2; ; ; 19/4; ; 9/2; 10/3; 24/5
META; spain/la-liga-segunda/gijon-v-sevilla-b; 2017-10-06 10:24:56 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Gijon; 8/13; 8/13; 4/6; 8/13; 4/6; 4/6; 8/13; 4/7; 4/6; 4/6; 4/6; 6/10; 4/6; 8/13; 4/6; 8/13; 7/10; 11/17; 7/10; 8/13; 4/6; ; ; 4/6; ; 8/13; 8/13; 4/6
Draw; 13/5; 5/2; 5/2; 13/5; 13/5; 9/4; 5/2; 12/5; 27/11; 5/2; 5/2; 5/2; 13/5; 5/2; 13/5; 5/2; 12/5; 13/5; 139/50; 13/5; 12/5; ; ; 13/5; ; 5/2; 5/2; 11/4
Sevilla B; 5; 9/2; 21/5; 9/2; 9/2; 15/4; 9/2; 9/2; 9/2; 21/5; 4; 17/4; 4; 9/2; 17/4; 9/2; 17/4; 9/2; 24/5; 19/5; 9/2; ; ; 19/4; ; 22/5; 22/5; 24/5
META; spain/la-liga-segunda/gijon-v-sevilla-b; 2017-10-06 14:26:03 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Gijon; 8/13; 8/13; 11/18; 8/13; 8/13; 4/6; 8/13; 4/7; 8/13; 8/13; 4/6; 6/10; 4/6; 8/13; 4/6; 8/13; 7/10; 11/17; 13/20; 8/13; 8/13; ; ; 4/6; ; 8/13; 4/7; 4/6
Draw; 13/5; 5/2; 5/2; 13/5; 13/5; 9/4; 5/2; 12/5; 45/17; 5/2; 5/2; 49/20; 13/5; 5/2; 13/5; 13/5; 12/5; 13/5; 72/25; 13/5; 13/5; ; ; 13/5; ; 13/5; 5/2; 27/10
Sevilla B; 5; 9/2; 17/4; 9/2; 5; 15/4; 9/2; 9/2; 9/2; 17/4; 4; 17/4; 4; 9/2; 17/4; 9/2; 17/4; 79/17; 26/5; 19/5; 9/2; ; ; 19/4; ; 23/5; 22/5; 5
META; spain/la-liga-segunda/gijon-v-sevilla-b; 2017-10-06 18:25:39 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Gijon; 4/7; 6/10; 3/5; 8/13; 3/5; 3/5; 4/7; 8/15; 8/13; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 4/7; 8/13; 10/17; 61/100; 5/8; 8/13; ; ; 8/13; ; 4/7; 4/7; 4/7
Draw; 11/4; 5/2; 5/2; 13/5; 11/4; 12/5; 5/2; 13/5; 45/17; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 73/25; 28/11; 13/5; ; ; 13/5; ; 13/5; 13/5; 14/5
Sevilla B; 21/4; 9/2; 19/4; 9/2; 5; 21/5; 5; 9/2; 9/2; 19/4; 9/2; 9/2; 17/4; 9/2; 19/4; 5; 19/4; 5; 57/10; 39/10; 9/2; ; ; 21/4; ; 5; 23/5; 11/2
META; spain/la-liga-segunda/gijon-v-sevilla-b; 2017-10-06 22:26:11 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Gijon; 4/7; 6/10; 3/5; 8/13; 3/5; 3/5; 4/7; 8/15; 8/13; 6/10; 8/13; 4/7; 8/13; 4/7; 8/13; 4/7; 8/13; 10/17; 61/100; 7/11; 8/13; ; ; 8/13; ; 4/7; 4/7; 4/7
Draw; 11/4; 5/2; 5/2; 13/5; 11/4; 12/5; 5/2; 13/5; 45/17; 5/2; 5/2; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 27/10; 73/25; 28/11; 13/5; ; ; 13/5; ; 13/5; 13/5; 14/5
Sevilla B; 21/4; 9/2; 19/4; 9/2; 5; 21/5; 5; 9/2; 9/2; 19/4; 9/2; 19/4; 17/4; 9/2; 19/4; 5; 19/4; 5; 57/10; 50/13; 9/2; ; ; 21/4; ; 5; 23/5; 11/2
META; spain/la-liga-segunda/gijon-v-sevilla-b; 2017-10-07 02:25:08 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Gijon; 4/7; 4/7; 3/5; 8/13; 3/5; 3/5; 4/7; 8/15; 8/13; 6/10; 6/10; 11/20; 6/10; 4/7; 8/13; 4/7; 8/13; 10/17; 3/5; 7/11; 8/13; ; ; 8/13; ; 4/7; 4/7; 4/7
Draw; 14/5; 13/5; 5/2; 13/5; 11/4; 12/5; 5/2; 13/5; 45/17; 5/2; 13/5; 5/2; 13/5; 13/5; 13/5; 13/5; 13/5; 11/4; 147/50; 28/11; 13/5; ; ; 13/5; ; 27/10; 5/2; 14/5
Sevilla B; 5; 9/2; 19/4; 9/2; 5; 21/5; 5; 9/2; 9/2; 19/4; 9/2; 19/4; 9/2; 9/2; 19/4; 5; 19/4; 51/10; 29/5; 50/13; 9/2; ; ; 21/4; ; 5; 24/5; 28/5
META; spain/la-liga-segunda/gijon-v-sevilla-b; 2017-10-07 10:25:43 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Gijon; 8/13; 8/13; 4/6; 8/13; 4/6; 3/5; 8/13; 4/7; 8/13; 4/6; 4/6; 8/13; 4/6; 8/13; 4/6; 8/13; 8/13; 8/13; 13/20; 7/10; 8/13; ; ; 4/6; ; 4/6; 4/6; 4/6
Draw; 14/5; 5/2; 12/5; 13/5; 13/5; 12/5; 5/2; 12/5; 45/17; 12/5; 5/2; 49/20; 5/2; 5/2; 13/5; 5/2; 13/5; 45/17; 72/25; 28/11; 13/5; ; ; 27/10; ; 5/2; 5/2; 11/4
Sevilla B; 9/2; 9/2; 17/4; 9/2; 9/2; 21/5; 9/2; 9/2; 9/2; 17/4; 4; 17/4; 4; 9/2; 17/4; 9/2; 19/4; 47/10; 26/5; 37/10; 9/2; ; ; 9/2; ; 24/5; 24/5; 5
META; spain/la-liga-segunda/gijon-v-sevilla-b; 2017-10-07 14:25:41 GMT+3; 2017-10-07 15:00; Nothing; Xlenovo
Gijon; 8/13; 8/13; 11/18; 8/13; 4/6; 3/5; 8/13; 4/7; 8/13; 8/13; 8/13; 6/10; 4/6; 6/10; 4/6; 8/13; 8/13; 8/13; 4/6; 13/19; 8/13; ; ; 13/20; ; 4/6; 4/7; 4/6
Draw; 14/5; 5/2; 5/2; 13/5; 13/5; 12/5; 5/2; 5/2; 45/17; 5/2; 13/5; 49/20; 5/2; 13/5; 13/5; 13/5; 13/5; 27/10; 68/25; 13/5; 13/5; ; ; 27/10; ; 5/2; 13/5; 13/5
Sevilla B; 9/2; 9/2; 17/4; 9/2; 9/2; 21/5; 9/2; 9/2; 9/2; 17/4; 4; 17/4; 17/4; 9/2; 17/4; 9/2; 19/4; 47/10; 27/5; 19/5; 9/2; ; ; 19/4; ; 5; 5; 26/5
META; spain/la-liga-segunda/gijon-v-sevilla-b; 2017-10-07 18:25:19 GMT+3; 2017-10-07 15:00; In Play; Xlenovo
Gijon; 1/100; 1/100; 1/5; ; 8/11; ; ; 1/200; 7/10; 7/10; 1/6; 1/100; 1/200; ; ; ; 1/100; ; ; ; 13/18; ; ; ; ; ; ; 1/50
Draw; 25; 40; 9/2; ; 9/4; ; ; 33; 40/17; 11/5; 9/2; 13; 14; ; 28; 18; 19/2; ; ; ; 27/11; ; ; ; ; ; ; 27
Sevilla B; 150; 100; 20; ; 5; ; ; 300; 23/5; 9/2; 16; 50; 50; ; 250; 66; 66; ; ; ; 39/10; ; ; ; ; ; ; 
