META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-20 14:26:43 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 10/11; 19/20; 19/20; 1; ; ; ; ; ; 19/20; 1; 20/21; ; ; ; ; ; 19/20; 51/50; ; ; ; 21/20; 19/20; 19/20; ; 2/15; 20/21; 
Oviedo; 19/20; 10/11; 19/20; 1; 10/11; 10/11; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 19/20; 19/20; 103/100; 13/14; 15/16; 9/10; 20/21; 10/11; 19/20; ; 5/6; 10/11; 
Draw; 11/5; 85/40; 21/10; 11/5; 2; 11/5; 9/4; ; 11/5; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10; 21/10; 11/5; 57/25; 11/5; 28/13; 85/40; 23/10; 11/5; 11/5; ; 2; 21/10; 
Numancia; 16/5; 3; 29/10; 14/5; 3; 3; 3; ; 16/5; 29/10; 10/3; 3; ; 3; 16/5; 3; 13/4; 41/13; 17/5; 27/10; 31/10; 3; 33/10; 16/5; 16/5; ; 11/4; 5/2; 
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-22 18:25:02 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 19/20; 1; 10/11; 10/11; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 19/20; 19/20; 103/100; 13/14; 15/16; 9/10; 20/21; 10/11; 19/20; ; 5/6; 10/11; 
Draw; 11/5; 85/40; 21/10; 11/5; 2; 11/5; 9/4; ; 11/5; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10; 21/10; 11/5; 57/25; 11/5; 28/13; 85/40; 23/10; 11/5; 11/5; ; 2; 21/10; 
Numancia; 16/5; 3; 29/10; 14/5; 3; 3; 3; ; 16/5; 29/10; 10/3; 3; ; 3; 16/5; 3; 13/4; 41/13; 17/5; 27/10; 31/10; 3; 33/10; 16/5; 16/5; ; 11/4; 5/2; 
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-22 22:25:32 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 19/20; 1; 10/11; 10/11; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 19/20; 19/20; 103/100; 13/14; 15/16; 9/10; 20/21; 10/11; 19/20; ; 5/6; 10/11; 1
Draw; 11/5; 85/40; 21/10; 11/5; 2; 11/5; 9/4; ; 11/5; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10; 21/10; 11/5; 57/25; 11/5; 28/13; 85/40; 23/10; 11/5; 11/5; ; 2; 21/10; 11/5
Numancia; 16/5; 3; 29/10; 14/5; 3; 3; 3; ; 16/5; 29/10; 10/3; 3; ; 3; 16/5; 3; 13/4; 41/13; 17/5; 27/10; 31/10; 3; 33/10; 16/5; 16/5; ; 11/4; 5/2; 10/3
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-23 02:25:10 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 19/20; 1; 10/11; 10/11; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 19/20; 19/20; 103/100; 13/14; 15/16; 9/10; 20/21; 10/11; 19/20; ; 5/6; 10/11; 1
Draw; 11/5; 85/40; 21/10; 11/5; 2; 11/5; 9/4; ; 11/5; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10; 21/10; 11/5; 57/25; 11/5; 28/13; 85/40; 23/10; 11/5; 11/5; ; 2; 21/10; 11/5
Numancia; 16/5; 3; 29/10; 14/5; 3; 3; 3; ; 16/5; 29/10; 10/3; 3; ; 3; 16/5; 3; 13/4; 41/13; 17/5; 27/10; 31/10; 3; 33/10; 16/5; 16/5; ; 11/4; 5/2; 10/3
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-23 10:25:31 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 19/20; 1; 10/11; 10/11; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 19/20; 19/20; 103/100; 13/14; 15/16; 9/10; 20/21; 10/11; 19/20; ; 5/6; 10/11; 1
Draw; 11/5; 85/40; 21/10; 11/5; 2; 11/5; 9/4; ; 11/5; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10; 21/10; 11/5; 57/25; 11/5; 28/13; 85/40; 23/10; 11/5; 11/5; ; 2; 21/10; 11/5
Numancia; 16/5; 3; 29/10; 14/5; 3; 3; 3; ; 16/5; 29/10; 10/3; 3; ; 3; 16/5; 3; 13/4; 41/13; 17/5; 27/10; 31/10; 3; 33/10; 16/5; 16/5; ; 14/5; 5/2; 10/3
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-23 14:25:29 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 19/20; 1; 10/11; 10/11; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 19/20; 19/20; 103/100; 13/14; 15/16; 9/10; 20/21; 10/11; 19/20; ; 5/6; 10/11; 1
Draw; 11/5; 85/40; 21/10; 11/5; 2; 11/5; 9/4; ; 11/5; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10; 21/10; 11/5; 57/25; 11/5; 28/13; 85/40; 9/4; 11/5; 11/5; ; 2; 21/10; 11/5
Numancia; 16/5; 3; 29/10; 14/5; 3; 3; 3; ; 16/5; 29/10; 10/3; 3; ; 3; 16/5; 3; 13/4; 41/13; 17/5; 27/10; 31/10; 3; 33/10; 16/5; 41/13; ; 14/5; 5/2; 10/3
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-23 18:25:32 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 19/20; 1; 10/11; 10/11; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 19/20; 19/20; 103/100; 13/14; 15/16; 9/10; 20/21; 10/11; 19/20; ; 5/6; 10/11; 1
Draw; 11/5; 85/40; 21/10; 11/5; 2; 11/5; 9/4; ; 11/5; 21/10; 11/5; 11/5; ; 21/10; 21/10; 21/10; 21/10; 11/5; 57/25; 11/5; 28/13; 85/40; 9/4; 11/5; 11/5; ; 19/10; 21/10; 11/5
Numancia; 16/5; 3; 29/10; 14/5; 3; 3; 3; ; 16/5; 29/10; 10/3; 3; ; 3; 16/5; 3; 13/4; 41/13; 17/5; 27/10; 31/10; 3; 33/10; 16/5; 41/13; ; 14/5; 5/2; 10/3
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-23 22:24:07 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 19/20; 1; 10/11; 10/11; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 19/20; 19/20; 103/100; 13/14; 15/16; 9/10; 20/21; 10/11; 1; ; 5/6; 10/11; 1
Draw; 11/5; 85/40; 21/10; 11/5; 2; 11/5; 9/4; ; 11/5; 21/10; 9/4; 11/5; ; 21/10; 21/10; 21/10; 21/10; 11/5; 57/25; 11/5; 28/13; 85/40; 9/4; 11/5; 11/5; ; 19/10; 21/10; 11/5
Numancia; 16/5; 3; 29/10; 14/5; 3; 3; 3; ; 16/5; 29/10; 10/3; 3; ; 3; 16/5; 3; 13/4; 41/13; 17/5; 27/10; 31/10; 3; 33/10; 16/5; 41/13; ; 11/4; 14/5; 10/3
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-24 02:24:27 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 19/20; 1; 10/11; 10/11; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 19/20; 19/20; 103/100; 13/14; 15/16; 9/10; 20/21; 10/11; 1; ; 20/21; 10/11; 1
Draw; 11/5; 85/40; 21/10; 11/5; 2; 11/5; 9/4; ; 11/5; 21/10; 11/5; 11/5; ; 21/10; 21/10; 21/10; 21/10; 11/5; 57/25; 11/5; 28/13; 85/40; 9/4; 11/5; 11/5; ; 2; 21/10; 11/5
Numancia; 16/5; 3; 29/10; 14/5; 3; 3; 3; ; 16/5; 29/10; 10/3; 3; ; 3; 16/5; 3; 13/4; 41/13; 17/5; 27/10; 31/10; 3; 33/10; 16/5; 41/13; ; 14/5; 14/5; 10/3
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-24 10:24:28 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 19/20; 1; 17/20; 10/11; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 10/11; 19/20; 103/100; 13/14; 15/16; 9/10; 20/21; 10/11; 1; ; 1; 10/11; 1
Draw; 11/5; 85/40; 21/10; 11/5; 41/20; 11/5; 9/4; ; 11/5; 21/10; 11/5; 11/5; ; 21/10; 21/10; 21/10; 11/5; 11/5; 57/25; 11/5; 28/13; 85/40; 9/4; 11/5; 11/5; ; 2; 21/10; 11/5
Numancia; 16/5; 3; 29/10; 14/5; 3; 3; 3; ; 16/5; 29/10; 10/3; 3; ; 3; 16/5; 3; 17/5; 41/13; 17/5; 27/10; 31/10; 3; 33/10; 16/5; 41/13; ; 14/5; 14/5; 10/3
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-24 14:24:46 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 19/20; 1; 17/20; 10/11; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 10/11; 19/20; 103/100; 13/14; 15/16; 9/10; 20/21; 10/11; 1; ; 1; 10/11; 1
Draw; 11/5; 85/40; 21/10; 11/5; 41/20; 11/5; 9/4; ; 11/5; 21/10; 11/5; 11/5; ; 21/10; 21/10; 21/10; 11/5; 11/5; 57/25; 11/5; 28/13; 85/40; 9/4; 11/5; 11/5; ; 2; 21/10; 11/5
Numancia; 16/5; 3; 29/10; 14/5; 3; 3; 3; ; 16/5; 29/10; 10/3; 3; ; 3; 16/5; 3; 17/5; 31/10; 17/5; 27/10; 31/10; 3; 33/10; 16/5; 41/13; ; 3; 14/5; 10/3
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-24 18:27:14 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 10/11; 1; 17/20; 10/11; 10/11; ; 19/20; 10/11; 20/21; 10/11; ; 10/11; 19/20; 10/11; 10/11; 19/20; 49/50; 11/12; 15/16; 5/6; 10/11; 10/11; 19/20; ; 5/6; 9/10; 20/21
Draw; 11/5; 85/40; 21/10; 11/5; 41/20; 11/5; 9/4; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 21/10; 21/10; 11/5; 11/5; 57/25; 11/5; 28/13; 85/40; 23/10; 23/10; 11/5; ; 2; 21/10; 9/4
Numancia; 16/5; 3; 16/5; 14/5; 3; 3; 3; ; 16/5; 16/5; 10/3; 16/5; ; 31/10; 16/5; 3; 17/5; 13/4; 73/20; 11/4; 31/10; 3; 7/2; 7/2; 33/10; ; 3; 3; 7/2
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-24 22:24:57 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 19/20; 10/11; 10/11; 1; 17/20; 20/23; 10/11; ; 19/20; 10/11; 20/21; 10/11; ; 10/11; 19/20; 10/11; 10/11; 10/11; 97/100; 11/12; 15/16; 5/6; 10/11; 10/11; 19/20; ; 5/6; 5/6; 20/21
Draw; 11/5; 85/40; 21/10; 11/5; 41/20; 11/5; 9/4; ; 11/5; 21/10; 11/5; 21/10; ; 43/20; 21/10; 21/10; 11/5; 11/5; 57/25; 11/5; 28/13; 85/40; 23/10; 23/10; 11/5; ; 2; 11/5; 9/4
Numancia; 16/5; 16/5; 16/5; 14/5; 3; 16/5; 3; ; 16/5; 16/5; 10/3; 16/5; ; 31/10; 16/5; 16/5; 17/5; 33/10; 37/10; 11/4; 31/10; 3; 7/2; 7/2; 57/17; ; 3; ; 7/2
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-25 02:24:08 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 10/11; 10/11; 10/11; 1; 17/20; 20/23; 10/11; ; 19/20; 10/11; 10/11; 10/11; ; 10/11; 19/20; 10/11; 10/11; 10/11; 97/100; 11/12; 15/16; 5/6; 37/40; 19/20; 19/20; ; 4/5; 9/10; 20/21
Draw; 23/10; 85/40; 21/10; 11/5; 41/20; 11/5; 9/4; ; 11/5; 21/10; 9/4; 21/10; ; 43/20; 21/10; 21/10; 11/5; 11/5; 57/25; 11/5; 28/13; 85/40; 23/10; 23/10; 11/5; ; 2; 11/5; 9/4
Numancia; 16/5; 16/5; 16/5; 14/5; 3; 16/5; 3; ; 16/5; 16/5; 10/3; 16/5; ; 31/10; 16/5; 16/5; 17/5; 57/17; 37/10; 11/4; 31/10; 3; 17/5; 10/3; 57/17; ; 3; 3; 7/2
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-25 10:24:24 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 1; 10/11; 19/20; 1; 9/10; 9/10; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 19/20; 19/20; 19/20; 19/20; 1; 21/20; 1; 15/16; 9/10; 1; 19/20; 1; ; 1; 20/21; 1
Draw; 2; 2; 21/10; 11/5; 15/8; 21/10; 2; ; 11/5; 21/10; 21/10; 21/10; ; 21/10; 2; 2; 2; 2; 51/25; 39/19; 28/13; 2; 11/5; 9/4; 2; ; 21/10; 21/10; 21/10
Numancia; 10/3; 16/5; 29/10; 14/5; 16/5; 10/3; 10/3; ; 16/5; 29/10; 10/3; 3; ; 3; 7/2; 16/5; 18/5; 17/5; 19/5; 56/19; 31/10; 3; 16/5; 10/3; 7/2; ; 7/2; 7/2; 7/2
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-25 14:24:44 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 1; 10/11; 1; 1; 9/10; 9/10; 10/11; ; 19/20; 1; 20/21; 10/11; ; 1; 19/20; 19/20; 19/20; 1; 26/25; 30/29; 15/16; 9/10; 1; 1; 1; ; 1; 20/21; 1
Draw; 2; 2; 21/10; 11/5; 15/8; 21/10; 2; ; 11/5; 21/10; 21/10; 2; ; 21/10; 2; 2; 2; 2; 52/25; 21/10; 28/13; 2; 11/5; 9/4; 2; ; 2; 2; 21/10
Numancia; 10/3; 16/5; 14/5; 14/5; 16/5; 10/3; 10/3; ; 16/5; 14/5; 10/3; 10/3; ; 29/10; 7/2; 16/5; 18/5; 57/17; 15/4; 14/5; 31/10; 3; 16/5; 16/5; 17/5; ; 7/2; 7/2; 7/2
META; spain/la-liga-segunda/oviedo-v-numancia; 2017-11-25 18:23:56 GMT+2; 2017-11-25 17:00; Nothing; Xlenovo
Oviedo; 21/20; 10/11; 19/20; 1; 9/10; 9/10; 10/11; ; 19/20; 19/20; 20/21; 20/21; ; 11/10; 19/20; 19/20; 19/20; 21/20; 101/100; 9/8; 15/16; 9/10; 11/10; 19/20; 19/20; ; 1; 20/21; 20/21
Draw; 2; 2; 21/10; 2; 15/8; 21/10; 2; ; 11/5; 21/10; 21/10; 21/10; ; 41/20; 2; 2; 2; 2; 41/20; 28/13; 28/13; 2; 11/5; 11/5; 39/19; ; 2; ; 21/10
Numancia; 31/10; 16/5; 3; 3; 16/5; 10/3; 10/3; ; 16/5; 3; 7/2; 16/5; ; 13/5; 7/2; 16/5; 18/5; 31/10; 4; 27/11; 31/10; 3; 11/4; 10/3; 38/11; ; 7/2; ; 7/2
